,p,freq,freq.pred,pred.lwr,pred.upr,SE ,SD,z statistic,adj pvalue,outside of CI mean,model,Kingdom,Phylum,Class,Order,Family,Genus,Species
0d6cadcd7a3498d7976ad3fd2a3fe70d,3.30E-05,0.012224939,0.001758553,0.000157952,0.01926629,0.005,0.137,2.508,9.50E+00,-2.51E-03,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,NA,NA
dfd9b04cc63f53e336b848239c3c1d99,3.30E-05,0.002444988,0.001758553,0.000157952,0.01926629,0.005,0.137,0.502,4.93E+02,7.27E-03,neutral,d__Bacteria,Chloroflexi,TK10,TK10,TK10,NA,NA
e8931651c2e151cc9a2b35c2393c74e0,3.30E-05,0.012224939,0.001758553,0.000157952,0.01926629,0.005,0.137,2.508,9.50E+00,-2.51E-03,neutral,d__Bacteria,Chloroflexi,Ktedonobacteria,MVP-21,MVP-21,NA,NA
03280c239928a42c2a8fbe25359ec200,3.42E-05,0.009779951,0.001823629,0.000168831,0.019383486,0.005,0.137,1.995,3.58E+01,-3.79E-06,neutral,d__Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,NA,NA
76172793a7fffaef40770d493d076dbd,3.42E-05,0.007334963,0.001823629,0.000168831,0.019383486,0.005,0.137,1.496,1.06E+02,2.44E-03,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,NA,NA
fdeb2fb3c91bea842aef8bdf42db63a3,3.42E-05,0.009779951,0.001823629,0.000168831,0.019383486,0.005,0.137,1.995,3.58E+01,-3.79E-06,neutral,d__Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NA,NA
0bec0803a2984718360692e40acbddef,3.55E-05,0.004889976,0.001888702,0.000180009,0.019500377,0.005,0.138,0.992,2.56E+02,4.95E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,NA,NA
7d4a41b51b25e59cb820805b0b8e6a0a,3.55E-05,0.002444988,0.001888702,0.000180009,0.019500377,0.005,0.138,0.496,4.97E+02,7.40E-03,neutral,d__Bacteria,Firmicutes,Bacilli,Entomoplasmatales,Spiroplasmataceae,NA,NA
879b7bce8532bf5a8430e0fbfee5afbe,3.55E-05,0.004889976,0.001888702,0.000180009,0.019500377,0.005,0.138,0.992,2.56E+02,4.95E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,R7C24,NA,NA
997669261aeff835c9a044e4feaf08d7,3.55E-05,0.004889976,0.001888702,0.000180009,0.019500377,0.005,0.138,0.992,2.56E+02,4.95E-03,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,NRL2,NRL2,NA,NA
1dba666af844ba50aa9e9d1c30258db3,3.67E-05,0.012224939,0.001953772,0.000191482,0.019616965,0.005,0.139,2.467,1.06E+01,-2.32E-03,neutral,d__Bacteria,Planctomycetota,Phycisphaerae,MSBL9,Unclassified MSBL9,NA,NA
6924d64e2bda477df3960abcfa0c2fd6,3.67E-05,0.019559902,0.001953772,0.000191482,0.019616965,0.005,0.139,3.947,7.10E-02,-9.66E-03,neutral,d__Bacteria,Proteobacteria,Magnetococcia,Magnetococcales,Magnetococcaceae,NA,NA
59686e9e12af135110d577dd92765bb2,3.79E-05,0.017114914,0.002018837,0.000203243,0.019733257,0.005,0.140,3.435,4.93E-01,-7.15E-03,neutral,d__Bacteria,Planctomycetota,Phycisphaerae,S-70,S-70,NA,NA
68d8a0e87b81ce503cf36f6e4f2a4b01,3.79E-05,0.009779951,0.002018837,0.000203243,0.019733257,0.005,0.140,1.963,3.87E+01,1.88E-04,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Run-SP154,Run-SP154,NA,NA
88da696ecae9a272ac97b9334ce283fd,3.79E-05,0.007334963,0.002018837,0.000203243,0.019733257,0.005,0.140,1.472,1.11E+02,2.63E-03,neutral,d__Bacteria,Actinobacteriota,MB-A2-108,MB-A2-108,MB-A2-108,NA,NA
8bf77a2a7fe80a36371a5ec0e1dd69a3,3.79E-05,0.004889976,0.002018837,0.000203243,0.019733257,0.005,0.140,0.981,2.60E+02,5.08E-03,neutral,d__Bacteria,Chloroflexi,Gitt-GS-136,Gitt-GS-136,Gitt-GS-136,NA,NA
ae6e4929b5d99bf9eb6b4289617e7990,3.79E-05,0.002444988,0.002018837,0.000203243,0.019733257,0.005,0.140,0.491,5.00E+02,7.52E-03,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriales_Incertae_Sedis,NA,NA
d97723981e6c28a49ef9d472e04e5df8,3.79E-05,0.014669927,0.002018837,0.000203243,0.019733257,0.005,0.140,2.944,2.58E+00,-4.70E-03,neutral,d__Bacteria,Actinobacteriota,Unclassified Actinobacteriota,Unclassified Actinobacteriota,Unclassified Actinobacteriota,NA,NA
d9a5215f7316ec2d15a3db87da6788d6,3.79E-05,0.009779951,0.002018837,0.000203243,0.019733257,0.005,0.140,1.963,3.87E+01,1.88E-04,neutral,d__Bacteria,Elusimicrobiota,Lineage_IIb,Lineage_IIb,Lineage_IIb,NA,NA
18abeddb4fd1429017e07cd8b856a38e,3.91E-05,0.004889976,0.002083898,0.000215288,0.019849257,0.005,0.140,0.976,2.62E+02,5.14E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,UBA4486,UBA4486,NA,NA
539171b96eaef9c49dacdc7cc4c1c61c,3.91E-05,0.017114914,0.002083898,0.000215288,0.019849257,0.005,0.140,3.417,5.26E-01,-7.08E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,NA,NA
aa5c7619b73fb0c6fc5ac0b3a7771704,3.91E-05,0.004889976,0.002083898,0.000215288,0.019849257,0.005,0.140,0.976,2.62E+02,5.14E-03,neutral,d__Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,NA,NA
efd54345766e80d6e13e6cf8a79a71c8,4.16E-05,0.004889976,0.002214009,0.000240214,0.0200804,0.005,0.142,0.966,2.66E+02,5.27E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,CCD24,CCD24,NA,NA
4859ebab1f93c949f0cb930fd3196d04,4.28E-05,0.004889976,0.002279059,0.000253085,0.020195551,0.005,0.143,0.961,2.68E+02,5.33E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,NA,NA
3cb087c8542aeb9944bad48004b1f22b,4.40E-05,0.009779951,0.002344104,0.000266223,0.020310427,0.005,0.143,1.913,4.35E+01,5.08E-04,neutral,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4_marine_group,Arctic97B-4_marine_group,NA,NA
b3bedf2790420ee15337fd19cc6863af,4.40E-05,0.012224939,0.002344104,0.000266223,0.020310427,0.005,0.143,2.391,1.31E+01,-1.94E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,PLTA13,NA,NA
ba8c81a8347df59b4b0735594d9aacc3,4.52E-05,0.017114914,0.002409146,0.000279624,0.020425033,0.005,0.144,3.330,7.15E-01,-6.76E-03,neutral,d__Bacteria,Modulibacteria,Moduliflexia,Moduliflexales,Moduliflexaceae,NA,NA
6c1b9454e6fed7ba2324be9ce9bbceda,4.65E-05,0.007334963,0.002474184,0.000293284,0.020539373,0.005,0.145,1.420,1.23E+02,3.08E-03,neutral,d__Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,NA,NA
7275fa9f812cee9e86153379d207439d,4.65E-05,0.017114914,0.002474184,0.000293284,0.020539373,0.005,0.145,3.314,7.57E-01,-6.70E-03,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Unclassified Micrococcales,NA,NA
abf0aedc0f651167f0930e812d33a42f,4.77E-05,0.009779951,0.002539218,0.000307198,0.020653451,0.005,0.145,1.884,4.64E+01,7.00E-04,neutral,d__Bacteria,Cyanobacteria,Cyanobacteriia,Oxyphotobacteria_Incertae_Sedis,Unknown_Family,NA,NA
6fd700ca86b68cec4d26b8e33b5e1a10,4.89E-05,0.017114914,0.002604248,0.000321364,0.020767269,0.005,0.146,3.281,8.47E-01,-6.57E-03,neutral,d__Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Unclassified Ignavibacteriales,NA,NA
dda9d40e4bef4891aa1e635e4e58e40d,4.89E-05,0.009779951,0.002604248,0.000321364,0.020767269,0.005,0.146,1.875,4.74E+01,7.64E-04,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Thermopetrobacteraceae,NA,NA
0c0c172a85a18522c0a102ef39123e54,5.01E-05,0.007334963,0.002669275,0.000335776,0.020880833,0.005,0.147,1.400,1.27E+02,3.27E-03,neutral,d__Archaea,Halobacterota,Halobacteria,Halobacterales,Halomicrobiaceae,NA,NA
11c56130a7b5fbf94c24e9baa553e294,5.01E-05,0.004889976,0.002669275,0.000335776,0.020880833,0.005,0.147,0.933,2.80E+02,5.72E-03,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,NA,NA
549795fe39ac80ad609cd7864f956ad7,5.01E-05,0.019559902,0.002669275,0.000335776,0.020880833,0.005,0.147,3.732,1.65E-01,-8.95E-03,neutral,d__Bacteria,Acetothermia,Acetothermiia,Acetothermiia,Acetothermiia,NA,NA
649434f40d13aab9020ae7ed30d4edab,5.01E-05,0.009779951,0.002669275,0.000335776,0.020880833,0.005,0.147,1.866,4.84E+01,8.28E-04,neutral,d__Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA
8507975b8f4e0d3a3c3b417397975648,5.01E-05,0.002444988,0.002669275,0.000335776,0.020880833,0.005,0.147,0.467,5.13E+02,8.16E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA,NA
54342aee1d5f7010288f19342122281a,5.13E-05,0.019559902,0.002734297,0.000350433,0.020994145,0.005,0.148,3.714,1.76E-01,-8.89E-03,neutral,d__Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,NA,NA
fa26ec9e786bca9a36501c9eba6a0f9d,5.13E-05,0.009779951,0.002734297,0.000350433,0.020994145,0.005,0.148,1.857,4.94E+01,8.92E-04,neutral,d__Bacteria,Caldisericota,Caldisericia,Caldisericales,LF045,NA,NA
6f35e3a8823a5f3806d65464e409b196,5.26E-05,0.012224939,0.002799315,0.000365329,0.02110721,0.005,0.148,2.310,1.63E+01,-1.49E-03,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,SB-5,NA,NA
aa29e37d124ca4d2702dcd90f80438f3,5.26E-05,0.017114914,0.002799315,0.000365329,0.02110721,0.005,0.148,3.235,9.94E-01,-6.38E-03,neutral,d__Bacteria,Patescibacteria,Parcubacteria,GWA2-38-13b,GWA2-38-13b,NA,NA
bb0ecbea46121c7a3190bd7d3a41dfd5,5.26E-05,0.017114914,0.002799315,0.000365329,0.02110721,0.005,0.148,3.235,9.94E-01,-6.38E-03,neutral,d__Bacteria,Cyanobacteria,Vampirivibrionia,Unclassified Vampirivibrionia,Unclassified Vampirivibrionia,NA,NA
d5ca9b95da8b47283661c6054f0df65d,5.26E-05,0.014669927,0.002799315,0.000365329,0.02110721,0.005,0.148,2.772,4.39E+00,-3.93E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,I3A,I3A,NA,NA
e34c585832d8ec67d7e386aacab03854,5.38E-05,0.019559902,0.00286433,0.000380462,0.02122003,0.005,0.149,3.679,2.01E-01,-8.76E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,F9P41300-M23,F9P41300-M23,NA,NA
055cba3d5e5dd5a1233426b109a6d6b7,5.50E-05,0.004889976,0.00292934,0.000395828,0.02133261,0.005,0.150,0.916,2.87E+02,5.97E-03,neutral,d__Bacteria,WOR-1,WOR-1,WOR-1,WOR-1,NA,NA
2d9adcadf1b1f6baa51d3a4a14baf212,5.50E-05,0.009779951,0.00292934,0.000395828,0.02133261,0.005,0.150,1.831,5.24E+01,1.08E-03,neutral,d__Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,NA,NA
1422d6878e5a34daaebdc7195bf4f70d,5.62E-05,0.012224939,0.002994347,0.000411425,0.021444951,0.005,0.150,2.278,1.77E+01,-1.30E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,NA,NA
19b9a7b8fd64ace831e0c8802fbccb63,5.75E-05,0.019559902,0.00305935,0.000427248,0.021557058,0.005,0.151,3.629,2.43E-01,-8.57E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Unclassified Oceanospirillales,NA,NA
31db44b2a5c74427d413bd46e4919fbb,5.75E-05,0.019559902,0.00305935,0.000427248,0.021557058,0.005,0.151,3.629,2.43E-01,-8.57E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,NA,NA
a89e0794da688fba94a60066ff1476c7,5.75E-05,0.007334963,0.00305935,0.000427248,0.021557058,0.005,0.151,1.361,1.37E+02,3.66E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,NA,NA
cba09a4155afd4f7491b50e30e83f26e,5.75E-05,0.012224939,0.00305935,0.000427248,0.021557058,0.005,0.151,2.268,1.82E+01,-1.23E-03,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermacoccaceae,NA,NA
7e8d42aadd4d2e5412432bb71e21b16d,5.87E-05,0.002444988,0.003124349,0.000443295,0.021668934,0.005,0.152,0.452,5.22E+02,8.61E-03,neutral,d__Bacteria,Firmicutes,Bacilli,Lactobacillales,Unclassified Lactobacillales,NA,NA
98202ec4f154a0f5395c5cf84e15d0b1,5.87E-05,0.017114914,0.003124349,0.000443295,0.021668934,0.005,0.152,3.161,1.28E+00,-6.06E-03,neutral,d__Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
a054a2afc405ebcd2887e9a92152829c,5.87E-05,0.012224939,0.003124349,0.000443295,0.021668934,0.005,0.152,2.258,1.87E+01,-1.17E-03,neutral,d__Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,NA,NA
20dd31559f4fde098da1b091cf579f3e,6.11E-05,0.012224939,0.003254335,0.000476048,0.021892004,0.005,0.153,2.238,1.97E+01,-1.04E-03,neutral,d__Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,NA,NA
b56b042f0e360a2deeb3841b3a23be6c,6.11E-05,0.017114914,0.003254335,0.000476048,0.021892004,0.005,0.153,3.133,1.40E+00,-5.93E-03,neutral,d__Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,NA
2f40b5ae10d056fe2755da73815a80df,6.23E-05,0.007334963,0.003319322,0.000492747,0.022003204,0.005,0.154,1.337,1.43E+02,3.91E-03,neutral,d__Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,NA,NA
477d29b9f60d374734dc96d1a43645ba,6.36E-05,0.017114914,0.003384306,0.000509659,0.022114184,0.006,0.154,3.105,1.53E+00,-5.80E-03,neutral,d__Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,NA,NA
b96e6b4c797e05985884ebc4b62669d9,6.36E-05,0.002444988,0.003384306,0.000509659,0.022114184,0.006,0.154,0.444,5.26E+02,8.87E-03,neutral,d__Bacteria,Firmicutes,Bacilli,Lactobacillales,Catellicoccaceae,NA,NA
ef4d12deed80258b6c57b3c4dd0bcfef,6.36E-05,0.017114914,0.003384306,0.000509659,0.022114184,0.006,0.154,3.105,1.53E+00,-5.80E-03,neutral,d__Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Unclassified Phormidesmiales,NA,NA
0d0504356af8733ee6d6985cd56a85bf,6.48E-05,0.004889976,0.003449285,0.000526779,0.022224948,0.006,0.155,0.883,3.01E+02,6.49E-03,neutral,d__Bacteria,Firmicutes,Bacilli,Thermicanales,Thermicanaceae,NA,NA
17dc9062fb53f6f1e7148a83ae99487f,6.60E-05,0.004889976,0.003514261,0.000544106,0.022335498,0.006,0.156,0.880,3.03E+02,6.55E-03,neutral,d__Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,NA,NA
7dd53110d96017252315b6b8f59d83b9,6.72E-05,0.012224939,0.003579232,0.000561636,0.022445837,0.006,0.156,2.190,2.22E+01,-7.21E-04,neutral,d__Bacteria,Patescibacteria,ABY1,Candidatus_Buchananbacteria,Candidatus_Buchananbacteria,NA,NA
80c470f0e7f4035daa11cf81ceaa94bf,6.97E-05,0.019559902,0.003709164,0.000597297,0.022665891,0.006,0.158,3.474,4.29E-01,-7.93E-03,neutral,d__Bacteria,FW113,FW113,FW113,FW113,NA,NA
5af925fe6deadc6f95177481158d9be6,7.09E-05,0.02200489,0.003774124,0.000615423,0.022775611,0.006,0.158,3.893,8.82E-02,-1.03E-02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,NA,NA
43471be6596bb6c7423375a50d66b62d,7.21E-05,0.004889976,0.00383908,0.000633742,0.022885131,0.006,0.159,0.861,3.11E+02,6.87E-03,neutral,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Defluviitaleaceae,NA,NA
a14eea133a687f4fabb98e56b77b8d6f,7.21E-05,0.004889976,0.00383908,0.000633742,0.022885131,0.006,0.159,0.861,3.11E+02,6.87E-03,neutral,d__Bacteria,Gemmatimonadota,S0134_terrestrial_group,S0134_terrestrial_group,S0134_terrestrial_group,NA,NA
2896c3bfa9960b036207db07625e3df6,7.33E-05,0.007334963,0.003904032,0.000652251,0.022994452,0.006,0.160,1.287,1.57E+02,4.49E-03,neutral,d__Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriales,NA,NA
c6a76957d69a7b5af26a926f0d2cb8b1,7.46E-05,0.019559902,0.003968981,0.00067095,0.023103576,0.006,0.160,3.418,5.25E-01,-7.67E-03,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,PeM15,PeM15,NA,NA
e23e91f0f9b108c422577a713e79178a,7.46E-05,0.012224939,0.003968981,0.00067095,0.023103576,0.006,0.160,2.136,2.54E+01,-3.38E-04,neutral,d__Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,NA,NA
5f54a34d849fbb050f1494d804b2f0d8,7.58E-05,0.007334963,0.004033925,0.000689834,0.023212507,0.006,0.161,1.277,1.60E+02,4.62E-03,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Frankiales,uncultured,NA,NA
ac55b19fbfd241a277a5b23f301e573a,7.82E-05,0.009779951,0.004163802,0.000728154,0.023429796,0.006,0.162,1.689,7.14E+01,2.30E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Cycloclasticaceae,NA,NA
73b6fe71585134700c28ef930eae0aa1,8.07E-05,0.02200489,0.004293664,0.000767191,0.023646335,0.006,0.164,3.770,1.42E-01,-9.80E-03,neutral,d__Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,NA,NA
0f1fc3b115df1af48e4585e36f52e834,8.44E-05,0.017114914,0.004488427,0.000827057,0.023969777,0.006,0.165,2.899,2.98E+00,-4.72E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,NA,NA
a14485ec07b08ec9209ef0cdd07a6c8e,8.56E-05,0.014669927,0.00455334,0.000847354,0.024077234,0.006,0.166,2.476,1.04E+01,-2.21E-03,neutral,d__Bacteria,Actinobacteriota,Coriobacteriia,OPB41,OPB41,NA,NA
9162e259fc73150a1004c621fb7e255b,9.17E-05,0.014669927,0.004877848,0.00095131,0.024611934,0.006,0.169,2.430,1.18E+01,-1.89E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,NA,NA
1cce46c29bd843cd3abedd7021a64003,9.29E-05,0.017114914,0.004942738,0.000972583,0.024718369,0.006,0.170,2.825,3.74E+00,-4.27E-03,neutral,d__Bacteria,Patescibacteria,Parcubacteria,Candidatus_Nomurabacteria,Candidatus_Nomurabacteria,NA,NA
74388b720a3f4b3bbb1615cbe753fb63,9.29E-05,0.019559902,0.004942738,0.000972583,0.024718369,0.006,0.170,3.229,1.01E+00,-6.71E-03,neutral,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,NA,NA
89ddfe48b7fe2f97a8e3fde0533a51db,9.29E-05,0.017114914,0.004942738,0.000972583,0.024718369,0.006,0.170,2.825,3.74E+00,-4.27E-03,neutral,d__Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,NA,NA
98a68ca4de53004ee94b9b63ca9f0779,9.41E-05,0.012224939,0.005007624,0.000994012,0.02482464,0.006,0.170,2.011,3.45E+01,6.84E-04,neutral,d__Bacteria,Patescibacteria,Microgenomatia,Candidatus_Pacebacteria,Candidatus_Pacebacteria,NA,NA
0255c8a3b8e9972302e5d511c1113232,9.78E-05,0.009779951,0.005202258,0.001059222,0.025142485,0.006,0.172,1.592,8.74E+01,3.32E-03,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,NA,NA
2486cf789a5fed5ce6d6a1248e056468,9.90E-05,0.014669927,0.005267129,0.00108126,0.025248117,0.006,0.173,2.380,1.35E+01,-1.51E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,NA,NA
0d80e1e693102a08233e830d03a3a370,0.000101467,0.017114914,0.005396858,0.00112578,0.025458914,0.006,0.174,2.757,4.60E+00,-3.82E-03,neutral,d__Bacteria,Actinobacteriota,Acidimicrobiia,Unclassified Acidimicrobiia,Unclassified Acidimicrobiia,NA,NA
8e2c198fd0d0d4ccd5f06146bc0d1c14,0.000102689,0.017114914,0.005461717,0.001148258,0.025564083,0.006,0.175,2.748,4.73E+00,-3.76E-03,neutral,d__Bacteria,Patescibacteria,Microgenomatia,Candidatus_Curtissbacteria,Candidatus_Curtissbacteria,NA,NA
2a82dc1052acee807f21f0d2fc71719d,0.000103912,0.009779951,0.005526572,0.00117088,0.0256691,0.006,0.175,1.565,9.23E+01,3.64E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,NA,NA
4c0b345787707b61bb82cba031f0caf2,0.000106357,0.019559902,0.00565627,0.001216548,0.025878687,0.006,0.176,3.109,1.52E+00,-6.01E-03,neutral,d__Bacteria,Verrucomicrobiota,Lentisphaeria,Unclassified Lentisphaeria,Unclassified Lentisphaeria,NA,NA
6cb00bdd1ef1be5dc40c1f4a9821c980,0.000106357,0.012224939,0.00565627,0.001216548,0.025878687,0.006,0.176,1.943,4.05E+01,1.32E-03,neutral,d__Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,NA,NA
fa4b85057cbe38c61ed66bef5293287d,0.000106357,0.024449878,0.00565627,0.001216548,0.025878687,0.006,0.176,3.886,9.04E-02,-1.09E-02,neutral,d__Bacteria,Chloroflexi,Anaerolineae,uncultured,uncultured,NA,NA
609056028536afba9f917a78ba9f6123,0.000108802,0.02200489,0.005785952,0.001262773,0.026087686,0.006,0.177,3.475,4.28E-01,-8.33E-03,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,OCS116_clade,NA,NA
1ee1378b12e2f0fcedb661ecb18bf01d,0.000110024,0.017114914,0.005850788,0.001286091,0.026191969,0.006,0.178,2.694,5.56E+00,-3.38E-03,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,NA,NA
70b8d63795e729ecf6c0df715750da97,0.000111247,0.02200489,0.005915619,0.001309544,0.026296109,0.006,0.179,3.452,4.64E-01,-8.20E-03,neutral,d__Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Oscillatoriaceae,NA,NA
ed3f112e47a179efbe45cabfd1608707,0.000114914,0.017114914,0.00611009,0.0013807,0.026607687,0.006,0.180,2.659,6.15E+00,-3.12E-03,neutral,d__Archaea,Asgardarchaeota,Lokiarchaeia,Lokiarchaeia,Lokiarchaeia,NA,NA
fe8486fbad86d048d136c84f15e9583f,0.000117359,0.004889976,0.006239718,0.001428789,0.026814716,0.006,0.181,0.755,3.60E+02,9.23E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,NA,NA
562d78e20aa6b50c36b3db81ce786568,0.000118582,0.026894866,0.006304527,0.001453025,0.026918028,0.006,0.182,4.140,3.23E-02,-1.27E-02,neutral,d__Bacteria,Desulfobacterota,Desulfuromonadia,Sva1033,Sva1033,NA,NA
970345bbda0255e925bd77a3bb4671f3,0.000118582,0.02200489,0.006304527,0.001453025,0.026918028,0.006,0.182,3.387,5.85E-01,-7.82E-03,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Dietziaceae,NA,NA
005a42126a49b2c929aead07b0d91156,0.000122249,0.007334963,0.006498928,0.001526484,0.027227164,0.007,0.184,1.119,2.09E+02,7.04E-03,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,NA,NA
94fd1d5d19f176314d3613416e4704d2,0.000127139,0.026894866,0.006758075,0.001626141,0.027637529,0.007,0.186,4.053,4.62E-02,-1.23E-02,neutral,d__Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosarcinaceae,NA,NA
bcc1d87755202ab05911185c80fb4f92,0.000129584,0.02200489,0.006887626,0.001676682,0.027841952,0.007,0.187,3.297,8.03E-01,-7.25E-03,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,NA,NA
d1bc3178a8a4db74f8368aa0502cad94,0.000130807,0.019559902,0.006952395,0.001702127,0.027943978,0.007,0.188,2.922,2.77E+00,-4.74E-03,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,NA
db567b46506ed3f5226af4e3f5838a48,0.000130807,0.024449878,0.006952395,0.001702127,0.027943978,0.007,0.188,3.652,2.23E-01,-9.63E-03,neutral,d__Bacteria,Myxococcota,Polyangia,PS-B29,PS-B29,NA,NA
9238c10482162ecb7811750a47108c1a,0.000132029,0.017114914,0.00701716,0.001727687,0.028045881,0.007,0.188,2.549,8.45E+00,-2.23E-03,neutral,d__Bacteria,Firmicutes,Limnochordia,Limnochordia,Limnochordia,NA,NA
896d7cf854f31c00f5ad6ed2a1b85c95,0.000138142,0.026894866,0.007340929,0.001857174,0.028553595,0.007,0.191,3.949,7.04E-02,-1.17E-02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,Granulosicoccaceae,NA,NA
b20420ea0e8c115254705043624b00ed,0.000139364,0.026894866,0.007405672,0.001883402,0.028654784,0.007,0.191,3.938,7.36E-02,-1.16E-02,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,uncultured,NA,NA
be43bea853b2f67644aca7c9a54be140,0.000140587,0.017114914,0.00747041,0.001909738,0.028755858,0.007,0.192,2.499,9.74E+00,-1.78E-03,neutral,d__Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Unclassified Desulfobacterales,NA,NA
