,p,freq,freq.pred,pred.lwr,pred.upr,SE ,SD,z statistic,adj pvalue,model,Kingdom,Phylum,Class,Order,Family,Genus,Species
6f35100e61c341b241f2ae609c7e0490,0.000676471,0.088235294,0.065179007,0.01374524,0.258608574,0.062,1.143,1.413,5.31E+01,neutral,d__Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,NA,NA
c5919d11c122b43cc6942d32c4288a15,0.000676471,0.058823529,0.065179007,0.01374524,0.258608574,0.062,1.143,0.942,1.18E+02,neutral,d__Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,NA,NA
961163dd5db0cd10b18a8711638afa92,0.000602941,0.205882353,0.058281889,0.011395186,0.249416726,0.061,1.111,3.391,2.47E-01,neutral,d__Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,Dadabacteriales,NA,NA
e52132a68ac5778319c90ab5d54e8995,0.000602941,0.176470588,0.058281889,0.011395186,0.249416726,0.061,1.111,2.906,1.24E+00,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,uncultured,NA,NA
82a44254541a3dd6d4066fea1a592c04,0.000588235,0.117647059,0.056897052,0.010941876,0.247552595,0.060,1.105,1.949,1.71E+01,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,OCS116_clade,NA,NA
2e377854a6bc60b040803950f10f3139,0.000588235,0.058823529,0.056897052,0.010941876,0.247552595,0.060,1.105,0.975,1.12E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,Ga0077536,NA,NA
b5dd41ab5085b59557be60ca37e7230c,0.000573529,0.117647059,0.055510405,0.010494446,0.245679557,0.060,1.098,1.961,1.66E+01,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA,NA
58e045ecc23468b0db39e7c49b425780,0.000573529,0.088235294,0.055510405,0.010494446,0.245679557,0.060,1.098,1.471,4.75E+01,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,NA,NA
036f9bc1cda7fdfada5c0b2abf52fb78,0.000558824,0.088235294,0.054121947,0.01005304,0.243797464,0.060,1.091,1.480,4.66E+01,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
3cc21da1defd3943cb06e7c1c7678db9,0.000558824,0.058823529,0.054121947,0.01005304,0.243797464,0.060,1.091,0.986,1.10E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Tenderiales,Tenderiaceae,NA,NA
5635777e141370ceb379aee8239368a9,0.000544118,0.176470588,0.052731676,0.009617805,0.241906166,0.059,1.085,2.978,9.90E-01,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,NA,NA
dec78cbcf8ce94dee68145ac8391f5dd,0.000544118,0.176470588,0.052731676,0.009617805,0.241906166,0.059,1.085,2.978,9.90E-01,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NA,NA
1465c4d9b2c4e7e9347ec2f225c31a30,0.000529412,0.176470588,0.05133959,0.009188896,0.240005505,0.059,1.078,2.997,9.31E-01,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,NA,NA
89c377553d9f1d5cc62f31ba6ab07b64,0.000529412,0.058823529,0.05133959,0.009188896,0.240005505,0.059,1.078,0.999,1.08E+02,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,NA,NA
a6e62c29684df0b13c43766b4f8b62a5,0.000514706,0.235294118,0.049945688,0.008766473,0.238095318,0.059,1.071,4.022,2.24E-02,neutral,d__Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,NA
96d7018ef7eaceea283b2dec0cf0d838,5.00E-04,0.088235294,0.048549967,0.0083507,0.236175438,0.058,1.064,1.518,4.32E+01,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA,NA
27ade7d9f0d9c3a7a5bb01307bc5359b,5.00E-04,0.029411765,0.048549967,0.0083507,0.236175438,0.058,1.064,0.506,2.10E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Unclassified Enterobacterales,NA,NA
df6414f33d851ed0ade7dc197e29a4c7,0.000485294,0.205882353,0.047152425,0.00794175,0.234245688,0.058,1.057,3.566,1.31E-01,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,NA,NA
9ffcefec493ab21186749d983054549c,0.000485294,0.029411765,0.047152425,0.00794175,0.234245688,0.058,1.057,0.509,2.09E+02,neutral,d__Bacteria,Myxococcota,Polyangia,Unclassified Polyangia,Unclassified Polyangia,NA,NA
b094731d16bd5144eea2d8dd66dfb111,0.000470588,0.205882353,0.045753062,0.007539801,0.232305889,0.057,1.049,3.591,1.20E-01,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,NA,NA
c8950a3475d13a3a4913520d2ae03b26,0.000441176,0.205882353,0.04294886,0.006757651,0.228395381,0.057,1.035,3.641,9.90E-02,neutral,d__Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,uncultured,NA,NA
99b8c5690301a78e522c2fb7b2276a90,0.000441176,0.058823529,0.04294886,0.006757651,0.228395381,0.057,1.035,1.040,1.01E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Unclassified Oceanospirillales,NA,NA
9086dcb31cd913d1507e4c495ec67f94,0.000426471,0.147058824,0.041544019,0.006377842,0.226424273,0.056,1.027,2.620,2.95E+00,neutral,d__Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,NA,NA
6cbfb70344a4c011b6a2e895c4d0d76f,0.000426471,0.029411765,0.041544019,0.006377842,0.226424273,0.056,1.027,0.524,2.05E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,B2M28,B2M28,NA,NA
93626af7b6e3bbfe86d060cd85094b14,0.000411765,0.205882353,0.040137347,0.006005821,0.224442316,0.056,1.020,3.695,8.10E-02,neutral,d__Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,Bradymonadales,NA,NA
c0a11a037b4c8a5485004b72ba08e240,0.000411765,0.147058824,0.040137347,0.006005821,0.224442316,0.056,1.020,2.639,2.79E+00,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Unclassified Rickettsiales,NA,NA
c3dfbd2000c6e0ed746d70a0e5ec67de,0.000411765,0.117647059,0.040137347,0.006005821,0.224442316,0.056,1.020,2.111,1.15E+01,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,NA,NA
ecd10ec99e2b724ae1881c82e424205a,0.000411765,0.058823529,0.040137347,0.006005821,0.224442316,0.056,1.020,1.056,9.89E+01,neutral,d__Bacteria,Acidobacteriota,Blastocatellia,24-Nov,24-Nov,NA,NA
31d5578cbf3a3725e075de7b774056f1,0.000397059,0.088235294,0.038728844,0.005641802,0.222449292,0.055,1.012,1.595,3.70E+01,neutral,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,NA
6c05dbd1afadd84657e53a24ed2817b9,0.000397059,0.058823529,0.038728844,0.005641802,0.222449292,0.055,1.012,1.064,9.76E+01,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
aed7f6a0d39b760399174ab83f7cf1b8,0.000367647,0.117647059,0.035906335,0.004938686,0.218429113,0.054,0.997,2.160,1.02E+01,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,NA,NA
4a39624459adf73c33e087618b7e8281,0.000367647,0.029411765,0.035906335,0.004938686,0.218429113,0.054,0.997,0.540,2.01E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,pItb-vmat-80,pItb-vmat-80,NA,NA
1a1b13ae09955f41e3b2d3a06f638224,0.000338235,0.117647059,0.033076477,0.004270423,0.214361782,0.054,0.981,2.195,9.35E+00,neutral,d__Bacteria,WPS-2,WPS-2,WPS-2,WPS-2,NA,NA
b7bb4c7e03e533ba3374d77567923f88,0.000338235,0.117647059,0.033076477,0.004270423,0.214361782,0.054,0.981,2.195,9.35E+00,neutral,d__Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,NA,NA
3983059794c971cf27461cb16051aa00,0.000338235,0.058823529,0.033076477,0.004270423,0.214361782,0.054,0.981,1.098,9.24E+01,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,BD2-7,NA,NA
74c8d515d767307a52ebdcd5e98642bc,0.000323529,0.176470588,0.031658788,0.003950011,0.212309778,0.053,0.973,3.320,3.16E-01,neutral,d__Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales,NA,NA
f4c5181a69a52f26e7ab8526647afc9a,0.000323529,0.147058824,0.031658788,0.003950011,0.212309778,0.053,0.973,2.767,1.91E+00,neutral,d__Bacteria,Myxococcota,Polyangia,Blfdi19,Blfdi19,NA,NA
302eb0e4360f745ed131822035045383,0.000323529,0.088235294,0.031658788,0.003950011,0.212309778,0.053,0.973,1.660,3.24E+01,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Flammeovirgaceae,NA,NA
6854a6306edd5ffd25cf5dd1c6a84bda,0.000323529,0.088235294,0.031658788,0.003950011,0.212309778,0.053,0.973,1.660,3.24E+01,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,NA,NA
6f097f0d1f066b56170c00349c7ffd7d,0.000323529,0.058823529,0.031658788,0.003950011,0.212309778,0.053,0.973,1.107,9.10E+01,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,CCD24,CCD24,NA,NA
59eac81bed6a92a30cf5f0b20e800e21,0.000294118,0.058823529,0.028817878,0.003338032,0.208167669,0.052,0.956,1.126,8.82E+01,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,R7C24,NA,NA
017635f3ebc40e79feb904c38e681913,0.000279412,0.117647059,0.027394653,0.003047067,0.206076956,0.052,0.948,2.271,7.68E+00,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
c61f99c6c2c81070e8a6d7c47c395587,0.000279412,0.117647059,0.027394653,0.003047067,0.206076956,0.052,0.948,2.271,7.68E+00,neutral,d__Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,NA,NA
4ab02c6f1e51d5bd30d09c89419e9271,0.000279412,0.088235294,0.027394653,0.003047067,0.206076956,0.052,0.948,1.704,2.95E+01,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Nisaeaceae,NA,NA
2b9b7a973dbb4c4560d0e0142e71c142,0.000279412,0.058823529,0.027394653,0.003047067,0.206076956,0.052,0.948,1.136,8.68E+01,neutral,d__Bacteria,Planctomycetota,BD7-11,BD7-11,BD7-11,NA,NA
3ee27fe06f725ff75451d7d09cc9cde9,0.000279412,0.058823529,0.027394653,0.003047067,0.206076956,0.052,0.948,1.136,8.68E+01,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,NA,NA
8ed489aa522c48ef4018ed0a7bb86430,0.000279412,0.058823529,0.027394653,0.003047067,0.206076956,0.052,0.948,1.136,8.68E+01,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,NA,NA
bdeca00e863be9c633d417dc16d18f92,0.000279412,0.029411765,0.027394653,0.003047067,0.206076956,0.052,0.948,0.568,1.95E+02,neutral,d__Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,uncultured,NA,NA
0b112300daeb32af20f5be1201b4076f,0.000264706,0.058823529,0.025969581,0.002766544,0.203972707,0.051,0.939,1.146,8.53E+01,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Unclassified Burkholderiales,NA,NA
1430a1b7e759e23ac536637ab26b335f,0.000264706,0.058823529,0.025969581,0.002766544,0.203972707,0.051,0.939,1.146,8.53E+01,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,NA,NA
8d9f8ed446df9947ac575e78ffbc0196,0.00025,0.088235294,0.024542657,0.002496803,0.201854579,0.051,0.931,1.735,2.76E+01,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,NA,NA
117a67b7f0084743a4b50c7d71226191,0.00025,0.058823529,0.024542657,0.002496803,0.201854579,0.051,0.931,1.157,8.38E+01,neutral,d__Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031,NA,NA
b40df559baf95dc2045012b743353d39,0.000235294,0.147058824,0.023113881,0.002238201,0.199722213,0.050,0.922,2.919,1.19E+00,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,NA
112bff9e11aee6a507cde95c8d729544,0.000235294,0.117647059,0.023113881,0.002238201,0.199722213,0.050,0.922,2.335,6.50E+00,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,NA,NA
98368090396134a3ea298f166baf0007,0.000235294,0.088235294,0.023113881,0.002238201,0.199722213,0.050,0.922,1.751,2.66E+01,neutral,d__Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,NA,NA
e8f9b374da869217d497a1c1b114e2de,0.000235294,0.088235294,0.023113881,0.002238201,0.199722213,0.050,0.922,1.751,2.66E+01,neutral,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,NA,NA
bc8e355da2e95810bb898097b4256dab,0.000235294,0.058823529,0.023113881,0.002238201,0.199722213,0.050,0.922,1.168,8.23E+01,neutral,d__Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Kapabacteriales,NA,NA
6a5089f0c76f1a6d643d440ffe687a4a,0.000220588,0.088235294,0.021683251,0.001991114,0.197575229,0.050,0.913,1.768,2.57E+01,neutral,d__Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,NA,NA
6da655efd140628e6cc2d036bbf1b27a,0.000220588,0.088235294,0.021683251,0.001991114,0.197575229,0.050,0.913,1.768,2.57E+01,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Unclassified Cytophagales,NA,NA
fcc40d3d529f24cc3e9b0a43ac43a080,0.000220588,0.058823529,0.021683251,0.001991114,0.197575229,0.050,0.913,1.179,8.07E+01,neutral,d__Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,NA,NA
16ccca8727eb579aa36439e4cefd5a3c,0.000220588,0.029411765,0.021683251,0.001991114,0.197575229,0.050,0.913,0.589,1.90E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA
60a658fdf19f5a518f8d3d362e649c8f,0.000220588,0.029411765,0.021683251,0.001991114,0.197575229,0.050,0.913,0.589,1.90E+02,neutral,d__Bacteria,Desulfobacterota,Desulfuromonadia,Unclassified Desulfuromonadia,Unclassified Desulfuromonadia,NA,NA
34164ac71fc337d2371dbbc2f3ae0ae0,0.000205882,0.058823529,0.020250765,0.001755936,0.195413229,0.049,0.904,1.191,7.91E+01,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA
55f4584cacbe7f35739a03b07295e5dd,0.000205882,0.058823529,0.020250765,0.001755936,0.195413229,0.049,0.904,1.191,7.91E+01,neutral,d__Bacteria,Chloroflexi,Anaerolineae,Unclassified Anaerolineae,Unclassified Anaerolineae,NA,NA
96290477b32741502e6b914ddd5232ef,0.000205882,0.058823529,0.020250765,0.001755936,0.195413229,0.049,0.904,1.191,7.91E+01,neutral,d__Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,NA,NA
4007806e200fe81a6adce273021f6db2,0.000205882,0.029411765,0.020250765,0.001755936,0.195413229,0.049,0.904,0.595,1.89E+02,neutral,d__Bacteria,Actinobacteriota,MB-A2-108,MB-A2-108,MB-A2-108,NA,NA
5c30e1ecec5d4625a5049d3eb2c44406,0.000191176,0.088235294,0.018816421,0.001533085,0.193235793,0.049,0.895,1.804,2.37E+01,neutral,d__Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,NA,NA
a0cc0ea4b077d9378e4aa211905749c2,0.000191176,0.029411765,0.018816421,0.001533085,0.193235793,0.049,0.895,0.601,1.87E+02,neutral,d__Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriae,Acidobacteriae,NA,NA
9147341173a1f6a1016510df595760be,0.000176471,0.058823529,0.017380217,0.001323001,0.191042478,0.048,0.886,1.215,7.58E+01,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unclassified Rhizobiales,NA,NA
ab60b5dca8fc78864556cc5a12dbbee2,0.000176471,0.058823529,0.017380217,0.001323001,0.191042478,0.048,0.886,1.215,7.58E+01,neutral,d__Archaea,Crenarchaeota,Bathyarchaeia,Bathyarchaeia,Bathyarchaeia,NA,NA
e24160b70ef9ee59de2d9d6be00a9430,0.000176471,0.058823529,0.017380217,0.001323001,0.191042478,0.048,0.886,1.215,7.58E+01,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,NA,NA
bea2e3f6f22e6ecc095535c0392ebefd,0.000176471,0.029411765,0.017380217,0.001323001,0.191042478,0.048,0.886,0.608,1.86E+02,neutral,d__Archaea,Thermoplasmatota,Thermoplasmata,uncultured,uncultured,NA,NA
83e3d79462b8a65cc12745e9dcc111bd,0.000161765,0.058823529,0.015942151,0.00112615,0.188832814,0.048,0.876,1.228,7.41E+01,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA,NA
d4e90871ab60b1f761799be61e24ea9d,0.000161765,0.058823529,0.015942151,0.00112615,0.188832814,0.048,0.876,1.228,7.41E+01,neutral,d__Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,NA,NA
abff5a06841bbe18bc582a295ae2d0a7,0.000161765,0.029411765,0.015942151,0.00112615,0.188832814,0.048,0.876,0.614,1.84E+02,neutral,d__Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,NA,NA
ea010ff75f34fa539f9ba1c6313a69ef,0.000161765,0.029411765,0.015942151,0.00112615,0.188832814,0.048,0.876,0.614,1.84E+02,neutral,d__Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
39783d74d0b60ccc9c049695dcf5818a,0.000147059,0.058823529,0.014502221,0.000943023,0.186606306,0.047,0.867,1.242,7.24E+01,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Unclassified Actinobacteria,Unclassified Actinobacteria,NA,NA
6a3777a0afa294397df3c0e1c692b29d,0.000147059,0.058823529,0.014502221,0.000943023,0.186606306,0.047,0.867,1.242,7.24E+01,neutral,d__Bacteria,Dependentiae,Babeliae,Babeliales,Babeliales,NA,NA
3420cf534b415d9066066847c9d4a349,0.000147059,0.029411765,0.014502221,0.000943023,0.186606306,0.047,0.867,0.621,1.83E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,NA,NA
5012a8363f1b102a086a6bb6c03aecde,0.000147059,0.029411765,0.014502221,0.000943023,0.186606306,0.047,0.867,0.621,1.83E+02,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,NA,NA
03110d43a80dd5b32c2ff4de933f9919,0.000132353,0.088235294,0.013060425,0.000774144,0.184362429,0.047,0.857,1.884,1.98E+01,neutral,d__Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,uncultured,NA,NA
e3ae3847c25c7344a4d91c4f934dceb8,0.000132353,0.088235294,0.013060425,0.000774144,0.184362429,0.047,0.857,1.884,1.98E+01,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,NA,NA
052bf42f3fd737905cdf26b57e24d809,0.000132353,0.058823529,0.013060425,0.000774144,0.184362429,0.047,0.857,1.256,7.06E+01,neutral,d__Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,NA,NA
2e16b185260dcbc6e83ce2d9cb1d73fc,0.000132353,0.058823529,0.013060425,0.000774144,0.184362429,0.047,0.857,1.256,7.06E+01,neutral,d__Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,NA,NA
43e71b52410116184144727307bce341,0.000132353,0.029411765,0.013060425,0.000774144,0.184362429,0.047,0.857,0.628,1.81E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,NA,NA
952139d912251a1791bf63bd038ce430,0.000132353,0.029411765,0.013060425,0.000774144,0.184362429,0.047,0.857,0.628,1.81E+02,neutral,d__Bacteria,Chloroflexi,KD4-96,KD4-96,KD4-96,NA,NA
ba0bb8ba5f8340d4800ee6eceb22c972,0.000132353,0.029411765,0.013060425,0.000774144,0.184362429,0.047,0.857,0.628,1.81E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,NA,NA
f9008a0546975114c2b541c25c9e6c41,0.000132353,0.029411765,0.013060425,0.000774144,0.184362429,0.047,0.857,0.628,1.81E+02,neutral,d__Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA,NA
05227e387a335776ed9d3d7c9e062b35,0.000117647,0.058823529,0.011616762,0.000620067,0.182100625,0.046,0.847,1.271,6.88E+01,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA,NA
62f2a056f30851be7602d480a026e76e,0.000117647,0.058823529,0.011616762,0.000620067,0.182100625,0.046,0.847,1.271,6.88E+01,neutral,d__Bacteria,Bdellovibrionota,Oligoflexia,053A03-B-DI-P58,053A03-B-DI-P58,NA,NA
67e43a3c71f4daac51317f7b95540831,0.000117647,0.058823529,0.011616762,0.000620067,0.182100625,0.046,0.847,1.271,6.88E+01,neutral,d__Bacteria,Margulisbacteria,Margulisbacteria,Margulisbacteria,Margulisbacteria,NA,NA
f36b36697e4f5a4d72b16679f82d64e4,0.000117647,0.058823529,0.011616762,0.000620067,0.182100625,0.046,0.847,1.271,6.88E+01,neutral,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,uncultured,uncultured,NA,NA
3194e3500f60cdc36cb3865d9a7b78a4,0.000117647,0.029411765,0.011616762,0.000620067,0.182100625,0.046,0.847,0.635,1.80E+02,neutral,d__Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,NA,NA
981472c43d367bfa18d2d896761c276d,0.000117647,0.029411765,0.011616762,0.000620067,0.182100625,0.046,0.847,0.635,1.80E+02,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,NA,NA
aa10fceaae3908a6fd8cdd6c20db644f,0.000117647,0.029411765,0.011616762,0.000620067,0.182100625,0.046,0.847,0.635,1.80E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,NA,NA
21cc09ba1487c154eb1b9461ef6f5db3,0.000102941,0.088235294,0.01017123,0.00048138,0.179820303,0.046,0.837,1.929,1.79E+01,neutral,d__Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,NA
351c9965cbfee40238718bc7b3c9af5b,0.000102941,0.058823529,0.01017123,0.00048138,0.179820303,0.046,0.837,1.286,6.70E+01,neutral,d__Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NA,NA
a0684c4f9449dde8cbc71783a76b4619,0.000102941,0.058823529,0.01017123,0.00048138,0.179820303,0.046,0.837,1.286,6.70E+01,neutral,d__Bacteria,Actinobacteriota,Acidimicrobiia,Unclassified Acidimicrobiia,Unclassified Acidimicrobiia,NA,NA
12513655731650d6bea1be5dd7c34a93,0.000102941,0.029411765,0.01017123,0.00048138,0.179820303,0.046,0.837,0.643,1.78E+02,neutral,d__Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,NA,NA
884e0e2223d9cca49e487413129d78ee,0.000102941,0.029411765,0.01017123,0.00048138,0.179820303,0.046,0.837,0.643,1.78E+02,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,NA,NA
a9d157a7a4d5282d0c94670473ddd484,0.000102941,0.029411765,0.01017123,0.00048138,0.179820303,0.046,0.837,0.643,1.78E+02,neutral,d__Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Caminicellaceae,NA,NA
dafa6ca737ff2abecd50c77a7ba49ad1,8.82E-05,0.088235294,0.008723826,0.000358711,0.177520831,0.045,0.827,1.952,1.69E+01,neutral,d__Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,NA,NA
0f31c24c597df7b0028870034ce5a8b3,8.82E-05,0.058823529,0.008723826,0.000358711,0.177520831,0.045,0.827,1.302,6.51E+01,neutral,d__Bacteria,Verrucomicrobiota,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,NA,NA
4853d27a9ab7d1a4e3633c553e1a542a,8.82E-05,0.058823529,0.008723826,0.000358711,0.177520831,0.045,0.827,1.302,6.51E+01,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,NA,NA
4ffe1c667908f9e94ac794d7a1204dff,8.82E-05,0.058823529,0.008723826,0.000358711,0.177520831,0.045,0.827,1.302,6.51E+01,neutral,d__Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,NA,NA
5ce3cc48c1a4a9f0e004e42e30040e07,8.82E-05,0.058823529,0.008723826,0.000358711,0.177520831,0.045,0.827,1.302,6.51E+01,neutral,d__Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
65cd5a62ddcbea79c1a89af3070cd99b,8.82E-05,0.058823529,0.008723826,0.000358711,0.177520831,0.045,0.827,1.302,6.51E+01,neutral,d__Bacteria,MBNT15,MBNT15,MBNT15,MBNT15,NA,NA
a635b65b7a6b40fb2a7b4978bb5bc266,8.82E-05,0.058823529,0.008723826,0.000358711,0.177520831,0.045,0.827,1.302,6.51E+01,neutral,d__Bacteria,Cyanobacteria,Cyanobacteriia,Unclassified Cyanobacteriia,Unclassified Cyanobacteriia,NA,NA
dae0ac89d24709e4e6d528de4e74c9a4,8.82E-05,0.058823529,0.008723826,0.000358711,0.177520831,0.045,0.827,1.302,6.51E+01,neutral,d__Bacteria,Latescibacterota,Latescibacterota,Latescibacterota,Latescibacterota,NA,NA
ed17c8c6327758b2c393d7e35224374e,8.82E-05,0.058823529,0.008723826,0.000358711,0.177520831,0.045,0.827,1.302,6.51E+01,neutral,d__Bacteria,Patescibacteria,Gracilibacteria,Unclassified Gracilibacteria,Unclassified Gracilibacteria,NA,NA
0dcd66c2551cecde9765b3969f46fa5f,8.82E-05,0.029411765,0.008723826,0.000358711,0.177520831,0.045,0.827,0.651,1.76E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,NA,NA
