"","sampleID","variable","value","compartment","model_fit","trait","conditions","TukeyHSD"
"20478","1256-054-C149","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20479","1256-057-C150","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20480","1256-060-C151","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20481","1256-063-C152","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20482","1256-069-C327","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20483","1256-072-C328","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20484","1256-102-PW164","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20485","1256-105-PW165","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20486","1256-108-PW166","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20487","1256-111-PW167","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20488","1256-114-PW168","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20489","1256-121-PW170","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20490","1256-124-PW171","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20491","1256-127-PW172","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20492","1256-135-PW176","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20493","1256-138-PW177","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20494","1256-144-PW181","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20495","1256-149-PW183","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20496","1256-153-PW185","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20497","1256-156-PW186","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20498","1256-162-PW190","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20499","1256-167-PW192","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20500","1256-173-PW194","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20501","1256-176-PW195","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20502","1256-179-PW197","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20503","1256-186-PW199","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20504","1256-191-PW202","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20505","1256-194-PW203","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20506","1256-197-PW204","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20507","1256-201-HI6","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20508","1256-204-HI7","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20509","1256-210-HI10","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20510","1256-213-HI57","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20511","1256-217-HI58","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20512","1256-220-HI59","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20513","1256-223-HI60","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20514","1256-226-HI61","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20515","1256-229-HI62","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20516","1256-236-HI64","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20517","1256-239-HI65","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20518","1256-242-HI66","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20519","1256-245-HI67","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20520","1256-249-HI68","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20521","1256-255-HI70","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20522","1256-257-HIA","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20523","1256-263-HI","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20524","1256-272-P2","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20525","1256-282-P1","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20526","1256-289-P7","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20527","1256-292-P8","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20528","1256-299-P12","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20529","129-PC5","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20530","131-PC6","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20531","134-PC7","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20532","137-PC8","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20533","141-PC9","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20534","144-PC10","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20535","148-PC11","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20536","154-PC13","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20537","157-PC17","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20538","160-PC18","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20539","163-PC19","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20540","199-PC22","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20541","235-C318","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20542","238-C319","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20543","242-C320","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20544","251-C326","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20545","264-C330","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20546","273-C333","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20547","276-C334","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20548","279-C335","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20549","290-C337","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20550","293-C338","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20551","296-C339","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20552","380-C439","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20553","383-C440","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20554","389-C442","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20555","63-C146","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20556","67-C147","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20557","88-C156","S_neutral",0,"Skeleton","Neutral","Potentially_Pathogenic","Potentially_Pathogenic_S_neutral","b"
"20558","E1.10.Poc.dami.1.20140731","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20559","E1.10.Poc.dami.1.20140905","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20560","E1.10.Sty.pist.1.20140807","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20561","E1.10.Sty.pist.1.20140815","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20562","E1.14.Phy.lich.1.20140801","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20563","E1.15.Dip.heli.1.20140809","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20564","E1.15.Dip.heli.1.20140905","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20565","E1.17.Cau.furc.1.20140801","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20566","E1.17.Ech.lame.1.20140905","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20567","E1.17.Ech.mamm.1.20140728","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20568","E1.17.Ech.mamm.1.20140815","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20569","E1.17.Fav.sp.1.20140805","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20570","E1.17.Hyd.exes.1.20140803","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20571","E1.19.Lob.sp.1.20140809","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20572","E1.19.Sym.sp.1.20140815","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20573","E1.19.Sym.sp.1.20140905","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20574","E1.2.Tur.reni.1.20140730","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20575","E1.2.Tur.stel.1.20140805","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20576","E1.3.Por.cyli.1.20140801","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20577","E1.3.Por.cyli.1.20140815","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20578","E1.3.Por.loba.1.20140905","S_below",0.75,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20579","E1.4.Pac.rugo.1.20140728","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20580","E1.4.Pac.spec.1.20140801","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20581","E1.5.Gal.astr.1.20140728","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20582","E1.5.Gal.astr.1.20140807","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20583","E1.5.Gal.astr.1.20140814","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20584","E1.6.Acr.sp.1.20140726","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20585","E1.6.Acr.sp.1.20140905","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20586","E1.6.Mon.hisp.1.20140807","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20587","E1.7.Pav.vari.1.20140815","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20588","E1.7.Pav.veno.1.20140809","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20589","E1.7.Pav.veno.1.20140811","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20590","E10.10.Sty.pist.1.20150630","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20591","E10.10.Sty.pist.3.20150630","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20592","E10.17.Fav.abdi.2.20150630","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20593","E10.17.Fav.pali.1.20150630","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20594","E10.17.Gon.favu.1.20150629","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20595","E10.17.Gon.favu.1.20150630","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20596","E10.17.Gon.favu.2.20150630","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20597","E10.17.Mon.curt.3.20150629","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20598","E10.Aca.hill.1.20150629","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20599","E10.Aca.hill.2.20150629","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20600","E10.Aca.hill.3.20150629","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20601","E10.Acr.cyth.1.20150627","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20602","E10.Acr.cyth.3.20150627","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20603","E10.Acr.pali.2.20150627","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20604","E10.Acr.pali.3.20150627","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20605","E10.Cyp.micr.1.20150627","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20606","E10.Fav.abdi.1.20150629","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20607","E10.Mon.curt.2.20150629","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20608","E10.Poc.dami.2.20150628","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20609","E10.Por.hero.3.20150628","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20610","E10.Ser.cali.1.20150627","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20611","E10.Sty.pist.1.20150628","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20612","E3.10.Sty.pist.1.20150124","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20613","E3.10.Sty.pist.1.20150127","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20614","E3.10.Sty.pist.2.20150124","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20615","E3.14.Phy.lich.1.20150129","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20616","E3.15.Dip.heli.1.20150121","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20617","E3.15.Dip.heli.2.20150106","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20618","E3.15.Dip.heli.3.20150120","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20619","E3.17.Ech.horr.1.20150123","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20620","E3.17.Ech.mamm.1.20150123","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20621","E3.17.Ech.mamm.1.20150129","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20622","E3.19.Sym.sp.1.20150127","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20623","E3.19.Sym.sp.2.20150125","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20624","E3.2.Tur.reni.1.20150127","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20625","E3.3.Por.cyli.1.20150123","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20626","E3.3.Por.cyli.1.20150127","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20627","E3.3.Por.cyli.2.20150123","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20628","E3.4.Pac.rugo.1.20150128","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20629","E3.5.Gal.astr.1.20150124","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20630","E3.5.Gal.astr.2.20150124","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20631","E3.5.Gal.astr.2.20150127","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20632","E3.6.Acr.hyac.1.20150105","S_below",0.450511945392491,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20633","E3.6.Acr.hyac.1.20150106","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20634","E3.6.Acr.hyac.1.20150120","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20635","E3.6.Acr.hyac.1.20150121","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20636","E3.6.Acr.hyac.1.20150123","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20637","E3.6.Acr.hyac.2.20150105","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20638","E3.6.Acr.hyac.2.20150106","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20639","E3.6.Acr.hyac.2.20150120","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20640","E3.6.Acr.hyac.2.20150121","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20641","E3.6.Acr.hyac.2.20150123","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20642","E3.6.Acr.hyac.3.20150105","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20643","E3.6.Acr.hyac.3.20150120","S_below",0.610086767895878,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20644","E3.6.Acr.hyac.3.20150123","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20645","E3.6.Acr.hyac.4.20150105","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20646","E3.6.Acr.hyac.4.20150106","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20647","E3.7.Pav.vari.1.20150124","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20648","E3.7.Pav.vari.1.20150127","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20649","E7.10.Poc.dami.1.20150621","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20650","E7.10.Ser.cali.1.20150622","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20651","E7.10.Ser.cali.2.20150622","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20652","E7.17.Cyp.micr.1.20150621","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20653","E7.17.Cyp.micr.3.20150621","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20654","E7.17.Ech.lame.1.20150620","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20655","E7.17.Fav.abdi.1.20150623","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20656","E7.17.Fav.abdi.2.20150623","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20657","E7.17.Fav.spA.1.20150623","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20658","E7.17.Fav.spB.1.20150623","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20659","E7.17.Fav.spC.1.20150623","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20660","E7.17.Gon.edwa.1.20150623","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20661","E7.17.Hyd.exes.1.20150622","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20662","E7.17.Pla.sine.1.20150622","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20663","E7.17.Pla.sine.2.20150622","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20664","E7.17.Pla.sine.3.20150622","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20665","E7.19.Lob.hemp.1.20150619","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20666","E7.19.Lob.hemp.1.20150621","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20667","E7.19.Lob.hemp.2.20150619","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20668","E7.5.Gal.fasc.1.20150621","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20669","E7.6.Acr.hyac.1.20150622","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20670","E7.6.Acr.hyac.2.20150622","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20671","E7.6.Mon.aequ.1.20150620","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20672","E7.6.Mon.aequ.2.20150620","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20673","E7.6.Mon.aequ.3.20150620","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20674","E7.6.Mon.aequ.4.20150620","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20675","E7.7.Pav.vari.2.20150622","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20676","116-C161","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20677","121-PC2","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20678","124-PC3","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20679","1256-004-C118","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20680","1256-007-C119","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20681","1256-010-C120","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20682","1256-013-C121","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20683","1256-016-C122","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20684","1256-020-C123","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
"20685","1256-035-C133","S_below",0,"Skeleton","Below","Potentially_Pathogenic","Potentially_Pathogenic_S_below","b"
