"expedition_number","host_scientific_name","model","compartment","pseudo_sampleID","compartment_neutrality"
"E5","Orbicella faveolata","below","Mucus","1256-012-C121-M_below","Mucus_below"
"E5","Orbicella annularis","below","Mucus","1256-019-C123-M_below","Mucus_below"
"E5","Scolymia sp","below","Mucus","1256-022-C127-M_below","Mucus_below"
"E5","Scolymia sp","below","Mucus","1256-025-C128-M_below","Mucus_below"
"E5","Scolymia sp","below","Mucus","1256-028-C129-M_below","Mucus_below"
"E5","Stephanocoenia intersepta","below","Mucus","1256-040-C143-M_below","Mucus_below"
"E5","Stephanocoenia intersepta","below","Mucus","1256-043-C144-M_below","Mucus_below"
"E5","Stephanocoenia intersepta","below","Mucus","1256-046-C145-M_below","Mucus_below"
"E5","Diploria labyrinthiformis","below","Mucus","1256-049-C148-M_below","Mucus_below"
"E5","Diploria labyrinthiformis","below","Mucus","1256-056-C150-M_below","Mucus_below"
"E5","Siderastrea siderea","below","Mucus","1256-059-C151-M_below","Mucus_below"
"E5","Siderastrea siderea","below","Mucus","1256-062-C152-M_below","Mucus_below"
"E5","Siderastrea siderea","below","Mucus","1256-064-C153-M_below","Mucus_below"
"E12","Montastraea cavernosa","below","Mucus","1256-068-C327-M_below","Mucus_below"
"E12","Montastraea cavernosa","below","Mucus","1256-071-C328-M_below","Mucus_below"
"E11","Pavona clavus","below","Mucus","1256-101-PW164-M_below","Mucus_below"
"E11","Pavona clavus","below","Mucus","1256-104-PW165-M_below","Mucus_below"
"E11","Tubastraea sp","below","Mucus","1256-107-PW166-M_below","Mucus_below"
"E11","Tubastraea sp","below","Mucus","1256-110-PW167-M_below","Mucus_below"
"E11","Pavona clavus","below","Mucus","1256-113-PW168-M_below","Mucus_below"
"E11","Tubastraea sp","below","Mucus","1256-116-PW169-M_below","Mucus_below"
"E11","Pavona clavus","below","Mucus","1256-120-PW170-M_below","Mucus_below"
"E11","Gardineroseris planulata","below","Mucus","1256-123-PW171-M_below","Mucus_below"
"E11","Gardineroseris planulata","below","Mucus","1256-126-PW172-M_below","Mucus_below"
"E11","Pavona gigantea","below","Mucus","1256-129-PW174-M_below","Mucus_below"
"E11","Porites panamensis","below","Mucus","1256-132-PW175-M_below","Mucus_below"
"E11","Pavona gigantea","below","Mucus","1256-134-PW176-M_below","Mucus_below"
"E11","Porites panamensis","below","Mucus","1256-137-PW177-M_below","Mucus_below"
"E11","Porites panamensis","below","Mucus","1256-140-PW178-M_below","Mucus_below"
"E11","Porites panamensis","below","Mucus","1256-143-PW181-M_below","Mucus_below"
"E11","Tubastraea sp","below","Mucus","1256-145-PW182-M_below","Mucus_below"
"E11","Pavona gigantea","below","Mucus","1256-148-PW183-M_below","Mucus_below"
"E11","Psammocora stellata","below","Mucus","1256-152-PW185-M_below","Mucus_below"
"E11","Psammocora stellata","below","Mucus","1256-155-PW186-M_below","Mucus_below"
"E11","Psammocora stellata","below","Mucus","1256-158-PW187-M_below","Mucus_below"
"E11","Pocillopora damicornis","below","Mucus","1256-161-PW190-M_below","Mucus_below"
"E11","Pocillopora damicornis","below","Mucus","1256-163-PW191-M_below","Mucus_below"
"E11","Pocillopora damicornis","below","Mucus","1256-165-PW192-M_below","Mucus_below"
"E11","Gardineroseris planulata","below","Mucus","1256-169-PW193-M_below","Mucus_below"
"E11","Porites lobata","below","Mucus","1256-172-PW194-M_below","Mucus_below"
"E11","Pocillopora elegans","below","Mucus","1256-175-PW195-M_below","Mucus_below"
"E11","Porites lobata","below","Mucus","1256-178-PW197-M_below","Mucus_below"
"E11","Pocillopora elegans","below","Mucus","1256-185-PW199-M_below","Mucus_below"
"E11","Pocillopora elegans","below","Mucus","1256-190-PW202-M_below","Mucus_below"
"E11","Pavona varians","below","Mucus","1256-193-PW203-M_below","Mucus_below"
"E11","Pavona varians","below","Mucus","1256-196-PW204-M_below","Mucus_below"
"E15","Porites lobata","below","Mucus","1256-200-HI6-M_below","Mucus_below"
"E15","Montipora capitata","below","Mucus","1256-203-HI7-M_below","Mucus_below"
"E15","Pocillopora meandrina","below","Mucus","1256-206-HI8-M_below","Mucus_below"
"E15","Pocillopora meandrina","below","Mucus","1256-209-HI10-M_below","Mucus_below"
"E15","Leptastrea purpurea","below","Mucus","1256-212-HI57-M_below","Mucus_below"
"E15","Lobactis scutaria","below","Mucus","1256-216-HI58-M_below","Mucus_below"
"E15","Montipora capitata","below","Mucus","1256-219-HI59-M_below","Mucus_below"
"E15","Pavona varians","below","Mucus","1256-222-HI60-M_below","Mucus_below"
