"expedition_number","host_scientific_name","model","compartment","pseudo_sampleID","compartment_neutrality"
"E3","Pachyseris rugosa","above","Tissue","E3.4.Pac.rugo.1.20150128.T_above","Tissue_above"
"E3","Pachyseris speciosa","above","Tissue","E3.4.Pac.spec.1.20150128.T_above","Tissue_above"
"E3","Pachyseris speciosa","above","Tissue","E3.4.Pac.spec.1.20150129.T_above","Tissue_above"
"E3","Galaxea astreata","above","Tissue","E3.5.Gal.astr.1.20150124.T_above","Tissue_above"
"E3","Galaxea astreata","above","Tissue","E3.5.Gal.astr.2.20150124.T_above","Tissue_above"
"E3","Acropora hyacinthus","above","Tissue","E3.6.Acr.hyac.1.20150106.T_above","Tissue_above"
"E3","Acropora hyacinthus","above","Tissue","E3.6.Acr.hyac.1.20150118.T_above","Tissue_above"
"E3","Acropora hyacinthus","above","Tissue","E3.6.Acr.hyac.1.20150121.T_above","Tissue_above"
"E3","Acropora hyacinthus","above","Tissue","E3.6.Acr.hyac.1.20150123.T_above","Tissue_above"
"E3","Acropora hyacinthus","above","Tissue","E3.6.Acr.hyac.2.20150105.T_above","Tissue_above"
"E3","Acropora hyacinthus","above","Tissue","E3.6.Acr.hyac.2.20150106.T_above","Tissue_above"
"E3","Acropora hyacinthus","above","Tissue","E3.6.Acr.hyac.2.20150120.T_above","Tissue_above"
"E3","Acropora hyacinthus","above","Tissue","E3.6.Acr.hyac.2.20150123.T_above","Tissue_above"
"E3","Acropora hyacinthus","above","Tissue","E3.6.Acr.hyac.3.20150105.T_above","Tissue_above"
"E3","Acropora hyacinthus","above","Tissue","E3.6.Acr.hyac.3.20150106.T_above","Tissue_above"
"E3","Acropora hyacinthus","above","Tissue","E3.6.Acr.hyac.3.20150120.T_above","Tissue_above"
"E3","Acropora hyacinthus","above","Tissue","E3.6.Acr.hyac.3.20150121.T_above","Tissue_above"
"E3","Acropora hyacinthus","above","Tissue","E3.6.Acr.hyac.3.20150123.T_above","Tissue_above"
"E3","Acropora hyacinthus","above","Tissue","E3.6.Acr.hyac.4.20150105.T_above","Tissue_above"
"E3","Acropora hyacinthus","above","Tissue","E3.6.Acr.hyac.4.20150106.T_above","Tissue_above"
"E3","Pavona varians","above","Tissue","E3.7.Pav.vari.1.20150124.T_above","Tissue_above"
"E3","Pavona varians","above","Tissue","E3.7.Pav.vari.1.20150127.T_above","Tissue_above"
"E3","Pavona varians","above","Tissue","E3.7.Pav.vari.2.20150124.T_above","Tissue_above"
"E7","Echinopora lamellosa","above","Tissue","E7.17.Ech.lame.1.20150620.T_above","Tissue_above"
"E7","Echinopora lamellosa","above","Tissue","E7.17.Ech.lame.2.20150620.T_above","Tissue_above"
"E7","Echinopora lamellosa","above","Tissue","E7.17.Ech.lame.3.20150620.T_above","Tissue_above"
"E7","Favites abdita","above","Tissue","E7.17.Fav.abdi.1.20150623.T_above","Tissue_above"
"E7","Dipsastraea sp_A","above","Tissue","E7.17.Fav.spA.1.20150623.T_above","Tissue_above"
"E7","Dipsastraea sp_A","above","Tissue","E7.17.Fav.spA.2.20150623.T_above","Tissue_above"
"E7","Dipsastraea sp_C","above","Tissue","E7.17.Fav.spC.1.20150623.T_above","Tissue_above"
"E7","Goniastrea edwardsi","above","Tissue","E7.17.Gon.edwa.1.20150623.T_above","Tissue_above"
"E7","Goniastrea edwardsi","above","Tissue","E7.17.Gon.edwa.2.20150623.T_above","Tissue_above"
"E7","Hydnophora exesa","above","Tissue","E7.17.Hyd.exce.1.20150620.T_above","Tissue_above"
"E7","Hydnophora exesa","above","Tissue","E7.17.Hyd.exes.1.20150622.T_above","Tissue_above"
"E7","Hydnophora exesa","above","Tissue","E7.17.Hyd.exes.2.20150622.T_above","Tissue_above"
"E7","Merulina ampliata","above","Tissue","E7.17.Mer.ampl.1.20150621.T_above","Tissue_above"
"E7","Merulina ampliata","above","Tissue","E7.17.Mer.ampl.2.20150621.T_above","Tissue_above"
"E7","Merulina ampliata","above","Tissue","E7.17.Mer.ampl.3.20150621.T_above","Tissue_above"
"E7","Echinophyllia aspera","above","Tissue","E7.17.Myc.elep.1.20150622.T_above","Tissue_above"
"E7","Platygyra sinensis","above","Tissue","E7.17.Pla.sine.1.20150622.T_above","Tissue_above"
"E7","Platygyra sinensis","above","Tissue","E7.17.Pla.sine.2.20150622.T_above","Tissue_above"
"E7","Platygyra sinensis","above","Tissue","E7.17.Pla.sine.3.20150622.T_above","Tissue_above"
"E7","Lobophyllia hemprichii","above","Tissue","E7.19.Lob.hemp.1.20150619.T_above","Tissue_above"
"E7","Lobophyllia hemprichii","above","Tissue","E7.19.Lob.hemp.1.20150621.T_above","Tissue_above"
"E7","Lobophyllia hemprichii","above","Tissue","E7.19.Lob.hemp.2.20150619.T_above","Tissue_above"
"E7","Porites lobata","above","Tissue","E7.3.Por.loba.1.20150619.T_above","Tissue_above"
"E7","Porites lobata","above","Tissue","E7.3.Por.loba.2.20150619.T_above","Tissue_above"
"E7","Porites lobata","above","Tissue","E7.3.Por.loba.4.20150619.T_above","Tissue_above"
"E7","Galaxea astreata","above","Tissue","E7.5.Gal.astr.1.20150622.T_above","Tissue_above"
"E7","Galaxea fascicularis","above","Tissue","E7.5.Gal.fasc.1.20150621.T_above","Tissue_above"
"E7","Galaxea fascicularis","above","Tissue","E7.5.Gal.fasc.1.20150622.T_above","Tissue_above"
"E7","Acropora hyacinthus","above","Tissue","E7.6.Acr.hyac.1.20150622.T_above","Tissue_above"
"E7","Acropora hyacinthus","above","Tissue","E7.6.Acr.hyac.2.20150622.T_above","Tissue_above"
"E7","Acropora hyacinthus","above","Tissue","E7.6.Acr.hyac.3.20150622.T_above","Tissue_above"
"E7","Montipora aequituberculata","above","Tissue","E7.6.Mon.aequ.1.20150620.T_above","Tissue_above"
"E7","Montipora aequituberculata","above","Tissue","E7.6.Mon.aequ.2.20150620.T_above","Tissue_above"
"E7","Montipora aequituberculata","above","Tissue","E7.6.Mon.aequ.3.20150620.T_above","Tissue_above"
"E7","Montipora aequituberculata","above","Tissue","E7.6.Mon.aequ.4.20150620.T_above","Tissue_above"
"E7","Pavona varians","above","Tissue","E7.7.Pav.vari.1.20150623.T_above","Tissue_above"
"E7","Pavona varians","above","Tissue","E7.7.Pav.vari.2.20150622.T_above","Tissue_above"
