"psuedo_sample_name","sample_name_backup","host_scientific_name","expedition_number","political_area","ocean_area","compartment_neutraility","compartment","neutraility"
"E3.3.Por.cyli.1.20150123.T_below","E3.3.Por.cyli.1.20150123.T","Porites cylindrica","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.3.Por.cyli.1.20150127.T_below","E3.3.Por.cyli.1.20150127.T","Porites cylindrica","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.3.Por.cyli.2.20150123.T_below","E3.3.Por.cyli.2.20150123.T","Porites cylindrica","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.4.Pac.rugo.1.20150127.T_below","E3.4.Pac.rugo.1.20150127.T","Pachyseris rugosa","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.4.Pac.rugo.1.20150128.T_below","E3.4.Pac.rugo.1.20150128.T","Pachyseris rugosa","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.4.Pac.spec.1.20150128.T_below","E3.4.Pac.spec.1.20150128.T","Pachyseris speciosa","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.4.Pac.spec.1.20150129.T_below","E3.4.Pac.spec.1.20150129.T","Pachyseris speciosa","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.5.Gal.astr.1.20150124.T_below","E3.5.Gal.astr.1.20150124.T","Galaxea astreata","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.5.Gal.astr.2.20150124.T_below","E3.5.Gal.astr.2.20150124.T","Galaxea astreata","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.6.Acr.hyac.1.20150106.T_below","E3.6.Acr.hyac.1.20150106.T","Acropora hyacinthus","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.6.Acr.hyac.1.20150118.T_below","E3.6.Acr.hyac.1.20150118.T","Acropora hyacinthus","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.6.Acr.hyac.1.20150121.T_below","E3.6.Acr.hyac.1.20150121.T","Acropora hyacinthus","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.6.Acr.hyac.1.20150123.T_below","E3.6.Acr.hyac.1.20150123.T","Acropora hyacinthus","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.6.Acr.hyac.2.20150105.T_below","E3.6.Acr.hyac.2.20150105.T","Acropora hyacinthus","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.6.Acr.hyac.2.20150106.T_below","E3.6.Acr.hyac.2.20150106.T","Acropora hyacinthus","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.6.Acr.hyac.2.20150120.T_below","E3.6.Acr.hyac.2.20150120.T","Acropora hyacinthus","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.6.Acr.hyac.2.20150123.T_below","E3.6.Acr.hyac.2.20150123.T","Acropora hyacinthus","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.6.Acr.hyac.3.20150105.T_below","E3.6.Acr.hyac.3.20150105.T","Acropora hyacinthus","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.6.Acr.hyac.3.20150106.T_below","E3.6.Acr.hyac.3.20150106.T","Acropora hyacinthus","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.6.Acr.hyac.3.20150120.T_below","E3.6.Acr.hyac.3.20150120.T","Acropora hyacinthus","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.6.Acr.hyac.3.20150121.T_below","E3.6.Acr.hyac.3.20150121.T","Acropora hyacinthus","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.6.Acr.hyac.3.20150123.T_below","E3.6.Acr.hyac.3.20150123.T","Acropora hyacinthus","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.6.Acr.hyac.4.20150105.T_below","E3.6.Acr.hyac.4.20150105.T","Acropora hyacinthus","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.6.Acr.hyac.4.20150106.T_below","E3.6.Acr.hyac.4.20150106.T","Acropora hyacinthus","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.7.Pav.vari.1.20150124.T_below","E3.7.Pav.vari.1.20150124.T","Pavona varians","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.7.Pav.vari.1.20150127.T_below","E3.7.Pav.vari.1.20150127.T","Pavona varians","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.7.Pav.vari.2.20150124.T_below","E3.7.Pav.vari.2.20150124.T","Pavona varians","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E7.17.Ech.lame.1.20150620.T_below","E7.17.Ech.lame.1.20150620.T","Echinopora lamellosa","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.17.Ech.lame.2.20150620.T_below","E7.17.Ech.lame.2.20150620.T","Echinopora lamellosa","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.17.Ech.lame.3.20150620.T_below","E7.17.Ech.lame.3.20150620.T","Echinopora lamellosa","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.17.Fav.abdi.1.20150623.T_below","E7.17.Fav.abdi.1.20150623.T","Favites abdita","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.17.Fav.spA.1.20150623.T_below","E7.17.Fav.spA.1.20150623.T","Dipsastraea sp_A","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.17.Fav.spA.2.20150623.T_below","E7.17.Fav.spA.2.20150623.T","Dipsastraea sp_A","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.17.Fav.spC.1.20150623.T_below","E7.17.Fav.spC.1.20150623.T","Dipsastraea sp_C","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.17.Gon.edwa.1.20150623.T_below","E7.17.Gon.edwa.1.20150623.T","Goniastrea edwardsi","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.17.Gon.edwa.2.20150623.T_below","E7.17.Gon.edwa.2.20150623.T","Goniastrea edwardsi","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.17.Hyd.exce.1.20150620.T_below","E7.17.Hyd.exce.1.20150620.T","Hydnophora exesa","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.17.Hyd.exes.1.20150622.T_below","E7.17.Hyd.exes.1.20150622.T","Hydnophora exesa","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.17.Hyd.exes.2.20150622.T_below","E7.17.Hyd.exes.2.20150622.T","Hydnophora exesa","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.17.Mer.ampl.1.20150621.T_below","E7.17.Mer.ampl.1.20150621.T","Merulina ampliata","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.17.Mer.ampl.2.20150621.T_below","E7.17.Mer.ampl.2.20150621.T","Merulina ampliata","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.17.Mer.ampl.3.20150621.T_below","E7.17.Mer.ampl.3.20150621.T","Merulina ampliata","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.17.Myc.elep.1.20150622.T_below","E7.17.Myc.elep.1.20150622.T","Echinophyllia aspera","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.17.Pla.sine.1.20150622.T_below","E7.17.Pla.sine.1.20150622.T","Platygyra sinensis","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.17.Pla.sine.2.20150622.T_below","E7.17.Pla.sine.2.20150622.T","Platygyra sinensis","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.17.Pla.sine.3.20150622.T_below","E7.17.Pla.sine.3.20150622.T","Platygyra sinensis","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.19.Lob.hemp.1.20150619.T_below","E7.19.Lob.hemp.1.20150619.T","Lobophyllia hemprichii","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.19.Lob.hemp.1.20150621.T_below","E7.19.Lob.hemp.1.20150621.T","Lobophyllia hemprichii","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.19.Lob.hemp.2.20150619.T_below","E7.19.Lob.hemp.2.20150619.T","Lobophyllia hemprichii","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.3.Por.loba.1.20150619.T_below","E7.3.Por.loba.1.20150619.T","Porites lobata","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.3.Por.loba.2.20150619.T_below","E7.3.Por.loba.2.20150619.T","Porites lobata","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.3.Por.loba.4.20150619.T_below","E7.3.Por.loba.4.20150619.T","Porites lobata","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.5.Gal.astr.1.20150622.T_below","E7.5.Gal.astr.1.20150622.T","Galaxea astreata","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.5.Gal.fasc.1.20150621.T_below","E7.5.Gal.fasc.1.20150621.T","Galaxea fascicularis","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.5.Gal.fasc.1.20150622.T_below","E7.5.Gal.fasc.1.20150622.T","Galaxea fascicularis","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.6.Acr.hyac.1.20150622.T_below","E7.6.Acr.hyac.1.20150622.T","Acropora hyacinthus","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.6.Acr.hyac.2.20150622.T_below","E7.6.Acr.hyac.2.20150622.T","Acropora hyacinthus","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.6.Acr.hyac.3.20150622.T_below","E7.6.Acr.hyac.3.20150622.T","Acropora hyacinthus","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.6.Mon.aequ.1.20150620.T_below","E7.6.Mon.aequ.1.20150620.T","Montipora aequituberculata","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.6.Mon.aequ.2.20150620.T_below","E7.6.Mon.aequ.2.20150620.T","Montipora aequituberculata","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.6.Mon.aequ.3.20150620.T_below","E7.6.Mon.aequ.3.20150620.T","Montipora aequituberculata","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.6.Mon.aequ.4.20150620.T_below","E7.6.Mon.aequ.4.20150620.T","Montipora aequituberculata","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.7.Pav.vari.1.20150623.T_below","E7.7.Pav.vari.1.20150623.T","Pavona varians","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
"E7.7.Pav.vari.2.20150622.T_below","E7.7.Pav.vari.2.20150622.T","Pavona varians","E7","Australia","Eastern Indian","Tissue_below","Tissue","below"
