"Phylum","taxon_path_count","tax_path_mean_abun","tax_path_sd","unique_function_count"
"Actinobacteriota",444266,35.908988037504,26.2075320493779,1031
"Bacteroidota",1000980,186.610738255034,187.437706338668,894
"Chloroflexi",48840,65.4691689008043,29.6395751874909,746
"Crenarchaeota",1361388,45.7179125528914,51.2482880274012,709
"Cyanobacteria",4919436.5,30.8374485983652,19.5126900965614,1156
"Firmicutes",6709290,67.984861381323,54.4784394566305,1489
"Proteobacteria",47783877.52,59.7736310847696,137.070825887104,3556
