"sample_name_backup","expedition_number","BiologicalMatter","faith_pd","faith_SR"
"63","237-HI64-T","E15","Coral Tissue",21.390154655,138
"64","240-HI65-T","E15","Coral Tissue",35.56382184,228
"65","246-HI67-T","E15","Coral Tissue",8.966850096,58
"66","253-HI69-T","E15","Coral Tissue",33.311706094,216
"67","258-HIA-T","E15","Coral Tissue",16.837904594,93
"68","267-HID-T","E15","Coral Tissue",10.157848168,104
"69","273-P2-T","E2","Coral Tissue",21.110392541,244
"70","276-P5-T","E2","Coral Tissue",28.9035712,199
"71","277-HIE-T","E15","Coral Tissue",9.130138274,63
"72","287-P6-T","E2","Coral Tissue",6.079820293,64
"73","290-P7-T","E2","Coral Tissue",21.249810409,169
"74","293-P8-T","E2","Coral Tissue",30.209093778,279
"75","297-P11-T","E2","Coral Tissue",15.732670365,96
"76","300-P12-T","E2","Coral Tissue",1.538665057,15
"77","304-P479-T","E2","Coral Tissue",24.56174725,145
"78","312-P483-T","E2","Coral Tissue",34.76167645,221
"79","322-P489-T","E2","Coral Tissue",20.06360635,128
"80","325-P493-T","E2","Coral Tissue",29.135864201,176
"81","327-P494-T","E2","Coral Tissue",30.341974426,189
"82","329-P496-T","E2","Coral Tissue",23.436413691,143
"83","331-P497-T","E2","Coral Tissue",17.433437398,87
"84","334-P499-T","E2","Coral Tissue",12.086944425,70
"85","339-P503-T","E2","Coral Tissue",3.464492148,23
"86","343-P507-T","E2","Coral Tissue",7.09120386,32
"87","345-P508-T","E2","Coral Tissue",17.631579712,89
"88","347-P509-T","E2","Coral Tissue",18.676088741,93
"89","349-P510-T","E2","Coral Tissue",13.600824464,64
"90","351-P511-T","E2","Coral Tissue",15.114286168,100
"91","E1.10.Poc.dami.1.20140728.T","E1","Coral Tissue",2.196697893,21
"92","E1.10.Poc.dami.1.20140731.T","E1","Coral Tissue",13.474418467,72
"93","E1.10.Sty.pist.1.20140815.T","E1","Coral Tissue",2.740597739,38
"94","E1.11.Fun.sp.1.20140730.T","E1","Coral Tissue",22.710573564,134
"95","E1.11.Fun.sp.1.20140811.T","E1","Coral Tissue",9.968483159,43
"96","E1.11.Lep.tran.1.20140731.T","E1","Coral Tissue",20.32133583,111
"97","E1.11.Psa.cont.1.20140730.T","E1","Coral Tissue",4.404542388,35
"98","E1.11.Psa.digi.1.20140807.T","E1","Coral Tissue",11.704236935,70
"99","E1.14.Phy.lich.1.20140811.T","E1","Coral Tissue",5.834738491,57
"100","E1.15.Dip.heli.1.20140726.T","E1","Coral Tissue",23.375816099,145
"101","E1.15.Dip.heli.1.20140809.T","E1","Coral Tissue",35.253977003,276
"102","E1.15.Dip.heli.1.20140815.T","E1","Coral Tissue",24.253747781,143
"103","E1.15.Dip.heli.1.20140905.T","E1","Coral Tissue",26.641997923,205
"104","E1.17.Cau.furc.1.20140801.T","E1","Coral Tissue",20.229014897,93
"105","E1.17.Ech.lame.1.20140905.T","E1","Coral Tissue",7.915941676,98
"106","E1.17.Ech.mamm.1.20140815.T","E1","Coral Tissue",8.241294844,69
"107","E1.17.Fav.sp.1.20140805.T","E1","Coral Tissue",14.614641324,105
"108","E1.17.Fav.sp.1.20140811.T","E1","Coral Tissue",17.039486085,100
"109","E1.17.Fav.sp.2.20140805.T","E1","Coral Tissue",19.992616789,121
"110","E1.17.Hyd.exes.1.20140803.T","E1","Coral Tissue",6.442426325,53
"111","E1.19.Lob.sp.1.20140730.T","E1","Coral Tissue",3.722829727,47
"112","E1.19.Lob.sp.1.20140809.T","E1","Coral Tissue",26.695507764,171
"113","E1.19.Sym.sp.1.20140814.T","E1","Coral Tissue",6.731597523,47
"114","E1.19.Sym.sp.1.20140815.T","E1","Coral Tissue",3.58962197,63
"115","E1.19.Sym.sp.1.20140905.T","E1","Coral Tissue",19.732602476,105
"116","E1.2.Tur.pelt.1.20140814.T","E1","Coral Tissue",20.89083995,142
"117","E1.2.Tur.reni.1.20140730.T","E1","Coral Tissue",26.877697579,162
"118","E1.2.Tur.reni.1.20140814.T","E1","Coral Tissue",20.385671969,151
"119","E1.2.Tur.stel.1.20140805.T","E1","Coral Tissue",17.834358363,118
"120","E1.3.Por.cyli.1.20140801.T","E1","Coral Tissue",5.594169993,25
"121","E1.3.Por.cyli.1.20140815.T","E1","Coral Tissue",9.382350445,64
"122","E1.3.Por.loba.1.20140726.T","E1","Coral Tissue",16.143595918,82
"123","E1.3.Por.loba.1.20140905.T","E1","Coral Tissue",26.344997192,146
"124","E1.4.Pac.rugo.1.20140728.T","E1","Coral Tissue",6.707958161,52
"125","E1.4.Pac.rugo.1.20140814.T","E1","Coral Tissue",1.607363354,18
"126","E1.4.Pac.spec.1.20140801.T","E1","Coral Tissue",2.400835848,33
"127","E1.4.Pac.spec.1.20140811.T","E1","Coral Tissue",5.006209752,52
"128","E1.5.Gal.astr.1.20140728.T","E1","Coral Tissue",23.692533085,154
"129","E1.5.Gal.astr.1.20140807.T","E1","Coral Tissue",12.715544201,68
"130","E1.5.Gal.astr.1.20140814.T","E1","Coral Tissue",24.177114215,167
"131","E1.5.Gal.astr.1.20140905.T","E1","Coral Tissue",36.482543604,239
"132","E1.6.Acr.humi.1.20140731.T","E1","Coral Tissue",1.56673316,24
"133","E1.6.Acr.sp.1.20140905.T","E1","Coral Tissue",1.207445303,41
"134","E1.6.Iso.pali.1.20140803.T","E1","Coral Tissue",19.595266815,143
"135","E1.6.Iso.pali.1.20140815.T","E1","Coral Tissue",13.279984542,75
"136","E1.7.Pav.sp.1.20140905.T","E1","Coral Tissue",14.606911607,82
"137","E1.7.Pav.vari.1.20140805.T","E1","Coral Tissue",18.142962563,107
"138","E1.7.Pav.vari.1.20140815.T","E1","Coral Tissue",21.456547527,139
"139","E1.7.Pav.veno.1.20140809.T","E1","Coral Tissue",11.468737865,63
"140","E1.7.Pav.veno.1.20140811.T","E1","Coral Tissue",22.848195726,121
"141","E10.10.Poc.dami.1.20150630.T","E10","Coral Tissue",0.966272923,23
"142","E10.10.Sty.pist.2.20150630.T","E10","Coral Tissue",0.94423629,18
"143","E10.17.Fav.abdi.1.20150630.T","E10","Coral Tissue",6.964964066,27
"144","E10.17.Gon.favu.1.20150629.T","E10","Coral Tissue",15.293481701,91
"145","E10.17.Gon.favu.1.20150630.T","E10","Coral Tissue",26.955481555,161
"146","E10.17.Gon.favu.2.20150630.T","E10","Coral Tissue",31.317637814,209
"147","E10.17.Mon.curt.3.20150629.T","E10","Coral Tissue",8.151692466,38
"148","E10.Acr.cyth.1.20150627.T","E10","Coral Tissue",0.861419589,11
"149","E10.Acr.cyth.2.20150627.T","E10","Coral Tissue",3.405731228,26
"150","E10.Acr.cyth.3.20150627.T","E10","Coral Tissue",1.781051277,15
"151","E10.Acr.pali.2.20150627.T","E10","Coral Tissue",5.663359824,32
"152","E10.Acr.pali.3.20150627.T","E10","Coral Tissue",16.00087893,101
"153","E10.Alv.alli.1.20150628.T","E10","Coral Tissue",11.964421621,79
"154","E10.Alv.alli.2.20150628.T","E10","Coral Tissue",22.636251156,129
"155","E10.Alv.alli.3.20150628.T","E10","Coral Tissue",32.622394797,221
"156","E10.Cyp.micr.1.20150627.T","E10","Coral Tissue",9.052612743,49
"157","E10.Fav.abdi.1.20150629.T","E10","Coral Tissue",2.262077292,11
"158","E10.Mon.curt.1.20150629.T","E10","Coral Tissue",7.342891716,39
"159","E10.Mon.curt.2.20150629.T","E10","Coral Tissue",4.196755518,29
"160","E10.Poc.dami.1.20150628.T","E10","Coral Tissue",1.637119755,23
"161","E10.Poc.dami.2.20150628.T","E10","Coral Tissue",1.667575906,23
"162","E10.Por.hero.1.20150628.T","E10","Coral Tissue",3.676956064,21
"163","E10.Por.hero.2.20150628.T","E10","Coral Tissue",1.38418686,14
"164","E10.Por.hero.3.20150628.T","E10","Coral Tissue",3.823020142,19
"165","E10.Sty.pist.1.20150628.T","E10","Coral Tissue",2.00333038,31
"166","E3.11.Fun.sp.1.20150125.T","E3","Coral Tissue",13.187248943,62
"167","E3.11.Fun.sp.1.20150127.T","E3","Coral Tissue",14.395670403,106
"168","E3.11.Fun.sp.2.20150125.T","E3","Coral Tissue",10.619305671,63
"169","E3.14.Phy.lich.1.20150129.T","E3","Coral Tissue",1.082697183,13
"170","E3.15.Dip.heli.1.20150105.T","E3","Coral Tissue",20.978574249,118
"171","E3.15.Dip.heli.1.20150106.T","E3","Coral Tissue",26.854090113,187
"172","E3.15.Dip.heli.1.20150118.T","E3","Coral Tissue",11.713658121,85
"173","E3.15.Dip.heli.1.20150120.T","E3","Coral Tissue",14.398613791,56
"174","E3.15.Dip.heli.1.20150121.T","E3","Coral Tissue",6.136739222,35
"175","E3.15.Dip.heli.1.20150123.T","E3","Coral Tissue",3.632358743,25
"176","E3.15.Dip.heli.2.20150105.T","E3","Coral Tissue",29.982883676,183
"177","E3.15.Dip.heli.2.20150106.T","E3","Coral Tissue",20.571663447,135
"178","E3.15.Dip.heli.2.20150119.T","E3","Coral Tissue",16.938207333,99
"179","E3.15.Dip.heli.2.20150121.T","E3","Coral Tissue",12.955481977,65
"180","E3.15.Dip.heli.3.20150105.T","E3","Coral Tissue",15.385610575,117
"181","E3.15.Dip.heli.3.20150106.T","E3","Coral Tissue",27.998946506,155
"182","E3.15.Dip.heli.3.20150120.T","E3","Coral Tissue",10.288470909,60
"183","E3.15.Dip.heli.3.20150121.T","E3","Coral Tissue",12.914988593,63
"184","E3.15.Dip.heli.3.20150123.T","E3","Coral Tissue",21.740324719,130
"185","E3.15.Dip.heli.4.20150105.T","E3","Coral Tissue",20.507048293,155
"186","E3.15.Dip.heli.4.20150106.T","E3","Coral Tissue",20.016201385,110
"187","E3.17.Ech.horr.1.20150123.T","E3","Coral Tissue",7.479367298,42
"188","E3.17.Ech.mamm.1.20150123.T","E3","Coral Tissue",9.732090104,49
"189","E3.17.Ech.mamm.1.20150127.T","E3","Coral Tissue",3.259849472,37
"190","E3.2.Tur.reni.1.20150127.T","E3","Coral Tissue",11.588441994,67
"191","E3.3.Por.cyli.1.20150123.T","E3","Coral Tissue",9.022463508,36
"192","E3.3.Por.cyli.1.20150127.T","E3","Coral Tissue",6.943332602,30
"193","E3.3.Por.cyli.2.20150123.T","E3","Coral Tissue",5.19084101,26
"194","E3.4.Pac.rugo.1.20150127.T","E3","Coral Tissue",10.175320405,75
"195","E3.4.Pac.rugo.1.20150128.T","E3","Coral Tissue",1.386805561,20
"196","E3.4.Pac.spec.1.20150128.T","E3","Coral Tissue",10.013392883,69
"197","E3.4.Pac.spec.1.20150129.T","E3","Coral Tissue",26.347969701,137
"198","E3.5.Gal.astr.1.20150124.T","E3","Coral Tissue",24.511707476,152
"199","E3.5.Gal.astr.2.20150124.T","E3","Coral Tissue",35.019720656,231
"200","E3.6.Acr.hyac.1.20150106.T","E3","Coral Tissue",3.245559984,45
"201","E3.6.Acr.hyac.1.20150118.T","E3","Coral Tissue",9.83778292,62
"202","E3.6.Acr.hyac.1.20150121.T","E3","Coral Tissue",2.125617646,34
"203","E3.6.Acr.hyac.1.20150123.T","E3","Coral Tissue",4.234759127,50
"204","E3.6.Acr.hyac.2.20150105.T","E3","Coral Tissue",2.1850779,39
"205","E3.6.Acr.hyac.2.20150106.T","E3","Coral Tissue",1.899866371,27
"206","E3.6.Acr.hyac.2.20150120.T","E3","Coral Tissue",4.83879852,45
"207","E3.6.Acr.hyac.2.20150123.T","E3","Coral Tissue",3.345700382,49
"208","E3.6.Acr.hyac.3.20150105.T","E3","Coral Tissue",1.857398152,31
"209","E3.6.Acr.hyac.3.20150106.T","E3","Coral Tissue",3.679023585,40
"210","E3.6.Acr.hyac.3.20150120.T","E3","Coral Tissue",2.814070814,54
"211","E3.6.Acr.hyac.3.20150121.T","E3","Coral Tissue",2.879910521,28
"212","E3.6.Acr.hyac.3.20150123.T","E3","Coral Tissue",6.490624798,73
"213","E3.6.Acr.hyac.4.20150105.T","E3","Coral Tissue",1.61941028,26
"214","E3.6.Acr.hyac.4.20150106.T","E3","Coral Tissue",1.886596333,24
"215","E3.7.Pav.vari.1.20150124.T","E3","Coral Tissue",9.185612112,37
"216","E3.7.Pav.vari.1.20150127.T","E3","Coral Tissue",16.302065198,62
"217","E3.7.Pav.vari.2.20150124.T","E3","Coral Tissue",11.417159998,59
"218","E7.17.Ech.lame.1.20150620.T","E7","Coral Tissue",3.315625762,67
"219","E7.17.Ech.lame.2.20150620.T","E7","Coral Tissue",17.119107198,133
"220","E7.17.Ech.lame.3.20150620.T","E7","Coral Tissue",13.309050817,71
"221","E7.17.Fav.abdi.1.20150623.T","E7","Coral Tissue",22.203896916,100
"222","E7.17.Fav.spA.1.20150623.T","E7","Coral Tissue",5.430427731,41
"223","E7.17.Fav.spA.2.20150623.T","E7","Coral Tissue",5.649817865,47
"224","E7.17.Fav.spC.1.20150623.T","E7","Coral Tissue",5.237124551,50
"225","E7.17.Gon.edwa.1.20150623.T","E7","Coral Tissue",30.024648883,175
"226","E7.17.Gon.edwa.2.20150623.T","E7","Coral Tissue",17.532232456,99
"227","E7.17.Hyd.exce.1.20150620.T","E7","Coral Tissue",13.950473149,68
"228","E7.17.Hyd.exes.1.20150622.T","E7","Coral Tissue",3.94769116,24
"229","E7.17.Hyd.exes.2.20150622.T","E7","Coral Tissue",7.12026765,48
"230","E7.17.Mer.ampl.1.20150621.T","E7","Coral Tissue",7.097632788,32
"231","E7.17.Mer.ampl.2.20150621.T","E7","Coral Tissue",10.911613221,58
"232","E7.17.Mer.ampl.3.20150621.T","E7","Coral Tissue",7.23880719,42
"233","E7.17.Myc.elep.1.20150622.T","E7","Coral Tissue",16.450721362,130
"234","E7.17.Pla.sine.1.20150622.T","E7","Coral Tissue",5.77191467,29
"235","E7.17.Pla.sine.2.20150622.T","E7","Coral Tissue",6.649347869,31
"236","E7.17.Pla.sine.3.20150622.T","E7","Coral Tissue",5.996157316,26
"237","E7.19.Lob.hemp.1.20150619.T","E7","Coral Tissue",16.451310451,75
"238","E7.19.Lob.hemp.1.20150621.T","E7","Coral Tissue",32.41624023,219
"239","E7.19.Lob.hemp.2.20150619.T","E7","Coral Tissue",16.816046739,84
"240","E7.3.Por.loba.1.20150619.T","E7","Coral Tissue",6.763563721,43
"241","E7.3.Por.loba.2.20150619.T","E7","Coral Tissue",12.289472986,71
"242","E7.3.Por.loba.4.20150619.T","E7","Coral Tissue",14.483893458,72
"243","E7.5.Gal.astr.1.20150622.T","E7","Coral Tissue",17.070673776,102
"244","E7.5.Gal.fasc.1.20150621.T","E7","Coral Tissue",34.341921996,228
"245","E7.5.Gal.fasc.1.20150622.T","E7","Coral Tissue",12.497706705,83
"246","E7.6.Acr.hyac.1.20150622.T","E7","Coral Tissue",2.633864776,50
"247","E7.6.Acr.hyac.2.20150622.T","E7","Coral Tissue",2.213272126,48
"248","E7.6.Acr.hyac.3.20150622.T","E7","Coral Tissue",4.744995221,47
"249","E7.6.Mon.aequ.1.20150620.T","E7","Coral Tissue",4.633289097,42
"250","E7.6.Mon.aequ.2.20150620.T","E7","Coral Tissue",11.700691902,78
"251","E7.6.Mon.aequ.3.20150620.T","E7","Coral Tissue",10.922820521,133
"252","E7.6.Mon.aequ.4.20150620.T","E7","Coral Tissue",20.525934868,152
"253","E7.7.Pav.vari.1.20150623.T","E7","Coral Tissue",33.013647856,231
"254","E7.7.Pav.vari.2.20150622.T","E7","Coral Tissue",12.463964271,56
