"sample_name_backup","expedition_number","BiologicalMatter","faith_pd","faith_SR"
"1","008-C119-T","E5","Coral Tissue",6.836354216,40
"2","011-C120-T","E5","Coral Tissue",9.717470166,74
"3","014-C121-T","E5","Coral Tissue",6.291504967,41
"4","018-C122-T","E5","Coral Tissue",8.79532137,50
"5","024-C127-T","E5","Coral Tissue",34.173876837,225
"6","027-C128-T","E5","Coral Tissue",26.103901094,161
"7","030-C129-T","E5","Coral Tissue",21.728977393,122
"8","032-C132-T","E5","Coral Tissue",8.739226376,58
"9","036-C133-T","E5","Coral Tissue",10.479059507,65
"10","042-C143-T","E5","Coral Tissue",22.310907152,152
"11","045-C144-T","E5","Coral Tissue",15.986173916,86
"12","048-C145-T","E5","Coral Tissue",29.953791735,221
"13","052-C148-T","E5","Coral Tissue",30.875652125,202
"14","055-C149-T","E5","Coral Tissue",32.554037119,204
"15","061-C151-T","E5","Coral Tissue",32.277871201,248
"16","066-C153-T","E5","Coral Tissue",18.861949028,102
"17","070-C327-T","E12","Coral Tissue",3.650559994,49
"18","073-C328-T","E12","Coral Tissue",8.476194921,115
"19","074-C369-T","E12","Coral Tissue",6.990944376,85
"20","075-C370-T","E12","Coral Tissue",3.242285363,20
"21","076-C371-T","E12","Coral Tissue",4.979271133,98
"22","077-C372-T","E12","Coral Tissue",5.438024464,97
"23","078-C373-T","E12","Coral Tissue",6.953463663,108
"24","079-C386-T","E12","Coral Tissue",9.44121851,132
"25","080-C435-T","E12","Coral Tissue",11.661644531,167
"26","081-C436-T","E12","Coral Tissue",7.771524497,125
"27","082-C437-T","E12","Coral Tissue",11.255827887,195
"28","103-PW164-T","E11","Coral Tissue",12.719259046,81
"29","106-PW165-T","E11","Coral Tissue",12.095334918,89
"30","109-PW166-T","E11","Coral Tissue",50.61300457,457
"31","112-PW167-T","E11","Coral Tissue",37.52777913,305
"32","115-PW168-T","E11","Coral Tissue",8.138033651,52
"33","119-PW169-T","E11","Coral Tissue",32.99837729,251
"34","122-PW170-T","E11","Coral Tissue",35.996308593,278
"35","125-PW171-T","E11","Coral Tissue",36.499116651,275
"36","128-PW172-T","E11","Coral Tissue",39.444506197,323
"37","131-PW174-T","E11","Coral Tissue",16.22013935,109
"38","136-PW176-T","E11","Coral Tissue",32.333193784,250
"39","139-PW177-T","E11","Coral Tissue",43.376726761,338
"40","142-PW178-T","E11","Coral Tissue",37.166348524,257
"41","147-PW182-T","E11","Coral Tissue",42.875888694,338
"42","151-PW183-T","E11","Coral Tissue",25.20560636,172
"43","154-PW185-T","E11","Coral Tissue",32.598904162,255
"44","157-PW186-T","E11","Coral Tissue",45.936467346,360
"45","160-PW187-T","E11","Coral Tissue",32.255205346,291
"46","168-PW192-T","E11","Coral Tissue",10.808952191,56
"47","171-PW193-T","E11","Coral Tissue",13.458421912,62
"48","174-PW194-T","E11","Coral Tissue",28.616371598,195
"49","177-PW195-T","E11","Coral Tissue",27.77136012,176
"50","180-PW197-T","E11","Coral Tissue",23.002289024,148
"51","189-PW201-T","E11","Coral Tissue",6.116467688,34
"52","192-PW202-T","E11","Coral Tissue",5.374672794,39
"53","195-PW203-T","E11","Coral Tissue",45.977158252,428
"54","202-HI6-T","E15","Coral Tissue",22.750659125,189
"55","205-HI7-T","E15","Coral Tissue",10.064827073,171
"56","208-HI8-T","E15","Coral Tissue",8.316703568,77
"57","211-HI10-T","E15","Coral Tissue",5.634421227,107
"58","214-HI57-T","E15","Coral Tissue",24.168592047,181
"59","218-HI58-T","E15","Coral Tissue",14.314289081,140
"60","221-HI59-T","E15","Coral Tissue",5.254048963,95
"61","224-HI60-T","E15","Coral Tissue",33.783513905,268
"62","227-HI61-T","E15","Coral Tissue",45.866323057,349
