"expedition_number","host_scientific_name","model","compartment","pseudo_sampleID","compartment_neutrality"
"E5","Orbicella annularis","neutral","Tissue","1256-008-C119-T_neutral","Tissue_neutral"
"E5","Orbicella faveolata","neutral","Tissue","1256-011-C120-T_neutral","Tissue_neutral"
"E5","Orbicella faveolata","neutral","Tissue","1256-014-C121-T_neutral","Tissue_neutral"
"E5","Orbicella annularis","neutral","Tissue","1256-018-C122-T_neutral","Tissue_neutral"
"E5","Scolymia sp","neutral","Tissue","1256-024-C127-T_neutral","Tissue_neutral"
"E5","Scolymia sp","neutral","Tissue","1256-027-C128-T_neutral","Tissue_neutral"
"E5","Scolymia sp","neutral","Tissue","1256-030-C129-T_neutral","Tissue_neutral"
"E5","Montastraea cavernosa","neutral","Tissue","1256-032-C132-T_neutral","Tissue_neutral"
"E5","Montastraea cavernosa","neutral","Tissue","1256-036-C133-T_neutral","Tissue_neutral"
"E5","Stephanocoenia intersepta","neutral","Tissue","1256-042-C143-T_neutral","Tissue_neutral"
"E5","Stephanocoenia intersepta","neutral","Tissue","1256-045-C144-T_neutral","Tissue_neutral"
"E5","Stephanocoenia intersepta","neutral","Tissue","1256-048-C145-T_neutral","Tissue_neutral"
"E5","Diploria labyrinthiformis","neutral","Tissue","1256-052-C148-T_neutral","Tissue_neutral"
"E5","Diploria labyrinthiformis","neutral","Tissue","1256-055-C149-T_neutral","Tissue_neutral"
"E5","Siderastrea siderea","neutral","Tissue","1256-061-C151-T_neutral","Tissue_neutral"
"E5","Siderastrea siderea","neutral","Tissue","1256-066-C153-T_neutral","Tissue_neutral"
"E12","Montastraea cavernosa","neutral","Tissue","1256-070-C327-T_neutral","Tissue_neutral"
"E12","Montastraea cavernosa","neutral","Tissue","1256-073-C328-T_neutral","Tissue_neutral"
"E12","Acropora palmata","neutral","Tissue","1256-074-C369-T_neutral","Tissue_neutral"
"E12","Acropora palmata","neutral","Tissue","1256-075-C370-T_neutral","Tissue_neutral"
"E12","Acropora palmata","neutral","Tissue","1256-076-C371-T_neutral","Tissue_neutral"
"E12","Acropora palmata","neutral","Tissue","1256-077-C372-T_neutral","Tissue_neutral"
"E12","Acropora palmata","neutral","Tissue","1256-078-C373-T_neutral","Tissue_neutral"
"E12","Diploria labyrinthiformis","neutral","Tissue","1256-079-C386-T_neutral","Tissue_neutral"
"E12","Acropora cervicornis","neutral","Tissue","1256-080-C435-T_neutral","Tissue_neutral"
