"id","E10.10.Sty.pist.1.20150630.S","E10.17.Fav.abdi.1.20150630.S","E10.17.Fav.pali.1.20150630.S","E10.17.Gon.favu.1.20150629.S","E10.17.Gon.favu.1.20150630.S","E10.17.Gon.favu.2.20150630.S","E10.17.Mon.curt.3.20150629.S","E10.Aca.hill.1.20150629.S","E10.Aca.hill.2.20150629.S","E10.Aca.hill.3.20150629.S","E10.Acr.cyth.1.20150627.S","E10.Acr.cyth.2.20150627.S","E10.Acr.cyth.3.20150627.S","E10.Acr.pali.2.20150627.S","E10.Acr.pali.3.20150627.S","E10.Alv.alli.2.20150628.S","E10.Alv.alli.3.20150628.S","E10.Mon.curt.1.20150629.S","E10.Poc.dami.1.20150628.S","E10.Poc.dami.2.20150628.S","E10.Por.hero.1.20150628.S","E10.Por.hero.2.20150628.S","E10.Por.hero.3.20150628.S","E10.Sty.pist.1.20150628.S"
"12a27b0e55e86ae061843429f4c111f4",0,0,0,0,0,0,3,0,0,28,0,0,0,0,0,4,0,0,0,0,0,0,19,0
"08638e5a0d24c27abd8e8f710359ac17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,0,0,0,0
"b15f33ef6f18979bb2ed8c5d4f7ea8cb",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,42,0
"d89017bef9c0afddc59c12afe038d193",0,4,0,0,31,23,6,0,0,21,0,0,0,0,0,55,67,0,0,0,0,0,0,0
"a823fea54ea42854fc42c5cbac632a30",0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
"981df59247757a6d5dded13bcddf313e",0,0,0,0,0,0,1,0,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c24e085a18727a9fbe12a721259a345d",0,0,0,0,0,0,0,0,0,0,0,0,37,0,14,0,0,0,33,0,0,0,0,0
"81bd1c9ccdd795cf135c9b083a097eeb",0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"89ec48144878eaf5944a77e70c8a000e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
"7d4575663679916d005310f8b9dca18b",0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5b015340348476a62616316bdd12b87c",0,0,0,0,0,0,0,10,9,0,0,43,0,78,0,0,22,18,89,0,0,0,0,0
"9258844daf458a479891de9580e0ad2e",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
"07d528153ec8e1df493aec414b50428b",0,0,0,0,0,0,0,36,98,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0
"d9ea4b0b4c7c93fe9eefc83bc49d3e95",0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"001ec4d8146414baf53ccbfe9a024182",47,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,25
"3e346cf2c4fb6706871bf666c663f98b",0,0,0,0,0,0,0,0,0,0,0,0,27,30,27,0,0,0,0,2,7,0,0,0
"e053d9316c6e45dec2fa6eb14ceaa06c",0,0,0,0,0,0,0,0,0,15,0,0,0,6,41,0,0,0,38,0,0,0,0,0
"a667d6c10db9323d9566b8ebe1be9072",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72213d213e96b6b7c3adc66b2ee1b87a",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b1c00411e99799cd2fac34cc21f487fc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0
"5b42680c6577c2b5fa7630f73c5b9cfb",0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18fcc38c35182cabef9f63bccb470a74",0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9dc93eebc3c01c117d9479121705d887",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b14f6232d35c6f6717b8a38bb598eeae",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5049cc15fd336fc47e5d0c5508cd912d",0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"1b43ce1e9f53b3ba4d98d5c8de7d97af",0,18,0,0,0,0,0,20,0,0,0,0,0,0,0,5,0,0,0,0,68,2,10,0
"d764dfbcd33710f0b205e54a80037a7a",0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0
"62749f1d311df873c369f507a0960f01",0,0,0,0,0,0,2,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93e32ce133268ba06f5b953c6e54e6fe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"2da166e92713ebd776316af6f61ad78b",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400d3850b6b7341fd29a83b6cb2e53bb",0,0,0,1,0,4,0,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,2,29
"d48e3068179f5534afacb187e7079f30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
"bcbc2b72ec40fe0d0bae4d3b77b8ddc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"c4624b1ba6efe761f168a25f0c79d225",0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
"ca84388fe766dc796594c6b6fe7c8f05",0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f2f809cbfdb256b2f72c3a80a75a46e5",0,2,15,26,39,18,39,6,0,0,0,0,0,0,0,23,33,0,0,4,0,0,11,0
"493236de4795c9cbd2fd0368f5115893",0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d659ac6d1d0f1b6f79321420244de953",0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"718b559cc8fe77204873c4198bbe84d4",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
"4096c629e6ed9f08ed9e0efd12e1bca4",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"37850d4402f6f6b34e35eb87356357e9",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1090ff43d4e342f4144f046538c3cb5e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,19,0
"a6b619b2ac61422bd895bb1772ec7e05",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22c4915880d95e62675e5026a893efce",0,66,0,33,52,18,47,45,1,0,0,0,0,0,39,106,90,616,0,91,40,35,84,58
"49512a95e03ed736e7392a80bd398e1b",0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,28,0,0,0,0,19,40,0
"bd7588ebceb43843a0f36ddd7b96f315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0
"7a7faecd2cf9d1f47740be12f5dc512a",34,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,56,0,0
"c9906d0a616af9f1ecf82585c3ea15e4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"2c95378653648ce017222e6641c8e2d1",44,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"bf2f2064992181630abb0c42c1161c56",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,7,0
"46c3de55ecba3ed80251d11472e868c6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"28d0a31c3432affeb1138072b96bfb70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"e5d1dc6f309913097908490ba1a456c7",0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"da28717d7eec270b91ed847fb1119f31",0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c765b3056375188c98256d3fe40f0fb8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"a34d40088df01b076b020197a55bb0f8",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9e55ab2e74c96d0c5b159f0f6b4d8225",0,2,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"e7816f4017ae20867d8fb152221e9962",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d557c06a7193764140d43d279c839d2a",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9a148628881b670d6f9978d3973bef9e",0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77c1a37bee6f46e473ecd4513de44beb",0,117,159,112,51,96,135,24,230,11,0,38,0,69,0,51,0,0,0,69,0,11,7,0
"8f239030b8012e68dd98d3bf86e55a7c",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,44,0,12,0,0,0
"77a0b658804c84c584894ac1aef7d5ec",0,0,0,2,0,0,0,7,43,0,0,0,0,0,0,4,0,0,0,0,78,14,0,0
"10bf517eefa092a1aa378e1d03c1be4e",0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2b67fe70fb67b9bb7ec1cffbcd46e4f2",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,15,0,0,0
"ef089b94b8a0d0d9e7e69beee3b368be",99,56,208,123,60,35,6,23,64,64,0,0,0,57,59,32,0,0,0,93,39,0,26,81
"03af8be79259dd21289a69966f76112f",0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7cc1c539cb1e39cb6e0de44e571d6454",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"622b2cfcb59dd27f62725b45b8a77b8c",0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,9,0,0,0,0,0
"0fe9ab3ea455d64ff20d8ac7f1c66d75",0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d6dc3725240053fc734dca08b5f2e232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1978e97e29b82bfa926c27c4da642755",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5bab04b3b7c2f50ee107080b06563348",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5143421900f4587e374b636090fd84fb",0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3ed7e0240c3cbb0e09e726b82d949fe3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"2a7c0409cf73567e78a251418e2182bb",0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f0678567b59faa5d9a21156a783bb655",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
"0be0dfe889c6edd716072be2d2163a51",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"6593c03037144991686c33e9177a36ab",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d2856ec78e7aadf7a6e06ddbb7131d94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"dea171570aa7164339ae5a19fefe2443",0,0,0,0,20,26,0,0,0,0,0,0,0,28,0,36,0,0,32,27,0,0,0,0
"8f14249720b8bc48b8c6a69611aece62",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8944dfe5ce95a872932c4209145ddd2c",0,3,0,0,0,0,0,15,0,37,0,0,0,0,0,10,16,0,0,0,0,0,0,0
"dded670890e92bd15d7675cee58ae62d",0,0,0,0,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2c88f646a6cb0e6eb40186cfd05b265c",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50f65db14136e7d21363341018fc218c",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,13,0,0
"ad30ecbabbd2039ea9d828615a0d0720",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e792f1b4dd855b8909ee1b78f4f61df8",0,0,28,0,0,0,0,0,0,0,0,0,0,225,237,0,0,0,99,33,58,429,0,96
"565722e58b1d65043528719a3c6fc775",0,68,95,32,21,32,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fffb960dc88e4515fbf7dd1564dddcc7",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ebb04e6496b4ad28a5c9844cde763518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0
"37fe57c5f26f8fe1de122dc0ba0bc7d7",0,0,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"705efa0c804d7c7e442abb9ea2a0c384",0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99b3af7b7550be5481385f202acd7aa3",0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,55
"43cb0812f7653c7bf357e0a424ffc9c3",0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"840fd183d074fbd2d5509a3cac10563f",0,0,0,0,17,61,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"5f9210fb6e98aabc8edf3ff5c635740f",0,0,0,0,58,16,0,26,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fde720654132a928a57eeb6019b84795",0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"da49557658a55daf59cda7e27e830f28",0,0,0,0,15,0,0,19,119,0,0,42,56,27,0,16,0,0,40,68,0,0,0,38
"d0ac0fdc59d3f70c5c2a3934f2d33e88",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09379a62cf31478552c03ba97fa288ee",0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b9377b39574179680dcb488a15d27e36",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f6995c912a1ea21c120c9f3ca72d3690",0,0,0,0,0,0,0,58,117,101,520,101,536,60,86,23,44,49,227,75,118,0,14,58
"11eb6800ac3bbc9e236f4409339d7fe9",0,0,0,0,0,0,0,32,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0
"0762a703a9c560488ce7e0bc9af1f200",0,25,35,0,0,15,13,0,0,0,0,0,0,0,30,0,0,40,0,0,0,0,0,0
"d5c89f403fae0b4d19c7d689dc9aef70",0,0,0,0,30,9,18,2,0,0,0,0,0,0,0,15,0,0,0,46,0,0,0,48
"aa446e58617e7722faf346ae43d71df2",0,0,0,4,0,0,22,17,0,0,0,0,0,0,0,51,6,0,0,0,0,6,0,0
"d23bbdd2e8f617c6529a2d8685706a56",0,0,0,0,18,0,0,23,0,0,0,0,0,0,0,0,15,0,0,0,0,49,0,0
"272a8a46289a88537709f3dd72e3eca7",0,0,0,13,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,26
"75592812075856e05d30e779a3a3d647",0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,23,0,0,0,0,31,0,67,0
"40c4497f7638863ef5743e2cec2050a9",0,59,36,94,0,48,34,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"1559147c6d366b991c8618fa979129eb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"8d5531d8726b84e6f3bfcb6cdf07c7de",0,57,98,64,11,48,83,0,32,25,0,0,0,0,0,19,0,0,0,0,35,39,0,39
"81a6da25aa01bc865ac9e76eae87aa9f",0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35db851c21ef9c083fbdbea93b946ab5",0,35,0,51,44,29,3,15,12,0,0,47,33,0,0,41,17,0,10,12,30,0,51,10
"daf434a47ae3f6e4178e20149c763e1e",0,196,0,29,22,21,50,13,0,16,0,31,0,27,18,21,92,0,0,173,14,34,145,141
