"id","Kingdom","Phylum","Class","Order","Family","Genus","Species","1256-102-PW164-S","1256-105-PW165-S","1256-108-PW166-S","1256-111-PW167-S","1256-114-PW168-S","1256-118-PW169-S","1256-121-PW170-S","1256-124-PW171-S","1256-127-PW172-S","1256-130-PW174-S","1256-135-PW176-S","1256-138-PW177-S","1256-141-PW178-S","1256-144-PW181-S","1256-146-PW182-S","1256-149-PW183-S","1256-153-PW185-S","1256-156-PW186-S","1256-159-PW187-S","1256-162-PW190-S","1256-164-PW191-S","1256-167-PW192-S","1256-170-PW193-S","1256-173-PW194-S","1256-176-PW195-S","1256-179-PW197-S","1256-186-PW199-S","1256-191-PW202-S","1256-194-PW203-S","1256-197-PW204-S"
"66bbd0d1a4774dd8191914a81e64b578","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Unclassified Cytophagales","Unclassified Cytophagales","Unclassified Cytophagales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84abe6769450c9f9de9dd14b724350cd","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"efb06c7bcc7f46e2e91c768853555960","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b2ffaf4ecb6a64d6f4bcf379a0ed8c23","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,0,1,0,0,6,7,12,11,23,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
"67dbcc60f2fa6ddf60cdc2bc3f99aa0d","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,11,5,23,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d6cba633be0812c429be15cf59acac1b","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,4,2,13,17,16,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
"6085b0d473aa968a5380585b776f8773","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"d593d0aa0e2be962153f823431181537","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43378e0afacb2fd368eb1a8625c266f8","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"56eb776c31b3a572f9823f8f8c382a44","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"948f5334fdb58cacd308e9c99ef31d6b","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23af3add057c90a504f25f6472f95397","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60a085c4b5c7a12ba0281fb4d6c3789b","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","Unclassified  uncultured",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7b9bd53bfa4f559d5fdd7b2b1109831c","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","Unclassified  uncultured",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d2473f11fd1912c2a06dfcb5d45b49aa","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b739b150decb4f897de2cffc8486f7ee","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7616a1e154fd54a7f6cc6a5156474eff","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","Unclassified  uncultured",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a771a47828db63267573f4af6c3ce217","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"cb0b777a781ed4a657397843b56b22fa","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"74fee594ed769fccd7efb85786ea5fda","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0588307b7d297ad43d0889c4683ebef5","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Unclassified Cyclobacteriaceae","Unclassified Cyclobacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"d2b5729c72d896227251292c607674da","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a5e6841afe59e38185512747bca3e377","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","Unclassified  Marinoscillum",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f0325f9243b3910272e03c6eaee7c83d","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","Marinoscillum uncultured_organism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"f5fcb641ef5d6f1fb845a56af2cd0278","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Unclassified Cyclobacteriaceae","Unclassified Cyclobacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"d28a8212048c5ffc7aba56ee69a2abcb","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Unclassified  Ekhidna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"449be9842ef4deaf41a2f01c10e78f87","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Unclassified  Ekhidna",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b05a6386db6efedb096dd5409b555cff","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Unclassified  Ekhidna",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5bbff3a15cc6e18e383a76bd0855543b","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Unclassified  Ekhidna",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1607ec9a25c7bacdb595fd5820703113","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella","Unclassified  Reichenbachiella",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a4a49d7e439bfcede4ebafc6ff7a1637","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella","Unclassified  Reichenbachiella",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c91be0f86ae1ff3549729b16ef6c445d","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella","Unclassified  Reichenbachiella",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e7d26109c133b009014653f755d5e737","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella","Unclassified  Reichenbachiella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"1480ffc9536a521d7e889a3444ac3af3","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella","Unclassified  Reichenbachiella",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03a11da34d53d2157dd99bfdabcd5217","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Unclassified Cyclobacteriaceae","Unclassified Cyclobacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a688f364dd438adc6c16c1db689a96d8","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Unclassified Cyclobacteriaceae","Unclassified Cyclobacteriaceae",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"223fd99677b5b2339bb06c856e3d6068","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Unclassified Cyclobacteriaceae","Unclassified Cyclobacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"522592e1c929c976e38041d73110af13","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","Marinoscillum uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"22c7206fdd4eca0657522691699e3bbc","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"5fbc616cb116ae336a2b155c4787c4a6","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","Unclassified  uncultured",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75ae36c2edc7cc871062d2a1d78e2a0d","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Unclassified Cyclobacteriaceae","Unclassified Cyclobacteriaceae",0,0,11,0,0,0,0,0,19,0,31,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
"72738c5d71468f50dd69dd25e5f17b44","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Unclassified Cyclobacteriaceae","Unclassified Cyclobacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"4d11c3c6a33cfb9086f6ad96a7fd9fe4","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Unclassified Cyclobacteriaceae","Unclassified Cyclobacteriaceae",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"a4d48bcfe3acd7653e32e4a1136c888b","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Unclassified Cyclobacteriaceae","Unclassified Cyclobacteriaceae",0,0,0,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"42817e3669e00133331dec8b1d52fdf6","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Unclassified Cyclobacteriaceae","Unclassified Cyclobacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"c2562f25034a590651fd133b2526df5f","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter","Unclassified  Fabibacter",0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f29cd66e1d24de941b7f329a3f6f6ddc","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter","Unclassified  Fabibacter",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5b6ed06128f1f05d3a3cde912512ab85","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter","Unclassified  Fabibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"45ab616ace025767b5e0eeb43027dd8e","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter","Unclassified  Fabibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"15819bf48a4f308f5d71088a55d81f66","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter","Unclassified  Fabibacter",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b0ede0c38ba57b2ec12812047b34c246","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter","Unclassified  Fabibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94e931e74e0c8fc38119990b12638485","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter","Unclassified  Fabibacter",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9b3b4aa1fae82b7485268f966851259b","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter","Unclassified  Fabibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"06722836d3bb94539679eb77a630aadd","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter","Unclassified  Fabibacter",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"b7a23d7cecf73602080abd1dda208631","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter","Unclassified  Fabibacter",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65fc1ee09b04591bffbbf3036643c044","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","Unclassified  Fulvivirga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5effdce476ae56f76fa35c83cf86e102","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","Unclassified  Fulvivirga",0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"db24d3d3b4e61977ca1ae22c400da0e0","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","Unclassified  Fulvivirga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0d42dc1398ab4906c153c64c526c2411","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","Unclassified  Fulvivirga",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ac7ade5d9d8b69e67d75b4d3c4d9bcd2","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","Unclassified  Fulvivirga",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d59ee1342f6430a5be1da75f385afd62","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","Unclassified  Fulvivirga",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ea8adc9aea53e2a2f38f30dd74420ccc","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,10,0,0,0,0
"35b69b6e0046fd1200cda8ef0b965244","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,16,0,0,0,0
"c12a1dd894eea9cf5ffd21245ae647fd","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,36,0,16,0,0,0,0
"12245cb1dd342edc0a1f6769c9681e79","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,15,0,0,0,0
"a326d3d4fb49cd419b4043524502892f","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,19,0,0,0,0
"2db624bae7a631ad915b3f42d7952c72","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,14,0,0,0,1
"decd5bf09039a7080b96fd9b735850c4","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,55,0,12,0,0,0,0
"f427b49a54415cdbd73f1652c5ff86b3","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"51bb318454809d46bd361741429acb75","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,10,0,0,0,0
"3cb16b19fd6dd8f03fe57b53cc5ba49f","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"d0dd22dee501e05d0c703e071e6e5e5d","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter","Hymenobacter uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8451da1765f6af1ae292d427fbb2760f","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Nibribacter","Unclassified  Nibribacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"91d8339e87ac14a8387c956cc14fa1ba","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter","Unclassified  Adhaeribacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"aaa979c55627a2cd8d2b629ffc86f034","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22ba80f4465b9340d25e9286e4d1fc8f","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"65c775c3603dd2cb13b19b61518be546","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b11424088d68b8d9247be503e9abbefd","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"af252e2ef6e6a36841860acf0bda3321","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1798b95b358ce6bf8b0168530f85da3c","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Unclassified Spirosomaceae","Unclassified Spirosomaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1f14286d2ddb34b892c1c8306f326f6f","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","Fulvivirga uncultured_bacterium",0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,59,0,7,0,0,0,0,0,0,0,0
"18dc3d793a0d7fece560a8b326fe47ec","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","Fulvivirga uncultured_bacterium",0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0
"e42284148ac2a384d8234067f59f2b21","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","Fulvivirga uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d9f46e40d2fd3d766854aacdf612fad3","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","Fulvivirga uncultured_bacterium",0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,6,0
"adaf58be61b6a8fdfcfeb9d8ea2ff7f2","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","Fulvivirga uncultured_bacterium",0,0,0,0,10,0,0,0,8,0,0,0,0,0,0,0,2,0,0,91,0,9,0,0,0,0,0,0,0,0
"748039f99abf962ebf401431a7735ca3","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","Fulvivirga uncultured_bacterium",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180142d4daeb287bc9d5cc14c08608c7","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","Fulvivirga uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"ab5d232e7988ff20b06ba42257569e9c","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72c842e994ac3279ddf17a924bdd07e4","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Unclassified Cyclobacteriaceae","Unclassified Cyclobacteriaceae",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"952b63587bd7fd579820fcb7ed65dfbd","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","Unclassified  Fulvivirga",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c8f695d90e196f2cf85a33a22b43a995","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","Unclassified  Fulvivirga",0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2eb64e21014b1a1d389d6f0ada25fc2c","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","Unclassified  Fulvivirga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
