"id","1256-102-PW164-S","1256-105-PW165-S","1256-108-PW166-S","1256-111-PW167-S","1256-114-PW168-S","1256-118-PW169-S","1256-121-PW170-S","1256-124-PW171-S","1256-127-PW172-S","1256-130-PW174-S","1256-135-PW176-S","1256-138-PW177-S","1256-141-PW178-S","1256-144-PW181-S","1256-146-PW182-S","1256-149-PW183-S","1256-153-PW185-S","1256-156-PW186-S","1256-159-PW187-S","1256-162-PW190-S","1256-164-PW191-S","1256-167-PW192-S","1256-170-PW193-S","1256-173-PW194-S","1256-176-PW195-S","1256-179-PW197-S","1256-186-PW199-S","1256-191-PW202-S","1256-194-PW203-S","1256-197-PW204-S"
"8451da1765f6af1ae292d427fbb2760f",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
"af252e2ef6e6a36841860acf0bda3321",0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1798b95b358ce6bf8b0168530f85da3c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"adaf58be61b6a8fdfcfeb9d8ea2ff7f2",0,50,57,12,10,3,35,68,147,76,141,16,14,12,28,44,20,10,15,309,19,17,70,259,0,117,10,0,6,11
"379f4dbf7c049e8502e094be054fe108",2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1ba2777ed54ec5c9ca8962df8122eacd",0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e0ca48d503fffcee47e873622de941a3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"beb2632ff350089a02e7eca090281cfe",0,36,0,1,0,0,6,0,0,0,1,0,0,3,1,0,7,0,0,0,0,0,3,0,0,0,0,0,0,1
"c0ea518483e7d29304b34a53085cd41c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76304f5117227053ea42174c49d30a73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1411ce12a453b6e64dc5208a5ea67fc6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7b40fb0e44d65522cac8ba3ddb0a3eb7",0,0,1,1,0,0,2,4,4,2,0,0,1,0,0,10,2,0,0,0,0,0,0,1,0,0,7,0,0,0
"049986937621f2ad8c9a72ccf7dddff2",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"1330d23175ec9ae0c97c463d4d6de0b4",0,0,0,0,0,0,0,3,26,3,0,0,0,0,0,11,0,0,1,0,0,0,2,29,0,0,0,0,0,2
"18db9e7a7cfb98a3bedb4cf27be39ac0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"a8f7f4934dca6c1fbbb868ee4b6d3cc6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3
"2fdb6ca6aef627d4b30833896e5c742a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"f598c7f4aae3e745b72b5f13339fb2c2",0,0,0,1,0,0,0,1,0,0,8,1,0,1,1,0,1,0,0,0,14,0,6,0,0,1,13,0,0,0
"82c1c2f7157104bc1be25334cad36a25",0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8758092fc033b2c8bd7ee0c19161847e",0,0,0,0,0,0,0,0,6,0,0,15,1,1,0,0,0,0,0,0,0,0,0,31,0,39,0,0,0,1
"59457b0c3b78fcecc2211a6eea3045e2",0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24b20c13e05fd1fbb4b8aae6fe3d6b46",0,0,5,13,0,0,4,14,0,0,0,2,7,39,6,4,0,0,3,0,1,0,4,6,0,2,10,0,0,1
"b38371c22dfcfdd8602d56b01113be5d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"e5d25eb101b41ffc770de4fcd2ad066e",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4c176721633d46caa8d26599129a57f8",0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"f66d1eb9863aebd381c4731a74ec5896",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c286524ebf5db54b1a97f66a992e6105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0
"d88e2087970bc8d773efa981b744e5a1",0,0,28,12,0,26,18,1,21,9,0,0,12,8,13,0,31,0,31,0,2,0,9,0,0,3,0,0,4,37
"188d39b70dfe847bc98b5e83219000b8",0,0,0,5,0,0,0,0,13,5,0,1,2,4,1,0,4,0,0,1,0,0,6,0,0,0,0,0,0,0
"c598129b8db95c49372c3859a5714e83",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bc0533e754cda40e80893c6bc36cd4b3",0,0,0,0,0,0,0,0,0,0,0,53,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"df4ca22f61e922ed2454ede63b2140a0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"acc2f856379bb40f0d3d07a82420ed1e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
"5841536df7fbbd618503acc53ec31121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"bb66472fc38ecd3e054eeadbb72a0e77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"926bbb9221a2a6cc4f7729c0e1a5c9a5",0,0,262,196,0,243,53,150,26,0,0,41,239,179,42,0,59,0,76,0,0,0,98,0,0,45,11,0,1,123
"19689bce160eddc06cb8ccdbd2b21a90",0,0,25,6,0,0,17,0,0,0,0,1,0,14,12,7,13,0,25,0,0,0,5,0,0,0,0,0,0,7
"f84b97c610df1efdb36c0a32dbab1ea5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d13a5869ff249b5aa33e571d60a107a5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"d156745446ecde8c5006b3aa98a61cdc",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"9def9b9110b731c5605a9aae861aa0fd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"6e1d40beaf4b11775127a0a5cd7db716",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aa9b4f41da6585d3251881ba33fa69d7",0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,1,0,0,0,1,14,0,21,0,0,0,0
"d1002322948acdba94cb9edb618d0f5d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2acfae176bff19096e98fdcbdc272c34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,13,0,0,5,0
"f1a2f04ccf210e5faefc172581b10e22",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c5547bd5be149a19e74b8c35fa2ea58a",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0c92c8c0313f7d581e45ee0fd0c17e45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"bca5605792aff57a0bc1eb7b8f9b0f89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2d9adcadf1b1f6baa51d3a4a14baf212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
"f4fa3f378ba7f387db046a34c8c87f5e",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"df259634ec0c752645703257359e78d9",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"499f888d1a9ba279195e0f768f20ed68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4de9982c3b1b97c2d2710ee8339bfbc3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e3557e5c51078fbb7a8974433da83e28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3
"0b6445e979940f057baf2604a74ccf52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5bc0a391b66ebbf1452f4c643c972163",0,0,0,0,0,2,1,16,0,2,0,5,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"4e78b752f879955af071694ba6b059d2",0,0,19,56,0,14,24,30,47,7,11,11,42,65,102,33,120,4,63,0,1,0,31,15,0,15,48,2,6,11
"de99125b2ce922bafce18a0f297ead4d",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98e0f80671ea1e41a620530031ca64c9",0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9613b63d344d5e31e91c4e08351c1798",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4bda5e34c181bdea792a86f34bb853ca",0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1
"78c5de7675d58eb884218782563e6c8e",0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"c1da288472d2836001db294fb2bdf68f",0,0,1,3,0,0,0,5,2,0,0,1,4,0,2,0,1,0,0,0,0,0,3,0,0,0,3,0,3,1
"5e8c4c654327dbeb0291a8e2a614b2c6",0,0,0,3,0,1,4,7,0,3,10,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2
"c3c79b3dccf3be79d68ed06eab55ce3d",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30714f8ef78279fff2e217910ce21dce",0,6,2,0,12,4,3,19,8,0,63,5,8,0,3,6,0,0,2,153,1,0,2,56,0,28,0,0,3,2
"8f0f1376d54bedf8714ba4f878f2b75e",0,0,1,0,0,0,0,1,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"3fa339d26f68b6eac07fcd05c5abb2f9",0,0,1,2,0,0,0,6,9,1,46,0,0,0,1,0,3,0,0,0,0,6,7,0,0,3,0,0,1,1
"0fb9879decd334fa17c556ebd4d4f9d2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0
"7905c092d318a03bc172c23f3e1da1d0",0,0,0,0,0,0,0,0,7,0,0,0,0,2,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"40772faa25e522bb9f435a90a6c3a79d",0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"dee0049e3f95de2812f135934105d92f",0,0,5,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"9f4d480978688f463f1607153113e685",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
"9ccc9b74918814a4f8193b960828f167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7c9ebe060acc95a7605e2592115327ce",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5e8ab9f6f91ff8cfc043b9d43b5ae4db",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,1,0,0,0,0
"cf2f0c6c16ec9cb2c26eec24ab47c09d",0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,8,0,0
"19b2a35aec78d869178d1741546168db",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1aa54c0910337d44700937c241771e7a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"f078739ca9ee23da4a62349fba38ea39",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0
"25087acce0c80bf8d5911d2b5e21d865",0,125,0,5,0,1,10,0,2,0,5,4,0,9,2,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0
"14e882c7f21d80c6bacc1e12d16978ab",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"daa8148f540e6a3844334e5d4bbc3c58",0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c9ead3f28fdfaf5613bd10e43af75ddf",0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1eef0689bb0b847c465bb4e4f473e394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,9
"6127e95b53af644ce706a4cbf8a57c80",0,0,0,0,331,0,0,0,0,17,0,0,0,0,0,12,0,108,0,0,0,0,4,0,0,0,0,0,76,9
"c34bd1efc48e65c3a31eb8c202582cca",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,0,6,0
"0c3fd92b029207356f7bb2754c9b949f",0,0,0,0,0,0,0,2,0,0,0,1,0,0,5,0,0,0,2,0,0,0,2,8,0,10,0,0,0,0
"6e7892d51b8860619162064749e03841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,9,0
"c528d6ae45594477fc782148578e08e9",0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0
"5f68a0820739e0a7f50f8a0247543e4e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0
"351b2c04d6c08d5eefdfd4ee0046cd53",0,0,1,1,5,0,0,0,6,0,0,5,3,0,12,5,2,0,0,0,2,0,0,1,0,11,0,0,6,7
"3ebdeb25bc6af3ba7180020d2b88f8de",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cdf5a2dba93fbb1167d0088bec3ca458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"d6ff735961c5437d9a486995bfcccfa3",620,0,0,0,489,0,8,4,0,559,0,0,2,0,2,0,4,368,3,0,0,0,21,0,0,7,4,0,614,56
"1a68dade2ce2500bd8b1d24f4ce74470",0,36,0,4,0,0,0,1,0,0,8,0,0,0,0,14,0,0,11,0,0,0,0,0,0,0,0,0,0,2
"e3d70efb0affc754f953b4dee48306de",0,0,0,0,0,0,0,0,0,0,0,37,0,6,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"9af61ca6844ed798e71c3631f14b0c43",0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53d2e7052935c6486ba7e287c137d790",0,0,0,8,0,3,3,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
"fe4018d496e143c1f451136602a5c846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0f097f39b744339b59bf30fe5455aa25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1fe256744f6933593e7eadf311bba947",1,0,34,5,0,18,3,26,0,7,0,43,0,6,9,0,15,0,7,0,0,0,4,0,0,0,0,0,0,16
"c6935fbf89af7147c6ee3b521fb1e9fa",0,0,0,3,0,0,0,2,0,0,0,26,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2
"116cbefd8fd72687cad4df8871681120",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,2,0,0,0,0
"655f3a0537d7947a6953f31e47ee6760",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,0,0,8,0,0,0,0,0,0,0,4,0,0
"80d3ea52baf26840629dbc4077ec028f",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a4b616f46715b6c39a723cccf98edbad",0,0,0,1,0,1,0,20,6,0,0,0,0,0,0,0,0,0,1,0,0,0,2,7,0,6,5,0,9,1
"04afcc020ca81773ddea16d8bf399a63",0,14,4,12,0,2,16,12,66,12,10,54,1,5,10,1,3,0,4,0,0,1,1,0,0,3,4,0,0,12
"5366d53d5ca35594bb75742a27f53454",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c60b28b6eed2576db4f059efca3798b7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"8126c740ba85d052040a0c97f5a38871",0,0,35,11,0,1,11,29,34,11,26,66,22,7,24,20,20,0,22,0,0,0,14,0,0,12,13,0,0,31
"4299a02d9b28811093e928801d48b5cb",0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,7
"e0402ee0fc16b0847d13f1cf17e1ed6e",0,0,1,19,0,0,0,0,0,0,0,0,0,0,9,0,5,0,1,0,0,0,0,0,0,3,0,0,0,0
"cfe55b3b6f8c02e079ad9e792acd789e",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
