"id","1256-102-PW164-S","1256-105-PW165-S","1256-108-PW166-S","1256-111-PW167-S","1256-114-PW168-S","1256-118-PW169-S","1256-121-PW170-S","1256-124-PW171-S","1256-127-PW172-S","1256-130-PW174-S","1256-135-PW176-S","1256-138-PW177-S","1256-141-PW178-S","1256-144-PW181-S","1256-146-PW182-S","1256-149-PW183-S","1256-153-PW185-S","1256-156-PW186-S","1256-159-PW187-S","1256-162-PW190-S","1256-164-PW191-S","1256-167-PW192-S","1256-170-PW193-S","1256-173-PW194-S","1256-176-PW195-S","1256-179-PW197-S","1256-186-PW199-S","1256-191-PW202-S","1256-194-PW203-S","1256-197-PW204-S"
"e197fc7f41c1b787436ff5d20230ce3d",20,0,0,0,0,12,0,0,0,4,4,4,0,4,9,39,2,0,25,0,6,0,1,0,5,0,6,0,0,0
"a73ff7a29d31529afbdfcc80e3d22a96",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9e7f79baddd571abdd890e92de183c27",0,0,7,0,0,6,0,4,21,3,0,1,15,1,0,0,0,0,0,0,0,0,12,0,0,0,8,0,1,6
"e653fe5f2641be335b3e83bc16edc4fd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"4c0887641f6534cf07876fdeb1f1de20",0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0
"973dc2fbda9db8a979c7c38377e571a8",0,0,0,0,0,0,0,0,1,0,0,0,2,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"73c82f6264d6887bf1ee80d704327cdd",0,0,0,0,0,1,2,1,20,0,24,13,2,3,4,3,0,0,0,0,0,0,6,0,0,2,0,0,0,6
"d0811ba51713af1e3bb4c8124601c1a4",27,0,6,28,0,5,33,12,28,0,26,46,18,21,67,14,39,3,81,9,0,5,55,0,0,0,4,10,0,10
"95061faa18f66c44ed10d67165f9c428",0,25,0,0,0,0,0,1,0,0,7,0,0,0,0,18,1,0,8,0,0,0,0,0,0,0,0,0,0,0
"c8210c9d71d80881b53bdd1ea96d3c25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"930506c615d80b46a5301947c7737cf6",0,0,6,0,0,4,4,3,0,0,13,0,0,3,28,6,7,0,15,0,0,0,8,0,0,0,3,0,0,5
"92851df8427e9f63f386f5d4c6d9c12c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"33a248f761f5de3cde05bc7e7ace3da1",0,0,0,0,0,3,0,0,0,0,16,80,0,9,0,4,0,0,0,0,0,2,7,1,0,0,1,0,0,0
"bb9a8b74436126f79c005e7447d90b89",0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42eb0756b9a4e258bcdee52ede7043f5",0,0,9,70,0,60,151,40,0,14,33,86,31,119,53,25,76,15,81,24,40,13,125,129,23,32,104,0,2,94
"624d249895040b19a8dc2a15fbc6035f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"86aacd3fa248e16c5359b532d5478334",0,0,25,7,0,3,3,6,5,0,7,13,0,7,18,0,2,0,2,0,0,1,3,0,0,3,10,0,0,4
"28e5645af11734440af27b814cee26b6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0
"fdeb3a5927d2b44855dd7090521c0788",0,0,2,1,0,0,0,2,0,0,4,7,0,0,4,0,0,0,6,8,4,8,0,0,0,0,42,0,0,1
"15fffa1d846b389af4cb0c2227ec5418",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0
"0040dc98cbe880f4ad7584d7ff72e4a6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b4add24f47257aef8ac226dbdcb5bc8b",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f0e68e697f109fa2b3e820c08e53dd84",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5f8510f916218b9c167dd8f849053e04",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d0aa726ed472abea04da2adce862c2a6",0,0,1,0,0,1,1,1,1,0,0,0,1,2,0,0,1,0,3,0,0,0,0,0,0,2,0,0,1,2
"454dddfa26fd874812b239e9e2bbbcbb",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"bc784abd9565fe57be17c156d17ca658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,2,0,0,0
"b52f6828fb13045345ffb9ad6d33dc20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"d3e65ae24c7fc9efde989cb0f2ee03ca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"67d9d5d13bcb1e9467ab3517bc1f0392",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"5d45212b00417e0c50728baf5a9395e6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d896d1e8e424989a0f1b0daebd0f2c1e",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"7597163106d8cd37765c4f2d74507819",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11
"e09231bc0c533f3e7f9b22a240404668",0,0,0,0,0,0,0,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0
"8dbeab374d5260fe2ea8b35a2762aad3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"914f33efe82d51a7ff26a23418ab8ccf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"d771d8af507eada131d3a20e35bdca1f",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"75395bdf2b27ae742408f895960d3e53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"c6a76957d69a7b5af26a926f0d2cb8b1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"d48890ec11b15b8ab705a226da1c1a74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"a4696c128cc400f44238aa4830e45e95",0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0b20371f451426b6cd05db9276227d7e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6f080eb42501b09239a6aae6f0b2ffc5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"e499fc867355853bb4dff0e11236584f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05d2b74f6013429149d4e8db93f4b776",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133db0cdbe85a8d050e3d62a25599208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2ef82094864bcf595022be42dc29aff5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a151a1a5b49d029bbeee5fa693068e14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"da9816a75c27880872a74a68689d5a3e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"f75fa73c26b39b352c13b152ff517ab0",0,0,0,0,0,0,1,0,10,0,0,0,0,5,6,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0
"2fa1dfe27527d6c25c85b054db72cc68",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2ff4baa16c88817b595d7e41d76dc31f",2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,2,0,0,0,2,23,0,0,0,0
"bf3dda5de0355982f74c8fcf744a4b5e",0,0,0,2,0,0,0,0,0,1,6,0,1,4,13,23,18,0,22,0,0,1,5,0,0,1,1,0,0,13
"a72c2a7cab09a31a7b3def7985a9a5ca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"7b4a4fa4faddc591fd657ea5e0cdc795",0,0,2,2,0,0,2,1,0,0,0,0,2,19,0,0,6,0,25,0,0,0,4,0,0,0,3,11,0,7
"2b1f23099b477a1f3ba6dc2723ef9528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"583ba887553a8c5b30b2cb95917393af",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
"2e3f463e3124156e6bcfdcf414e76b7c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ac71fcd7b396664a99b20e5ecb6a5607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4e026bbae771dba95cea063dfe6e653d",0,0,7,3,0,8,3,16,0,0,4,1,8,7,7,0,1,0,3,0,0,0,20,0,0,0,0,0,0,8
"0d8873c088eee9a2b2d11c811afc4416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"4de7ceff3414bae35f314b3b19e59641",0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1
"8bf77a2a7fe80a36371a5ec0e1dd69a3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7d1f66e96d5543acab7a055d9bc0c13d",0,0,21,17,0,20,54,1,0,0,0,2,36,0,7,0,1,0,0,0,0,0,6,0,0,0,0,0,0,37
"5eaad2d99e0becb5935d40437ed67d63",0,0,0,0,0,0,0,0,2,0,0,0,6,11,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,2
"b5ab402fd85606d05dc9af6839f3b4a1",0,0,19,1,0,23,3,3,0,0,0,12,0,1,1,0,3,0,0,0,0,0,12,0,0,3,0,0,1,0
"0dde417e8285610235730a42884c9e2a",0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,0,4,9,0,0,0,0,0,0,0,0,0,4
"4646fc26d7a27cc0fa5cd5a4da93f0ee",0,0,0,0,0,17,6,1,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,21
"d34c1e809feb511e51e4fe9c0979f447",0,0,6,0,0,3,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"6c5fac698907f16af6b026f714f582dd",0,0,14,2,0,48,20,5,11,0,5,3,94,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3
"829bc7b98546bbf577612b5a59108d0f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9533837b1191b3a8b253a45ada9abc6c",0,0,4,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"b8b7a37457804df7a627305e68760b02",0,0,1,5,0,5,1,1,6,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,0,0,0,0,3
"5454306c06a2c79bab27dd56676c0c66",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e68fdf3c45f0816b0a5831d6a4618272",0,0,3,1,0,8,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"7da1531973ac1cb83815f52ef010fca6",0,0,5,3,0,9,21,0,0,0,0,0,5,1,2,0,1,0,0,0,0,0,5,0,0,1,0,0,0,20
"2e7703256ca14a3465abaadf162e95e5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"cd2a42f453b1923990cdc8ae6fe61e84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5a7edfec0431494c58e3f394af3d73b0",0,0,8,0,0,1,0,0,6,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8c547c31e237b52cbc038ecd9cb9ad65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0
"062053359b8a2a3b223af93f93896816",0,0,5,5,0,2,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"423e46f4ff41c104b783fa1b694a2639",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0
"8bcb6092512b2e8808357bbae568ce6f",0,0,3,1,0,4,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"eead88670ca0fc992bb03bcd129405a5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dd167dd4aed0345317d9c5aff03d390a",0,0,3,0,0,15,4,0,0,0,0,0,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"49c87a6ca334817c81ba027b4f8ca7e0",0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3362825793c46b64727a2fecb39991c8",0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"3c485cb38c01f598c32327bb55e41bdf",0,0,9,7,0,17,13,3,0,0,0,1,1,8,6,0,2,0,0,0,0,0,1,0,0,1,0,0,0,45
"4323fd8a62ddebee68c0d643c7858022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"9397cd97df228f635102b1784f0542c1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1a5a481ad5aab5b7eca31cc22c5e468b",0,0,0,4,0,0,0,0,0,0,0,0,4,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0
"06a5f22882e7dfed6fa9a050526b3716",0,0,1,2,4,0,0,0,0,0,7,8,0,2,14,0,0,0,0,0,3,0,1,0,0,0,0,0,8,9
"663e543a85218bf3e5a9f4373aaa710a",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0
"c13256ba97b1b501316ad2bef6881bff",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"3958b9ba173f3579c86ad215cdfefe52",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,3,0,0,0
"72ddfda468b3ed67298f360a5758bae8",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0
"d0b9ec257247f506a73ea203ed2a94ba",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1f8970f61be50e1058a4a3895ee4266f",0,0,6,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"d95f12a51fd8bb667381009916047c71",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4044e183be365dd89388a5ec385d3450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4e479d6521b228e5eb32bec031524708",0,0,0,0,0,0,6,3,1,0,0,0,0,0,0,9,2,0,0,0,0,0,1,0,0,0,0,0,0,1
"6838cd8560421f84601fd45c69e3ec3f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5370d53072d75752150182c5b0fb7020",0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97117c0c3b5c0c47fce86baa9e5c4fce",0,0,1,1,0,6,5,5,4,1,10,0,4,5,0,0,2,0,2,0,0,0,0,0,0,0,4,0,0,9
"22490007bc2093eac38d0e919da95564",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6bc61676e8f527fe03c0a1d044cfae79",0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c2d55d04dfc8cf16ce724067d1e3f0c8",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9a1d0c193ef0abc970a6ada11094d707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3b6ca7269000eb569115b4f7f840af05",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"f2c88b54d9d78cef449a032868fdbcd4",0,0,0,0,0,0,0,0,25,0,0,17,0,1,0,0,0,0,0,0,0,0,0,25,0,6,0,0,0,1
"a38b1d7d1d1feec551c67d5cea85ef54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10b1cde94993b8649f6b5ed37819cb4e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"eb8c4eef584d45245a59bc9f9700f031",0,0,3,8,0,8,1,4,3,0,2,1,1,2,4,11,13,0,15,0,0,0,1,0,0,9,1,0,0,1
"0f44055f5647700558c2fc373d75eda9",0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,1,0,0,0,0,0,1,9,0,21,0,0,0,0
"2a4a1ca9b9024751efa994ee39dea578",0,0,1,6,0,0,2,9,0,0,0,2,2,1,23,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"747742dd9d9265813cec11e4db832449",0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"2c8bb29fb0f5b57f45c65a40c6d580cd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"fefb5d54e8140b500158f4e9f4960308",0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"115217dd6afe0035d454089252b8cf5d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e759da116ad02a317036c240fbada21b",0,0,0,7,0,0,0,1,0,0,0,2,1,1,0,0,0,0,2,97,176,9,1,0,0,1,3,0,0,0
"c6aac4a1d2ad48a397a1e8115ae7be97",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0d92714eee83448ba81d9a3529d3cbf3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
"3b5e769777810a97840720aa546ee227",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1cf4dfa40801401f2ec522b550943488",0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"420e239b7618ae3ce7f01698ff85ea0c",0,0,1,0,0,1,0,2,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"0215a3bc258aed1d82e7b72ebd8e4f82",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fbcc3819d0d5e65f8c4ae6deed03c343",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"917f592391e7887adfb51a3b99967595",0,0,4,0,0,5,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"d0df6940a766cea2885411a88baa4b48",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7ed0062e686ff55bae8b0c2c1aca63a0",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"085cb7bf43d84b6cfcd8ef6da0d081a7",0,0,3,1,0,0,0,5,0,0,0,0,1,1,2,0,14,0,7,0,0,0,3,0,0,0,0,0,0,0
"c26ccf50feff8e88b09870d2456f6fcb",0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,6,2,0,6,0,1,0,1,0,0,0,0,0,0,0
"9dff6b635200617bd5ad80c723f4fa15",0,0,16,0,0,6,3,1,0,0,0,2,9,0,0,0,5,0,1,0,0,0,0,0,0,2,0,0,0,3
"011e05abe2550e2a903258eef3e77bb9",0,0,2,1,0,18,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"250c814826d766fe27cc0c74a5b4bb72",0,0,2,1,0,0,0,0,2,0,0,0,0,3,0,8,3,0,1,0,0,0,0,0,0,0,1,0,0,0
"f401403a04ce3f931fbace04231e3085",0,14,1,18,0,11,9,7,3,0,0,6,2,7,1,0,6,0,2,0,0,0,9,0,0,9,0,0,0,16
"5a804ffb7b9dcaa408ca9ec11fe4808a",0,0,10,1,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3629af6dff88a21544c124cb1b66129b",0,0,2,0,0,0,2,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eb7e347737faeeddb2d44baf306f0d6e",0,0,15,9,0,0,3,9,6,0,0,0,6,3,4,0,3,0,7,0,0,1,11,0,0,14,0,0,1,2
"de8706db5b9f45f0234f887e4bd5e301",0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2a3800bc6fe3c02e3aa5beb4b979a047",0,0,0,0,0,1,0,6,0,1,0,3,4,1,5,0,4,0,8,0,0,0,6,0,0,3,0,0,0,4
"862337b786f8ff9f759cb83d3ece5b66",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"409bbe4c48f4baeac9c88a600bec2b85",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85a71268ba460d80e398358a0a5faebb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"67418d33ecdb233bdc301b803038a9df",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"005cd03b3e3bb0a11b4459628cb9afc5",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d9830b068d15fed41336b1aeb43c11eb",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8a45a2bbf155b026421aad4998a8e290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4c606dbcccbe79a4e435c29b9db70aee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"8e4dd8a7ced79ace7f1c3c246d313350",0,0,9,3,0,12,20,22,32,13,3,8,11,17,6,0,2,0,8,0,0,6,2,0,0,4,3,0,6,1
"25773a1af720bdc0a92f96fd90f5f116",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"a0be039d6bb9f42ed850bbe31528f914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"9ffbdfa30193513f4722c9fab26da7fc",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20414e1899ffc62aa6ba9d48fcab3202",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7a3037972d04a23c85840db78838a8af",0,0,2,3,0,0,0,1,8,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,1
"d840931ea615f12c159eeaa034c93cac",0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410115c4a17404531492037f8de90261",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ca30df963c21102915400861b97f8a6a",0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"4ead5c162cfba9e834ea675e4702b3b8",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90d10536b9b388b21768266f2af3ef05",0,0,25,16,0,13,45,7,5,0,0,5,40,20,30,0,37,0,40,0,0,0,38,0,0,0,6,0,0,29
"9b5d66695d3d2c53b3bea0a5f1a406fb",0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65c72fd6a3e84278a79944a7c5764a8f",0,0,1,1,0,0,0,0,1,0,0,1,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
"b8d88b35556f36659e2f7889ec357df9",0,0,5,3,0,3,2,8,8,0,1,1,2,11,2,0,6,0,2,0,0,0,2,0,0,1,0,0,0,3
"710726ac921a6da4850cae4f66021e03",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
