"id","Kingdom","Phylum","Class","Order","Family","Genus","Species","1256-273-P2-T","1256-276-P5-T","1256-287-P6-T","1256-290-P7-T","1256-293-P8-T","1256-297-P11-T","1256-300-P12-T","1256-304-P479-T","1256-312-P483-T","1256-322-P489-T","1256-325-P493-T","1256-327-P494-T","1256-329-P496-T","1256-331-P497-T","1256-334-P499-T","1256-339-P503-T","1256-343-P507-T","1256-345-P508-T","1256-347-P509-T","1256-349-P510-T","1256-351-P511-T"
"349e5cee0ddc895828f896cce323e838","d__Bacteria","Cyanobacteria","Vampirivibrionia","Vampirovibrionales","Vampirovibrionales","Vampirovibrionales","Vampirovibrionales uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8dca3cad55a8c4d4969af3a3aa459b6f","d__Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Unclassified  Gracilibacteria",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"320156851f4287195948c788f2df4d0b","d__Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria uncultured_bacterium",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a898b2d67bcd8b6c0681ee4c709ef6fb","d__Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria uncultured_bacterium",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"0e4bcac7f688cfef0208513b78d81f07","d__Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Unclassified  Gracilibacteria",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71028071e3688c2b52248d7cc6fd4958","d__Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Unclassified  Gracilibacteria",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"f43b77183c3ace160f6674b46fa18e20","d__Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22","JGI_0000069-P22","Unclassified  JGI_0000069-P22",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"61f07328c0620f1ddda897628088f31b","d__Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22","JGI_0000069-P22","Unclassified  JGI_0000069-P22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0
"e2025649fcd4ff82d665e50d2bd1eb20","d__Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22","JGI_0000069-P22","Unclassified  JGI_0000069-P22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0
"387f01ed7f618bc13a30a4f14101e696","d__Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22","JGI_0000069-P22","Unclassified  JGI_0000069-P22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0
"67c062d53941420842451ecf77b38534","d__Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22","JGI_0000069-P22","Unclassified  JGI_0000069-P22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0
"dba07fd46c45551ea4fc97976ea3c186","d__Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22","JGI_0000069-P22","JGI_0000069-P22 uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"a72c021a5d4dd486e494fffc5572f4e5","d__Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Unclassified  Gracilibacteria",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2c713903b62f0264d7d3831c93ba235c","d__Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Unclassified  Gracilibacteria",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8ad9779811adbd0d1416ddb1b418c9d1","d__Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"681841fbb41de127b80aecfd98b87ea3","d__Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peregrinibacteria","Candidatus_Peregrinibacteria","Candidatus_Peregrinibacteria","Unclassified  Candidatus_Peregrinibacteria",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"660b8f3cfe719e4b7156fc1c5869a884","d__Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadales","Saccharimonadales","Unclassified  Saccharimonadales",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"b6d83eeb11de71542c7a711c7934a788","d__Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadales","Saccharimonadales","Saccharimonadales uncultured_bacterium",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01832aa2f07d23f4cd445c4533fc8e39","d__Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadales","Saccharimonadales","Saccharimonadales uncultured_bacterium",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b1e3ad25486e20a4d6e0ed827b3a290b","d__Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadales","Saccharimonadales","Saccharimonadales uncultured_bacterium",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2badee7407752f42e24e95661aa7d057","d__Bacteria","Patescibacteria","Gracilibacteria","Unclassified Gracilibacteria","Unclassified Gracilibacteria","Unclassified Gracilibacteria","Unclassified Gracilibacteria",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"2485e63fd257603ac99468f2baab3e20","d__Bacteria","Patescibacteria","Microgenomatia","Unclassified Microgenomatia","Unclassified Microgenomatia","Unclassified Microgenomatia","Unclassified Microgenomatia",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3e550bfa735f87b9632cf3cea01ea3b6","d__Bacteria","Patescibacteria","Microgenomatia","Candidatus_Chisholmbacteria","Candidatus_Chisholmbacteria","Candidatus_Chisholmbacteria","Candidatus_Chisholmbacteria uncultured_bacterium",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bcd09f3f8b32b047b064cb6aa8e6d147","d__Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales_(SR1)","Absconditabacteriales_(SR1)","Absconditabacteriales_(SR1)","Unclassified  Absconditabacteriales_(SR1)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"96d6318ce97ad88e7bb2ce9d610be402","d__Bacteria","Patescibacteria","Microgenomatia","Candidatus_Woesebacteria","Candidatus_Woesebacteria","Candidatus_Woesebacteria","Candidatus_Woesebacteria uncultured_bacterium",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7132595e2e9c6445735e9526857ac13a","d__Bacteria","Patescibacteria","Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"66b1c1fdc59142efe405e4e647ab1846","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"2b1af1b525828a1c175bf35c5de25865","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria uncultured_organism",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"975e9786003576f08fe24facef3aeb02","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Unclassified  Candidatus_Kaiserbacteria",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ac63dc39741bdbce3e2dc339b7a60c5d","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Unclassified  Candidatus_Kaiserbacteria",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"1eab387b9f56308c64c46347a4fea841","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria uncultured_bacterium",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f8689d570899d0592a464c41f1d57d09","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"c1baf76a9de7e3a3dd937184b871b968","d__Bacteria","Patescibacteria","Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
"414d077b6f3df0db1c1b7638ad3a25ed","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Campbellbacteria","Candidatus_Campbellbacteria","Candidatus_Campbellbacteria","Candidatus_Campbellbacteria uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
"30a52b1fe308e60c279a8456f41f6401","d__Bacteria","Patescibacteria","Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"6bef122bef48a9f988dc229684ffc9be","d__Bacteria","Patescibacteria","Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"6e652729518c61fad3312b45accff784","d__Bacteria","Patescibacteria","Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"0736fe38a3932e1b786fb5a94d8e5e95","d__Bacteria","Patescibacteria","Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94beb4b4707d966af04675658e38095b","d__Bacteria","Patescibacteria","Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"8a13d2e2f6ec9dd282e5a414d200154c","d__Bacteria","Patescibacteria","ABY1","Candidatus_Falkowbacteria","Candidatus_Falkowbacteria","Candidatus_Falkowbacteria","Candidatus_Falkowbacteria uncultured_bacterium",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"65e1a4b44da0bfc3fe5f9de7652e3c8f","d__Bacteria","Patescibacteria","ABY1","Candidatus_Magasanikbacteria","Candidatus_Magasanikbacteria","Candidatus_Magasanikbacteria","Unclassified  Candidatus_Magasanikbacteria",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d5f4b5643ce51ac3eb677be4ef5d7408","d__Bacteria","Patescibacteria","ABY1","Candidatus_Uhrbacteria","Candidatus_Uhrbacteria","Candidatus_Uhrbacteria","Unclassified  Candidatus_Uhrbacteria",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61d66b41deeb3794e47e16b4367b30d3","d__Bacteria","Patescibacteria","ABY1","Candidatus_Magasanikbacteria","Candidatus_Magasanikbacteria","Candidatus_Magasanikbacteria","Unclassified  Candidatus_Magasanikbacteria",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"d4eeb392df0b021031bcbf5a5005f34d","d__Bacteria","Patescibacteria","ABY1","Candidatus_Komeilibacteria","Candidatus_Komeilibacteria","Candidatus_Komeilibacteria","Candidatus_Komeilibacteria uncultured_bacterium",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ca00c42a6eec30e7a65707648b280787","d__Bacteria","Patescibacteria","ABY1","Candidatus_Komeilibacteria","Candidatus_Komeilibacteria","Candidatus_Komeilibacteria","Candidatus_Komeilibacteria uncultured_bacterium",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bb4173c1ffebae500864cc1d6b1cb8bc","d__Bacteria","Patescibacteria","Parcubacteria","GWA2-38-13b","GWA2-38-13b","GWA2-38-13b","GWA2-38-13b uncultured_bacterium",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4dbd93d77f28920dc55b467a901b1929","d__Bacteria","Firmicutes","Bacilli","Acholeplasmatales","Acholeplasmataceae","Acholeplasma","Unclassified  Acholeplasma",0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
"3afebc97232d5e3dfee83cb39e8c2e0e","d__Bacteria","Firmicutes","Bacilli","Acholeplasmatales","Acholeplasmataceae","Acholeplasma","Acholeplasma uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"44cb2df980f8bff3d7df45af43cb1444","d__Bacteria","Cyanobacteria","Cyanobacteriia","Unclassified Cyanobacteriia","Unclassified Cyanobacteriia","Unclassified Cyanobacteriia","Unclassified Cyanobacteriia",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"b017b29199c158695d5a679b7831e231","d__Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","Endozoicomonas uncultured_bacterium",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"337b0826ec75d02cf0684189ec12d9f1","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Xenococcus_PCC-7305","Xenococcus_PCC-7305 uncultured_bacterium",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5e700251b01ff011ce7e8d8eef742bc2","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Xenococcus_PCC-7305","Xenococcus_PCC-7305 uncultured_bacterium",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a44cb6223be91d7068c8d4a373385d3d","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Xenococcus_PCC-7305","Xenococcus_PCC-7305 uncultured_bacterium",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c594d1a1f756979a6376b6a0f8d5886f","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Xenococcus_PCC-7305","Xenococcus_PCC-7305 uncultured_bacterium",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"eae838d792fdd274ddcff22c60aaf09c","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Xenococcus_PCC-7305","Xenococcus_PCC-7305 uncultured_bacterium",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f56365d2fa0884ace189751769cf471b","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Xenococcus_PCC-7305","Xenococcus_PCC-7305 uncultured_bacterium",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58062c4943b7de0dca18f4192813c3f6","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Unclassified Xenococcaceae","Unclassified Xenococcaceae",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"d6b9f9c5170a15a8395a26472e6804b4","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Chroococcidiopsis_PCC-6712","Unclassified  Chroococcidiopsis_PCC-6712",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ebfd6cfe6f86447642d99852ba86430a","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Chroococcidiopsis_PCC-6712","Unclassified  Chroococcidiopsis_PCC-6712",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"c4bfdc2499012cb996b2e1b20589cdc7","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Chroococcidiopsis_PCC-6712","Unclassified  Chroococcidiopsis_PCC-6712",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a1c1774019f768ec5314eed461f4106e","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Pleurocapsa_PCC-7319","Unclassified  Pleurocapsa_PCC-7319",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"739fd60d8c35d858f5e59f6c99ce0316","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Pleurocapsa_PCC-7319","Unclassified  Pleurocapsa_PCC-7319",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"d53b600629d28c7a9c1bce08b94a1c94","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Unclassified Cyanobacteriales","Unclassified Cyanobacteriales","Unclassified Cyanobacteriales",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a2927a32c5e621b0cf6bc5a3ac81e901","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Paraspirulinaceae","Unclassified Paraspirulinaceae","Unclassified Paraspirulinaceae",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"b534eb5f2e2e3c70eb73d3ffc294b1c7","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Paraspirulinaceae","Unclassified Paraspirulinaceae","Unclassified Paraspirulinaceae",0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
"7353772c1f1edcf0af6307fa41d7dc35","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Cyanobacteriaceae","Cyanobacterium_CLg1","Unclassified  Cyanobacterium_CLg1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"758cca91b64d9988bb020bb881cebc64","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Phormidiaceae","Trichodesmium_IMS101","Unclassified  Trichodesmium_IMS101",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ca592bfe8d5f2fe2b318df24b4fd8b6f","d__Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Nodosilineaceae","Unclassified Nodosilineaceae","Unclassified Nodosilineaceae",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"d71069ecf464a1ad5a30861d1a13c708","d__Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus_CC9902","Unclassified  Synechococcus_CC9902",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"902506fb1c3eced07e31b913c32d7f3c","d__Bacteria","Cyanobacteria","Cyanobacteriia","Eurycoccales","Eurycoccales_Incertae_Sedis","Synechococcus_PCC-7336","Unclassified  Synechococcus_PCC-7336",0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"2ac74834c5b3210e99158cea4cd81ba3","d__Bacteria","Cyanobacteria","Cyanobacteriia","Eurycoccales","Unclassified Eurycoccales","Unclassified Eurycoccales","Unclassified Eurycoccales",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a8b7e50fe50273b411aa935849494c87","d__Bacteria","Cyanobacteria","Cyanobacteriia","Limnotrichales","Limnotrichaceae","Limnothrix","Unclassified  Limnothrix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"1fb32b366c6fea11ff887b919f553986","d__Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Synechococcales_Incertae_Sedis","Schizothrix_LEGE_07164","Unclassified  Schizothrix_LEGE_07164",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"bcbf54fd48d013e4e8cef0fbac1e27f1","d__Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Synechococcales_Incertae_Sedis","Schizothrix_LEGE_07164","Unclassified  Schizothrix_LEGE_07164",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"dbeacd928077b98713143d584553a719","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Unclassified Nostocaceae","Unclassified Nostocaceae",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54cb3797d992b3f9663d3a961ca393f7","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Rivularia_PCC-7116","Unclassified  Rivularia_PCC-7116",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"cf91cfe9d208c42170aead0ef29cfd56","d__Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Unclassified  Bacillus",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5baf7575f74262afe6052d45f8a36975","d__Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Phormidesmiaceae","Acrophormium_PCC-7375","Unclassified  Acrophormium_PCC-7375",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"f886e4cf345f4f84911a089122273c24","d__Bacteria","Cyanobacteria","Sericytochromatia","Sericytochromatia","Sericytochromatia","Sericytochromatia","Unclassified  Sericytochromatia",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"501b136c2616fb101dc2b49385fd67d9","d__Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Sporomusaceae","Sporomusa","Unclassified  Sporomusa",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1d43166ea8c13fb215331dadc2d8659b","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Anaerococcus","Anaerococcus uncultured_bacterium",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9c3ea0cd050b9464686705eadb175de6","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Caminicellaceae","Paramaledivibacter","Unclassified  Paramaledivibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
