"id","Kingdom","Phylum","Class","Order","Family","Genus","Species","1256-273-P2-T","1256-276-P5-T","1256-287-P6-T","1256-290-P7-T","1256-293-P8-T","1256-297-P11-T","1256-300-P12-T","1256-304-P479-T","1256-312-P483-T","1256-322-P489-T","1256-325-P493-T","1256-327-P494-T","1256-329-P496-T","1256-331-P497-T","1256-334-P499-T","1256-339-P503-T","1256-343-P507-T","1256-345-P508-T","1256-347-P509-T","1256-349-P510-T","1256-351-P511-T"
"e8d9ab7dad2f40d13276bbd256000829","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales",4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1654aecb3175ebbe4a5100e52e660010","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter","Unclassified  Terrisporobacter",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"acae50f8fe53d92aae5f6fe3fd9a25c4","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter","Unclassified  Terrisporobacter",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2ebd972fa91d86c9a802ab4e7b3d565b","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Tepidibacter","Unclassified  Tepidibacter",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8767ff16227994b3c3681a713305ca61","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paraclostridium","Paraclostridium uncultured_bacterium",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38875f386e18ddf0482762e7da2728d3","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
"632ea96d5f55e31a1bc90c7543aa3556","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Unclassified Flavobacteriaceae","Unclassified Flavobacteriaceae",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8a732a68ce34f5e8f8c9be9da48757a7","d__Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Propionigenium","Unclassified  Propionigenium",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"a9db0f66e3a720ba80bbf2ee016237df","d__Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Propionigenium","Unclassified  Propionigenium",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"f927a001d628b09771da469b6714e08d","d__Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Propionigenium","Unclassified  Propionigenium",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1f983aa6dfee8bfb6e5bd7f82475fbc0","d__Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Propionigenium","Unclassified  Propionigenium",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"fb0cc46c80a0067077e4805ea8dcc704","d__Bacteria","Acetothermia","Acetothermiia","Acetothermiia","Acetothermiia","Acetothermiia","Unclassified  Acetothermiia",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32bbd7eabae89657750601fd7451845c","d__Bacteria","Deinococcota","Deinococci","Deinococcales","Trueperaceae","Truepera","Unclassified  Truepera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"443b1eb87de7657863a532df6dc8d2be","d__Bacteria","Deinococcota","Deinococci","Deinococcales","Trueperaceae","Truepera","Truepera uncultured_bacterium",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7dd990ed74e93f6ec27828b9f7aa8f6c","d__Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","Unclassified  OM190",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9f26d52ca226134dcdec6599798f06a4","d__Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"9ccaf318a47c8b2228ee9d39144b79c0","d__Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c32f544553313224bce8fbda7a228d2f","d__Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"47db61633a426ab8750289e640a9c58d","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","AB1","AB1","AB1 uncultured_bacterium",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2c1449a6aa98dd2f291e03adadf85e5b","d__Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"68714dc7a862ee55ee98e12bac026823","d__Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Unclassified Vicinamibacterales","Unclassified Vicinamibacterales","Unclassified Vicinamibacterales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"5fae875260a6220e59371b9f1ea5a97f","d__Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,78,0,0,0,0
"0e87da95c1c06ba68798f7a5fc66b2f8","d__Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9c3084f160ef414ae53c4991aaa820c8","d__Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"5e6da1faa29c6f015ad86dc829426fa9","d__Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"bad788c294f6fcceb781d141f2a006b0","d__Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","uncultured","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ac3c9aeb18d2a5374777e3daa1c9fb5d","d__Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"b2556f25c52ad509c8c826e7de737796","d__Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","uncultured","Unclassified  uncultured",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2a4b320d4f8b76572bbd121e22adf610","d__Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","Unclassified Thalassobaculales","Unclassified Thalassobaculales","Unclassified Thalassobaculales",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"caa8aa657cab2864bb8ddc8f4aab30c0","d__Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","uncultured","uncultured","Unclassified  uncultured",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e402fe0828b547affa0fc25078f6ae0a","d__Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","uncultured","uncultured","Unclassified  uncultured",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5c44af22712fc02bbeb2600ca5f3119e","d__Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","uncultured","uncultured","Unclassified  uncultured",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ca9db25541285da7bf8f72b3e399ac27","d__Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","uncultured","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"0f841d098b87439ca76e52b637ca0bfb","d__Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","uncultured","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"dcb14ada757e0b666f23856afc308661","d__Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","uncultured","uncultured","Unclassified  uncultured",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6b79b61b75e58afd9c16002bb8fbe2ab","d__Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","uncultured","uncultured","uncultured uncultured_bacterium",0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b1ca5cb33fef0f22c9c0d18f182ea711","d__Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus","Defluviicoccus uncultured_bacterium",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3b0b4849bcb8dbf1a9430f750bdd5816","d__Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus","Unclassified  Defluviicoccus",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"f8136d0ee06ca2647083c93b1fbdbaed","d__Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus","Defluviicoccus uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"007120448d5f0c8cfda4148e3a726af5","d__Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus","Defluviicoccus uncultured_bacterium",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48b81626278a860e291f8a28e257a856","d__Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus","Defluviicoccus uncultured_bacterium",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d3dd5e5350757d88a0c465179b9f7670","d__Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus","Unclassified  Defluviicoccus",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"72085b4c312d5930dfbe1ca3c9788b37","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","SAR116_clade uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"dc46b9bfe4cfb855af9d789dcf899ffe","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"b711d8e7cf96358c392a89a3987e0f6f","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Unclassified Rhodospirillales","Unclassified Rhodospirillales","Unclassified Rhodospirillales",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"bb2ca59edf48a12b07540b770dbc58ef","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"0e7688fcdcb8fa5235903ce79abf26d1","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"a07c96510f8e2a533130cf46659c71ae","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Roseiarcus","Roseiarcus uncultured_bacterium",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5b3d02ef5c245fe10099524448cbe20f","d__Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cf4aa9d6015c2bc298d24c7a79f0629d","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Unclassified Kiloniellaceae","Unclassified Kiloniellaceae",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"c6ef3279cc865f75caf7a4af273b5ed6","d__Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Unclassified  Brevundimonas",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5d3d0914c4dd99653201f8d2351a1015","d__Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"c350c99d37ade211b00de4d78add9309","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"211b8f8a3929817dbcba946bf8684ded","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","uncultured","uncultured uncultured_bacterium",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9574f8f4fc7613a360dd56faca88d01e","d__Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c4ac229359ba454226255b8e21e91604","d__Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"d1b8719195a51d3388811bfad70574f9","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira","Unclassified  Thalassospira",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1ec21c3c58e5b7c82df010f17e4761e6","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira","Unclassified  Thalassospira",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"e4006671c4860186fc66ee9656b43ba7","d__Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"bb00485f7a7b17e4677a9b69dc450e15","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"828900b696e730c37954f5b1f96a0b1a","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","uncultured","Unclassified  uncultured",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"de5a76718fb640eaf812c6f91d1f8234","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","Unclassified Magnetospiraceae","Unclassified Magnetospiraceae",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"be2895b47652da225e6a4dfb97dd1158","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","Magnetospira","Unclassified  Magnetospira",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"c213386d4af8a7f28f17b8acd3921902","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"b370baaafb085ed2070ac48054d51fc0","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"67fec66f2683175e89c83f57648d2cb3","d__Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7f5606e5917bec1152d2c3d2b25a9dea","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","Unclassified  SAR116_clade",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5ac9fe6db96ce074c47ae6f50191a2f0","d__Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","Nisaeaceae","OM75_clade","Unclassified  OM75_clade",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
"a535401fa77bfcc3037c06817bafa130","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","uncultured","Unclassified  uncultured",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"026ea6aa75f6789b3b848d345bc633a5","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","uncultured","Unclassified  uncultured",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1a4083c175687fef5417c3c9d9b29abd","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1d65611e5a28889e862841fb2abe113f","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"a854492ffae68dd2000cf8a16b9c26ae","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","uncultured","Unclassified  uncultured",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d73e9606fc9e0d8cf1525cc52ec75fb6","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","Pelagibius uncultured_bacterium",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fa729e195cf480bd469e711c43939343","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"4a865380c3f7b735f87931a0e796c4fe","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Tistlia","Unclassified  Tistlia",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96901610262195711166a862d87dc5ad","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Unclassified Kiloniellaceae","Unclassified Kiloniellaceae",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"6d8f2a29d487915ce10cc7f116f4f725","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Unclassified Kiloniellaceae","Unclassified Kiloniellaceae",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89801f8d9a884ffd6790959b329d90ad","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","Pelagibius uncultured_bacterium",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e08717483dc174102a1e179bd1142a55","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","Unclassified  Pelagibius",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"68a7b143f86400318c8235e861e9440e","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Tistlia","Unclassified  Tistlia",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d4d1e7c10d12f23289d97af89f6becbd","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","Unclassified  Pelagibius",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"829a53f3c1730d592a74f04b2345775e","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","Pelagibius uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"5c345fe625923bba36050cbd37506121","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","Pelagibius uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"28b4d59552df0b25b96b3c816681d06e","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","Pelagibius uncultured_bacterium",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24159d8fb543ca0f029c903216f23dae","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","Unclassified  Pelagibius",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ddb13c50b4545d7b365a38f7e3ca6913","d__Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"c99ce7a472ffe6ad62f0c24a2be71754","d__Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"fdb01b51d637a5793efb923983275b58","d__Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3f70aa6efafef487f8810c0374bf5632","d__Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"caa253f3c7574697222e788e7a22cc7e","d__Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","uncultured","Unclassified  uncultured",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ddc822c4f3463286e0ece88305ed3c47","d__Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","uncultured","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"c28434dda226fd2e0ec6debb522db9d7","d__Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","uncultured","uncultured","Unclassified  uncultured",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d02ae99c46ff928205e31433228a6d07","d__Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"417f809f98161fba34416de7f1564fb9","d__Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7bcfd273ab539747222bee3114ac0f4c","d__Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","uncultured","uncultured uncultured_bacterium",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cd30b82111b7e92eff27de352a54e2ef","d__Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Unclassified Geminicoccaceae","Unclassified Geminicoccaceae",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"bdd82905e64cd6921601f74bf95b40e6","d__Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","uncultured","Unclassified  uncultured",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1dfee030078c03521a02769034fca44f","d__Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","uncultured","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"325dfe8d3dbd732ad4272d44c012f0c0","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis","Unclassified  Sphingopyxis",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2f92323b76e4764f2f967f6b606ef769","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis","Unclassified  Sphingopyxis",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"af51645a589508259f20b19aede85e30","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified  Sphingomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
