"","p","freq","freq.pred","pred.lwr","pred.upr","bino.pred","bino.lwr","bino.upr","model","ci.mean","SE","zstat","p_value","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"36fd92cc1c2b517cfe712de653a5fe73",4.16666666666667e-05,0.0416666666666667,0.00128862029545127,5.95125951521308e-06,0.218592807614038,0.0408113755433668,0.00713594605987452,0.201201012291761,"neutral",0.218586856354523,0.055761953151664,0.747223945928502,0.4639258630718,133.146722701607,"d__Bacteria","Patescibacteria","ABY1","Unclassified ABY1","Unclassified ABY1",NA,NA
"40d410e168ce5979f6959e49a10f3f49",4.16666666666667e-05,0.0416666666666667,0.00128862029545127,5.95125951521308e-06,0.218592807614038,0.0408113755433668,0.00713594605987452,0.201201012291761,"neutral",0.218586856354523,0.055761953151664,0.747223945928502,0.4639258630718,133.146722701607,"d__Bacteria","Patescibacteria","ABY1","Candidatus_Magasanikbacteria","Candidatus_Magasanikbacteria",NA,NA
"4b5cb61ca502cf80e35dc3d92b893c8f",4.16666666666667e-05,0.0416666666666667,0.00128862029545127,5.95125951521308e-06,0.218592807614038,0.0408113755433668,0.00713594605987452,0.201201012291761,"neutral",0.218586856354523,0.055761953151664,0.747223945928502,0.4639258630718,133.146722701607,"d__Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peregrinibacteria","Candidatus_Peregrinibacteria",NA,NA
"4d7a1084634f2ea46491e1814593eafa",4.16666666666667e-05,0.0416666666666667,0.00128862029545127,5.95125951521308e-06,0.218592807614038,0.0408113755433668,0.00713594605987452,0.201201012291761,"neutral",0.218586856354523,0.055761953151664,0.747223945928502,0.4639258630718,133.146722701607,"d__Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria",NA,NA
"72213d213e96b6b7c3adc66b2ee1b87a",4.16666666666667e-05,0.0416666666666667,0.00128862029545127,5.95125951521308e-06,0.218592807614038,0.0408113755433668,0.00713594605987452,0.201201012291761,"neutral",0.218586856354523,0.055761953151664,0.747223945928502,0.4639258630718,133.146722701607,"d__Bacteria","Patescibacteria","Gracilibacteria","Unclassified Gracilibacteria","Unclassified Gracilibacteria",NA,NA
"877a60a7b33c4b6444346f905a15eaa1",4.16666666666667e-05,0.0416666666666667,0.00128862029545127,5.95125951521308e-06,0.218592807614038,0.0408113755433668,0.00713594605987452,0.201201012291761,"neutral",0.218586856354523,0.055761953151664,0.747223945928502,0.4639258630718,133.146722701607,"d__Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales_(SR1)","Absconditabacteriales_(SR1)",NA,NA
"87eaf8d9edee236b74ee5c7b22bb2291",4.16666666666667e-05,0.0416666666666667,0.00128862029545127,5.95125951521308e-06,0.218592807614038,0.0408113755433668,0.00713594605987452,0.201201012291761,"neutral",0.218586856354523,0.055761953151664,0.747223945928502,0.4639258630718,133.146722701607,"d__Bacteria","Patescibacteria","Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria",NA,NA
"a231c9c2798c07caee4649073baaa25c",4.16666666666667e-05,0.0416666666666667,0.00128862029545127,5.95125951521308e-06,0.218592807614038,0.0408113755433668,0.00713594605987452,0.201201012291761,"neutral",0.218586856354523,0.055761953151664,0.747223945928502,0.4639258630718,133.146722701607,"d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria",NA,NA
"a5505d57d768be14425d7bd2e2d202fa",4.16666666666667e-05,0.0416666666666667,0.00128862029545127,5.95125951521308e-06,0.218592807614038,0.0408113755433668,0.00713594605987452,0.201201012291761,"neutral",0.218586856354523,0.055761953151664,0.747223945928502,0.4639258630718,133.146722701607,"d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Azambacteria","Candidatus_Azambacteria",NA,NA
"bc80ae26d0910dffbc1211dfe287046d",4.16666666666667e-05,0.0416666666666667,0.00128862029545127,5.95125951521308e-06,0.218592807614038,0.0408113755433668,0.00713594605987452,0.201201012291761,"neutral",0.218586856354523,0.055761953151664,0.747223945928502,0.4639258630718,133.146722701607,"d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Campbellbacteria","Candidatus_Campbellbacteria",NA,NA
