"id","1256-012-C121-M","1256-019-C123-M","1256-022-C127-M","1256-025-C128-M","1256-028-C129-M","1256-040-C143-M","1256-043-C144-M","1256-046-C145-M","1256-049-C148-M","1256-056-C150-M","1256-059-C151-M","1256-062-C152-M","1256-064-C153-M"
"91c10f2d20eac814d41c98a51e1ee8c6",0,0,0,0,8,1,2,0,10,0,0,0,5
"4b14836837b5f965b9574569369b82d5",0,0,4,0,0,4,1,0,0,0,0,2,0
"cec4a566bf1582d755c337f0266f192c",0,0,2,6,0,0,0,0,0,0,0,0,0
"58d50ff9bbf83bb3951b5771e9ac2fd3",0,27,0,0,0,0,0,0,6,0,0,0,0
"79502b98b0fd4128d07b1a74b38196ae",0,14,0,0,0,0,0,0,0,0,0,0,0
"58d12dd6d696efc5e6d2ff6f02c60cb2",0,10,0,0,0,0,0,0,0,0,19,0,0
"aad38b503aa7c2b1d975a567f75e04e6",0,3,0,0,0,0,0,0,0,0,0,0,0
"a0acb9b1ad359df389cdf4d781ec8cbb",77,77,47,43,0,134,7,14,17,103,0,174,48
"04df286cdada48ae810dd9d13dd47b67",0,0,9,0,0,0,19,0,0,0,0,7,0
"3baeb0589fab8eb555d514e757ee6ef0",0,0,3,0,0,1,2,0,0,0,0,1,0
"9a6efb494552bbb781ce2edc0f49f787",0,0,0,0,0,2,0,0,0,0,0,0,0
"75e068ece30ebe56cc55848a92eee7e9",0,0,0,0,0,2,3,0,0,0,0,0,3
"a8a4b178592a59603262cb97f7dabbba",0,0,0,0,0,3,4,0,10,0,0,0,2
"065541b7cd7b5fb73eab7d92c5ee4d27",0,0,20,0,0,11,8,0,0,0,0,7,13
"b9d23119cae516a6b20e755893deb4db",0,0,0,0,0,0,0,0,0,0,0,0,4
"8dc6256de1c35f220af89b31351c23b3",0,0,0,0,0,458,612,332,0,49,0,3,0
"4856d5fbf62a904ff14a983fc45456ac",12,0,1,49,25,3,3,0,3,0,7,11,1
"849ec576ba70c5e8a6747562856a9e1c",0,0,6,0,0,0,1,0,0,0,0,8,4
"960defb45af80ff27377e912a514f276",0,0,0,8,0,0,0,0,0,0,0,0,0
"71c4aa86ca02edff22c5bbef4bac8f0d",0,0,8,0,0,14,6,3,0,0,5,17,37
"7a29f834d3da2a853d69a31d4cf4bfc2",0,0,34,59,65,0,8,8,0,0,0,18,13
"fcf007a93f18bad86b5057dba1c53bcf",0,0,0,14,7,3,2,0,0,0,0,9,0
"c4983ef439b5299245014727b3c9f362",0,0,0,0,0,0,0,0,0,0,0,0,1
"2faf57c08bb607fdee379193dd4ab437",0,0,0,0,0,0,0,0,3,0,0,0,1
