"id","1256-101-PW164-M","1256-104-PW165-M","1256-107-PW166-M","1256-110-PW167-M","1256-113-PW168-M","1256-116-PW169-M","1256-120-PW170-M","1256-123-PW171-M","1256-126-PW172-M","1256-129-PW174-M","1256-132-PW175-M","1256-134-PW176-M","1256-137-PW177-M","1256-140-PW178-M","1256-143-PW181-M","1256-145-PW182-M","1256-148-PW183-M","1256-152-PW185-M","1256-155-PW186-M","1256-158-PW187-M","1256-161-PW190-M","1256-163-PW191-M","1256-165-PW192-M","1256-169-PW193-M","1256-172-PW194-M","1256-175-PW195-M","1256-178-PW197-M","1256-185-PW199-M","1256-190-PW202-M","1256-193-PW203-M","1256-196-PW204-M"
"66b9ddcecc29c3d8375ed747319a14e6",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"3d78ff5308068e6c90836f6d42754091",0,0,0,0,0,37,34,5,107,62,10,8,0,44,3,10,51,0,26,2,4,0,36,0,45,4,0,0,0,1,0
"5bd4288076b405b8e3bb45a7bb7c3a61",0,0,30,4,27,0,20,0,0,28,10,26,13,8,11,27,8,0,0,17,37,5,28,0,0,35,0,37,36,29,21
"4b1a1275596f09506355dab1fb201674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6270a3f2b106d9fd2b2b165c51b17e8a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"50626fe41dea0b2845cda3967e3478bb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"a173bcfccb4ce5ac109188d69791ca39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
"10eef9768b0b867a0ca7ed692ebf03d9",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0
"446620e636efb04a3c68374df1f9bb93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"6ba511d99a0f7f29ecb58fef395684f5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"71928c08d680237ad2e99b3d80575591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,1,6,7
"58ca9567860379b16bf6284c917987bd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"fffdb53a51f22057deb929472cbab545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2733963356ce4bfb943e192a582496c8",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1141bdc779e542fe876eefade3ed4ded",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,2,0,0,4,0
"cb6ea93f52d4d86ede8c17563ed8caeb",0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,5,0,0,0,17,0,0,0,0
"7c84a8f39b713c1b25a2b27bdc22337d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"d6d837d1b9863e9485a98a3404135a75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"afe96623a23df1b583d45f3e495e6b23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"253bc842baa45d4ab3bd9662016b756c",0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,5,0,16,0,0,12,0,0,7,0,8,9,1,4
"75d665f51a2c7d1158f2a55e3b1bb140",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
"be43bea853b2f67644aca7c9a54be140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
"114c2e07d0178a15019898a02ab360ec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10b1cde94993b8649f6b5ed37819cb4e",0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,5,0,0,0,0,0,1,0
"b940d88bab46ceaf65e19210f35d33f5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,3,0,1,0,0
"9ed891e34e50a962d4acf838d1a94a17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
"b8c2a2168923fcb716eec1d28d92bf4a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"717b725422f14efe9b2d53571f6d167a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
"99fc977ebb7aa647d6dc8d144cebd4be",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e589da7485fd92ab38297bdb9de993d3",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"d37d3744d94d05ae64a6aec16d5f1d46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"0d60c1653983b988ae15861e62b6568c",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,1,3,2,2
"3ce6d0b756aee0ed9aa3b827056765de",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"8d28b39be24d56a0c6ead63cd9800f53",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"ece8197d670d51aff7d89cdad8717745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"48cc52b854cde9dc0d25673b4de4f6a0",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1af5ad51ab35586efcefc609c5e14d9b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"96f7522931e86a7b87c6fd2afab24a22",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00c8e5140a2ae2db708237c744746ef5",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2314669b2472418d8202bfd4eb4d9710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"c439d46247f628077d4e6e1e9bc76fb0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,0,1,4,0,0
"455ba11198e264ef9b5213456ef31791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fa916cd721ccd93374107fc2152ecc90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"799a88887c068b801a76da04a598014b",0,0,0,5,16,0,0,0,68,14,0,0,0,0,14,5,0,0,0,0,0,0,0,11,0,0,6,1,11,0,0
"d6ceb9fa24d8fd2856fb26ab25fb67cd",0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,8,0,0,0,19,0,0,0,2,3,6,2
"381cbcd8534bfe8eb6e4db5077cdb16c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,3,0
"7d49f45a14ec276c84159688f1ac16c7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,1
"8182f68c924144936a95cc6db005af15",0,0,0,0,4,0,3,32,0,21,0,0,0,0,6,0,13,2,0,2,7,0,7,0,0,14,0,10,3,6,9
"1e775f61e2d4922b74a2b9f337f2d66a",0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ef1c4929f6c0092f30196faf5d967fe2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f327c8da616a07097d6938c77a48b710",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"9fa4967095aad01a178358af90baf83b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"26ddd205753d2e2389d43a55db710303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"2c87aedf54d987be86f343bad7c35c66",0,0,42,232,133,0,275,332,2,73,212,285,192,25,104,189,143,96,0,105,150,0,117,0,0,190,0,89,144,236,255
"9fd1e0a33cd5cb9305dd362ec39189d9",0,0,0,4,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"32d9c22e4a581a199942d6fc67755bc2",0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
"27c8cc2ee24bc512a0657f18731ebee9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"6ab9d4617c74f9901e3d2f64e36b4ed0",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
"4229539fdeb47c678f623265065fe67b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"89320bca309dbdc3145661b76f5984d2",0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,4,0,0,4,0,0
"ced8cb1da3de68fa4eaa5b3dd41727d6",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,2,7,0,0
"8a3cb3a4983e32f448276ae69cf9c592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0
"34fc578b77a051be7a0e85733bb88358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3bcd16a27567078ced4498f594c47e9e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"fce6e0eb82ce74ec463d2d6d53054ca1",10,0,0,0,0,0,0,0,0,0,0,0,21,0,12,1,0,8,0,1,0,0,7,0,0,0,27,1,5,5,4
"d84605a2ed3edf0f10a6bd93d365a9cd",0,16,53,17,5,8,23,35,0,0,17,33,67,28,39,22,20,25,0,11,37,0,5,18,0,43,37,11,6,13,6
"c110dc284efd2fb70594f515ab95c870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,47,0,0,0,0,0,0,0,0,0
"7b1b7be5530c5572d27b8b48aed2f710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"cf7e20abe87a24b4d0a612d32e5394d6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"4e35b6fcd6dce2dc1a5b3ba10fa5fe12",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6c383423901550438bb49730a48ad2a2",0,0,264,156,181,0,147,58,21,86,65,154,153,51,136,121,125,102,0,75,123,0,110,100,0,121,44,147,90,142,150
"99f32dfb91695fb9970a69609e12fe64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0
"1020c00ae67932e46d620ad6161b24e4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e8d5ae6300c0d27266a22c2a4efe5022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,5
"746bb18dae008ddbee36e840e34aa34f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"91cd0d52e58d3f2d26564479eecc44bf",0,0,0,0,0,0,8,7,0,0,0,4,0,0,0,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"8946a119cf55823aacd99b7d820a781f",0,0,0,0,0,0,0,0,0,0,0,0,9,21,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"86d9457c56a9537f827acb5f8ddbbc3b",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c9460802a70c929537fc0d37c9b7192b",0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"b066208a8d989dbe1232503c814bc2de",176,321,60,27,124,163,38,79,174,81,86,45,34,65,55,25,31,82,253,44,1,118,0,186,271,14,0,8,13,5,42
"6ccd7816b16d548484d03121b18fc55c",46,0,0,17,0,12,0,0,81,42,0,12,17,0,20,6,11,1,106,12,23,232,7,0,0,0,1,0,0,0,1
"b1ae1177339fd3edf6f6aa31a028f721",0,8,0,0,0,0,0,0,3,2,36,0,5,10,0,7,0,0,16,0,6,0,0,0,0,0,0,0,0,2,0
"cca9e8b608d677d71d32982d1eec415e",8,69,50,45,41,36,8,169,49,84,55,16,4,0,4,10,27,19,60,5,8,39,6,87,159,42,0,0,1,0,16
"863931e8dc124c208f1e83d3619e4c39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"cd3bdd9d35a75c731fdd7c992a4e4f7e",0,0,0,0,21,0,0,0,0,0,0,0,0,29,0,0,15,0,0,13,0,0,0,0,0,0,0,0,0,0,0
"f2e45de9c1773248a88231624956fbbf",31,0,31,6,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,1,0,0
"0ee6dc6715e3c01f0069f37cc08da68e",43,32,32,14,15,27,11,11,143,2,16,12,36,5,2,0,8,8,23,19,5,24,9,46,68,16,2,3,0,3,15
"91eff54c60915d69a8ed6b24e06eda90",272,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e2e6e6464d400ebd780a0efd6142fcd6",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,2,0,2,0,0,0,0,0,0,0,0
"9fc16b72b25ce88c24607bfe73b942ef",0,0,0,11,0,0,0,0,0,0,0,0,0,0,10,3,13,0,0,4,7,0,2,0,0,10,0,10,7,2,7
"887e45313eea2a005a1dbb36effc35bd",0,0,0,7,0,0,17,0,0,0,0,0,5,0,0,18,0,0,0,4,0,0,0,0,0,4,0,1,5,3,2
"5461eb6620bd603d768864599263c3d5",0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,13,11,0,4,4,0,0,0,0,1,0,2,8,3,0
"09d21bfe1332afd48aea1cf7bbcc4dee",154,0,0,0,20,81,41,0,0,0,29,8,0,42,0,0,0,0,93,0,12,18,9,76,55,8,0,0,0,0,8
"52ae395085e40ddb5045adca89decf12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,3,0,0,0,0,0
"3566b71eb155353ca14fffcbf1ae5711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"b21933c8d57ce2a9048d849a08d34c2c",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,6,10,9,0,2,0,0,0,0,0,21,0,0,0,0
"28495f43c6d69afe85735049b41e4131",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"939a34938860825bcd32fc841cf5708c",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"066307d6fc4e43675a172754ebd32aa9",0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,3,0,0,0,0,6,2,1,1,0,0
"0e20a4907d1b02d369855deb877db594",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"7b7417c32bff188b778bc43bf8fb36b1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"4bf04e7a66bfd7a24392aa42738e553e",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8163ca8933e0603079df4d70a1eac42c",0,0,12,7,18,0,16,1,0,0,49,0,0,0,5,0,11,7,0,4,3,0,0,0,0,3,1,7,1,3,5
"d1227e77be11fdf244af659e31db359c",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"b756715d51b7f4552a5739d64511ff03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,66,0,0,10,4,0,25,0,0
"ec3cc13afafb38bc8784886d13534a68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0
"f7331e805e691f1e5630cab0d7978b9b",0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,3,9,0,6,11,0,10,0,0,0,0,2,5,3,2
"7c3ca5bd8f4d8c12a75540a42ed2562f",0,0,0,8,0,0,0,12,0,0,0,0,0,0,6,3,0,0,0,2,0,0,0,0,0,0,0,2,5,5,0
"0f309a35772d0b6d1a81a0b3701030f1",0,10,0,0,8,64,15,0,0,0,0,0,0,24,0,4,0,0,0,0,0,15,0,0,22,0,0,0,3,0,1
"0a263299e064e1943111af54402855f1",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"98592b51529e2e482423e80d93e89bdc",0,0,0,0,11,0,2,0,0,0,0,0,10,0,22,11,0,10,0,10,7,0,8,0,0,1,0,0,18,10,15
"69fd2b1db845892e9407d99590a06d7e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,10,6,0,15,0,0,0,0,0,3,0,0,6,0,9
"1fb87a98d598c5ee79f317964f2d9125",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fcd55968c7ffed3a8ed295506023fb42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,6
"b5dd41ab5085b59557be60ca37e7230c",37,211,100,35,24,296,22,29,239,45,167,10,61,160,38,10,40,36,244,15,24,134,5,27,193,9,0,9,6,4,7
"962fc0f1af42a48a0b51c9bf5c3f7ecc",0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,21,0,0,24,5,0,0,0,0,0,3,0,4
"14b471034e3f8c095a63c5e14269c8e1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,5,0,0,0
"352c45f46b3db645f57a8e754ba4f988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
"1153cf15d88bdbb6ca653eb54dc2d369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"b97e9f984488d54dad0cd9b96d6a3361",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08bbcbbe9e37aa94136cdcb43f59b149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"a1b0fd9e884825f4e693d226a460cd71",0,0,6,7,0,0,0,3,0,3,23,0,0,0,0,0,0,0,0,8,12,23,5,0,0,0,0,8,0,3,0
"1b7099678b354195a8319c243c6b6369",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"241d3edb1875b5d5aa455b2f465a249a",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,9,0,0,0,0,0,0,0,2,7,3,0
"db000e359a84adde8fda81f14bb685f0",0,0,18,43,27,1,16,20,0,3,33,13,8,0,15,24,20,28,0,37,19,0,31,14,0,33,4,33,25,23,28
"d66c9442973b5dff22340301b1d9e7d2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,2,0,0,0,0,0,0,0,3,0,0
"aca6c35163ec9212f4cba413a57bc16b",0,0,0,0,0,0,0,11,0,0,21,0,0,0,4,3,0,9,0,11,0,0,7,0,0,4,0,15,11,10,2
"1f660dcb128b3739d2e3ec38b3ec9839",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,0,13,0,0,0,0,0,0,0,0,0,2,0
"3db7026eb068ff9b177a85faf92c6e3f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
"d90a159d15d934799a147e279c3de9a4",0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"fc53da5c29a1ab8b3a66b8812393eb0e",0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"393b955aa4265a9d71ab93c564316302",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3c01ae84f9583097ea8964c0a58a5732",0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"16d416ac522d022d1e39751263c224e8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"b0dd7858ce2ee17171489ef1cf08719a",0,0,0,15,0,70,5,0,0,4,0,4,2,0,0,22,0,10,0,23,8,0,8,0,0,0,9,9,6,20,1
"c4d59f3c4acedb633e3b221575530122",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,31,0,0,3,6,6,2,1
"58f8e050a44e6179c2eb6ca4b650550b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"903d78ecf7fdf995eb8d4e08fe3eb5cb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"10d50ad27980c6fcac66927dc0ac8442",0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b07d45d640198ed6d79a0ea86352baae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"1de29e6f55f48ad97443362c1197d6c8",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"39947c3cbffded1063cba90f91348591",5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2979a83a80262647f8cb7da825ce46d4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"ee2414b87e3a75f67ea403efecc4b816",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"dd0eb40c5e5f03892b23360e015ea6fe",15,0,16,0,8,0,0,0,0,0,0,0,0,0,0,3,1,2,0,2,0,0,0,13,0,0,5,0,1,3,0
"7fcdb20cae9440a30579470401d5cbaf",8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,6,0,0,0,0,1,0,0
"8dc6256de1c35f220af89b31351c23b3",0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,4,0,0,0,5,98,3,0,0,10,0,3,19,0,0
"70f4948e4ee1f1ce88d06de7bc193ef5",0,0,0,0,9,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,1,1,0
"b5aab54bd7fdaec8645755fc72837000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"4856d5fbf62a904ff14a983fc45456ac",1,0,61,41,13,0,54,27,0,23,0,39,22,7,54,54,52,84,0,75,77,90,68,0,0,67,0,116,74,86,81
"f22161de215686ed1e29b9a44eff8a95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0
"3da7fdede286a3b821784b6e1085484a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,4,6,0,0
"ca05ec21d279096e96d95fab3e93fe24",0,0,0,6,0,0,0,8,0,7,0,4,0,0,0,0,14,7,0,5,2,0,3,0,0,0,22,1,5,0,0
"938ecac3b379f84ebae41ff3d5971683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"960b29b415854fc14e6f6b8016c9b97e",0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"b6d5345399b4433f8ad6f04f91d73ce7",0,0,1,2,0,0,0,0,0,0,0,0,4,17,13,7,6,6,0,19,13,0,9,0,0,21,0,54,23,28,32
"d0070865835257225a4554e5507bf4c6",0,0,0,0,0,0,4,0,0,0,0,6,0,0,6,5,11,6,0,0,1,0,0,0,0,0,0,6,0,10,3
"9fd31ba43fbddd52669832d9b837921d",17,0,0,17,30,0,29,45,0,42,0,21,19,0,0,5,0,24,0,28,32,0,27,0,0,33,1,30,17,18,18
"076947508e9d2bd19ce32b701b4b7124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
