	Gram_Negative
661170	TRUE
582931	TRUE
4479753	TRUE
4376863	FALSE
255100	TRUE
724298	FALSE
341734	TRUE
1603735	TRUE
114811	TRUE
4473655	TRUE
160300	TRUE
569893	TRUE
814721	FALSE
569736	TRUE
1107679	TRUE
165185	TRUE
270376	TRUE
784506	TRUE
2981825	TRUE
4306040	TRUE
557699	TRUE
563693	TRUE
540643	TRUE
353248	TRUE
128263	TRUE
1766551	TRUE
1132384	TRUE
316871	TRUE
553318	TRUE
4349537	TRUE
1112192	TRUE
4336253	FALSE
566357	TRUE
4340137	FALSE
325904	TRUE
313522	TRUE
4297284	TRUE
572695	TRUE
4330206	TRUE
536121	TRUE
572150	TRUE
4359330	FALSE
4385959	TRUE
583231	TRUE
4451358	TRUE
1111111	TRUE
3712725	TRUE
305967	TRUE
4482302	TRUE
605566	TRUE
1114110	TRUE
736040	TRUE
151316	TRUE
4389957	TRUE
138264	TRUE
1109402	TRUE
256400	TRUE
532624	FALSE
4398746	FALSE
4362093	TRUE
4437259	TRUE
3867306	TRUE
4312368	TRUE
1116149	TRUE
259809	TRUE
338836	TRUE
274011	FALSE
4459768	TRUE
368438	TRUE
4426240	TRUE
571072	TRUE
1856738	TRUE
572190	TRUE
4483818	TRUE
553974	TRUE
1110665	TRUE
