"id","1256-200-HI6-M","1256-203-HI7-M","1256-206-HI8-M","1256-209-HI10-M","1256-216-HI58-M","1256-219-HI59-M","1256-222-HI60-M","1256-225-HI61-M","1256-228-HI62-M","1256-232-HI63-M","1256-235-HI64-M","1256-238-HI65-M","1256-244-HI67-M","1256-247-HI68-M","1256-251-HI69-M","1256-254-HI70-M","1256-256-HIA-M","1256-259-HIB-M","1256-262-HICM","1256-269-HIE-M"
"a66839753f785f0d91be3ac660c80f58",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
"5816f6eae64c63804423f95e88aed492",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"60316cac5280dd5f3e23f1cb0823787a",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"887f19023eb859bbf96111decd075481",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"7e70ecc2165f52bf7877c10c9cde1cd8",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"5bf72d338c9fab516c693fa02db2dc61",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"8f32746ed645b9c38da38d6346c1dac4",0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0
"829fc06b4ebbc304070ae136d0f75edc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
"10672ea8299ec6bb94d1d73cc6eff0b6",0,0,0,0,0,0,6,0,6,3,4,0,0,0,0,0,0,0,0,0
"43de566b971af5783ec98f098b828e69",0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,4,0,0,0
"ccbb01545b49cdd243413db72b262abb",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"0693f845f2ca0fd81484e2cc0071d8b0",0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0
"1b3ceb281a1d999e53467aa267d9cb85",0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0
"adcd9d759e0f91cf608264ecd3bcd7d6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2c87aedf54d987be86f343bad7c35c66",14,0,0,0,0,0,93,0,121,114,0,0,0,0,0,0,46,0,0,0
"b8d9947692e2dbf942e398bf24ad9068",0,0,0,0,0,0,0,0,0,13,0,0,6,19,0,0,0,0,0,0
"7cf3b899a3b6c06f3f60d871d1a3658c",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0
"46f4499d550d986651d331565e692005",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,7,0,0,0
"74c049d9167b36cfd7ca7b7bacf3af68",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"573e97e673257ddf83dba39eb3581eeb",0,0,0,0,0,1,38,0,0,3,0,0,0,0,0,59,0,359,0,0
"2dc14cf87db0f8590b1342914f99854d",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"e3820c54190f02977672681dcf89c536",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"73123a71e48a7541f297327d04cb24ae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
"b9294188121fecdf6f1755b9546db6e0",0,0,0,0,0,0,49,0,0,2,0,0,0,0,0,0,0,0,0,0
"fee20182fff1ef2bcbc5a78f807ae7f1",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"0191007033d01bbc5c01bb7149e27a78",5,0,0,30,0,0,49,0,41,58,0,0,8,0,0,0,12,0,0,0
"bc2a6f8016255a476f3fc0f67fd2ac56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"03a0e82f0e241e65c81a92fd02e36771",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0
"b066208a8d989dbe1232503c814bc2de",11,372,167,16,125,293,21,17,22,0,0,0,0,29,37,0,0,0,0,0
"8d77e604bc936e724ff17c03a24d60fe",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"943d8667fb82564f860a9afab963b483",0,0,0,0,0,0,9,0,0,0,0,0,0,14,0,0,0,0,0,0
"cca9e8b608d677d71d32982d1eec415e",0,194,2,15,342,237,63,250,32,0,75,156,0,134,269,94,0,84,71,572
"65bdb315874beb3e45bb115ce0fe1238",0,0,114,228,0,5,0,0,0,0,0,0,0,121,0,0,0,0,0,0
"f2e45de9c1773248a88231624956fbbf",0,0,54,0,0,0,0,0,2,0,0,152,0,0,0,0,0,0,139,0
"2dc6ae418d590d0361a61a08d6b4059e",0,13,15,16,0,16,20,281,67,13,206,441,0,145,120,48,12,51,286,66
"8958320e919e13c7d2f124f17681eb25",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,0
"15185777bba4dc684efb61f2380fe635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"cb3aa3eb176a7cfadbc9a3e8ce9d2ecc",0,0,0,0,0,0,3,0,0,12,0,0,1,0,0,0,0,0,0,0
"09d21bfe1332afd48aea1cf7bbcc4dee",0,9,33,0,91,83,22,198,0,1,67,52,0,24,44,0,0,48,98,26
"3ee0289836d2edf226fef103db64e1fc",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"275e2f85494aaf62140ca9ad8f3af5ee",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"a04f2fbe01a747c53269ee809029f870",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3b6831e67ee87188388a1eb6cb510807",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"b11502a092e42a125856aa68d5eab2ae",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"0e3fc47dfeecd064d84d6f241dcb8fb1",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"65ab6e88aa7b04fafab003779aacdb0d",0,0,0,0,0,0,39,0,29,35,0,0,4,0,0,0,0,0,0,0
"f0ac0c01e6f2dd86817e8de6c63d084b",860,0,0,0,0,0,0,0,3,0,53,0,785,0,0,109,330,0,0,1
"6a94050dce913412c6333bf1761d3fbd",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"d50d674d85cdc8353291b7dcbc67930c",0,0,0,10,0,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0
"fcd71715e9c87bb9685a1afb753f7161",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2533d6fa71bb24fd90564d0ce0aa95c1",0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0
"eef01ac575326a9843064957030da74e",26,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0
"dfaf07a3ff9ab9d56ddcd1646e16555e",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"b5dd41ab5085b59557be60ca37e7230c",0,146,304,37,200,134,42,41,35,0,9,130,2,74,135,177,0,69,141,100
"962fc0f1af42a48a0b51c9bf5c3f7ecc",0,0,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"846997e18a21da96589aafaf8ab04bed",0,24,0,0,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"0af602c0d0c4b725fbfa76f923da5aee",0,0,0,0,0,0,0,0,43,0,0,0,1,0,0,0,0,0,0,0
"8308fd16d65585e50c22f9212e96c807",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"c174c795498163c7461c9a09a0526135",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"e33772adf0f92df5634ba8a1c0c38bc7",0,0,0,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,0,0
"eb61f247764e22c3c760b542c8c43608",2,0,0,0,0,0,25,0,0,36,0,0,0,0,0,0,0,0,0,0
"647cd827a0033eaea8c5723897179d5a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"e748b35b0bc0c11f0e49ff6cb28ab1ef",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"3904d8bea52113755ffb858a8ba6dad8",0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7c034fca86f79f454bcb36b3dac8c234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"33afd7730d723e8dfc768b234155d065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
"f776f17911efdc448a9e560cb6c96d84",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"5cb3cc68b1a47a6d034a04d729ae9481",63,0,0,0,0,0,0,0,35,10,8,0,7,0,0,0,0,0,0,0
"1212a925d3b74db4c31e5bd44be2b43f",0,0,0,0,0,0,0,0,6,18,0,0,0,0,0,0,0,0,0,0
"a58a183e973f3d065807aa39a050c83e",0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0
"2d5bac4252c5dba912e35cd4830085f5",0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,19,0,0,0
"c0e20d3a3f75b1c04d0d660426684605",0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,11,0
"bf2ac4e8f86fc6f4ad0bec6fc87f2316",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"46ccf085f4ef287a7099ad3c2fd210e0",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"94d3e4620eb74724a6dc4de03b1cbc8f",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"a1aa8dbc582735535b4478dc22f75dbe",0,31,0,3,0,61,1,0,0,28,0,28,2,0,0,0,8,0,0,0
"e5361ee7a062300c9b170b39f1ef8293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0
"70f4948e4ee1f1ce88d06de7bc193ef5",0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e81359113a1d83a94b14f55d868f326f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"7a1d41b5d41813402305c95b8ed09678",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6860d9a9470798a287daff6bc00ab28e",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"ff1912621568d1c786d2c7f07e0edea2",2,0,0,0,0,0,34,0,17,29,0,0,0,0,0,0,0,0,0,0
"f3675d65c0f8f0559a30d0114295a0ba",0,0,0,0,0,0,25,0,1,26,0,0,0,0,0,0,0,0,0,0
"00ecf3809187b14cfcfda7dba5619baf",0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89baf964f36eef1880eb202382f33713",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
