"id","E1.10.Poc.dami.1.20140728.T","E1.10.Poc.dami.1.20140731.T","E1.10.Sty.pist.1.20140815.T","E1.11.Fun.sp.1.20140730.T","E1.11.Fun.sp.1.20140811.T","E1.11.Lep.tran.1.20140731.T","E1.11.Psa.cont.1.20140730.T","E1.11.Psa.digi.1.20140807.T","E1.14.Phy.lich.1.20140811.T","E1.15.Dip.heli.1.20140726.T","E1.15.Dip.heli.1.20140809.T","E1.15.Dip.heli.1.20140815.T","E1.15.Dip.heli.1.20140905.T","E1.17.Cau.furc.1.20140801.T","E1.17.Ech.lame.1.20140905.T","E1.17.Ech.mamm.1.20140815.T","E1.17.Fav.sp.1.20140805.T","E1.17.Fav.sp.1.20140811.T","E1.17.Fav.sp.2.20140805.T","E1.17.Hyd.exes.1.20140803.T","E1.19.Lob.sp.1.20140730.T","E1.19.Lob.sp.1.20140809.T","E1.19.Sym.sp.1.20140814.T","E1.19.Sym.sp.1.20140815.T","E1.19.Sym.sp.1.20140905.T","E1.2.Tur.pelt.1.20140814.T","E1.2.Tur.reni.1.20140730.T","E1.2.Tur.reni.1.20140814.T","E1.2.Tur.stel.1.20140805.T","E1.3.Por.cyli.1.20140801.T","E1.3.Por.cyli.1.20140815.T","E1.3.Por.loba.1.20140726.T","E1.3.Por.loba.1.20140905.T","E1.4.Pac.rugo.1.20140728.T","E1.4.Pac.rugo.1.20140814.T","E1.4.Pac.spec.1.20140801.T","E1.4.Pac.spec.1.20140811.T","E1.5.Gal.astr.1.20140728.T","E1.5.Gal.astr.1.20140807.T","E1.5.Gal.astr.1.20140814.T","E1.5.Gal.astr.1.20140905.T","E1.6.Acr.humi.1.20140731.T","E1.6.Acr.sp.1.20140905.T","E1.6.Iso.pali.1.20140803.T","E1.6.Iso.pali.1.20140815.T","E1.7.Pav.sp.1.20140905.T","E1.7.Pav.vari.1.20140805.T","E1.7.Pav.vari.1.20140815.T","E1.7.Pav.veno.1.20140809.T","E1.7.Pav.veno.1.20140811.T"
"2ab50826eda8978095d378e296626ad7",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"3c79ccb92c550dbaf5d59c5a2db1f9ec",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"0b50dc10aeed64a34c622d6c1dd9a85a",0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"976f588b0ded41119ad21375a5d3c724",0,0,0,63,0,32,0,0,0,15,22,0,0,0,0,20,0,54,15,0,0,12,0,0,0,54,61,44,0,0,0,0,21,0,0,0,0,36,0,0,7,0,0,11,29,26,0,54,29,47
"c554ec13e88c59683003f93ae890c063",0,0,0,9,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,0,11,0,0,17,0,0,0,24,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0
"ce87d7e87c08b01f8f880db15b1bfd75",0,0,0,0,0,6,0,0,0,0,0,0,0,16,0,0,19,12,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,22,0,6,1,0,0,0,0,0,0,7,0,6
"a8e3bcc6cb9f8c70cdaaff289a4f69ea",0,0,0,0,0,0,14,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94f9e6115e736ca4aea1b6ff5d38a1f7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
"94cfcb558380005a8d397cf10b0733a4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ae45a0325a085356587f3f56b4ab4cc3",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"77eab08fb6d7c816502df33477686771",0,0,0,1,0,0,0,2,0,6,11,0,7,0,0,20,0,0,3,0,0,0,0,0,1,0,11,3,0,0,0,0,1,0,0,0,66,0,0,0,1,0,0,0,6,20,0,0,0,0
"6ec7109db406dc9b684aa502a3342f59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
"b0216778a739999cdf394c8926922a41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2c823c4ac09ad9b07c95c9244e71e9d6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0
"89dea0bafecfedb28807c96665237e51",0,0,0,55,0,0,0,0,0,47,30,25,19,0,0,0,17,78,86,0,0,54,5,0,27,36,46,26,0,0,0,0,18,0,0,0,0,28,25,73,16,0,0,0,5,0,0,55,0,77
"c1c241bf862e0786a928dbe9074b9a98",0,5,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,1,6,17,0
"845b02db71e0f6142ff9e4cbabcd226f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"8d9d8934e8dc3c778690f32b803dde19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"8b80e065cb3ea1fd390fa32f6b3aa53f",0,0,0,9,0,0,0,0,0,0,11,0,0,21,0,0,0,0,0,0,0,8,0,0,0,0,15,0,0,0,0,2,9,32,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0
"bd4a6c722456e008a632e2a51e2316ba",0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,13,0,0,0,16,0,0,25,3,0,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,0,0
"ac7698c1797615c967916e0978e5c1b0",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,7,0,0,0,13,21,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67e9ff83cf15958d1694589497fec92d",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"896ca95ed1018383c13fa8ada8503fb9",0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5c80b4a572fac7d7c48854614fb4fbd0",0,8,0,0,0,0,0,0,0,25,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,18,8,0,0,0,0,0,47,0,0,0,0,0,0,0,13,0,0,0
"ba94123c0e64bf5f9b463b3be63d7af6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a0c72af0f3cd10901d55783291e2bfa3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"769593636aad0c52dfffb1ca23b4a9c1",0,0,0,0,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,4,0,0,0,0,0,0,0,0,31,0,99,109,0,0,0,13,0,0,0,0,0,0,0,19,0
"86e301c600d077dab326b9163e6dc525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"085e1626a46735bca478ac719c62b52e",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"be8e44bedb9426bf1ab19809c51a709f",0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,20,0,0,0,0,0,0,0,0
"08a7c7289eeb922958e2a1f029f7543d",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0
"4978b57b0a6739da4f649e05efc2edef",0,0,0,19,0,5,0,0,0,16,0,12,0,20,0,33,0,20,10,0,0,0,0,0,0,7,1,8,66,0,0,0,0,0,0,0,0,0,11,0,9,0,0,4,0,0,24,0,0,6
"62e50c4ebbb7d19fefb785c23e111661",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93d293fcf52a5fc7d3b06d429e2038a1",0,0,0,18,0,0,0,0,0,16,3,0,0,0,0,33,0,0,17,0,0,0,0,0,0,1,0,0,7,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,13
"a1f7064ffcc8b6700d07c6dddef3f07b",0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,57,0,101,31,39,166,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"c8ccd223e5ab0c7f997b2a9a8a83d649",0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,8,0,0,0,12,23,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,3,0,0
"66e59a875d8156aee0e49d84d5172a59",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"72727fdc6125e64313705fc19c5cde87",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"dd79130d3383cbab29880730e651fe8a",0,0,212,27,0,0,0,0,92,0,0,0,6,0,78,103,2,0,0,0,297,0,0,318,0,0,0,0,0,0,0,1,0,109,0,174,79,0,0,0,1,218,0,0,0,0,0,0,0,0
"b4bc5a59ccf36d6aa4d3e07a7176caf3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"502bfe3792f08e142ae64b89a7f578fe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43ae4df4dd4a71c0cf33fab4edc1f3da",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
