"sample_name_backup","expedition_number","BiologicalMatter","faith_pd","faith_SR"
"63","218-HI58-T","E15","Coral Tissue",13.743532402,136
"64","221-HI59-T","E15","Coral Tissue",4.771037616,93
"65","224-HI60-T","E15","Coral Tissue",33.248816708,264
"66","227-HI61-T","E15","Coral Tissue",48.147830543,375
"67","237-HI64-T","E15","Coral Tissue",21.34503206,146
"68","240-HI65-T","E15","Coral Tissue",36.512610425,229
"69","246-HI67-T","E15","Coral Tissue",7.011401153,52
"70","253-HI69-T","E15","Coral Tissue",33.276949655,215
"71","258-HIA-T","E15","Coral Tissue",16.565770975,93
"72","267-HID-T","E15","Coral Tissue",9.995131185,103
"73","273-P2-T","E2","Coral Tissue",21.17381352,242
"74","276-P5-T","E2","Coral Tissue",28.068878826,190
"75","277-HIE-T","E15","Coral Tissue",8.796566792,63
"76","287-P6-T","E2","Coral Tissue",5.707007565,63
"77","290-P7-T","E2","Coral Tissue",21.665475322,166
"78","293-P8-T","E2","Coral Tissue",28.140572605,270
"79","297-P11-T","E2","Coral Tissue",15.075313429,95
"80","300-P12-T","E2","Coral Tissue",1.956748755,15
"81","304-P479-T","E2","Coral Tissue",24.626635527,145
"82","312-P483-T","E2","Coral Tissue",32.588035183,211
"83","322-P489-T","E2","Coral Tissue",21.649976937,136
"84","325-P493-T","E2","Coral Tissue",28.142805517,174
"85","327-P494-T","E2","Coral Tissue",29.219907323,186
"86","329-P496-T","E2","Coral Tissue",22.439373097,139
"87","331-P497-T","E2","Coral Tissue",16.377402735,84
"88","334-P499-T","E2","Coral Tissue",12.086944425,70
"89","339-P503-T","E2","Coral Tissue",3.464492148,23
"90","343-P507-T","E2","Coral Tissue",7.09120386,32
"91","345-P508-T","E2","Coral Tissue",17.631579712,89
"92","347-P509-T","E2","Coral Tissue",18.673600561,93
"93","349-P510-T","E2","Coral Tissue",14.006874373,64
"94","351-P511-T","E2","Coral Tissue",15.327764001,101
"95","365-REU2-T","E9","Coral Tissue",7.736450686,93
"96","371-KaustZ-4-T","E4","Coral Tissue",17.649196106,119
"97","E1.10.Poc.dami.1.20140728.T","E1","Coral Tissue",2.555625916,22
"98","E1.10.Poc.dami.1.20140731.T","E1","Coral Tissue",10.872523975,63
"99","E1.10.Sty.pist.1.20140815.T","E1","Coral Tissue",2.740597739,38
"100","E1.11.Fun.sp.1.20140730.T","E1","Coral Tissue",23.07405578,136
"101","E1.11.Fun.sp.1.20140811.T","E1","Coral Tissue",9.269971675,39
"102","E1.11.Lep.tran.1.20140731.T","E1","Coral Tissue",19.41369458,104
"103","E1.11.Psa.cont.1.20140730.T","E1","Coral Tissue",4.401578872,34
"104","E1.11.Psa.digi.1.20140807.T","E1","Coral Tissue",12.449930055,74
"105","E1.14.Phy.lich.1.20140811.T","E1","Coral Tissue",5.834738491,57
"106","E1.15.Dip.heli.1.20140726.T","E1","Coral Tissue",22.579831487,141
"107","E1.15.Dip.heli.1.20140809.T","E1","Coral Tissue",34.893730296,276
"108","E1.15.Dip.heli.1.20140815.T","E1","Coral Tissue",24.636265151,148
"109","E1.15.Dip.heli.1.20140905.T","E1","Coral Tissue",25.691819369,202
"110","E1.17.Cau.furc.1.20140801.T","E1","Coral Tissue",19.524380765,92
"111","E1.17.Ech.lame.1.20140905.T","E1","Coral Tissue",8.208440994,99
"112","E1.17.Ech.mamm.1.20140815.T","E1","Coral Tissue",8.241294844,69
"113","E1.17.Fav.sp.1.20140805.T","E1","Coral Tissue",13.562918009,100
"114","E1.17.Fav.sp.1.20140811.T","E1","Coral Tissue",17.839935598,102
"115","E1.17.Fav.sp.2.20140805.T","E1","Coral Tissue",20.357133187,122
"116","E1.17.Hyd.exes.1.20140803.T","E1","Coral Tissue",6.442426325,53
"117","E1.19.Lob.sp.1.20140730.T","E1","Coral Tissue",3.722829732,48
"118","E1.19.Lob.sp.1.20140809.T","E1","Coral Tissue",26.138185997,170
"119","E1.19.Sym.sp.1.20140814.T","E1","Coral Tissue",6.608564489,47
"120","E1.19.Sym.sp.1.20140815.T","E1","Coral Tissue",3.58962197,63
"121","E1.19.Sym.sp.1.20140905.T","E1","Coral Tissue",20.289239857,105
"122","E1.2.Tur.pelt.1.20140814.T","E1","Coral Tissue",20.571692817,142
"123","E1.2.Tur.reni.1.20140730.T","E1","Coral Tissue",25.943485534,159
"124","E1.2.Tur.reni.1.20140814.T","E1","Coral Tissue",20.559126518,156
"125","E1.2.Tur.stel.1.20140805.T","E1","Coral Tissue",16.898202618,117
"126","E1.3.Por.cyli.1.20140801.T","E1","Coral Tissue",4.731022129,23
"127","E1.3.Por.cyli.1.20140815.T","E1","Coral Tissue",9.68433837,64
"128","E1.3.Por.loba.1.20140726.T","E1","Coral Tissue",15.99459637,83
"129","E1.3.Por.loba.1.20140905.T","E1","Coral Tissue",27.045383808,152
"130","E1.4.Pac.rugo.1.20140728.T","E1","Coral Tissue",6.704923638,51
"131","E1.4.Pac.rugo.1.20140814.T","E1","Coral Tissue",1.607363354,18
"132","E1.4.Pac.spec.1.20140801.T","E1","Coral Tissue",2.400835848,33
"133","E1.4.Pac.spec.1.20140811.T","E1","Coral Tissue",5.006209752,52
"134","E1.5.Gal.astr.1.20140728.T","E1","Coral Tissue",24.459844487,153
"135","E1.5.Gal.astr.1.20140807.T","E1","Coral Tissue",12.835923961,67
"136","E1.5.Gal.astr.1.20140814.T","E1","Coral Tissue",24.672979386,172
"137","E1.5.Gal.astr.1.20140905.T","E1","Coral Tissue",36.877270632,242
"138","E1.6.Acr.humi.1.20140731.T","E1","Coral Tissue",1.56673316,24
"139","E1.6.Acr.sp.1.20140905.T","E1","Coral Tissue",1.207445303,41
"140","E1.6.Iso.pali.1.20140803.T","E1","Coral Tissue",19.415814683,142
"141","E1.6.Iso.pali.1.20140815.T","E1","Coral Tissue",13.677313793,77
"142","E1.7.Pav.sp.1.20140905.T","E1","Coral Tissue",15.1080411,83
"143","E1.7.Pav.vari.1.20140805.T","E1","Coral Tissue",18.216175307,106
"144","E1.7.Pav.vari.1.20140815.T","E1","Coral Tissue",23.079494691,144
"145","E1.7.Pav.veno.1.20140809.T","E1","Coral Tissue",12.014856878,64
"146","E1.7.Pav.veno.1.20140811.T","E1","Coral Tissue",23.374823247,123
"147","E10.10.Poc.dami.1.20150630.T","E10","Coral Tissue",0.966272923,23
"148","E10.10.Sty.pist.2.20150630.T","E10","Coral Tissue",0.94423629,18
"149","E10.17.Fav.abdi.1.20150630.T","E10","Coral Tissue",6.964964066,27
"150","E10.17.Gon.favu.1.20150629.T","E10","Coral Tissue",15.292620959,92
"151","E10.17.Gon.favu.1.20150630.T","E10","Coral Tissue",25.504308198,155
"152","E10.17.Gon.favu.2.20150630.T","E10","Coral Tissue",29.72115801,197
"153","E10.17.Mon.curt.3.20150629.T","E10","Coral Tissue",8.151692466,38
"154","E10.Acr.cyth.1.20150627.T","E10","Coral Tissue",0.861419589,11
"155","E10.Acr.cyth.2.20150627.T","E10","Coral Tissue",3.405731228,26
"156","E10.Acr.cyth.3.20150627.T","E10","Coral Tissue",1.781051277,15
"157","E10.Acr.pali.2.20150627.T","E10","Coral Tissue",5.934616561,34
"158","E10.Acr.pali.3.20150627.T","E10","Coral Tissue",15.247303224,99
"159","E10.Alv.alli.1.20150628.T","E10","Coral Tissue",11.958389198,80
"160","E10.Alv.alli.2.20150628.T","E10","Coral Tissue",23.089304815,129
"161","E10.Alv.alli.3.20150628.T","E10","Coral Tissue",31.990323842,217
"162","E10.Cyp.micr.1.20150627.T","E10","Coral Tissue",9.833958397,51
"163","E10.Fav.abdi.1.20150629.T","E10","Coral Tissue",2.262077292,11
"164","E10.Mon.curt.1.20150629.T","E10","Coral Tissue",7.021663222,38
"165","E10.Mon.curt.2.20150629.T","E10","Coral Tissue",4.601142495,30
"166","E10.Poc.dami.1.20150628.T","E10","Coral Tissue",1.637119755,23
"167","E10.Poc.dami.2.20150628.T","E10","Coral Tissue",1.667575906,23
"168","E10.Por.hero.1.20150628.T","E10","Coral Tissue",3.676956064,21
"169","E10.Por.hero.2.20150628.T","E10","Coral Tissue",1.38418686,14
"170","E10.Por.hero.3.20150628.T","E10","Coral Tissue",3.69779115,18
"171","E10.Sty.pist.1.20150628.T","E10","Coral Tissue",2.000306639,30
"172","E3.11.Fun.sp.1.20150125.T","E3","Coral Tissue",13.408140624,63
"173","E3.11.Fun.sp.1.20150127.T","E3","Coral Tissue",14.407065742,108
"174","E3.11.Fun.sp.2.20150125.T","E3","Coral Tissue",10.619305671,63
"175","E3.14.Phy.lich.1.20150129.T","E3","Coral Tissue",1.082697183,13
"176","E3.15.Dip.heli.1.20150105.T","E3","Coral Tissue",20.898608022,115
"177","E3.15.Dip.heli.1.20150106.T","E3","Coral Tissue",27.303715759,194
"178","E3.15.Dip.heli.1.20150118.T","E3","Coral Tissue",11.686916296,84
"179","E3.15.Dip.heli.1.20150120.T","E3","Coral Tissue",14.398613791,56
"180","E3.15.Dip.heli.1.20150121.T","E3","Coral Tissue",6.136739222,35
"181","E3.15.Dip.heli.1.20150123.T","E3","Coral Tissue",3.632358743,25
"182","E3.15.Dip.heli.2.20150105.T","E3","Coral Tissue",30.533272496,183
"183","E3.15.Dip.heli.2.20150106.T","E3","Coral Tissue",20.384075451,133
"184","E3.15.Dip.heli.2.20150119.T","E3","Coral Tissue",16.689539033,97
"185","E3.15.Dip.heli.2.20150121.T","E3","Coral Tissue",13.149742592,65
"186","E3.15.Dip.heli.3.20150105.T","E3","Coral Tissue",15.379026577,115
"187","E3.15.Dip.heli.3.20150106.T","E3","Coral Tissue",27.606676199,152
"188","E3.15.Dip.heli.3.20150120.T","E3","Coral Tissue",10.288470909,60
"189","E3.15.Dip.heli.3.20150121.T","E3","Coral Tissue",12.914988593,63
"190","E3.15.Dip.heli.3.20150123.T","E3","Coral Tissue",21.788154648,134
"191","E3.15.Dip.heli.4.20150105.T","E3","Coral Tissue",20.281936585,156
"192","E3.15.Dip.heli.4.20150106.T","E3","Coral Tissue",19.551640436,108
"193","E3.17.Ech.horr.1.20150123.T","E3","Coral Tissue",7.479367298,42
"194","E3.17.Ech.mamm.1.20150123.T","E3","Coral Tissue",10.197692092,50
"195","E3.17.Ech.mamm.1.20150127.T","E3","Coral Tissue",3.259849472,37
"196","E3.2.Tur.reni.1.20150127.T","E3","Coral Tissue",11.585351982,66
"197","E3.3.Por.cyli.1.20150123.T","E3","Coral Tissue",8.874779928,35
"198","E3.3.Por.cyli.1.20150127.T","E3","Coral Tissue",6.943332602,30
"199","E3.3.Por.cyli.2.20150123.T","E3","Coral Tissue",5.19084101,26
"200","E3.4.Pac.rugo.1.20150127.T","E3","Coral Tissue",10.451712492,76
"201","E3.4.Pac.rugo.1.20150128.T","E3","Coral Tissue",1.386805561,20
"202","E3.4.Pac.spec.1.20150128.T","E3","Coral Tissue",10.01648288,70
"203","E3.4.Pac.spec.1.20150129.T","E3","Coral Tissue",27.470049063,143
"204","E3.5.Gal.astr.1.20150124.T","E3","Coral Tissue",24.961542296,157
"205","E3.5.Gal.astr.2.20150124.T","E3","Coral Tissue",34.342815346,231
"206","E3.6.Acr.hyac.1.20150106.T","E3","Coral Tissue",3.245559984,45
"207","E3.6.Acr.hyac.1.20150118.T","E3","Coral Tissue",9.83778292,62
"208","E3.6.Acr.hyac.1.20150121.T","E3","Coral Tissue",2.125617646,34
"209","E3.6.Acr.hyac.1.20150123.T","E3","Coral Tissue",4.234759127,50
"210","E3.6.Acr.hyac.2.20150105.T","E3","Coral Tissue",2.188117182,40
"211","E3.6.Acr.hyac.2.20150106.T","E3","Coral Tissue",1.899866371,27
"212","E3.6.Acr.hyac.2.20150120.T","E3","Coral Tissue",4.83879852,45
"213","E3.6.Acr.hyac.2.20150123.T","E3","Coral Tissue",3.345700382,49
"214","E3.6.Acr.hyac.3.20150105.T","E3","Coral Tissue",1.857398152,31
"215","E3.6.Acr.hyac.3.20150106.T","E3","Coral Tissue",3.679023585,40
"216","E3.6.Acr.hyac.3.20150120.T","E3","Coral Tissue",2.811079407,53
"217","E3.6.Acr.hyac.3.20150121.T","E3","Coral Tissue",2.879910521,28
"218","E3.6.Acr.hyac.3.20150123.T","E3","Coral Tissue",6.487590275,73
"219","E3.6.Acr.hyac.4.20150105.T","E3","Coral Tissue",1.61941028,26
"220","E3.6.Acr.hyac.4.20150106.T","E3","Coral Tissue",1.886596333,24
"221","E3.7.Pav.vari.1.20150124.T","E3","Coral Tissue",9.185612112,37
"222","E3.7.Pav.vari.1.20150127.T","E3","Coral Tissue",15.945508122,61
"223","E3.7.Pav.vari.2.20150124.T","E3","Coral Tissue",11.795459675,60
"224","E7.17.Ech.lame.1.20150620.T","E7","Coral Tissue",3.315625762,67
"225","E7.17.Ech.lame.2.20150620.T","E7","Coral Tissue",17.217007423,137
"226","E7.17.Ech.lame.3.20150620.T","E7","Coral Tissue",12.885470057,70
"227","E7.17.Fav.abdi.1.20150623.T","E7","Coral Tissue",22.213114011,100
"228","E7.17.Fav.spA.1.20150623.T","E7","Coral Tissue",5.943912954,42
"229","E7.17.Fav.spA.2.20150623.T","E7","Coral Tissue",5.649817865,47
"230","E7.17.Fav.spC.1.20150623.T","E7","Coral Tissue",5.237124551,50
"231","E7.17.Gon.edwa.1.20150623.T","E7","Coral Tissue",29.46605573,179
"232","E7.17.Gon.edwa.2.20150623.T","E7","Coral Tissue",17.56006438,101
"233","E7.17.Hyd.exce.1.20150620.T","E7","Coral Tissue",13.749020295,68
"234","E7.17.Hyd.exes.1.20150622.T","E7","Coral Tissue",3.816594369,23
"235","E7.17.Hyd.exes.2.20150622.T","E7","Coral Tissue",6.930935889,47
"236","E7.17.Mer.ampl.1.20150621.T","E7","Coral Tissue",7.097632788,32
"237","E7.17.Mer.ampl.2.20150621.T","E7","Coral Tissue",10.911613221,58
"238","E7.17.Mer.ampl.3.20150621.T","E7","Coral Tissue",7.130158931,41
"239","E7.17.Myc.elep.1.20150622.T","E7","Coral Tissue",16.327853544,133
"240","E7.17.Pla.sine.1.20150622.T","E7","Coral Tissue",5.77191467,29
"241","E7.17.Pla.sine.2.20150622.T","E7","Coral Tissue",6.649347869,31
"242","E7.17.Pla.sine.3.20150622.T","E7","Coral Tissue",5.996157316,26
"243","E7.19.Lob.hemp.1.20150619.T","E7","Coral Tissue",15.642916703,73
"244","E7.19.Lob.hemp.1.20150621.T","E7","Coral Tissue",32.340852812,217
"245","E7.19.Lob.hemp.2.20150619.T","E7","Coral Tissue",15.829457967,81
"246","E7.3.Por.loba.1.20150619.T","E7","Coral Tissue",6.820793937,44
"247","E7.3.Por.loba.2.20150619.T","E7","Coral Tissue",12.291369381,72
"248","E7.3.Por.loba.4.20150619.T","E7","Coral Tissue",14.789702249,74
"249","E7.5.Gal.astr.1.20150622.T","E7","Coral Tissue",15.791939328,98
"250","E7.5.Gal.fasc.1.20150621.T","E7","Coral Tissue",34.567444393,227
"251","E7.5.Gal.fasc.1.20150622.T","E7","Coral Tissue",12.697846103,86
"252","E7.6.Acr.hyac.1.20150622.T","E7","Coral Tissue",2.630662263,48
"253","E7.6.Acr.hyac.2.20150622.T","E7","Coral Tissue",2.213272126,48
"254","E7.6.Acr.hyac.3.20150622.T","E7","Coral Tissue",4.744995221,47
"255","E7.6.Mon.aequ.1.20150620.T","E7","Coral Tissue",4.633289097,42
"256","E7.6.Mon.aequ.2.20150620.T","E7","Coral Tissue",11.700691902,78
"257","E7.6.Mon.aequ.3.20150620.T","E7","Coral Tissue",10.937499307,138
"258","E7.6.Mon.aequ.4.20150620.T","E7","Coral Tissue",21.024270872,151
"259","E7.7.Pav.vari.1.20150623.T","E7","Coral Tissue",31.891884819,231
"260","E7.7.Pav.vari.2.20150622.T","E7","Coral Tissue",12.860329767,57
