	E1.10.Poc.dami.1.20140905.S	E1.10.Sty.pist.1.20140807.M	E1.10.Sty.pist.1.20140815.M	E1.11.Lep.tran.1.20140731.M	E1.14.Phy.lich.1.20140801.M	E1.14.Phy.lich.1.20140811.M	E1.14.Phy.lich.1.20140811.T	E1.15.Dip.heli.1.20140905.M	E1.15.Dip.heli.1.20140905.S	E1.15.Dip.heli.1.20140905.T	E1.17.Ech.lame.1.20140905.M	E1.17.Ech.lame.1.20140905.S	E1.17.Ech.lame.1.20140905.T	E1.17.Ech.mamm.1.20140728.M	E1.17.Ech.mamm.1.20140815.M	E1.17.Ech.mamm.1.20140815.S	E1.17.Fav.sp.1.20140805.M	E1.17.Fav.sp.1.20140805.S	E1.17.Fav.sp.1.20140805.T	E1.17.Fav.sp.2.20140805.M	E1.17.Fav.sp.2.20140805.T	E1.19.Sym.sp.1.20140905.M	E1.3.Por.loba.1.20140724.M	E1.3.Por.loba.1.20140905.S	E1.4.Pac.rugo.1.20140728.S	E1.4.Pac.spec.1.20140801.T	E1.4.Pac.spec.1.20140811.T	E1.5.Gal.astr.1.20140807.M	E1.5.Gal.astr.1.20140905.M	E1.6.Acr.sp.1.20140726.S	E1.6.Acr.sp.1.20140905.M	E1.6.Acr.sp.1.20140905.S	E1.6.Acr.sp.1.20140905.T	E1.6.Iso.pali.1.20140803.T	E1.6.Iso.pali.1.20140815.M	E1.6.Mon.hisp.1.20140807.M	E1.6.Mon.hisp.1.20140807.S	E1.6.Mon.hisp.1.20140807.T	E1.7.Pav.sp.1.20140905.M	E1.Out.Mil.sp.1.20140814.M	E10.10.Sty.pist.1.20150630.M	E10.17.Fav.abdi.1.20150630.M	E10.17.Fav.abdi.1.20150630.T	E10.17.Fav.abdi.2.20150630.M	E10.17.Fav.abdi.2.20150630.S	E10.17.Gon.favu.1.20150630.M	E10.17.Gon.favu.1.20150630.T	E10.17.Gon.favu.2.20150630.M	E10.17.Mon.curt.3.20150629.M	E10.17.Mon.curt.3.20150629.S	E10.17.Mon.curt.3.20150629.T	E10.Aca.hill.1.20150629.T	E10.Aca.hill.2.20150629.M	E10.Aca.hill.2.20150629.T	E10.Acr.cyth.1.20150627.S	E10.Acr.cyth.3.20150627.M	E10.Acr.cyth.3.20150627.S	E10.Acr.cyth.3.20150627.T	E10.Acr.pali.2.20150627.M	E10.Acr.pali.3.20150627.M	E10.Acr.pali.3.20150627.S	E10.Alv.alli.1.20150628.T	E10.Alv.alli.2.20150628.M	E10.Cyp.micr.1.20150627.M	E10.Cyp.sera.2.20150628.M	E10.Fav.abdi.1.20150629.M	E10.Fav.abdi.1.20150629.S	E10.Fav.abdi.1.20150629.T	E10.Mon.curt.2.20150629.M	E10.Mon.curt.2.20150629.S	E10.Mon.curt.2.20150629.T	E10.Poc.dami.2.20150628.M	E10.Ser.cali.1.20150627.M	E10.Ser.cali.3.20150627.T	E3.10.Sty.pist.1.20150124.M	E3.10.Sty.pist.2.20150124.M	E3.11.Fun.sp.1.20150125.M	E3.11.Fun.sp.1.20150125.T	E3.11.Fun.sp.2.20150125.M	E3.14.Phy.lich.1.20150125.M	E3.14.Phy.lich.1.20150125.T	E3.14.Phy.lich.2.20150125.M	E3.15.Dip.heli.1.20150105.M	E3.15.Dip.heli.1.20150106.M	E3.15.Dip.heli.1.20150118.M	E3.15.Dip.heli.1.20150121.M	E3.15.Dip.heli.1.20150123.M	E3.15.Dip.heli.1.20150123.T	E3.15.Dip.heli.2.20150105.M	E3.15.Dip.heli.2.20150106.T	E3.15.Dip.heli.2.20150119.M	E3.15.Dip.heli.2.20150120.M	E3.15.Dip.heli.2.20150121.M	E3.15.Dip.heli.2.20150123.M	E3.15.Dip.heli.3.20150105.M	E3.15.Dip.heli.3.20150120.M	E3.15.Dip.heli.3.20150121.M	E3.15.Dip.heli.3.20150121.T	E3.15.Dip.heli.3.20150123.M	E3.15.Dip.heli.4.20150105.M	E3.15.Dip.heli.4.20150105.T	E3.17.Ech.mamm.1.20150123.M	E3.17.Ech.mamm.1.20150123.T	E3.17.Ech.mamm.1.20150127.M	E3.17.Ech.mamm.1.20150129.M	E3.17.Ech.mamm.1.20150129.T	E3.19.Sym.sp.1.20150125.M	E3.19.Sym.sp.1.20150127.M	E3.19.Sym.sp.2.20150125.M	E3.2.Tur.reni.1.20150124.M	E3.2.Tur.reni.1.20150127.M	E3.2.Tur.reni.2.20150124.M	E3.3.Por.cyli.1.20150123.M	E3.3.Por.cyli.2.20150123.M	E3.4.Pac.rugo.1.20150127.M	E3.4.Pac.rugo.1.20150127.T	E3.4.Pac.rugo.1.20150128.M	E3.4.Pac.spec.1.20150128.M	E3.4.Pac.spec.1.20150129.M	E3.4.Pac.spec.1.20150129.T	E3.5.Gal.astr.1.20150124.M	E3.5.Gal.astr.1.20150124.T	E3.5.Gal.astr.2.20150124.M	E3.5.Gal.astr.2.20150127.M	E3.6.Acr.hyac.1.20150105.M	E3.6.Acr.hyac.1.20150105.S	E3.6.Acr.hyac.1.20150106.M	E3.6.Acr.hyac.1.20150106.S	E3.6.Acr.hyac.1.20150106.T	E3.6.Acr.hyac.1.20150120.M	E3.6.Acr.hyac.1.20150120.S	E3.6.Acr.hyac.1.20150121.M	E3.6.Acr.hyac.1.20150121.S	E3.6.Acr.hyac.1.20150121.T	E3.6.Acr.hyac.1.20150123.M	E3.6.Acr.hyac.1.20150123.T	E3.6.Acr.hyac.2.20150105.S	E3.6.Acr.hyac.2.20150105.T	E3.6.Acr.hyac.2.20150106.M	E3.6.Acr.hyac.2.20150106.S	E3.6.Acr.hyac.2.20150106.T	E3.6.Acr.hyac.2.20150120.S	E3.6.Acr.hyac.2.20150121.S	E3.6.Acr.hyac.2.20150123.M	E3.6.Acr.hyac.3.20150105.M	E3.6.Acr.hyac.3.20150105.S	E3.6.Acr.hyac.3.20150105.T	E3.6.Acr.hyac.3.20150106.T	E3.6.Acr.hyac.3.20150120.M	E3.6.Acr.hyac.3.20150120.S	E3.6.Acr.hyac.3.20150120.T	E3.6.Acr.hyac.3.20150121.M	E3.6.Acr.hyac.3.20150123.M	E3.6.Acr.hyac.3.20150123.T	E3.6.Acr.hyac.4.20150105.S	E3.6.Acr.hyac.4.20150105.T	E3.6.Acr.hyac.4.20150106.S	E3.6.Acr.hyac.4.20150106.T	E3.7.Pav.vari.1.20150124.M	E3.7.Pav.vari.1.20150127.M	E3.7.Pav.vari.2.20150124.M	E3.Out.Mil.sp.1.20150125.M	E3.Out.Pal.caes.1.20150125.M	E3.Out.Pal.caes.2.20150125.M	E7.10.Poc.dami.1.20150621.M	E7.10.Poc.dami.1.20150621.S	E7.10.Poc.dami.2.20150621.M	E7.10.Poc.dami.3.20150621.M	E7.10.Ser.cali.1.20150622.M	E7.10.Ser.cali.2.20150622.M	E7.10.Ser.cali.2.20150622.S	E7.10.Ser.cali.3.20150622.M	E7.17.Cyp.micr.1.20150621.M	E7.17.Cyp.micr.1.20150621.S	E7.17.Cyp.micr.1.20150621.T	E7.17.Cyp.micr.2.20150621.M	E7.17.Cyp.micr.3.20150621.M	E7.17.Ech.lame.1.20150620.M	E7.17.Ech.lame.1.20150620.T	E7.17.Ech.lame.2.20150620.M	E7.17.Ech.lame.3.20150620.M	E7.17.Fav.abdi.1.20150623.M	E7.17.Fav.abdi.2.20150623.M	E7.17.Fav.spA.1.20150623.S	E7.17.Fav.spA.2.20150623.M	E7.17.Fav.spB.1.20150623.M	E7.17.Fav.spC.1.20150623.T	E7.17.Gon.edwa.1.20150623.M	E7.17.Gon.edwa.2.20150623.M	E7.17.Hyd.exce.1.20150620.M	E7.17.Hyd.exes.1.20150622.M	E7.17.Hyd.exes.2.20150622.M	E7.17.Mer.ampl.1.20150621.M	E7.17.Mer.ampl.3.20150621.M	E7.17.Myc.elep.1.20150622.M	E7.17.Myc.elep.1.20150622.T	E7.17.Pla.sine.1.20150622.T	E7.17.Pla.sine.2.20150622.M	E7.17.Pla.sine.3.20150622.M	E7.19.Lob.hemp.1.20150621.M	E7.3.Por.loba.4.20150619.M	E7.5.Gal.astr.1.20150622.M	E7.5.Gal.fasc.1.20150621.M	E7.5.Gal.fasc.1.20150622.M	E7.6.Acr.hyac.1.20150622.M	E7.6.Acr.hyac.1.20150622.S	E7.6.Acr.hyac.1.20150622.T	E7.6.Acr.hyac.2.20150622.M	E7.6.Acr.hyac.2.20150622.S	E7.6.Acr.hyac.2.20150622.T	E7.6.Acr.hyac.3.20150622.M	E7.6.Mon.aequ.1.20150620.M	E7.6.Mon.aequ.1.20150620.T	E7.6.Mon.aequ.2.20150620.M	E7.6.Mon.aequ.2.20150620.S	E7.6.Mon.aequ.2.20150620.T	E7.6.Mon.aequ.3.20150620.M	E7.6.Mon.aequ.3.20150620.S	E7.6.Mon.aequ.3.20150620.T	E7.6.Mon.aequ.4.20150620.S	E7.7.Pav.vari.1.20150622.M	E7.7.Pav.vari.1.20150623.M	E7.7.Pav.vari.2.20150622.M	Negative.Control.1	Negative.Control.2	Negative.Control.3	Negative.Control.4	114-C161-M	115-C161-T	116-C161-S	117-PC1-M	125-PC3-T	1256-024-C127-T	1256-035-C133-S	1256-040-C143-M	1256-041-C143-S	1256-042-C143-T	1256-043-C144-M	1256-044-C144-S	1256-045-C144-T	1256-046-C145-M	1256-047-C145-S	1256-048-C145-T	1256-056-C150-M	1256-062-C152-M	1256-067-Control	1256-071-C328-M	1256-073-C328-T	1256-075-C370-T	1256-077-C372-T	1256-078-C373-T	1256-080-C435-T	1256-081-C436-T	1256-082-C437-T	1256-083-C115-H	1256-085-C410-H	1256-086-C416-H	1256-087-C417-H	1256-088-C419-H	1256-089-C423-H	1256-096-SING12-T	1256-106-PW165-T	1256-107-PW166-M	1256-108-PW166-S	1256-109-PW166-T	1256-110-PW167-M	1256-112-PW167-T	1256-113-PW168-M	1256-120-PW170-M	1256-122-PW170-T	1256-123-PW171-M	1256-129-PW174-M	1256-132-PW175-M	1256-134-PW176-M	1256-137-PW177-M	1256-142-PW178-T	1256-143-PW181-M	1256-145-PW182-M	1256-148-PW183-M	1256-149-PW183-S	1256-152-PW185-M	1256-157-PW186-T	1256-158-PW187-M	1256-161-PW190-M	1256-162-PW190-S	1256-163-PW191-M	1256-165-PW192-M	1256-174-PW194-T	1256-175-PW195-M	1256-185-PW199-M	1256-186-PW199-S	1256-190-PW202-M	1256-193-PW203-M	1256-196-PW204-M	1256-199-HI4-T	1256-204-HI7-S	1256-205-HI7-T	1256-208-HI8-T	1256-211-HI10-T	1256-218-HI58-T	1256-220-HI59-S	1256-222-HI60-M	1256-228-HI62-M	1256-232-HI63-M	1256-240-HI65-T	1256-259-HIB-M	1256-267-HID-T	1256-277-HIE-T	1256-294-P11-M	1256-297-P11-T	1256-298-P12-M	1256-300-P12-T	1256-303-P479-M	1256-304-P479-T	1256-305-P480-M	1256-306-P480-T	1256-307-P481-M	1256-308-P481-T	1256-309-P482-M	1256-311-P483-M	1256-313-P484-M	1256-318-P489-M	1256-319-P486-M	1256-321-P489-M	1256-322-P489-T	1256-323-P492-M	1256-324-P493-M	1256-332-P498-M	1256-337-P502-M	1256-339-P503-T	1256-340-P504-M	1256-342-P507-M	1256-344-P508-M	1256-346-P509-M	1256-350-P511-M	1256-352-P512-M	1256-354-PPOR1-S	1256-360-C411-H	1256-362-C173-H	1256-371-KaustZ-4-T	1256-374-KaustA-3-T	126-PC4-M	130-PC5-T	132-PC6-T	133-PC6-M	137-PC8-S	139-PC8-M	140-PC5-M	141-PC9-S	142-PC9-T	145-Control	146-PC10-T	149-PC11-T	150-PC11-M	155-PC13-T	157-PC17-S	158-PC17-M	161-PC18-M	162-PC18-T	164-PC19-M	165-PC19-T	169-PC20-M	170-PC20-T	171-PC21-T	172-PC21-M	173-PC22-T	174-PC22-M	177-PC24-M	180-PC25-M	201-PC26-T	202-PC27-M	203-PC27-T	204-PC28-M	209-PC30-T	213-PC32-M	214-PC33-M	22-C127-T	220-PC39-M	23-C128-M	251-C326-S	260-C329-M	273-C333-S	284-C337-M	317-C370-T	318-C371-T	346-C398-T	347-C399-T	348-C400-T	349-C401-T	350-C402-T	351-C403-T	373-C432-T	375-C434-T	377-C436-T	378-C437-T	379-C439-M	381-C439-T	382-C440-M	384-C440-T	386-C441-S	387-C441-T	389-C442-S	390-C442-T	395-V-SW2	398-V-SW5	399-V-DW1	400-V-DW2	401-V-DW3	402-V-DW4	403-V-DW5	407-R-SW1	408-R-SW2	409-R-SW3	410-R-SW4	411-R-SW5	412-R-DW1	413-R-DW2	414-R-DW3	415-R-DW4	441-C323-H	442-C140-H	443-C141-H	444-C142-SED	53-C143-M	54-C143-S	55-C143-T	56-C144-M	57-C144-S	58-C144-T	60-C145-S	61-C145-T	62-C146-M	63-C146-S	64-C146-T	65-C145-M	66-C147-M	67-C147-S	68-C147-T
557211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	42.5	131.5	319.5	176	100.5	81	96	0	40.5	32.5	11	48	151	35.5	101.5	172	65.5	255	44.5	43	222.5	97	0	63.5	123.5	108.5	24.5	55	74	84.5	92.5	2.5	0	96.5	16	90.5	39.5	76	68.5	310.5	190	73.5	201	67.5	42	0	50	43	34.5	81.5	51	101	0	51.5	83	0	0	0	0	0	0	0	0	89.5	0	97	25	36	69.5	0	127.5	0	134	73.5	97	37.5	0	42	36.5	94.5	116.5	75	62	0	209	60	21.5	187.5	0	0	0	0	0	0	17.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.5	48	25.5	24	104	179	39.5	0	69	47.5	28	35	0	0	0	0	74	0	0	0	0	0	0	0	0	65.5	0	0	36	0	0	26	0	0	0	0	0	70	62.5	47.5	45.5	58	59.5	34.5	60.5	48	38.5	49	67.5	66.5	51.5	66	24	42.5	64	35	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
342224	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	26.8	46.8	6.2	32.8	29.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2	43.6	0	0	0	0	0	5.8	31.4	37	0	0	0	0	13	19	0	0	0	0	0	0	0	0	0	0	0	0	0	12	16.8	8.8	31.6	0	6.2	10.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
996434	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.5	0	0	0	0	28.75	11.25	0	0	0	0	0	6.5	0	0	24.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.25	0	0	0	0	0	0	0	13.5	0	0	0	0	0	0	0	0	0	0	0	13.5	0	0	0	0	6.75	0	0	26.25	0	0	25.25	0	9.25	0	0	0	0	0	0	0	0	0	20	0	0	0	18.75	21.75	0	0	0	17	0	0	0	11.25	0	0	41	0	0	10.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.5	0	0	0	0	0	0	0	7.25	0	0	0	0	0	0	0	0	0	0	0	0	16.75	0	0	0	0	0	0	0	31.75	0	0	0	0	0	0	14.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
785565	5.9	0	5.7	0	0	0	0	6.8	10.9	10.9	2	7.6	6.3	0	8	0	0	0	0	0	0	5.6	15.1	0	5.9	0	0	7.9	7.2	0	7.8	12	14.2	9.4	10.6	0	0	0	8.8	0	7.4	0	0	0	0	0	13.7	0	0	0	0	0	0	0	2.9	0	0	0	5.4	5.2	0	4.7	0	0	0	0	0	0	0	0	0	0	0	4.3	0	0	0	0	0	0	7	0	7.6	0	0	0	15.8	0	0	0	0	3.3	0	4.2	0	0	0	0	0	0	7.2	0	0	24.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.1	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7	0	0	0	0	0	0	0	0	0	0	19.4	0	0	0	0	0	0	0	0	0	5.7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	56.7	0	12.1	0	8.5	0	0	5.6	3.8	0	0	0	0	4.3	0	0	7.3	0	0	6.6	7.7	0	0	0	0	0	3.8	1.7	0	0	0	4.8	0	0	0	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
555869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.6	81.8	146.2	109.4	82	46.8	78.6	20	27.4	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.4	22.6	44.2	28.4	27.8	26	58	61.6	43	74.6	83	55.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
346431	0	19.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	9.66666666666667	24.6666666666667	40.3333333333333	24	21	0	14.6666666666667	0	0	33.3333333333333	0	0	0	0	0	0	0	0	0	0	0	12	25.3333333333333	38.6666666666667	0	0	23.3333333333333	0	0	8.33333333333333	0	16	18.6666666666667	24	12.6666666666667	0	16.3333333333333	8.66666666666667	19.6666666666667	21.3333333333333	27.6666666666667	18	36	32	0	0	0	0	13	17.3333333333333	0	0	0	0	0	0	0	0	0	15.3333333333333	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	20.3333333333333	0	0	0	0	0	14	28.3333333333333	21	0	11.3333333333333	19.3333333333333	0	0	21.3333333333333	0	0	29.6666666666667	0	15.3333333333333	14.6666666666667	0	0	7.66666666666667	0	31.6666666666667	0	13.6666666666667	41	23.6666666666667	0	31	0	14.6666666666667	0	0	0	20	5	0	13	13.6666666666667	31.3333333333333	0	0	16	14.6666666666667	0	0	8.66666666666667	6.66666666666667	0	19	0	0	20.3333333333333	0	0	8.66666666666667	0	0	0	0	22.6666666666667	0	0	0	0	20.6666666666667	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136025	0	0	0	9.5	11.75	0	0	0	0	0	0	0	0	0	0	18.25	0	0	0	0	0	0	0	0	10.5	0	12.5	0	0	0	0	0	0	0	0	15.5	0	7.25	0	13.5	0	0	0	0	0	0	0	6.25	15	0	0	0	17	22	0	13.5	11.75	35.5	0	0	0	0	10	10.25	0	0	0	0	0	0	0	0	39.25	0	0	0	0	0	0	0	0	0	0	15	0	0	0	17.75	25.25	7	0	0	20.75	0	15.75	0	0	0	0	9.75	0	0	0	0	0	0	0	0	0	13.5	159.5	0	0	0	0	0	0	0	0	0	17.5	0	0	25	0	5.5	0	24.25	0	15.25	0	28	0	14.5	0	0	0	10	17.5	0	16.5	0	0	0	0	12.25	12.25	0	0	0	13.25	11.5	0	0	0	0	0	0	0	0	0	0	0	0	15.75	1.5	0	0	0	0	0	0	10.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	8.75	8	0	5.5	23.75	10.25	8.25	0	0	0	0	0	11.5	0	0	0	9	0	0	18.25	0	42	17	12.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
