"","p","freq","freq.pred","pred.lwr","pred.upr","bino.pred","bino.lwr","bino.upr","model","ci.mean","SE","zstat","p_value","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"03d20ffddb24b95ac31687e5dd0cbe32",3.33333333333333e-05,0.0333333333333333,0.00438587387836177,8.3695159388998e-05,0.188208061436715,0.0327844368720641,0.00574343920732009,0.165895882365485,"neutral",0.188124366277326,0.0479909097646239,0.694575983177229,0.497229160691593,220.769747347067,"d__Bacteria","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)",NA,NA
"0a703f26be2d645fb7562cd2fe5c879c",3.33333333333333e-05,0.0333333333333333,0.00438587387836177,8.3695159388998e-05,0.188208061436715,0.0327844368720641,0.00574343920732009,0.165895882365485,"neutral",0.188124366277326,0.0479909097646239,0.694575983177229,0.497229160691593,220.769747347067,"d__Bacteria","Bacteroidota","Chlorobia","Chlorobiales","Chlorobiaceae",NA,NA
"0a855038487edacb3e20e2b1f993091c",3.33333333333333e-05,0.0333333333333333,0.00438587387836177,8.3695159388998e-05,0.188208061436715,0.0327844368720641,0.00574343920732009,0.165895882365485,"neutral",0.188124366277326,0.0479909097646239,0.694575983177229,0.497229160691593,220.769747347067,"d__Bacteria","Cyanobacteria","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae",NA,NA
"0c92c8c0313f7d581e45ee0fd0c17e45",3.33333333333333e-05,0.0333333333333333,0.00438587387836177,8.3695159388998e-05,0.188208061436715,0.0327844368720641,0.00574343920732009,0.165895882365485,"neutral",0.188124366277326,0.0479909097646239,0.694575983177229,0.497229160691593,220.769747347067,"d__Bacteria","Cyanobacteria","Vampirivibrionia","Vampirovibrionales","Vampirovibrionales",NA,NA
"0f097f39b744339b59bf30fe5455aa25",3.33333333333333e-05,0.0333333333333333,0.00438587387836177,8.3695159388998e-05,0.188208061436715,0.0327844368720641,0.00574343920732009,0.165895882365485,"neutral",0.188124366277326,0.0479909097646239,0.694575983177229,0.497229160691593,220.769747347067,"d__Bacteria","Cyanobacteria","Vampirivibrionia","Unclassified Vampirivibrionia","Unclassified Vampirivibrionia",NA,NA
"10b1cde94993b8649f6b5ed37819cb4e",3.33333333333333e-05,0.0333333333333333,0.00438587387836177,8.3695159388998e-05,0.188208061436715,0.0327844368720641,0.00574343920732009,0.165895882365485,"neutral",0.188124366277326,0.0479909097646239,0.694575983177229,0.497229160691593,220.769747347067,"d__Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","Gastranaerophilales",NA,NA
"1bedea1a993b65d83d66708d5c45ced6",3.33333333333333e-05,0.0333333333333333,0.00438587387836177,8.3695159388998e-05,0.188208061436715,0.0327844368720641,0.00574343920732009,0.165895882365485,"neutral",0.188124366277326,0.0479909097646239,0.694575983177229,0.497229160691593,220.769747347067,"d__Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peregrinibacteria","Candidatus_Peregrinibacteria",NA,NA
"2c8bb29fb0f5b57f45c65a40c6d580cd",3.33333333333333e-05,0.0333333333333333,0.00438587387836177,8.3695159388998e-05,0.188208061436715,0.0327844368720641,0.00574343920732009,0.165895882365485,"neutral",0.188124366277326,0.0479909097646239,0.694575983177229,0.497229160691593,220.769747347067,"d__Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria",NA,NA
"2fdb6ca6aef627d4b30833896e5c742a",3.33333333333333e-05,0.0333333333333333,0.00438587387836177,8.3695159388998e-05,0.188208061436715,0.0327844368720641,0.00574343920732009,0.165895882365485,"neutral",0.188124366277326,0.0479909097646239,0.694575983177229,0.497229160691593,220.769747347067,"d__Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria","Candidatus_Peribacteria",NA,NA
"3066a55aea93323ec6d766f2274e5b53",3.33333333333333e-05,0.0333333333333333,0.00438587387836177,8.3695159388998e-05,0.188208061436715,0.0327844368720641,0.00574343920732009,0.165895882365485,"neutral",0.188124366277326,0.0479909097646239,0.694575983177229,0.497229160691593,220.769747347067,"d__Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadales",NA,NA
"4044e183be365dd89388a5ec385d3450",3.33333333333333e-05,0.0333333333333333,0.00438587387836177,8.3695159388998e-05,0.188208061436715,0.0327844368720641,0.00574343920732009,0.165895882365485,"neutral",0.188124366277326,0.0479909097646239,0.694575983177229,0.497229160691593,220.769747347067,"d__Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales_(SR1)","Absconditabacteriales_(SR1)",NA,NA
"407d9f9e0c650361eb79ac8927920a4f",3.33333333333333e-05,0.0333333333333333,0.00438587387836177,8.3695159388998e-05,0.188208061436715,0.0327844368720641,0.00574343920732009,0.165895882365485,"neutral",0.188124366277326,0.0479909097646239,0.694575983177229,0.497229160691593,220.769747347067,"d__Bacteria","Patescibacteria","Microgenomatia","Candidatus_Woesebacteria","Candidatus_Woesebacteria",NA,NA
"409bbe4c48f4baeac9c88a600bec2b85",3.33333333333333e-05,0.0333333333333333,0.00438587387836177,8.3695159388998e-05,0.188208061436715,0.0327844368720641,0.00574343920732009,0.165895882365485,"neutral",0.188124366277326,0.0479909097646239,0.694575983177229,0.497229160691593,220.769747347067,"d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Moranbacteria","Candidatus_Moranbacteria",NA,NA
"410115c4a17404531492037f8de90261",3.33333333333333e-05,0.0333333333333333,0.00438587387836177,8.3695159388998e-05,0.188208061436715,0.0327844368720641,0.00574343920732009,0.165895882365485,"neutral",0.188124366277326,0.0479909097646239,0.694575983177229,0.497229160691593,220.769747347067,"d__Bacteria","Patescibacteria","Parcubacteria","Parcubacteria","Parcubacteria",NA,NA
"4323fd8a62ddebee68c0d643c7858022",3.33333333333333e-05,0.0333333333333333,0.00438587387836177,8.3695159388998e-05,0.188208061436715,0.0327844368720641,0.00574343920732009,0.165895882365485,"neutral",0.188124366277326,0.0479909097646239,0.694575983177229,0.497229160691593,220.769747347067,"d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria",NA,NA
"486c33210b132281f2b0c38572798f83",3.33333333333333e-05,0.0333333333333333,0.00438587387836177,8.3695159388998e-05,0.188208061436715,0.0327844368720641,0.00574343920732009,0.165895882365485,"neutral",0.188124366277326,0.0479909097646239,0.694575983177229,0.497229160691593,220.769747347067,"d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Azambacteria","Candidatus_Azambacteria",NA,NA
"4bd9ca608f510acc06149c8f68c92a8c",3.33333333333333e-05,0.0333333333333333,0.00438587387836177,8.3695159388998e-05,0.188208061436715,0.0327844368720641,0.00574343920732009,0.165895882365485,"neutral",0.188124366277326,0.0479909097646239,0.694575983177229,0.497229160691593,220.769747347067,"d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Campbellbacteria","Candidatus_Campbellbacteria",NA,NA
"5d45212b00417e0c50728baf5a9395e6",3.33333333333333e-05,0.0333333333333333,0.00438587387836177,8.3695159388998e-05,0.188208061436715,0.0327844368720641,0.00574343920732009,0.165895882365485,"neutral",0.188124366277326,0.0479909097646239,0.694575983177229,0.497229160691593,220.769747347067,"d__Bacteria","Patescibacteria","Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria",NA,NA
"5fa365549929b5a08bd75556a18e0d44",3.33333333333333e-05,0.0333333333333333,0.00438587387836177,8.3695159388998e-05,0.188208061436715,0.0327844368720641,0.00574343920732009,0.165895882365485,"neutral",0.188124366277326,0.0479909097646239,0.694575983177229,0.497229160691593,220.769747347067,"d__Bacteria","Patescibacteria","ABY1","Candidatus_Uhrbacteria","Candidatus_Uhrbacteria",NA,NA
