"psuedo_sample_name","sample_name_backup","host_scientific_name","expedition_number","political_area","ocean_area","compartment_neutraility","compartment","neutraility"
"E3.14.Phy.lich.1.20150125.M_above","E3.14.Phy.lich.1.20150125.M","Physogyra lichtensteini","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.14.Phy.lich.1.20150129.M_above","E3.14.Phy.lich.1.20150129.M","Physogyra lichtensteini","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.14.Phy.lich.2.20150125.M_above","E3.14.Phy.lich.2.20150125.M","Physogyra lichtensteini","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.15.Dip.heli.1.20150105.M_above","E3.15.Dip.heli.1.20150105.M","Diploastrea heliopora","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.15.Dip.heli.1.20150106.M_above","E3.15.Dip.heli.1.20150106.M","Diploastrea heliopora","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.15.Dip.heli.1.20150118.M_above","E3.15.Dip.heli.1.20150118.M","Diploastrea heliopora","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.15.Dip.heli.1.20150119.M_above","E3.15.Dip.heli.1.20150119.M","Diploastrea heliopora","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.15.Dip.heli.1.20150120.M_above","E3.15.Dip.heli.1.20150120.M","Diploastrea heliopora","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.15.Dip.heli.1.20150121.M_above","E3.15.Dip.heli.1.20150121.M","Diploastrea heliopora","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.15.Dip.heli.1.20150123.M_above","E3.15.Dip.heli.1.20150123.M","Diploastrea heliopora","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.15.Dip.heli.2.20150105.M_above","E3.15.Dip.heli.2.20150105.M","Diploastrea heliopora","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.15.Dip.heli.2.20150106.M_above","E3.15.Dip.heli.2.20150106.M","Diploastrea heliopora","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.15.Dip.heli.2.20150119.M_above","E3.15.Dip.heli.2.20150119.M","Diploastrea heliopora","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.15.Dip.heli.2.20150120.M_above","E3.15.Dip.heli.2.20150120.M","Diploastrea heliopora","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.15.Dip.heli.2.20150121.M_above","E3.15.Dip.heli.2.20150121.M","Diploastrea heliopora","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.15.Dip.heli.2.20150123.M_above","E3.15.Dip.heli.2.20150123.M","Diploastrea heliopora","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.15.Dip.heli.3.20150105.M_above","E3.15.Dip.heli.3.20150105.M","Diploastrea heliopora","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.15.Dip.heli.3.20150120.M_above","E3.15.Dip.heli.3.20150120.M","Diploastrea heliopora","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.15.Dip.heli.3.20150121.M_above","E3.15.Dip.heli.3.20150121.M","Diploastrea heliopora","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.15.Dip.heli.3.20150123.M_above","E3.15.Dip.heli.3.20150123.M","Diploastrea heliopora","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.15.Dip.heli.4.20150105.M_above","E3.15.Dip.heli.4.20150105.M","Diploastrea heliopora","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.17.Ech.mamm.1.20150123.M_above","E3.17.Ech.mamm.1.20150123.M","Echinopora mammiformis","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.17.Ech.mamm.1.20150127.M_above","E3.17.Ech.mamm.1.20150127.M","Echinopora mammiformis","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.17.Ech.mamm.1.20150129.M_above","E3.17.Ech.mamm.1.20150129.M","Echinopora mammiformis","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.19.Sym.sp.1.20150125.M_above","E3.19.Sym.sp.1.20150125.M","Symphyllia sp","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.19.Sym.sp.1.20150127.M_above","E3.19.Sym.sp.1.20150127.M","Symphyllia sp","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.19.Sym.sp.2.20150125.M_above","E3.19.Sym.sp.2.20150125.M","Symphyllia sp","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.2.Tur.reni.1.20150124.M_above","E3.2.Tur.reni.1.20150124.M","Turbinaria reniformis","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.2.Tur.reni.1.20150127.M_above","E3.2.Tur.reni.1.20150127.M","Turbinaria reniformis","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.2.Tur.reni.2.20150124.M_above","E3.2.Tur.reni.2.20150124.M","Turbinaria reniformis","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.3.Por.cyli.1.20150123.M_above","E3.3.Por.cyli.1.20150123.M","Porites cylindrica","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.3.Por.cyli.1.20150127.M_above","E3.3.Por.cyli.1.20150127.M","Porites cylindrica","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.3.Por.cyli.2.20150123.M_above","E3.3.Por.cyli.2.20150123.M","Porites cylindrica","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.4.Pac.rugo.1.20150127.M_above","E3.4.Pac.rugo.1.20150127.M","Pachyseris rugosa","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.4.Pac.rugo.1.20150128.M_above","E3.4.Pac.rugo.1.20150128.M","Pachyseris rugosa","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.4.Pac.spec.1.20150128.M_above","E3.4.Pac.spec.1.20150128.M","Pachyseris speciosa","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.4.Pac.spec.1.20150129.M_above","E3.4.Pac.spec.1.20150129.M","Pachyseris speciosa","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.5.Gal.astr.1.20150124.M_above","E3.5.Gal.astr.1.20150124.M","Galaxea astreata","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.5.Gal.astr.2.20150124.M_above","E3.5.Gal.astr.2.20150124.M","Galaxea astreata","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.5.Gal.astr.2.20150127.M_above","E3.5.Gal.astr.2.20150127.M","Galaxea astreata","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.6.Acr.hyac.1.20150105.M_above","E3.6.Acr.hyac.1.20150105.M","Acropora hyacinthus","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.6.Acr.hyac.1.20150106.M_above","E3.6.Acr.hyac.1.20150106.M","Acropora hyacinthus","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.6.Acr.hyac.1.20150118.M_above","E3.6.Acr.hyac.1.20150118.M","Acropora hyacinthus","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.6.Acr.hyac.1.20150120.M_above","E3.6.Acr.hyac.1.20150120.M","Acropora hyacinthus","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.6.Acr.hyac.1.20150121.M_above","E3.6.Acr.hyac.1.20150121.M","Acropora hyacinthus","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.6.Acr.hyac.1.20150123.M_above","E3.6.Acr.hyac.1.20150123.M","Acropora hyacinthus","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.6.Acr.hyac.2.20150105.M_above","E3.6.Acr.hyac.2.20150105.M","Acropora hyacinthus","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.6.Acr.hyac.2.20150106.M_above","E3.6.Acr.hyac.2.20150106.M","Acropora hyacinthus","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.6.Acr.hyac.2.20150120.M_above","E3.6.Acr.hyac.2.20150120.M","Acropora hyacinthus","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.6.Acr.hyac.2.20150121.M_above","E3.6.Acr.hyac.2.20150121.M","Acropora hyacinthus","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.6.Acr.hyac.2.20150123.M_above","E3.6.Acr.hyac.2.20150123.M","Acropora hyacinthus","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.6.Acr.hyac.3.20150105.M_above","E3.6.Acr.hyac.3.20150105.M","Acropora hyacinthus","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.6.Acr.hyac.3.20150120.M_above","E3.6.Acr.hyac.3.20150120.M","Acropora hyacinthus","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.6.Acr.hyac.3.20150121.M_above","E3.6.Acr.hyac.3.20150121.M","Acropora hyacinthus","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.6.Acr.hyac.3.20150123.M_above","E3.6.Acr.hyac.3.20150123.M","Acropora hyacinthus","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.6.Acr.hyac.4.20150105.M_above","E3.6.Acr.hyac.4.20150105.M","Acropora hyacinthus","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.7.Pav.vari.1.20150124.M_above","E3.7.Pav.vari.1.20150124.M","Pavona varians","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.7.Pav.vari.1.20150127.M_above","E3.7.Pav.vari.1.20150127.M","Pavona varians","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.7.Pav.vari.2.20150124.M_above","E3.7.Pav.vari.2.20150124.M","Pavona varians","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E7.10.Poc.dami.1.20150621.M_above","E7.10.Poc.dami.1.20150621.M","Pocillopora damicornis","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.10.Poc.dami.2.20150621.M_above","E7.10.Poc.dami.2.20150621.M","Pocillopora damicornis","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.10.Poc.dami.3.20150621.M_above","E7.10.Poc.dami.3.20150621.M","Pocillopora damicornis","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.10.Ser.cali.1.20150622.M_above","E7.10.Ser.cali.1.20150622.M","Seriatopora hystrix","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.10.Ser.cali.2.20150622.M_above","E7.10.Ser.cali.2.20150622.M","Seriatopora hystrix","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.10.Ser.cali.3.20150622.M_above","E7.10.Ser.cali.3.20150622.M","Seriatopora hystrix","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.17.Cyp.micr.1.20150621.M_above","E7.17.Cyp.micr.1.20150621.M","Cyphastrea microphthalma","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.17.Cyp.micr.2.20150621.M_above","E7.17.Cyp.micr.2.20150621.M","Cyphastrea microphthalma","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.17.Cyp.micr.3.20150621.M_above","E7.17.Cyp.micr.3.20150621.M","Cyphastrea microphthalma","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.17.Ech.lame.1.20150620.M_above","E7.17.Ech.lame.1.20150620.M","Echinopora lamellosa","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.17.Ech.lame.2.20150620.M_above","E7.17.Ech.lame.2.20150620.M","Echinopora lamellosa","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.17.Ech.lame.3.20150620.M_above","E7.17.Ech.lame.3.20150620.M","Echinopora lamellosa","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.17.Fav.abdi.1.20150623.M_above","E7.17.Fav.abdi.1.20150623.M","Favites abdita","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.17.Fav.abdi.2.20150623.M_above","E7.17.Fav.abdi.2.20150623.M","Favites abdita","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.17.Fav.spA.1.20150623.M_above","E7.17.Fav.spA.1.20150623.M","Dipsastraea sp_A","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.17.Fav.spA.2.20150623.M_above","E7.17.Fav.spA.2.20150623.M","Dipsastraea sp_A","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.17.Fav.spB.1.20150623.M_above","E7.17.Fav.spB.1.20150623.M","Dipsastraea sp_B","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.17.Gon.edwa.1.20150623.M_above","E7.17.Gon.edwa.1.20150623.M","Goniastrea edwardsi","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.17.Gon.edwa.2.20150623.M_above","E7.17.Gon.edwa.2.20150623.M","Goniastrea edwardsi","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.17.Hyd.exce.1.20150620.M_above","E7.17.Hyd.exce.1.20150620.M","Hydnophora exesa","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.17.Hyd.exes.1.20150622.M_above","E7.17.Hyd.exes.1.20150622.M","Hydnophora exesa","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.17.Hyd.exes.2.20150622.M_above","E7.17.Hyd.exes.2.20150622.M","Hydnophora exesa","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.17.Mer.ampl.1.20150621.M_above","E7.17.Mer.ampl.1.20150621.M","Merulina ampliata","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.17.Mer.ampl.3.20150621.M_above","E7.17.Mer.ampl.3.20150621.M","Merulina ampliata","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.17.Myc.elep.1.20150622.M_above","E7.17.Myc.elep.1.20150622.M","Echinophyllia aspera","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.17.Pla.sine.2.20150622.M_above","E7.17.Pla.sine.2.20150622.M","Platygyra sinensis","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.17.Pla.sine.3.20150622.M_above","E7.17.Pla.sine.3.20150622.M","Platygyra sinensis","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.19.Lob.hemp.1.20150619.M_above","E7.19.Lob.hemp.1.20150619.M","Lobophyllia hemprichii","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.19.Lob.hemp.1.20150621.M_above","E7.19.Lob.hemp.1.20150621.M","Lobophyllia hemprichii","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.19.Lob.hemp.2.20150619.M_above","E7.19.Lob.hemp.2.20150619.M","Lobophyllia hemprichii","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.3.Por.loba.1.20150619.M_above","E7.3.Por.loba.1.20150619.M","Porites lobata","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.3.Por.loba.2.20150619.M_above","E7.3.Por.loba.2.20150619.M","Porites lobata","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.3.Por.loba.3.20150619.M_above","E7.3.Por.loba.3.20150619.M","Porites lobata","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.3.Por.loba.4.20150619.M_above","E7.3.Por.loba.4.20150619.M","Porites lobata","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.5.Gal.astr.1.20150622.M_above","E7.5.Gal.astr.1.20150622.M","Galaxea astreata","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.5.Gal.fasc.1.20150621.M_above","E7.5.Gal.fasc.1.20150621.M","Galaxea fascicularis","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.5.Gal.fasc.1.20150622.M_above","E7.5.Gal.fasc.1.20150622.M","Galaxea fascicularis","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.6.Acr.hyac.1.20150622.M_above","E7.6.Acr.hyac.1.20150622.M","Acropora hyacinthus","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.6.Acr.hyac.2.20150622.M_above","E7.6.Acr.hyac.2.20150622.M","Acropora hyacinthus","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.6.Acr.hyac.3.20150622.M_above","E7.6.Acr.hyac.3.20150622.M","Acropora hyacinthus","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.6.Mon.aequ.1.20150620.M_above","E7.6.Mon.aequ.1.20150620.M","Montipora aequituberculata","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.6.Mon.aequ.2.20150620.M_above","E7.6.Mon.aequ.2.20150620.M","Montipora aequituberculata","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.6.Mon.aequ.3.20150620.M_above","E7.6.Mon.aequ.3.20150620.M","Montipora aequituberculata","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.6.Mon.aequ.4.20150620.M_above","E7.6.Mon.aequ.4.20150620.M","Montipora aequituberculata","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.7.Pav.vari.1.20150622.M_above","E7.7.Pav.vari.1.20150622.M","Pavona varians","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.7.Pav.vari.1.20150623.M_above","E7.7.Pav.vari.1.20150623.M","Pavona varians","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
"E7.7.Pav.vari.2.20150622.M_above","E7.7.Pav.vari.2.20150622.M","Pavona varians","E7","Australia","Eastern Indian","Mucus_above","Mucus","above"
