"Phylum","taxon_path_count","tax_path_mean_abun","tax_path_sd","unique_function_count"
"Bacteroidota",2902575,56.7263719512195,41.4026238467186,984
"Cyanobacteria",4919436.5,30.8374485983652,19.5126900965614,1156
"Firmicutes",1830124,84.2598526703499,69.0675156489728,905
"Proteobacteria",55363692.02,49.077763050703,75.0940416039158,3613
