"expedition_number","host_scientific_name","model","compartment","pseudo_sampleID","compartment_neutrality"
"E5","Orbicella faveolata","neutral","Mucus","1256-012-C121-M_neutral","Mucus_neutral"
"E5","Orbicella annularis","neutral","Mucus","1256-019-C123-M_neutral","Mucus_neutral"
"E5","Scolymia sp","neutral","Mucus","1256-022-C127-M_neutral","Mucus_neutral"
"E5","Scolymia sp","neutral","Mucus","1256-025-C128-M_neutral","Mucus_neutral"
"E5","Scolymia sp","neutral","Mucus","1256-028-C129-M_neutral","Mucus_neutral"
"E5","Stephanocoenia intersepta","neutral","Mucus","1256-040-C143-M_neutral","Mucus_neutral"
"E5","Stephanocoenia intersepta","neutral","Mucus","1256-043-C144-M_neutral","Mucus_neutral"
"E5","Stephanocoenia intersepta","neutral","Mucus","1256-046-C145-M_neutral","Mucus_neutral"
"E5","Diploria labyrinthiformis","neutral","Mucus","1256-049-C148-M_neutral","Mucus_neutral"
"E5","Diploria labyrinthiformis","neutral","Mucus","1256-056-C150-M_neutral","Mucus_neutral"
"E5","Siderastrea siderea","neutral","Mucus","1256-059-C151-M_neutral","Mucus_neutral"
"E5","Siderastrea siderea","neutral","Mucus","1256-062-C152-M_neutral","Mucus_neutral"
"E5","Siderastrea siderea","neutral","Mucus","1256-064-C153-M_neutral","Mucus_neutral"
"E12","Montastraea cavernosa","neutral","Mucus","1256-068-C327-M_neutral","Mucus_neutral"
"E12","Montastraea cavernosa","neutral","Mucus","1256-071-C328-M_neutral","Mucus_neutral"
"E11","Pavona clavus","neutral","Mucus","1256-101-PW164-M_neutral","Mucus_neutral"
"E11","Pavona clavus","neutral","Mucus","1256-104-PW165-M_neutral","Mucus_neutral"
"E11","Tubastraea sp","neutral","Mucus","1256-107-PW166-M_neutral","Mucus_neutral"
"E11","Tubastraea sp","neutral","Mucus","1256-110-PW167-M_neutral","Mucus_neutral"
"E11","Pavona clavus","neutral","Mucus","1256-113-PW168-M_neutral","Mucus_neutral"
"E11","Tubastraea sp","neutral","Mucus","1256-116-PW169-M_neutral","Mucus_neutral"
"E11","Pavona clavus","neutral","Mucus","1256-120-PW170-M_neutral","Mucus_neutral"
"E11","Gardineroseris planulata","neutral","Mucus","1256-123-PW171-M_neutral","Mucus_neutral"
"E11","Gardineroseris planulata","neutral","Mucus","1256-126-PW172-M_neutral","Mucus_neutral"
"E11","Pavona gigantea","neutral","Mucus","1256-129-PW174-M_neutral","Mucus_neutral"
"E11","Porites panamensis","neutral","Mucus","1256-132-PW175-M_neutral","Mucus_neutral"
"E11","Pavona gigantea","neutral","Mucus","1256-134-PW176-M_neutral","Mucus_neutral"
"E11","Porites panamensis","neutral","Mucus","1256-137-PW177-M_neutral","Mucus_neutral"
"E11","Porites panamensis","neutral","Mucus","1256-140-PW178-M_neutral","Mucus_neutral"
"E11","Porites panamensis","neutral","Mucus","1256-143-PW181-M_neutral","Mucus_neutral"
"E11","Tubastraea sp","neutral","Mucus","1256-145-PW182-M_neutral","Mucus_neutral"
"E11","Pavona gigantea","neutral","Mucus","1256-148-PW183-M_neutral","Mucus_neutral"
"E11","Psammocora stellata","neutral","Mucus","1256-152-PW185-M_neutral","Mucus_neutral"
"E11","Psammocora stellata","neutral","Mucus","1256-155-PW186-M_neutral","Mucus_neutral"
"E11","Psammocora stellata","neutral","Mucus","1256-158-PW187-M_neutral","Mucus_neutral"
"E11","Pocillopora damicornis","neutral","Mucus","1256-161-PW190-M_neutral","Mucus_neutral"
"E11","Pocillopora damicornis","neutral","Mucus","1256-163-PW191-M_neutral","Mucus_neutral"
"E11","Pocillopora damicornis","neutral","Mucus","1256-165-PW192-M_neutral","Mucus_neutral"
"E11","Gardineroseris planulata","neutral","Mucus","1256-169-PW193-M_neutral","Mucus_neutral"
"E11","Porites lobata","neutral","Mucus","1256-172-PW194-M_neutral","Mucus_neutral"
"E11","Pocillopora elegans","neutral","Mucus","1256-175-PW195-M_neutral","Mucus_neutral"
"E11","Porites lobata","neutral","Mucus","1256-178-PW197-M_neutral","Mucus_neutral"
"E11","Pocillopora elegans","neutral","Mucus","1256-185-PW199-M_neutral","Mucus_neutral"
"E11","Pocillopora elegans","neutral","Mucus","1256-190-PW202-M_neutral","Mucus_neutral"
"E11","Pavona varians","neutral","Mucus","1256-193-PW203-M_neutral","Mucus_neutral"
"E11","Pavona varians","neutral","Mucus","1256-196-PW204-M_neutral","Mucus_neutral"
"E15","Porites lobata","neutral","Mucus","1256-200-HI6-M_neutral","Mucus_neutral"
"E15","Montipora capitata","neutral","Mucus","1256-203-HI7-M_neutral","Mucus_neutral"
"E15","Pocillopora meandrina","neutral","Mucus","1256-206-HI8-M_neutral","Mucus_neutral"
"E15","Pocillopora meandrina","neutral","Mucus","1256-209-HI10-M_neutral","Mucus_neutral"
"E15","Leptastrea purpurea","neutral","Mucus","1256-212-HI57-M_neutral","Mucus_neutral"
"E15","Lobactis scutaria","neutral","Mucus","1256-216-HI58-M_neutral","Mucus_neutral"
"E15","Montipora capitata","neutral","Mucus","1256-219-HI59-M_neutral","Mucus_neutral"
"E15","Pavona varians","neutral","Mucus","1256-222-HI60-M_neutral","Mucus_neutral"
"E15","Porites evermanni","neutral","Mucus","1256-225-HI61-M_neutral","Mucus_neutral"
"E15","Pavona varians","neutral","Mucus","1256-228-HI62-M_neutral","Mucus_neutral"
"E15","Lobactis scutaria","neutral","Mucus","1256-232-HI63-M_neutral","Mucus_neutral"
"E15","Pocillopora damicornis","neutral","Mucus","1256-235-HI64-M_neutral","Mucus_neutral"
"E15","Porites lobata","neutral","Mucus","1256-238-HI65-M_neutral","Mucus_neutral"
"E15","Leptastrea purpurea","neutral","Mucus","1256-241-HI66-M_neutral","Mucus_neutral"
"E15","Porites evermanni","neutral","Mucus","1256-244-HI67-M_neutral","Mucus_neutral"
"E15","Gardineroseris planulata","neutral","Mucus","1256-247-HI68-M_neutral","Mucus_neutral"
"E15","Gardineroseris planulata","neutral","Mucus","1256-251-HI69-M_neutral","Mucus_neutral"
"E15","Lobactis scutaria","neutral","Mucus","1256-254-HI70-M_neutral","Mucus_neutral"
"E15","Tubastraea coccinea","neutral","Mucus","1256-256-HIA-M_neutral","Mucus_neutral"
"E15","Pocillopora damicornis","neutral","Mucus","1256-259-HIB-M_neutral","Mucus_neutral"
"E15","Tubastraea coccinea","neutral","Mucus","1256-262-HICM_neutral","Mucus_neutral"
"E15","Pocillopora damicornis","neutral","Mucus","1256-269-HIE-M_neutral","Mucus_neutral"
"E2","Orbicella franksi","neutral","Mucus","1256-274-P5-M_neutral","Mucus_neutral"
"E2","Orbicella franksi","neutral","Mucus","1256-288-P7-M_neutral","Mucus_neutral"
"E2","Orbicella faveolata","neutral","Mucus","1256-291-P8-M_neutral","Mucus_neutral"
"E2","Orbicella annularis","neutral","Mucus","1256-294-P11-M_neutral","Mucus_neutral"
"E2","Orbicella annularis","neutral","Mucus","1256-298-P12-M_neutral","Mucus_neutral"
"E2","Porites porites","neutral","Mucus","1256-303-P479-M_neutral","Mucus_neutral"
"E2","Porites porites","neutral","Mucus","1256-305-P480-M_neutral","Mucus_neutral"
"E2","Porites porites","neutral","Mucus","1256-307-P481-M_neutral","Mucus_neutral"
"E2","Agaricia tenuifolia","neutral","Mucus","1256-309-P482-M_neutral","Mucus_neutral"
"E2","Agaricia tenuifolia","neutral","Mucus","1256-311-P483-M_neutral","Mucus_neutral"
"E2","Agaricia tenuifolia","neutral","Mucus","1256-313-P484-M_neutral","Mucus_neutral"
"E2","Agaricia tenuifolia","neutral","Mucus","1256-315-P485-M_neutral","Mucus_neutral"
"E2","Agaricia tenuifolia","neutral","Mucus","1256-319-P486-M_neutral","Mucus_neutral"
"E2","Stephanocoenia intersepta","neutral","Mucus","1256-321-P489-M_neutral","Mucus_neutral"
"E2","Eusmilia fastigiata","neutral","Mucus","1256-323-P492-M_neutral","Mucus_neutral"
"E2","Eusmilia fastigiata","neutral","Mucus","1256-324-P493-M_neutral","Mucus_neutral"
"E2","Eusmilia fastigiata","neutral","Mucus","1256-326-P494-M_neutral","Mucus_neutral"
"E2","Siderastrea siderea","neutral","Mucus","1256-330-P497-M_neutral","Mucus_neutral"
"E2","Siderastrea siderea","neutral","Mucus","1256-332-P498-M_neutral","Mucus_neutral"
"E2","Diploria labyrinthiformis","neutral","Mucus","1256-333-P499-M_neutral","Mucus_neutral"
"E2","Acropora palmata","neutral","Mucus","1256-337-P502-M_neutral","Mucus_neutral"
"E2","Acropora palmata","neutral","Mucus","1256-338-P503-M_neutral","Mucus_neutral"
"E2","Acropora palmata","neutral","Mucus","1256-340-P504-M_neutral","Mucus_neutral"
"E2","Acropora cervicornis","neutral","Mucus","1256-342-P507-M_neutral","Mucus_neutral"
"E2","Meandrina meandrites","neutral","Mucus","1256-344-P508-M_neutral","Mucus_neutral"
