"expedition_number","host_scientific_name","model","compartment","pseudo_sampleID","compartment_neutrality"
"E5","Orbicella faveolata","above","Mucus","1256-012-C121-M_above","Mucus_above"
"E5","Orbicella annularis","above","Mucus","1256-019-C123-M_above","Mucus_above"
"E5","Scolymia sp","above","Mucus","1256-022-C127-M_above","Mucus_above"
"E5","Scolymia sp","above","Mucus","1256-025-C128-M_above","Mucus_above"
"E5","Scolymia sp","above","Mucus","1256-028-C129-M_above","Mucus_above"
"E5","Stephanocoenia intersepta","above","Mucus","1256-040-C143-M_above","Mucus_above"
"E5","Stephanocoenia intersepta","above","Mucus","1256-043-C144-M_above","Mucus_above"
"E5","Stephanocoenia intersepta","above","Mucus","1256-046-C145-M_above","Mucus_above"
"E5","Diploria labyrinthiformis","above","Mucus","1256-049-C148-M_above","Mucus_above"
"E5","Diploria labyrinthiformis","above","Mucus","1256-056-C150-M_above","Mucus_above"
"E5","Siderastrea siderea","above","Mucus","1256-059-C151-M_above","Mucus_above"
"E5","Siderastrea siderea","above","Mucus","1256-062-C152-M_above","Mucus_above"
"E5","Siderastrea siderea","above","Mucus","1256-064-C153-M_above","Mucus_above"
"E12","Montastraea cavernosa","above","Mucus","1256-068-C327-M_above","Mucus_above"
"E12","Montastraea cavernosa","above","Mucus","1256-071-C328-M_above","Mucus_above"
"E11","Pavona clavus","above","Mucus","1256-101-PW164-M_above","Mucus_above"
"E11","Pavona clavus","above","Mucus","1256-104-PW165-M_above","Mucus_above"
"E11","Tubastraea sp","above","Mucus","1256-107-PW166-M_above","Mucus_above"
"E11","Tubastraea sp","above","Mucus","1256-110-PW167-M_above","Mucus_above"
"E11","Pavona clavus","above","Mucus","1256-113-PW168-M_above","Mucus_above"
"E11","Tubastraea sp","above","Mucus","1256-116-PW169-M_above","Mucus_above"
"E11","Pavona clavus","above","Mucus","1256-120-PW170-M_above","Mucus_above"
"E11","Gardineroseris planulata","above","Mucus","1256-123-PW171-M_above","Mucus_above"
"E11","Gardineroseris planulata","above","Mucus","1256-126-PW172-M_above","Mucus_above"
"E11","Pavona gigantea","above","Mucus","1256-129-PW174-M_above","Mucus_above"
"E11","Porites panamensis","above","Mucus","1256-132-PW175-M_above","Mucus_above"
"E11","Pavona gigantea","above","Mucus","1256-134-PW176-M_above","Mucus_above"
