"Feature ID"	"Taxon"	"Consensus"
"3de11ad4fdcf4e3a5e370d5b5f7f86bf"	"d__Bacteria; p__Planctomycetota; c__vadinHA49; o__vadinHA49; f__vadinHA49; g__vadinHA49; s__uncultured_organism"	0.6
"3f9957d02fde6f1a1ead2a97d1066d03"	"d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales"	1
"3f9ea9d68dda7077babb85bb36ff8ba0"	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__S25-593; g__S25-593; s__uncultured_bacterium"	0.7
"401e9fc03748d5ed7d572f8fff8656d1"	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Thalassotalea; s__uncultured_bacterium"	0.7
"41928853f2c2853084a0bfc098b9ce8e"	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Salisediminibacteriaceae; g__Salipaludibacillus"	0.8
"41e0954041fe29e57b0df7136f2c8ec6"	"d__Bacteria; p__Zixibacteria; c__Zixibacteria; o__Zixibacteria; f__Zixibacteria; g__Zixibacteria"	0.6
"42e611fe0a358aa0c516b90e4848fbea"	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Entomoplasmatales; f__Entomoplasmatales_Incertae_Sedis; g__Candidatus_Hepatoplasma"	1
"432e6aa28a69616c96135b37b5c877f4"	"d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__Oligoflexales; f__Oligoflexales; g__Pseudobacteriovorax"	0.6
"43f06a4ab21e96783756ccb59f5952d3"	"d__Bacteria; p__Acidobacteriota; c__Subgroup_26; o__Subgroup_26; f__Subgroup_26; g__Subgroup_26; s__uncultured_bacterium"	0.6
"44bb1659be7f9f9710c303a48950547a"	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kiloniellales"	0.6
