"id","1256-008-C119-T","1256-011-C120-T","1256-014-C121-T","1256-018-C122-T","1256-024-C127-T","1256-027-C128-T","1256-030-C129-T","1256-032-C132-T","1256-036-C133-T","1256-042-C143-T","1256-045-C144-T","1256-048-C145-T","1256-052-C148-T","1256-055-C149-T","1256-061-C151-T","1256-066-C153-T"
"2634675ca4383b2f7132d890b26f68b3",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"92d56e06cc1e9a9d2657e6f13e80e537",0,0,0,0,9,2,7,0,0,0,1,31,28,21,0,0
"389164f1f7910d9b67eb0e7fbcd718c7",0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
"8ea1f1b71b6b9fa9474f6d1c0319342d",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
"93058c1f6688b47e3c61be72a65e3f27",0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
"fd7a9f5be4367355c4767338e6ee8b95",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"87df0ed094a404b80447f6401657882e",0,0,0,9,16,14,11,0,0,3,8,11,44,20,12,28
"1cf55709117491325ff1fe802e37d5b4",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"f142590432e6dc57e754a15943bf34a0",0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"ecaa4e41453f636db161380953208c1f",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"ecf09df660b564493d4c4a740d40dcc9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"996ccf46bc820370f79ab8d691f4a022",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,39
"f961b370ebda19771eec30df76a90842",0,0,1,0,51,28,0,0,0,0,0,1,0,0,0,0
"4aaf98b3bb2e9010255f505ab9696ca1",0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0
"25879d6904088f2ac9290ee7899325ce",0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,5
"971fe0bd7fb500bac6aec1f947b4b13a",0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0
"2a1583c70dea93828726b9a5015e78b1",0,0,0,0,3,1,0,0,0,3,0,0,1,13,2,1
"f23d012c927f3c550e4967074b9edab1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"04812d3fb3a3af8d235b13ed64152964",0,0,0,0,11,10,4,2,9,0,3,21,2,13,1,0
"7ec2256229a04e04e286cc91bd6427a0",0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
"b3fad15f3553445cb2d19540fa4e818e",0,0,0,13,0,0,0,76,24,4,3,3,0,1,5,0
"798186209ecc4befe65c58a42d151c9a",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7b466dce7a81627495bb9537c1567c9c",0,0,0,0,0,0,0,0,0,6,0,11,2,5,3,0
"75ba620d0b92ca3669193a032577eccb",0,0,0,0,1,6,0,0,0,0,0,2,1,0,2,0
"b05a82cdeaa872a72c30622ae0d115b2",0,0,0,0,0,1,0,0,0,2,0,0,0,0,9,0
"76521b794defa0f504ae74053ecb85ea",0,22,0,6,0,0,17,0,0,0,0,0,0,0,1,0
"0e75e17e424a78c84057e44ab81d20b7",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1ce03ca561ef164792f937d6d6bf8887",0,1,0,0,0,0,13,0,0,1,0,3,0,0,0,0
"ba8fdd1f1165e168e4440af953fec3e5",2,49,0,0,30,68,14,0,25,31,10,6,10,13,53,58
"f5be6407047962918663cbea2d889afa",0,47,0,9,0,36,72,0,0,0,0,0,4,1,3,7
"2df1d5b18dbff28b878a4d71a5abb018",0,0,0,0,0,0,157,0,0,13,0,2,0,9,13,24
"66d18ac0e368f78cb1e9eef3b8ea7f13",0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"a6e7916370d6772db2918e258a517e4f",0,0,0,0,1,1,2,0,0,0,1,0,1,0,3,0
"632384fa91d1bfff23bdea950a3aadc7",0,0,0,0,0,0,0,0,0,14,12,1,0,0,0,0
"eaa1c942765d31c65f8228232f6d57c8",0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
"b066208a8d989dbe1232503c814bc2de",0,0,0,0,11,8,2,0,0,38,55,0,0,0,19,5
"988474d763d7a818397d2d49b9bf9f51",8,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0
"cd3bdd9d35a75c731fdd7c992a4e4f7e",0,0,0,0,0,0,0,36,17,0,0,0,0,0,0,0
"2566f7f12532922dfba49cff6a1c64da",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dc40193b00ef65c58bcfb2e3d6760394",0,0,0,43,0,0,0,20,0,0,1,0,0,0,8,0
"2192ab7554013218b6b7872f7e10a7e3",40,7,12,36,0,2,0,26,0,0,0,0,0,0,19,0
"7a9bc53632c93ef9af4ec5052478af4a",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
"309b088d666553028b5d5cd38ec01b27",0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0
"4b69d04d08b4929422bf2fc60f8bd2d0",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1e5266eaca266360de12fa8560be6d70",0,0,0,45,0,0,0,0,13,0,0,0,0,0,0,0
"ee983cafe367662cb5a2a275bc7a4fba",0,0,0,9,47,28,32,0,0,0,0,4,16,23,7,0
"ee19f9dba4362ed6f8dac1c928922bd5",0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0
"31d783182fb47b8a1bdd8cd55031f89e",0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0
"450600784550801d835547aadf81d94c",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"9b4aa56c7aa933988aad3bc8b67ee552",0,0,0,0,0,0,3,0,0,1,0,0,0,1,1,1
"d9f346ca8e3badffef1e3e0b7e8c503d",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"dd2958f4dc1ff46c0741eefaebb93746",41,0,45,0,0,12,11,0,0,53,86,49,5,0,4,0
"3ddb87e99866e2d6e243e633cca15ad5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2067d9d44b126087c482248259e87b1c",12,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0
"ebef4d8762c16697e09303e921761e6b",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"fd3892a58534431125748fc99ea00da1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"eef01ac575326a9843064957030da74e",0,0,0,0,1,6,0,0,0,13,18,2,0,0,10,0
"540810b392d17c409767d57fbb1e911f",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"d1d1eabc9e97bba4e8a54d5cdfbe0663",0,0,0,0,0,0,0,0,0,17,0,0,0,0,3,0
"0015a182a4ab5c65369827420239fddb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"e40f3ae6df17970b2ef2def248edb440",0,0,0,0,3,2,0,0,0,2,2,0,0,0,0,0
"d511936504ab278a21605a4146c55640",35,0,0,0,4,1,0,0,5,1,0,0,0,2,3,0
"602ebe9b5d47ecf3d93906e741cf8e6c",0,5,0,0,6,0,4,0,0,13,14,1,0,0,0,0
"e9df0f6926469006f363bf22e47da73b",0,0,0,0,0,33,0,0,0,0,0,0,0,0,3,0
"91c7b94e8495dfb61f92555865429f22",31,0,0,0,0,2,0,13,11,14,0,0,0,0,6,0
"959ef5e850c15fa29112ad83c14589bd",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"56e2cb17dab5bb9ad6178aa88f560bf0",0,0,0,0,12,0,29,0,0,0,0,0,0,0,8,0
"77a6cda1de35914f5f68202ea622b97b",0,0,0,0,2,3,0,0,0,0,2,0,2,0,1,1
"39b72e5d26aab35233625d5ff8a032ff",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"c393a39509df732a97659f36b3df2f0c",0,2,18,0,0,0,0,0,0,0,0,0,0,0,9,0
"c59c4af167d0b193d3c5868bb4bc59d9",0,1,0,0,5,0,2,0,0,0,0,0,2,3,3,0
"0ae29dd8901073c8c4c8fa0661ce0e95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"f7abd94ab8866f1b4dd8e93941d3f9e2",0,0,0,0,9,0,0,0,0,1,0,0,0,1,5,0
"41e794f5118307e61a42f8435e24c1fa",0,0,0,0,0,3,0,0,0,58,3,1,3,0,21,10
"051a66fe5541b14822ffed08cf9d7f61",7,0,0,0,7,0,6,3,12,0,0,4,0,0,1,0
"a41596b46875a62259f0a773c7c28807",0,0,0,30,0,0,2,0,0,2,0,0,8,0,37,0
"d1c340d61313b6e1427aa738ef083fda",0,0,0,0,2,3,0,0,0,2,0,0,1,0,0,0
"645f7faf95a3ac078206eba6dd34eaeb",0,0,0,0,0,14,0,0,5,0,0,0,0,3,2,0
"ba0699a2afa2915448b349cf49e8c13b",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7257bf1752d613e4d4843e7604a9afcb",15,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
"33afd7730d723e8dfc768b234155d065",0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
"7fe67abf036279f52cb5d08949c9a555",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"88bd48da82f30bf8f25050cfb681e9ce",86,4,0,0,0,11,3,103,20,37,22,7,8,0,2,14
"1b8b1ea5a1f6e8c3cf79508d130798ea",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ea26084834a9b497cbabc55d411e6b1a",0,0,0,0,19,6,1,0,0,0,0,1,0,0,3,4
"888f03d5bb89aa082852ef5b097669b8",0,0,0,0,37,13,0,0,12,8,0,12,28,23,23,38
"519bdcb0e9a5a207dc63a10a199fda4b",0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0
"a3839579a084406f384280f727f78b15",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"54dfeb18ad95cb87bd1a2b6ca327e827",0,0,0,0,0,0,11,0,0,0,0,0,0,0,7,0
"4200a4317bc7720a0db6494a66ed7dd7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"1bcacf1e2985f73ef52bebade51fbcb7",0,0,0,0,25,0,0,0,0,0,0,10,1,0,1,0
"001d3be7a06b8adfe74a5ba9be719e2a",0,0,0,0,7,0,0,0,0,0,0,5,9,9,2,0
"b54e1c8fb00db67bf01410d50e60fd2c",0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0
"779a3d27620a6e2ed61e9a9850673960",0,0,0,0,11,0,0,0,0,0,0,9,0,1,3,0
"587a960f355cd0630799d1d4fc49e68a",0,0,0,0,1,0,0,28,7,1,0,4,5,4,12,0
"55cf4a306fa6a24c364909c2b06db45e",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"8dc6256de1c35f220af89b31351c23b3",0,0,0,0,0,0,0,0,0,308,568,185,0,0,0,0
"c70c484feb0ec04d3107aff4595eb7fe",0,0,0,0,32,0,14,0,0,0,0,12,0,8,4,3
"06c70ce8b3459cf74bc39c13d90a11b4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"566aacc3d47d091f16605a49dbf39d7b",0,0,0,0,5,2,3,0,0,12,0,0,2,0,0,0
"758532e93d8615d8ace9107396cec587",0,2,0,0,4,12,0,0,0,7,14,0,0,0,2,0
"3413c033717f1562ef1dd634472fb83a",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"88da9b9c6d50adcd145013ed903c77f6",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"f6526296b06ba2ce456872b96fbac873",0,0,0,0,0,0,8,0,0,0,0,3,7,0,0,1
"bd2bf714cab418beafd5270a81d67c45",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,94
"1755fc768295fbc20312142cd19ed745",0,0,80,6,1,0,1,0,0,0,1,0,1,1,7,35
"3d05c651df90d15591f864c2e63cd74a",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"c343bf30c9872869e69a9e05f5361644",0,0,0,0,0,1,7,2,0,18,18,2,0,0,0,0
"3d58cba9cc832eae75fbb811c395cd9b",0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0
"c1e78805f298e631928cb68752f4fe4e",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"886c4e3d1ebd6e3293b06660c8d56a0d",0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1
"db567b46506ed3f5226af4e3f5838a48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
"ed93df133a1ce0537eed55c9a0934137",0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0
"d8a337829f34154ca4e19f010de06fdc",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
