"id","Kingdom","Phylum","Class","Order","Family","Genus","Species","1256-008-C119-T","1256-011-C120-T","1256-014-C121-T","1256-018-C122-T","1256-024-C127-T","1256-027-C128-T","1256-030-C129-T","1256-032-C132-T","1256-036-C133-T","1256-042-C143-T","1256-045-C144-T","1256-048-C145-T","1256-052-C148-T","1256-055-C149-T","1256-061-C151-T","1256-066-C153-T"
"887445b1a52701eb42d8f2e1ffd0d6d4","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"9d676b73552d969ccbe3158c1332b445","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Campbellbacteria","Candidatus_Campbellbacteria","Candidatus_Campbellbacteria","Unclassified  Candidatus_Campbellbacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"80071a3ad85eb3d4628c0c7ef930da7c","d__Bacteria","Patescibacteria","Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"0d172707f76e07133c1eb8cae12e89ff","d__Bacteria","Patescibacteria","Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"860d574bd8a99ad5258a342588c6cc58","d__Bacteria","Patescibacteria","Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"47a12b32420d460c105c6258e65ea747","d__Bacteria","Patescibacteria","ABY1","Candidatus_Komeilibacteria","Candidatus_Komeilibacteria","Candidatus_Komeilibacteria","Candidatus_Komeilibacteria uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"48216c5ee670a37ab66b82276770e5de","d__Bacteria","Patescibacteria","ABY1","Candidatus_Komeilibacteria","Candidatus_Komeilibacteria","Candidatus_Komeilibacteria","Candidatus_Komeilibacteria uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"816be382cac49dbe44b30e1fc6c46bbe","d__Bacteria","Firmicutes","Bacilli","Acholeplasmatales","Acholeplasmataceae","Acholeplasma","Acholeplasma uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"2f74e232e85760066f8b845d055657f5","d__Bacteria","Firmicutes","Bacilli","Acholeplasmatales","Acholeplasmataceae","Acholeplasma","Acholeplasma uncultured_bacterium",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ad9ccd9fe4ded8337b2ca7ec81d2e973","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Cyanobacteriaceae","Cyanobacterium_CLg1","Unclassified  Cyanobacterium_CLg1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"35a458bf9aaa2f6201240a7b72e281f4","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Desertifilaceae","Hormoscilla_SI04-45","Hormoscilla_SI04-45 Hormoscilla_spongeliae",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"05d3f76a9cf06845718c1d0f7444b2a4","d__Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Synechococcales_Incertae_Sedis","Schizothrix_LEGE_07164","Unclassified  Schizothrix_LEGE_07164",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5f6bd5d137b3055d8d9a07397658b7db","d__Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus_MIT9313","Unclassified  Prochlorococcus_MIT9313",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4480444ce39100b7601eb22cc9bca297","d__Bacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"705ec3c45a6925d9aa3d8256f397168f","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Finegoldia","Finegoldia uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ad01baa81177eeaf1151a745ac16f789","d__Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Megasphaera","Unclassified  Megasphaera",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"e6d22be8f70c3a399a461dd152b72486","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","uncultured","Unclassified  uncultured",0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01d3c3182538841f1b85893515a69943","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","uncultured","Unclassified  uncultured",0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0
"b272116078916fff1854f7d231e5846d","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales",0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0
"82d6b47faf287dcaede6da41818b327f","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Unclassified Lachnospiraceae","Unclassified Lachnospiraceae",0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"1eb10cdbf6b1a17b3e2c771f38f5c9a0","d__Bacteria","Halanaerobiaeota","Halanaerobiia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Unclassified  Halanaerobium",0,16,57,0,0,0,0,0,0,0,0,0,0,0,0,0
"8190ba68af261452a7826f88200c4c14","d__Bacteria","Halanaerobiaeota","Halanaerobiia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Unclassified  Halanaerobium",24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f68bc7bc767abe2a590963ba37c37f1b","d__Bacteria","Halanaerobiaeota","Halanaerobiia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Unclassified  Halanaerobium",0,19,74,0,0,0,0,0,0,0,0,0,0,0,0,0
"164bbce72b9564b107792ccc7650b4d7","d__Bacteria","Halanaerobiaeota","Halanaerobiia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Unclassified  Halanaerobium",0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"9bb68b38533881615fadaca07a3cf9c2","d__Bacteria","Halanaerobiaeota","Halanaerobiia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Unclassified  Halanaerobium",0,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0
"c305de71fa793e9e7a70c2d41c8a943e","d__Bacteria","Halanaerobiaeota","Halanaerobiia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Unclassified  Halanaerobium",0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
"55253788a50d84819413ea65726ce993","d__Bacteria","Halanaerobiaeota","Halanaerobiia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Unclassified  Halanaerobium",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"bd84f8cdf4a4226946cf1a4df6651e75","d__Bacteria","Halanaerobiaeota","Halanaerobiia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Unclassified  Halanaerobium",0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d6bb36124dcd793286b3d5ab3c868dc6","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8e737993ae9f319a48951e255d7b19a1","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Unclassified Anaerovoracaceae","Unclassified Anaerovoracaceae",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0c2964f0dfd0f895fb53ee3fb5384612","d__Bacteria","Firmicutes","Bacilli","RF39","RF39","RF39","RF39 uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"a1421a974781fc6f0ce532e03579afe8","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Unclassified  Lactococcus",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"19e5dbd221739157187f7f830b6a2f56","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Unclassified  Lactococcus",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"044a94b7fc0b16eb07408a22d01b089d","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Unclassified  Lactococcus",0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
"8de1e1a753ed97319f7c5a44823dc2a9","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Unclassified  Lactococcus",0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
"d6c38001a366064d8a4bcd2b2a7c2b41","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Unclassified  Lactococcus",0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
"138a17b4757a466c91a456889ea176c1","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified  Streptococcus",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"693866d0f9de3f7b91ce4f1212e3edbb","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified  Streptococcus",0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
"7bf8fe8ded434c35263079bad205084f","d__Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","Kapabacteriales","Kapabacteriales","Kapabacteriales uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"1771cc8db1fffcaad87041231cb613cd","d__Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","Melioribacteraceae","IheB3-7","IheB3-7 uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"5a474b6561a197f4131530f93230df93","d__Bacteria","Bacteroidota","Kryptonia","Kryptoniales","MSB-3C8","MSB-3C8","Unclassified  MSB-3C8",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"24474df947b65dbe9b1a949482b66173","d__Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26","BSV26","BSV26 uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"c4c9482e860e6b0a573e33eef8860c49","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Pseudofulvibacter","Unclassified  Pseudofulvibacter",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"c7c18dbc3e3e91c2c15a327e54e4195a","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Unclassified Flavobacteriaceae","Unclassified Flavobacteriaceae",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"035196026af290ec833b0b005a94c871","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Hyunsoonleella","Unclassified  Hyunsoonleella",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"73915a1426a99ce306e90f4d3226e8e5","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella","Unclassified  Winogradskyella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"483922028ca47c1582eb19ced1660ccf","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Unclassified Flavobacteriaceae","Unclassified Flavobacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"a24d1e139e2517dacd84fc7423715c90","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Unclassified Flavobacteriaceae","Unclassified Flavobacteriaceae",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"2a94eda5f7d68af1a344a5fcc0e11039","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquibacter","Unclassified  Aquibacter",0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
"a8fdae292d3ea23ab1d512fafd57e4a8","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Unclassified Flavobacteriaceae","Unclassified Flavobacteriaceae",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"aeb974b3811eeddfad2f27f9b8622f2c","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Unclassified Flavobacteriaceae","Unclassified Flavobacteriaceae",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"be25073a6c86f3f17e0c9aa427d35799","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Unclassified Flavobacteriaceae","Unclassified Flavobacteriaceae",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"f3b8a79a18f33f61c9ea5428578321f0","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Unclassified Flavobacteriaceae","Unclassified Flavobacteriaceae",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"598512cec2dce1a038e163c5d27dc036","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Unclassified Flavobacteriaceae","Unclassified Flavobacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"0ccfa13d423a6e11e6488b50fe9cd07f","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella","Unclassified  Winogradskyella",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"12e5bc26bb8511858ad85da4fa3cf3e7","d__Bacteria","Bacteroidota","Rhodothermia","Balneolales","Balneolaceae","Balneola","Unclassified  Balneola",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"c8148f5c03285f1aef155676bbbda5b2","d__Bacteria","Bacteroidota","Rhodothermia","Balneolales","Balneolaceae","Unclassified Balneolaceae","Unclassified Balneolaceae",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"2e4e52b145a404095879692b28e0cfcb","d__Bacteria","Bacteroidota","Rhodothermia","Balneolales","Balneolaceae","Balneola","Unclassified  Balneola",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"1b3e127cbc951bb2914fe7857ad7f2d0","d__Bacteria","Bacteroidota","Rhodothermia","Balneolales","Balneolaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"9b75dfe08c8498243cd6c38d8eeb2380","d__Bacteria","Bacteroidota","Rhodothermia","Balneolales","Balneolaceae","Unclassified Balneolaceae","Unclassified Balneolaceae",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"1ff43568e5b65d5d46e58a754adccf0b","d__Bacteria","Bacteroidota","Rhodothermia","Balneolales","Balneolaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
"8da93cd1da94ad64fbde8d0427f66f46","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"8671416d380d99e20e9dd3a32b2ca0a0","d__Bacteria","Bacteroidota","Bacteroidia","Unclassified Bacteroidia","Unclassified Bacteroidia","Unclassified Bacteroidia","Unclassified Bacteroidia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"cb8d9b0107d364304a05bbf7db71c9c5","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Unclassified Cytophagales","Unclassified Cytophagales","Unclassified Cytophagales",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"217df94c25108995fab1e68016273c40","d__Bacteria","Bacteroidota","Bacteroidia","Unclassified Bacteroidia","Unclassified Bacteroidia","Unclassified Bacteroidia","Unclassified Bacteroidia",0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
"00fed98651b9539cae9ec54eaaf6f9ab","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Flammeovirgaceae","Unclassified Flammeovirgaceae","Unclassified Flammeovirgaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"422606b324ba955f8954a2448ba0dcf0","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Unclassified Cytophagales","Unclassified Cytophagales","Unclassified Cytophagales",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"748336ad7911bbc4853592c118a62b8e","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","Unclassified  Marinoscillum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"d3187470f24ce8af5028613c89943dd5","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Unclassified Cytophagales","Unclassified Cytophagales","Unclassified Cytophagales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"732e5e8cf6696675e3dd28634fec78a2","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"4b3492b8df328703fff9aacccacc5699","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"14060f6141f01d796fe01aaf3eb6c11a","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"fa3c429d28db560edbf9ea3e3a882fa7","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"8bb2cb8605f68267094ed5d9328aaaae","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","Unclassified  uncultured",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"316c900bdbd34daca6b77fdceac708f9","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"48f657d536bd2be91424275d8931dbd2","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group","Unclassified  NS9_marine_group",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"9e592c7d80662b78dbfb93ecb8e63f87","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","Unclassified  Marinoscillum",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"c756b0a3e822ca50262c44edfdc955dc","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","Unclassified  Marinoscillum",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"4d87df8e377f6b4ac5e1fccbd27c45c7","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","Unclassified  Marinoscillum",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"6b1e1189574498a0968a57aec52d6f2c","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Unclassified Cyclobacteriaceae","Unclassified Cyclobacteriaceae",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"18fa5ba9fc8237dada8f0ff68f4c0b46","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Unclassified  Ekhidna",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"3d78c84e922a8d0aad421404b9d08295","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Unclassified  Ekhidna",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"e7baeb324e1e13a2c40a3f845ee9af0d","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Unclassified  Ekhidna",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
