"id","Kingdom","Phylum","Class","Order","Family","Genus","Species","1256-008-C119-T","1256-011-C120-T","1256-014-C121-T","1256-018-C122-T","1256-024-C127-T","1256-027-C128-T","1256-030-C129-T","1256-032-C132-T","1256-036-C133-T","1256-042-C143-T","1256-045-C144-T","1256-048-C145-T","1256-052-C148-T","1256-055-C149-T","1256-061-C151-T","1256-066-C153-T"
"66942572a4c626731e0d3c87827fa9de","d__Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophales","Omnitrophales","Unclassified  Omnitrophales",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"feeb55417da752c52c2cfb83c7820a23","d__Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC_AAA286-E23","SCGC_AAA286-E23","Unclassified  SCGC_AAA286-E23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"7e244b153fb4bd212a024a9c37f46083","d__Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Woesearchaeales","Woesearchaeales","Woesearchaeales marine_metagenome",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"bdb21183a9c26e5b3d7b90855d6b9c23","d__Archaea","Crenarchaeota","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia uncultured_archaeon",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"dd51ec34304162eab25ec88ab841c4bd","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Unclassified  Candidatus_Nitrosopumilus",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"f9408fee0d342b2d2139b95ab5701d08","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Unclassified  Candidatus_Nitrosopumilus",0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
"435b411dec63db61af796ceda06ddf36","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Unclassified  Candidatus_Nitrosopumilus",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"215162b8eba6d13db4f9258c07031489","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Unclassified  Candidatus_Nitrosopumilus",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"f14ab5362b463ea4779e55d82f50e12c","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Unclassified Nitrosopumilaceae","Unclassified Nitrosopumilaceae",0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
"388493d83235662cffa39cb5ef439193","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Unclassified Nitrosopumilaceae","Unclassified Nitrosopumilaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"24a9ac05316b0feecab0cf9921bbce87","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Unclassified  Candidatus_Nitrosopumilus",0,0,0,0,17,0,57,0,0,0,0,0,0,0,0,0
"b2a02486efb83b1a5064434159d94568","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Unclassified  Candidatus_Nitrosopumilus",0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"bfe5cba6e840171cbf0e332b4c23c28b","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Unclassified  Candidatus_Nitrosopumilus",0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
"c262afcd1b1d1f5999b747dee1996491","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Unclassified  Candidatus_Nitrosopumilus",0,0,0,0,0,56,0,0,0,0,0,9,0,0,0,0
"926bbb9221a2a6cc4f7729c0e1a5c9a5","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Unclassified  Candidatus_Nitrosopumilus",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ae656051ddbec72463265db390ffd0c5","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Unclassified Nitrosopumilaceae","Unclassified Nitrosopumilaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"bb5e46475f893d7f684da2abc0a0b7ac","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Unclassified  Candidatus_Nitrosopumilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"d57ab50f9c5a457001fb038ee8f1a8a7","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Unclassified  Candidatus_Nitrosopumilus",0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
"b43548e9241ebeddc4e73ef1139b12f3","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Candidatus_Nitrosopumilus uncultured_archaeon",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"b639e6e4a0612440e98ca2fd15da642e","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Unclassified  Candidatus_Nitrosopumilus",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"dc3f7e30c6351bbf4a73911601d93573","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Unclassified  Candidatus_Nitrosopumilus",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"4439f30871cac2de6cfa4616e242e466","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Unclassified  Candidatus_Nitrosopumilus",0,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0
"c38cc7b67025bb231a92780c89efe33e","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Unclassified  Candidatus_Nitrosopumilus",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"9a13bdfd0d68ed04a77768910fbb537c","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Unclassified  Candidatus_Nitrosopumilus",0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0
"1d3ad9b96eb0f789024ba4babf015fe4","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Unclassified  Candidatus_Nitrosopumilus",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"35ec85030496a7e384884c26aeb84b39","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Unclassified  Candidatus_Nitrosopumilus",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"fc2fb0fc4e385dc1640d26bdc70eb025","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Unclassified  Candidatus_Nitrosopumilus",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"dd6db1febd1446808b2d9fc3cede725f","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Cenarchaeum","Unclassified  Cenarchaeum",0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"6b323724f5f729e2e72ac799310a7b7a","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Cenarchaeum","Unclassified  Cenarchaeum",0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
"ec6466f59e37f012e6c8bbe21d57c5cc","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Cenarchaeum","Unclassified  Cenarchaeum",0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
"1ca318fe6b08a3f7dfcc5c9a6e3b2fce","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae","Unclassified  Nitrosopumilaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"e486c73f6f62b12fdb7e7ec6ba93532d","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Unclassified Nitrosopumilaceae","Unclassified Nitrosopumilaceae",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"0c6f9961ebf5461ce1ed1013d6d02226","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae","Nitrosopumilaceae uncultured_archaeon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"4634338b3910d505bdec47dc691d173c","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae","Nitrosopumilaceae uncultured_archaeon",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"14f015d025f800c7aeca32a0931af518","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae","Nitrosopumilaceae uncultured_archaeon",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"9f0ce853aa338e2a8cb14f3cbc407816","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae","Nitrosopumilaceae uncultured_archaeon",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"6633700b6806e35179f588f90cf2b0fb","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae","Nitrosopumilaceae uncultured_archaeon",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"4afceb9f266dcaa22e786ed5bcdc1d99","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae","Nitrosopumilaceae uncultured_archaeon",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"6eaaa8d9c20f6fd7939b8b0fda66ea25","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae","Nitrosopumilaceae uncultured_archaeon",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"1dcecdeb5d8d5220fe5a6e9568d250fa","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Candidatus_Nitrosopumilus uncultured_archaeon",0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
"750d47c0a56e12b10846d4dcd8f28597","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Candidatus_Nitrosopumilus uncultured_archaeon",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"e6b53f73411055f6eb052ffceda37dca","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Candidatus_Nitrosopumilus uncultured_archaeon",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"401e9b4b10af6b5590ff35cbf5434736","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae","Nitrosopumilaceae uncultured_archaeon",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"7cb67eddd3177ad9143c5f4f52659d69","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Unclassified Nitrosopumilaceae","Unclassified Nitrosopumilaceae",0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
"bc5a7b0bdb8ce085b76f535094ee59f6","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Unclassified Nitrosopumilaceae","Unclassified Nitrosopumilaceae",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"13783778a1064101454b437f8c0b9c99","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Candidatus_Nitrosopumilus uncultured_archaeon",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"8a4f803a64bbb2c594dd511bcc1318da","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Candidatus_Nitrosopumilus uncultured_archaeon",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"1097ca70cf991d42e6895a2680f2cdb9","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Candidatus_Nitrosopumilus uncultured_archaeon",0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
"cd5eab2aca052798b6b5c6a1fa601991","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae","Unclassified  Nitrosopumilaceae",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"da4b93104637f156795257f1b1118918","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae","Unclassified  Nitrosopumilaceae",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"b8c206eab0c1dd734cc30444e7e72f5d","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae","Nitrosopumilaceae uncultured_marine",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"e9c8e8fa3161b68cac705ca44bf5bb0b","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae","Nitrosopumilaceae uncultured_marine",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"6b35ac9dfe3c97f9277b56d2a504cb23","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae","Nitrosopumilaceae uncultured_marine",0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
"0ad253be9e700bb1b861a49661d76403","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae","Nitrosopumilaceae uncultured_marine",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"9f2f418c264b8e39427857ed462b4864","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae","Nitrosopumilaceae uncultured_marine",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"5728232723ac8e12fce58b99def78318","d__Archaea","Thermoplasmatota","Thermoplasmata","Unclassified Thermoplasmata","Unclassified Thermoplasmata","Unclassified Thermoplasmata","Unclassified Thermoplasmata",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"0efa0534a9b554362047f96572d26032","d__Archaea","Thermoplasmatota","Thermoplasmata","Marine_Group_II","Marine_Group_II","Marine_Group_II","Unclassified  Marine_Group_II",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"1c5be1046b16709b4d49ecdd74c996ab","d__Archaea","Thermoplasmatota","Thermoplasmata","Marine_Group_II","Marine_Group_II","Marine_Group_II","Unclassified  Marine_Group_II",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"2a8c083449b82e17a18976e1ac01d61c","d__Archaea","Thermoplasmatota","Thermoplasmata","Marine_Group_II","Marine_Group_II","Marine_Group_II","Unclassified  Marine_Group_II",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"3e721be230c415b1ea2ee9241857203b","d__Archaea","Thermoplasmatota","Thermoplasmata","Marine_Group_II","Marine_Group_II","Marine_Group_II","Unclassified  Marine_Group_II",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"063c1611f63b24c7b73edf8b5a985a32","d__Archaea","Thermoplasmatota","Thermoplasmata","Marine_Group_II","Marine_Group_II","Marine_Group_II","Unclassified  Marine_Group_II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ccc246c00f5536f8f73307912b7eae2c","d__Archaea","Thermoplasmatota","Thermoplasmata","Thermoplasmata","Thermoplasmata","Marine_Group_III","Marine_Group_III uncultured_marine",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"26e33bc793f97ebc9defb1cb72e0b3f1","d__Archaea","Halobacterota","Halobacteria","Halobacterales","Haloferacaceae","Halogranum","Unclassified  Halogranum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"16cb2f5c099ef5cf85316ee57bd8dd02","d__Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Woesearchaeales","Woesearchaeales","Woesearchaeales uncultured_euryarchaeote",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"27415713f459b3f268600d98bac16ed6","d__Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Woesearchaeales","Woesearchaeales","Unclassified  Woesearchaeales",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"95027a1e194e2ec290ede8a05a6c800d","d__Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Woesearchaeales","Woesearchaeales","Unclassified  Woesearchaeales",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2d0833589110d2f7bac5ebefe04c465c","d__Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Woesearchaeales","Woesearchaeales","Unclassified  Woesearchaeales",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1a1d4bf561692a8c6fc8cc8c398b37f3","d__Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Woesearchaeales","Woesearchaeales","Woesearchaeales uncultured_euryarchaeote",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"e42aeb2f83f9a6f8a35f781f0cd065df","d__Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Woesearchaeales","Woesearchaeales","Unclassified  Woesearchaeales",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"8a084a1fe326e5fcfae002c4082a1f07","d__Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Woesearchaeales","Woesearchaeales","Unclassified  Woesearchaeales",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"83165862a963b7e6e6a1c94e61504205","d__Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Unclassified Woesearchaeales","Unclassified Woesearchaeales","Unclassified Woesearchaeales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"f4cd5a7af7e77928dd808952010ae6a9","d__Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Unclassified Woesearchaeales","Unclassified Woesearchaeales","Unclassified Woesearchaeales",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"e9899c73d5669699f18a90b340c82112","d__Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Unclassified Woesearchaeales","Unclassified Woesearchaeales","Unclassified Woesearchaeales",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"6d63ef998b7a46793a71758a5229d873","d__Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Woesearchaeales","Woesearchaeales","Woesearchaeales uncultured_euryarchaeote",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"eb6fed6899984e17aaa180ca84b47e6a","d__Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC_AAA011-D5","SCGC_AAA011-D5","Unclassified  SCGC_AAA011-D5",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"65e6217ab03d2ec0ab797c8e23487ebe","d__Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC_AAA011-D5","SCGC_AAA011-D5","Unclassified  SCGC_AAA011-D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"48e99d6af554fde4fb0a4d7adba08a1c","d__Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC_AAA011-D5","SCGC_AAA011-D5","Unclassified  SCGC_AAA011-D5",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"292e4b5d2ad0a96610387b50e0b340f9","d__Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC_AAA011-D5","SCGC_AAA011-D5","Unclassified  SCGC_AAA011-D5",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"73db02a04dc43bfd06f5d3ecb137b07d","d__Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC_AAA011-D5","SCGC_AAA011-D5","Unclassified  SCGC_AAA011-D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"54ced73088451a67578607384a0c3064","d__Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC_AAA011-D5","SCGC_AAA011-D5","Unclassified  SCGC_AAA011-D5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"bf9def3928c9f5a3455cf9d119329572","d__Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC_AAA011-D5","SCGC_AAA011-D5","Unclassified  SCGC_AAA011-D5",0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"e134e825296a3de9dc3ddc006bb6508f","d__Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC_AAA011-D5","SCGC_AAA011-D5","Unclassified  SCGC_AAA011-D5",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"201b003fff65f018d6eeba91cab8c3b3","d__Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC_AAA011-D5","SCGC_AAA011-D5","Unclassified  SCGC_AAA011-D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"fb308f88fd24f8b0e22c9a1e11782e5e","d__Bacteria","Verrucomicrobiota","Lentisphaeria","Unclassified Lentisphaeria","Unclassified Lentisphaeria","Unclassified Lentisphaeria","Unclassified Lentisphaeria",0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
"4c0b345787707b61bb82cba031f0caf2","d__Bacteria","Verrucomicrobiota","Lentisphaeria","P.palmC41","P.palmC41","P.palmC41","Unclassified  P.palmC41",0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
"8e3ad191eafe20c83fe4cf4f115986e2","d__Bacteria","Verrucomicrobiota","Lentisphaeria","Unclassified Lentisphaeria","Unclassified Lentisphaeria","Unclassified Lentisphaeria","Unclassified Lentisphaeria",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"3791c55f1dc30a8d8be75a9542a3ffd6","d__Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Arctic95B-14","Arctic95B-14","Unclassified  Arctic95B-14",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"bf948a2de381cb0b1ab71968859ed984","d__Bacteria","Verrucomicrobiota","Lentisphaeria","SS1-B-02-17","SS1-B-02-17","SS1-B-02-17","SS1-B-02-17 uncultured_organism",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"f6c60ee7ce1c031015f996c4ab276fd2","d__Bacteria","Verrucomicrobiota","Lentisphaeria","Lentisphaerales","Lentisphaeraceae","Lentisphaera","Lentisphaera uncultured_bacterium",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"61171ce61214e5494e58e609266bb3c1","d__Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","Ardenticatenaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"106045a6a20e9ca27d51e5a382ed0d47","d__Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","Ardenticatenaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"e04396e52ee61e4a0168dfed15c7fd6f","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unclassified Pedosphaeraceae","Unclassified Pedosphaeraceae",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"ebc2c66aea1eb9c39564c6d8ae7d1489","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unclassified Pedosphaeraceae","Unclassified Pedosphaeraceae",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"e5cf783048090e07b6e86aab24a5d09d","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae","Unclassified  Pedosphaeraceae",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4b17b80cc9f47ba64e0fd1670386e4d9","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae","Pedosphaeraceae uncultured_bacterium",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"22b7b5cdaf7481e47a5ad529fbbada77","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"bb727df6698d956fa86d4a6ed72e4411","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Verruc-01","Verruc-01 uncultured_organism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"41eb6d456594e9f3bdd9d545303a9cfc","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Cerasicoccus","Unclassified  Cerasicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"19448ada281d3f10d2520eb936fac42c","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Unclassified Puniceicoccaceae","Unclassified Puniceicoccaceae",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"66dd4496f609ee462d521dd532ee587d","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Lentimonas","Unclassified  Lentimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"58f4d2503fa1de9346ada31f10a8a0c1","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Puniceicoccus","Unclassified  Puniceicoccus",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"580bb6864d8a9c619f5d5df0c02c52be","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Cerasicoccus","Unclassified  Cerasicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"c11b2adc8e8bdf491b2057505a42b487","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Unclassified Puniceicoccaceae","Unclassified Puniceicoccaceae",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
