"id","E10.10.Poc.dami.1.20150630.T","E10.10.Sty.pist.2.20150630.T","E10.17.Fav.abdi.1.20150630.T","E10.17.Gon.favu.1.20150629.T","E10.17.Gon.favu.1.20150630.T","E10.17.Gon.favu.2.20150630.T","E10.17.Mon.curt.3.20150629.T","E10.Acr.cyth.1.20150627.T","E10.Acr.cyth.2.20150627.T","E10.Acr.cyth.3.20150627.T","E10.Acr.pali.2.20150627.T","E10.Acr.pali.3.20150627.T","E10.Alv.alli.1.20150628.T","E10.Alv.alli.2.20150628.T","E10.Alv.alli.3.20150628.T","E10.Cyp.micr.1.20150627.T","E10.Fav.abdi.1.20150629.T","E10.Mon.curt.1.20150629.T","E10.Mon.curt.2.20150629.T","E10.Poc.dami.1.20150628.T","E10.Poc.dami.2.20150628.T","E10.Por.hero.1.20150628.T","E10.Por.hero.2.20150628.T","E10.Por.hero.3.20150628.T","E10.Sty.pist.1.20150628.T"
"ead2e72d4b8cd04b743b79ae77a3b265",0,0,0,4,4,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
"5ebd2289d53ad5c376635ecf5c2f8260",0,0,0,0,0,4,0,0,0,0,0,9,10,7,17,0,0,25,0,0,0,0,0,0,0
"4118410b23b1fe0ab75282d14896a9a6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8d6922203837dff9daed03c8c31ac657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"093f1361eed14d7422f8fcfb2a54d8f4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
"29d0be6dfef3da4a955a0fe49120170d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"1f7634265c4667ad8880fee4200bc57c",0,0,26,0,2,0,32,0,0,0,0,0,0,1,1,0,0,0,0,53,0,0,0,0,32
"3801fe5b4c2e730369bb0b559a7cfa10",0,0,0,1,1,3,0,0,0,0,0,0,0,7,6,7,0,0,0,0,0,0,0,0,0
"67faf4565dbda377e3d72576bacaa189",0,0,0,22,42,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"200239e12da199a856c6b8bd7e2adb62",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"87a240baf615b3587a61fd393a76ba78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"ca84388fe766dc796594c6b6fe7c8f05",0,0,0,33,20,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"7b183fea619d66a76a4ef031a223bd6a",0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
"efcffa150111c30e94e4003c3b1cd888",0,0,0,0,9,25,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0
"584992f4628636e655ea94bee038060f",0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0
"2352501a028e9cb8707620156161bf4c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5eb0bc1c00e3dbcdb1eb90e8cc534437",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"22c4915880d95e62675e5026a893efce",21,27,177,36,69,60,361,0,0,0,0,32,183,10,87,21,157,305,205,29,25,3,0,31,19
"ffea3f7c75cbbeb4c20aa5d05cfad7d6",0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"e60be86d987efa60946d9fc060833c2b",0,0,0,0,6,33,0,0,0,0,0,3,10,9,22,2,0,0,0,0,0,15,0,0,0
"e53ed71fcc13a0dca12c14f3a89a64b9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"cd34ebe2fe04f197fa833060975cea97",0,0,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
"af8588605cc84640e723980c203d1d3d",0,0,0,25,21,4,0,0,0,0,0,0,23,40,0,14,14,0,3,0,0,0,0,0,0
"f012997408bbcb9b5f68a688a736e47d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"8e1ee7743b1dbee002d923cfc352a3a5",0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"f528c1e0f4ac252224de86fc2f25976f",0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
"2991c7ad99de6a23ec6c58b8e222c8ad",0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0
"63979fa3f050f001c6ea8fe6f597d62f",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bd2276964b6f1e0a469a2c4feb6a4162",0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"6f54000b90ffe4b8831766b92d12a3f2",0,0,7,0,0,3,0,0,0,0,0,1,30,33,6,0,0,0,0,0,0,0,0,0,0
"edd72d2751e0a267aa35afef1ea04a58",0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f7f3536a00ae2791ea3859a225e51f0c",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"403d697018df8d62e3270fbded3ec1a4",0,0,0,0,4,0,0,0,0,0,0,12,0,0,6,3,0,0,0,0,0,0,0,0,0
"4674cdd06f003512cf9a85d613379555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0
"54dcaae1d74824fd181815d1c8a63231",0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0
"7da4e315a4c1bbdddfc10cd9a5c6e0d0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9ccb3f75fdc59f5ec25af6fa13cd3963",0,0,0,20,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0
"3c11abbea4b6afeebcfd3a6f94861930",0,0,62,130,27,49,0,0,0,0,0,1,45,25,35,7,32,2,9,0,0,29,0,0,0
"89ae67d1a27346c53a2ff3884ab88614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"202a1fb984efc04249ddd274b9d4bebf",0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"859bef3f012bff99e60c3a811264138d",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"765aa9412bdc4bde11645e7ceac5f6c7",0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"7b79c211a5fa49f23bc4bd51aeddda17",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0fed7cd14f3953b4fad95c0eb44a533d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"965bf0aa2eab81207d90554b2fd89ae7",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
"2616e34b747f7b5428f17bdf32bef3ce",0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
"3ffe9ef9d8e1ef70ec73d9a4c535281c",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a1f0ba0abeaeed680e6adecb3419fc95",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"7e30fc2f8e0f4dd1bacf097615b7c059",0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,1,0,0,0,0,0,0,0,0,0
"56216c655c61627d1376b2675e113708",0,0,0,0,1,0,0,0,0,0,0,3,0,12,2,0,0,0,0,0,0,0,0,0,0
"99c1d685b91a540a049cb0a40c2e3c17",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3248a805de5d3022b26f835ecdcf1f81",0,0,0,15,0,2,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0
"707b8c4851b55eba76a8c48d3cc9dcb8",0,0,0,0,0,18,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0
"5a1cc7603762bb38dbcc6f8df485ae91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0
"bb88be0682b13fd3d8a6d43836fc3b91",0,0,0,0,0,3,0,0,0,0,0,21,0,0,20,0,0,0,0,0,0,0,0,0,0
"106f7bad215a043f043922f8cee8274d",0,0,0,0,0,2,0,0,0,0,0,0,0,15,6,0,2,0,0,0,0,0,0,0,0
"d044a8611dfe05ac2d7b330b18b7db3e",0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0
"3f1f14033607041c3f62a794337e3c26",0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"37b0151fd8cee53323a55a65583758e5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
"58ee48964943212e8c29f89e64baa62e",0,0,0,12,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0
"b63cd9eebd6e9a5f18d0141917b0f5ca",0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
"853d90c7c405ce9c6e5ea0f5a70c2418",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"e792f1b4dd855b8909ee1b78f4f61df8",978,973,31,12,38,18,241,0,0,0,866,439,175,169,45,872,129,323,553,910,939,816,993,857,929
"c8057f757a5ef095126c5b2f7acfa21b",0,0,0,13,2,2,0,0,0,0,0,17,0,0,1,0,0,0,12,0,0,0,0,0,0
"26c0336e74fe87239f2f72a87e1af3c7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6d7bef44bc818abd77a4ab584762b79d",0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f3445abfac476630f24a47a807de6c8a",0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c2294f09ac10eb3ec48708f1ff5b6cb1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f175a151234d27d26a3c0911389f1a94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
"7fd99129c8b35d51c8c6e55d56a175f0",0,0,4,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"635c4d8aea3a737a58e168491ecb777d",0,0,0,14,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d27e811f8da37a0cbb227c75be4691a2",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28827dd6c2488c5b92e7bd82f23d4688",0,0,0,0,6,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0,0,0
"46b5eaad0995d721c9da3fff8c669528",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8a89e696d7ed93b1add3e717f02c0916",0,0,0,32,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"806cca904a0341bc0190d104e523b214",0,0,29,120,15,31,0,0,0,0,0,0,0,27,7,0,0,0,0,0,0,0,0,0,0
"941eb51e8db472342c2753346d7f0f73",0,0,0,77,58,36,0,0,0,204,0,23,0,0,16,0,0,0,0,0,0,21,3,0,0
"8789cc1ca63c50ebdf993ed8a2b843cd",0,0,0,0,0,0,0,0,772,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0
"110c82c29312204fb74e03334d39b114",0,0,0,0,0,0,0,0,0,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0
"f7bba603c91a11881db623662d9aabfa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,9,0
"0762a703a9c560488ce7e0bc9af1f200",0,0,335,0,0,8,217,0,0,0,0,12,0,0,0,0,666,116,109,0,0,0,0,0,0
"8cd77976ab61742a17fc51fe67b1f2e6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"71b17a042051938db40e13b4c280ec35",0,0,0,0,0,0,0,0,34,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"d07c93d654991afee7e7cf110b47b600",0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0
"ab80abd6f56eeb3c2bc8e7b65df61051",0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4f0230187f431ab51d09ae31aed6814c",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a2e0c5ff48489979e88d461da814b113",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0c24bfb1e0a3006d6f005c25dd51e245",0,0,0,48,41,76,24,0,0,0,0,31,23,19,47,0,0,8,20,0,0,0,0,5,5
