"id","1256-273-P2-T","1256-276-P5-T","1256-287-P6-T","1256-290-P7-T","1256-293-P8-T","1256-297-P11-T","1256-300-P12-T","1256-304-P479-T","1256-312-P483-T","1256-322-P489-T","1256-325-P493-T","1256-327-P494-T","1256-329-P496-T","1256-331-P497-T","1256-334-P499-T","1256-339-P503-T","1256-343-P507-T","1256-345-P508-T","1256-347-P509-T","1256-349-P510-T","1256-351-P511-T"
"ade05e7d9c1bf6f0739ab6c799d6cc13",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4a4c5391b3c60e83cc385e79c03e1f01",0,3,0,6,10,0,0,2,0,0,3,0,0,0,17,0,0,0,0,0,10
"5957d82298ac5d3936535b66d66918e9",0,25,0,0,0,0,0,1,1,0,5,3,2,0,21,0,0,7,0,0,29
"bb56905ea8c6f8be564c32154cdcc873",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"819e264f74de13c28c50e480fa2f6f15",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7130b409cfac804d0edefddfd98e1922",0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"b693e5061e163649e4c41a703db94924",0,25,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,16,1,0,79
"b4c11603b6b28f93b56d310d4e0da606",0,8,0,1,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,13
"823695d7c8bc31633f2948e75ea3fb5e",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"97f2f4881c91cd2bbfc17c6042e81c7d",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"55c20e3efdcc17d498b5437624717ad7",0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
"54d108751b2f4523b1424f219db5274e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"280501bc77618431f2f540b9b55d9821",31,0,10,1,1,0,0,6,1,0,0,0,2,0,43,126,0,2,8,0,0
"a0cdacfac5d7db62209f151fac502b94",4,16,0,1,3,0,0,2,4,0,0,3,1,0,31,0,0,10,0,1,34
"c3c0cc5d46912af60203a8e1b77f9e99",0,0,0,0,13,0,0,0,8,0,0,0,1,0,0,0,0,0,4,0,0
"f924ded518e53e9d690cee229105cbdf",0,1,0,1,31,2,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0
"64e5f0b2e90b96cf60ec6b73c275454b",0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"a1577cc25d2ba5ef52a3fe403d8de02f",0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0
"3c236b4ce0c16f4543876c5cbd83282c",0,2,0,2,4,0,0,4,2,0,4,6,5,8,0,0,0,2,0,0,6
"b9096c7aee5b6baf2ac922d44a1e2eac",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"97250a2dc1edb828e1ab5665dad1808e",0,0,0,0,3,1,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0
"6b84d574f541c1bf39cc879c863b0182",0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0
"4c47eb8f9525092a85be200849c658e8",5,3,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4e4436eef3df9feeb5a895b2c93e799a",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"4caf3d4b791cb7ef665353c1838a5145",0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"dbcecf3fba01da94c380a11b5a87e8d4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1eb73c4d0557c53e7d2792d2ad2dbae6",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"b9cac7cde19ab91434791ae728adbe41",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"3801af519f33488d362169bbbd018f4f",0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
"e9e1e9711c6239a0f71361452566a797",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"087dfb2aa3eac748a936b51b38f77fc0",0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"f2ff35aaad0461c12d715bdf902ed662",3,1,0,0,0,0,0,8,3,0,6,0,3,0,0,0,0,0,0,0,0
"4adb291956f3be179f716addbb4c5b73",0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0
"a759c2c72bc3b5ecc8d9d3cd13206489",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"adb8e3acfbccf40579dd55bf79ae1a86",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5d904f964a6cf4af9011f22bbd39782c",4,2,6,14,8,1,0,0,11,0,5,9,3,0,0,0,0,0,9,0,0
"29ddaa10a666a1a9bb8873bb3845547a",0,0,0,8,14,2,0,0,30,2,9,6,3,0,0,0,0,0,0,0,0
"3c616d1bd226da45c6b6c5cfeb78bd0c",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"99f40ab13b3288c674ac05b86988a957",7,0,0,0,1,3,0,0,2,1,0,2,0,0,0,0,0,2,0,0,0
"7da0f7cb7f1349f3b53d1f97479b008b",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84cf698d80d19fc6cf1dcf24e3f95476",0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1c0d81a524d769223cc4ef863e355632",0,0,0,0,2,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,2
"a2c4b63b43e3158ff9c86b05fe34390a",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"61ae5f0aaa898ffbddffdd5cc92ed505",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"0ee083007147aeaed5987ea537cba2ad",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"0e569bb21f3f8569d81d178dbdc13eb1",0,0,0,19,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"66c7ef594a616ecc3ff150aae3531065",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"015cf07ec6c9a04c622750094c068f4f",0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"a7f9ff0d74d30ba4f4bab6be4fa23d76",0,25,0,0,7,0,0,0,0,0,0,0,0,0,8,0,78,0,0,0,16
"9416871c4dfb65a9ea41b13dee500037",0,14,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,18,6,0,87
"d88cd92cb402c42b547114635cb1447c",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"deb9b536ff153eaaf0545013e0cb2aff",1,15,0,0,0,0,0,1,0,1,0,0,0,0,4,16,24,9,0,0,24
"591ac69606c9e8ce66fd7a82bb16d288",0,12,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17
"c1c3e5c8f52f718df31dd119d46a3a3e",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"c5774294a8f46ce90007cf76cff70034",0,0,0,9,2,0,0,0,18,1,2,0,1,0,0,0,0,0,0,0,0
"14e7b55110e396043beb737888e964f4",3,25,0,2,16,0,0,0,11,0,5,0,0,0,0,0,0,9,6,4,20
"7d688e6742a70009cf943fa09b2c9c6c",0,23,0,0,3,0,0,0,0,0,0,0,0,0,24,56,14,0,0,0,0
"915f13562030abc51570ef0b037de2be",0,0,0,0,0,0,0,5,6,0,0,4,3,0,0,0,0,0,0,0,0
"21fe2ef537c995b66893f59660c37352",0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1
"4cbd61ce01d11f2aab1bd5d6d87fed38",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"87460c655867822a665ef7863c776380",3,0,0,5,0,0,0,4,11,1,0,0,2,0,0,0,0,2,15,0,0
"455ba11198e264ef9b5213456ef31791",0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"3f766a9659bb29a67799ea66b4fa8413",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1ba3cb233706b0170fb76db098b25fba",0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
"8f32399aa83ba09371670c528bda102f",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ee142e5742aaea6158677d0822149f7b",0,0,0,0,0,0,0,4,2,1,3,1,2,0,5,0,0,0,2,1,0
"737e0e4d9397b689b7786e943984d236",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"a1806f81c394cbe908d8a3eeb51e6cd2",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"55c3f11bdedc0c6248f399340a256245",0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0
"e2944c95b984a85db1725b07e5087a41",0,0,0,0,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,1,0
"ca97b116abc441a21991aab2d6411e4b",3,0,0,7,8,3,0,5,25,2,0,9,3,0,0,0,0,2,4,0,0
"446bc5e3245f0074aa3824dde0f64607",26,12,0,3,3,0,0,0,12,0,0,0,13,0,0,0,0,0,0,0,0
"86b66d843767b5b785fa66633beaeba4",59,40,0,21,3,1,0,1,39,0,0,2,4,0,83,62,32,37,2,0,41
"b969fd3801f8cde689392fa62e926473",4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,38,0,0
"96d5c0f3eb7e5fc4481c4479c47e025c",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"50651312e438bd783117567bdeefc693",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5ae7d43b74a9af9695deee090414a0fa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
"c9409f087560f10e8dbf8eee99b4810d",0,0,4,8,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0
"59287e26fa3ad894ed4093d00f1aa04e",0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0
"dee664b57c2bbb51ee0576acdbabbe14",0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
"ead5a9891da1d42f00f92a6abc91b979",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"a57611e63080f025bc8fa5ec47b709ef",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"f961b370ebda19771eec30df76a90842",0,0,0,5,0,0,0,0,109,11,11,2,0,0,0,0,0,0,9,0,0
"1f95173fd309c07a5c955740350bf5fb",17,5,0,0,0,0,0,0,3,0,1,0,5,0,0,0,0,0,0,0,0
"23b7cee326f4185d4a48942ec3d7b645",4,0,0,0,0,0,0,4,0,0,0,15,8,0,0,0,0,0,15,0,0
"ded49b2727741a27a1ea234a6d6e5b67",0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,12,0,0
"9f337cffa0ecccdedd6b3fe52f98fce8",0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
"e1aade4f29a5e224ca132fb344ec9f46",0,0,0,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2ce1f2a749ca2d278462f6f0ee4fe276",1,0,0,0,38,16,0,0,5,1,6,3,26,0,0,0,0,10,6,5,0
"65d96f083e2fb636908e5ae892176f90",2,0,0,2,1,0,0,2,2,1,1,0,2,0,0,0,0,0,2,2,0
"2dde89227552e06f3773b50433fb792c",0,0,0,0,0,0,0,5,0,3,8,0,0,0,0,0,0,0,85,0,0
"865612d5364e24e848c0c6231ac69e3f",0,21,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,14,3,2,36
"573e97e673257ddf83dba39eb3581eeb",0,0,5,0,0,0,0,0,0,0,0,0,9,25,26,178,43,0,0,0,0
"d055ca38262e990ad402497b498aec56",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"31a2259a42e3f1cad5726c0ea8de4ec2",13,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"f4c31eb69b37711fb36d144b45b6eaa5",5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"177ea19719dce938c7f605dd21d8e48a",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0
"818c87c8d0210022258aba6831f785b0",0,0,0,0,6,3,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0
"655818b98765154c16870307e500fe71",0,0,0,0,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
"f617f1a2e23cc876ed16c6067e29352a",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c9f9ec66a3e38be4d4d575ef14730fb9",0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"550c9bc4faadd63a65ba5fc9d7364952",0,20,9,8,0,1,0,2,1,1,7,0,1,0,0,0,0,5,3,0,0
"8576bf599b9013a3d17893a61665d638",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3dc613bce482597f44cce05fdc01de9f",0,0,0,0,0,0,0,4,0,0,5,1,0,8,0,0,0,0,0,0,1
"ba49d5a292ad66925ca45c6162de2afa",0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5534c8ae056af13f3f4f641e0ee6fcdd",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c73cecf6349e3f269827d03972a25edb",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"8c2f5a582d9be37aa2bc1d3045ca70bc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ca94b6fc26b8303c5b49ec760b4535d2",0,0,0,0,0,18,0,4,0,1,11,8,21,31,0,0,0,8,0,0,1
"a8b94718a9151f062d500cc5a457df54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"ac71cf64534e882bcd8a85c7f5019244",5,1,0,0,2,0,0,0,0,0,0,0,0,8,15,55,9,0,0,0,0
"37b5f8cb1352ca6044d8991f5609f581",0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,37,42,0,0,0,0
"75d29ea42a55bbc86e134ff59b326f2f",22,0,8,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
"0f354a39f062f408998fb3993d0e302c",11,18,430,144,42,3,0,0,44,0,0,0,0,7,13,114,53,0,0,0,0
"6d6585b3ead7b8873873e591a8321617",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"629f9c551ebaff36a04679dd82e57f60",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"4127c9895e04a6953e0abc6f76ae6bd7",0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"b1d6e1f86a429f8ebd4bab13b23de46d",0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,1
"00b0dd3f100334f691c4215a271efd32",0,0,0,0,2,0,0,0,0,0,0,0,442,334,0,0,0,0,0,0,0
"1601d4b40fdc9a2425400dfbc18cc50e",24,8,170,42,17,0,0,0,0,0,0,0,0,0,3,102,29,0,0,0,0
"5c90d2be97f70b0422da84380f0308b2",0,0,0,3,10,0,0,0,0,0,30,0,2,0,0,0,0,0,0,0,0
"58505e652eaf9defd57fcabfba89f044",0,0,0,10,8,0,0,3,8,6,11,10,7,0,0,0,0,0,16,8,3
"083cd17c8282a696138ae133906cf49f",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15
"d9a642d66dcbdd47c7de0f8f5158676e",24,27,21,25,15,0,0,5,3,11,25,7,9,9,0,0,30,22,18,0,0
"cd75c69485ef9b3a137bb91bae5cdb20",0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"c192778b0fc3d1cff388c9c371b2c63d",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ce9cf2e0c19cdf07a85953abe6000545",21,4,0,3,0,0,0,2,4,0,5,0,14,36,0,0,0,0,3,0,0
"9f260d8f65f3b8f520dfb9c9104626f8",0,14,0,0,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0
"a1d4d9ef0833fff97019c56a695eb3aa",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"cd76e3a7a34ec65067d71572e0f785d9",5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"79bd360b92d050774bd2ea6c40248402",0,0,0,0,1,0,0,2,0,0,0,0,1,1,25,0,34,0,0,0,0
"0dea46ce5d22dfefc8434eb650916a76",0,0,0,0,2,698,993,233,6,75,0,0,84,65,0,0,0,0,0,7,0
"69aa1130297c51cad97577f747879e8c",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"9350963c49340e36c95a9615f6e4357e",6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8
"afce0ad404a3eef4db9469201a0331e2",0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"a02f4a75a2173833bc31e56468c189f1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"622246d2ba1bf96b9c8a3bd5962be5e4",0,0,0,0,0,18,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0
"fd79ae3088829e5ac52d4116e3ca2ba7",0,0,0,0,2,35,0,25,0,1,0,0,0,0,0,0,0,7,0,1,0
"bc9ffc12aea28f3e16c25ff561f95a89",15,0,6,17,0,0,0,0,4,0,0,1,1,0,12,22,86,0,0,2,0
"82eb62491ba8c1298bbcaf6323ead848",0,0,0,0,0,0,0,11,0,10,25,0,3,0,0,0,0,2,0,0,0
"ad15c60a6be5cfe0a835ccdb39712e94",0,0,0,0,0,18,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"d2e5b02fc850e8df57d6939a8a8c2bc7",0,0,0,0,0,2,0,2,4,0,0,2,6,0,0,0,0,5,5,8,0
"f17afdb5f16a077c80429769d15c8ce1",0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0
"a3019bf4afd9e8d226fde97575181124",0,0,0,0,0,1,0,11,0,1,5,3,0,2,0,0,0,0,0,0,0
"905320e5b98c8a9bd48bfacfb82e8862",0,0,0,5,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"afc395d6179bac13b085689a9f878e5e",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36660fcb7d93fb0864bd6c0907fe5148",0,0,0,0,0,0,0,0,0,0,0,8,5,57,0,0,0,0,0,0,0
"2224c012a4f71e9aa977f1587f941221",0,0,0,2,11,0,0,17,9,0,6,6,1,2,0,0,0,0,20,0,0
"80bcc8c33ee09d743100c0c43ad29afc",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"e456044fe27d4a62e4f08650efb811df",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"445ef74265e06d38645ed131699fc6d5",0,0,0,22,55,1,0,46,4,0,11,21,16,0,0,0,0,8,0,2,1
"153a4933fff3939da0aa907c58905a61",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"de7181e2dc32d2f03aa5256578c584df",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"dfdddf4d83c7107d5bd9667051b12798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"8b61e9f49f22226a101ef8eb2f8ae119",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1a29f17bad7f3446d51d3161d7bf0d7e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"bb252227bb2650b9f71151e5d6e508c2",4,0,0,0,1,0,0,16,0,2,5,22,1,5,3,0,25,2,0,2,0
"ec0334890b150eac09725ec301cb3c3d",0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,4,0,0,0
"9d5c0dad02eb93d227897feddde7f895",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1ab5c2608f72523555901e1814e7e8de",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"35011c998540165686524a9eb0fdeee4",4,4,0,0,0,0,0,9,3,0,0,5,0,0,0,0,0,0,11,1,0
"b246ff755343bdbdda80e43211240f48",1,4,0,1,13,0,0,2,4,2,4,11,4,0,0,0,0,31,0,0,11
"5353c1ef225f42a1a3c71d794a13ebd6",0,0,0,36,68,0,0,9,16,2,11,13,1,0,0,0,0,2,12,0,0
"359a70b9b765a1b52b68abf7e6e3b9d0",7,20,6,17,30,4,0,4,33,0,31,0,17,0,0,0,0,28,0,10,14
"ee17ef666cc62364d55659e79a1d572c",0,2,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,0
"a167e7dbce3b1af51bd163e6a48bd7b6",0,0,0,0,0,0,0,6,7,4,0,5,0,0,0,0,0,0,4,0,0
"cd9e5ee872b95e842ad11056b9cdf857",0,0,0,0,14,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0
"b777aaf669c35e6a5961c385460441f7",16,5,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,2,0,2,0
"50d87c719b67066d40152d481a1f1923",0,9,0,3,0,1,0,0,0,0,3,4,0,0,9,0,0,6,0,0,12
"e502be38c1aadb829c112b0160ab27f1",0,0,0,0,0,3,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0
"de29e3f8eaf27b516177000f678dc0fc",0,8,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9
"8d122adc7495cd5ff3cec1ac9db18849",0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"8dc6256de1c35f220af89b31351c23b3",0,0,0,0,0,0,0,0,0,648,0,0,0,0,0,0,0,0,0,0,0
"95c957e88be93d278741508660d07586",0,0,0,0,0,0,0,2,0,1,5,0,1,0,0,0,0,0,0,0,0
"68847e9a25f5fa0c4c71ed2ad86628d3",0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
"56eef743c029f02f93d9d36800820070",0,17,1,54,11,0,0,0,32,2,0,3,0,0,0,0,0,25,7,0,17
"8672b51f7303fd823ce52768cf55dc5d",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"2ddf402a5f2650ea8199a6b9c57e3756",0,0,0,0,0,1,1,0,8,0,0,1,0,3,0,0,0,0,0,0,0
"7d9c05890d50cfff874acc44748a35e9",0,2,0,14,2,2,4,0,10,2,5,53,4,44,10,0,0,5,5,9,0
"9c3f86ce825f5dda6f75973700761ed8",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"0bb4ccbd6fa2a50035e542c7a30f110d",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6d1590fa71f258e06f717e50bf1c7d2e",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1968f3c063c25ace32dcc7ee04fc5fdc",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4332511a4b221afd8546bd694c21e835",4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"c343bf30c9872869e69a9e05f5361644",0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,6,0,0
"7df7b03162e327923a3ba7ff440a4dac",0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0
"7353ecaf65b539b66f6733e9e5e28d39",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"d01657fde8a8a0859ca0e2ad0b4406e0",0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
"893bc61e91ebfb58d471b49522044db0",0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"9eabeca2535fdd871a9891a23ad71b35",0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0
