"id"	"E1.10.Poc.dami.1.20140731.M_below"	"E1.10.Sty.pist.1.20140807.M_below"	"E1.10.Sty.pist.1.20140815.M_below"	"E1.11.Fun.sp.1.20140730.M_below"	"E1.11.Fun.sp.1.20140811.M_below"	"E1.11.Lep.tran.1.20140731.M_below"	"E1.11.Psa.digi.1.20140807.M_below"	"E1.14.Phy.lich.1.20140811.M_below"	"E1.15.Dip.heli.1.20140726.M_below"	"E1.15.Dip.heli.1.20140809.M_below"	"E1.15.Dip.heli.1.20140905.M_below"	"E1.17.Ech.lame.1.20140905.M_below"	"E1.17.Ech.mamm.1.20140815.M_below"	"E1.17.Fav.sp.1.20140811.M_below"	"E1.17.Fav.sp.2.20140805.M_below"	"E1.19.Lob.sp.1.20140730.M_below"	"E1.19.Lob.sp.1.20140809.M_below"	"E1.19.Sym.sp.1.20140814.M_below"	"E1.19.Sym.sp.1.20140815.M_below"	"E1.19.Sym.sp.1.20140905.M_below"	"E1.2.Tur.pelt.1.20140814.M_below"	"E1.2.Tur.reni.1.20140730.M_below"	"E1.2.Tur.reni.1.20140814.M_below"	"E1.3.Por.loba.1.20140724.M_below"	"E1.3.Por.loba.1.20140905.M_below"	"E1.4.Pac.rugo.1.20140728.M_below"	"E1.4.Pac.rugo.1.20140814.M_below"	"E1.4.Pac.spec.1.20140811.M_below"	"E1.5.Gal.astr.1.20140728.M_below"	"E1.5.Gal.astr.1.20140807.M_below"	"E1.5.Gal.astr.1.20140814.M_below"	"E1.5.Gal.astr.1.20140905.M_below"	"E1.6.Acr.humi.1.20140731.M_below"	"E1.6.Acr.sp.1.20140905.M_below"	"E1.6.Iso.pali.1.20140803.M_below"	"E1.6.Iso.pali.1.20140815.M_below"	"E1.7.Pav.sp.1.20140905.M_below"	"E1.7.Pav.vari.1.20140815.M_below"	"E1.7.Pav.veno.1.20140809.M_below"	"E10.10.Poc.dami.1.20150630.M_below"	"E10.10.Sty.pist.1.20150630.M_below"	"E10.10.Sty.pist.2.20150630.M_below"	"E10.17.Fav.abdi.1.20150630.M_below"	"E10.17.Fav.abdi.2.20150630.M_below"	"E10.17.Gon.favu.1.20150629.M_below"	"E10.17.Gon.favu.1.20150630.M_below"	"E10.17.Gon.favu.2.20150630.M_below"	"E10.17.Mon.curt.3.20150629.M_below"	"E10.Aca.hill.1.20150629.M_below"	"E10.Aca.hill.2.20150629.M_below"	"E10.Aca.hill.3.20150629.M_below"	"E10.Acr.cyth.1.20150627.M_below"	"E10.Acr.cyth.2.20150627.M_below"	"E10.Acr.cyth.3.20150627.M_below"	"E10.Acr.pali.1.20150627.M_below"	"E10.Acr.pali.2.20150627.M_below"	"E10.Acr.pali.3.20150627.M_below"	"E10.Alv.alli.1.20150628.M_below"	"E10.Alv.alli.2.20150628.M_below"	"E10.Alv.alli.3.20150628.M_below"	"E10.Cyp.micr.1.20150627.M_below"	"E10.Cyp.sera.2.20150628.M_below"	"E10.Fav.abdi.1.20150629.M_below"	"E10.Mon.curt.1.20150629.M_below"	"E10.Mon.curt.2.20150629.M_below"	"E10.Poc.dami.1.20150628.M_below"	"E10.Por.hero.1.20150628.M_below"	"E10.Ser.cali.1.20150627.M_below"	"E10.Ser.cali.2.20150627.M_below"	"E10.Ser.cali.3.20150627.M_below"	"E10.Sty.pist.1.20150628.M_below"	"E3.10.Sty.pist.1.20150127.M_below"	"E3.10.Sty.pist.2.20150124.M_below"	"E3.11.Fun.sp.1.20150125.M_below"	"E3.11.Fun.sp.2.20150125.M_below"	"E3.14.Phy.lich.1.20150125.M_below"	"E3.14.Phy.lich.1.20150129.M_below"	"E3.14.Phy.lich.2.20150125.M_below"	"E3.15.Dip.heli.1.20150105.M_below"	"E3.15.Dip.heli.1.20150106.M_below"	"E3.15.Dip.heli.1.20150118.M_below"	"E3.15.Dip.heli.1.20150119.M_below"	"E3.15.Dip.heli.1.20150120.M_below"	"E3.15.Dip.heli.1.20150121.M_below"	"E3.15.Dip.heli.1.20150123.M_below"	"E3.15.Dip.heli.2.20150105.M_below"	"E3.15.Dip.heli.2.20150119.M_below"	"E3.15.Dip.heli.2.20150120.M_below"	"E3.15.Dip.heli.2.20150121.M_below"	"E3.15.Dip.heli.2.20150123.M_below"	"E3.15.Dip.heli.3.20150105.M_below"	"E3.15.Dip.heli.3.20150120.M_below"	"E3.15.Dip.heli.3.20150121.M_below"	"E3.15.Dip.heli.3.20150123.M_below"	"E3.15.Dip.heli.4.20150105.M_below"	"E3.17.Ech.mamm.1.20150123.M_below"	"E3.17.Ech.mamm.1.20150127.M_below"	"E3.17.Ech.mamm.1.20150129.M_below"	"E3.19.Sym.sp.1.20150125.M_below"	"E3.19.Sym.sp.1.20150127.M_below"	"E3.19.Sym.sp.2.20150125.M_below"	"E3.2.Tur.reni.1.20150124.M_below"	"E3.2.Tur.reni.1.20150127.M_below"	"E3.2.Tur.reni.2.20150124.M_below"	"E3.3.Por.cyli.1.20150123.M_below"	"E3.3.Por.cyli.1.20150127.M_below"	"E3.3.Por.cyli.2.20150123.M_below"	"E3.4.Pac.rugo.1.20150127.M_below"	"E3.4.Pac.rugo.1.20150128.M_below"	"E3.4.Pac.spec.1.20150128.M_below"	"E3.4.Pac.spec.1.20150129.M_below"	"E3.5.Gal.astr.1.20150124.M_below"	"E3.5.Gal.astr.2.20150124.M_below"	"E3.5.Gal.astr.2.20150127.M_below"	"E3.6.Acr.hyac.1.20150105.M_below"	"E3.6.Acr.hyac.1.20150106.M_below"	"E3.6.Acr.hyac.1.20150118.M_below"	"E3.6.Acr.hyac.1.20150120.M_below"	"E3.6.Acr.hyac.1.20150121.M_below"	"E3.6.Acr.hyac.1.20150123.M_below"	"E3.6.Acr.hyac.2.20150105.M_below"	"E3.6.Acr.hyac.2.20150106.M_below"	"E3.6.Acr.hyac.2.20150120.M_below"	"E3.6.Acr.hyac.2.20150121.M_below"	"E3.6.Acr.hyac.2.20150123.M_below"	"E3.6.Acr.hyac.3.20150105.M_below"	"E3.6.Acr.hyac.3.20150123.M_below"	"E3.6.Acr.hyac.4.20150105.M_below"	"E3.7.Pav.vari.1.20150124.M_below"	"E3.7.Pav.vari.1.20150127.M_below"	"E3.7.Pav.vari.2.20150124.M_below"	"E7.10.Poc.dami.1.20150621.M_below"	"E7.10.Poc.dami.2.20150621.M_below"	"E7.10.Poc.dami.3.20150621.M_below"	"E7.10.Ser.cali.1.20150622.M_below"	"E7.10.Ser.cali.2.20150622.M_below"	"E7.10.Ser.cali.3.20150622.M_below"	"E7.17.Cyp.micr.1.20150621.M_below"	"E7.17.Cyp.micr.2.20150621.M_below"	"E7.17.Ech.lame.1.20150620.M_below"	"E7.17.Ech.lame.2.20150620.M_below"	"E7.17.Ech.lame.3.20150620.M_below"	"E7.17.Fav.abdi.1.20150623.M_below"	"E7.17.Fav.abdi.2.20150623.M_below"	"E7.17.Fav.spA.1.20150623.M_below"	"E7.17.Fav.spA.2.20150623.M_below"	"E7.17.Fav.spB.1.20150623.M_below"	"E7.17.Gon.edwa.1.20150623.M_below"	"E7.17.Gon.edwa.2.20150623.M_below"	"E7.17.Hyd.exce.1.20150620.M_below"	"E7.17.Hyd.exes.1.20150622.M_below"	"E7.17.Hyd.exes.2.20150622.M_below"	"E7.17.Mer.ampl.1.20150621.M_below"	"E7.17.Mer.ampl.3.20150621.M_below"	"E7.17.Myc.elep.1.20150622.M_below"	"E7.17.Pla.sine.2.20150622.M_below"	"E7.17.Pla.sine.3.20150622.M_below"	"E7.19.Lob.hemp.1.20150619.M_below"	"E7.19.Lob.hemp.1.20150621.M_below"	"E7.19.Lob.hemp.2.20150619.M_below"	"E7.3.Por.loba.1.20150619.M_below"	"E7.3.Por.loba.2.20150619.M_below"	"E7.3.Por.loba.3.20150619.M_below"	"E7.3.Por.loba.4.20150619.M_below"	"E7.5.Gal.astr.1.20150622.M_below"	"E7.5.Gal.fasc.1.20150621.M_below"	"E7.5.Gal.fasc.1.20150622.M_below"	"E7.6.Acr.hyac.1.20150622.M_below"	"E7.6.Acr.hyac.2.20150622.M_below"	"E7.6.Acr.hyac.3.20150622.M_below"	"E7.6.Mon.aequ.1.20150620.M_below"	"E7.6.Mon.aequ.2.20150620.M_below"	"E7.6.Mon.aequ.3.20150620.M_below"	"E7.6.Mon.aequ.4.20150620.M_below"	"E7.7.Pav.vari.1.20150622.M_below"	"E7.7.Pav.vari.1.20150623.M_below"	"E7.7.Pav.vari.2.20150622.M_below"	"114-C161-M_below"	"117-PC1-M_below"	"1256-012-C121-M_below"	"1256-019-C123-M_below"	"1256-022-C127-M_below"	"1256-025-C128-M_below"	"1256-028-C129-M_below"	"1256-040-C143-M_below"	"1256-043-C144-M_below"	"1256-046-C145-M_below"	"1256-049-C148-M_below"	"1256-056-C150-M_below"	"1256-059-C151-M_below"	"1256-062-C152-M_below"	"1256-064-C153-M_below"	"1256-068-C327-M_below"	"1256-071-C328-M_below"	"1256-101-PW164-M_below"	"1256-104-PW165-M_below"	"1256-107-PW166-M_below"	"1256-110-PW167-M_below"	"1256-113-PW168-M_below"	"1256-116-PW169-M_below"	"1256-120-PW170-M_below"	"1256-123-PW171-M_below"	"1256-126-PW172-M_below"	"1256-129-PW174-M_below"	"1256-132-PW175-M_below"	"1256-134-PW176-M_below"	"1256-137-PW177-M_below"	"1256-140-PW178-M_below"	"1256-143-PW181-M_below"	"1256-145-PW182-M_below"	"1256-148-PW183-M_below"	"1256-152-PW185-M_below"	"1256-155-PW186-M_below"	"1256-158-PW187-M_below"	"1256-161-PW190-M_below"	"1256-163-PW191-M_below"	"1256-165-PW192-M_below"	"1256-169-PW193-M_below"	"1256-172-PW194-M_below"	"1256-175-PW195-M_below"	"1256-178-PW197-M_below"	"1256-185-PW199-M_below"	"1256-190-PW202-M_below"	"1256-193-PW203-M_below"	"1256-196-PW204-M_below"	"1256-200-HI6-M_below"	"1256-203-HI7-M_below"	"1256-206-HI8-M_below"	"1256-209-HI10-M_below"	"1256-212-HI57-M_below"	"1256-216-HI58-M_below"	"1256-219-HI59-M_below"	"1256-222-HI60-M_below"	"1256-225-HI61-M_below"	"1256-228-HI62-M_below"	"1256-232-HI63-M_below"	"1256-235-HI64-M_below"	"1256-238-HI65-M_below"	"1256-241-HI66-M_below"	"1256-244-HI67-M_below"	"1256-247-HI68-M_below"	"1256-251-HI69-M_below"	"1256-254-HI70-M_below"	"1256-259-HIB-M_below"	"1256-262-HICM_below"	"1256-266-HID-M_below"	"1256-269-HIE-M_below"	"1256-274-P5-M_below"	"1256-288-P7-M_below"	"1256-291-P8-M_below"	"1256-294-P11-M_below"	"1256-298-P12-M_below"	"1256-303-P479-M_below"	"1256-305-P480-M_below"	"1256-307-P481-M_below"	"1256-309-P482-M_below"	"1256-311-P483-M_below"	"1256-313-P484-M_below"	"1256-315-P485-M_below"	"1256-319-P486-M_below"	"1256-321-P489-M_below"	"1256-323-P492-M_below"	"1256-324-P493-M_below"	"1256-326-P494-M_below"	"1256-330-P497-M_below"	"1256-332-P498-M_below"	"1256-333-P499-M_below"	"1256-337-P502-M_below"	"1256-338-P503-M_below"	"1256-340-P504-M_below"	"1256-342-P507-M_below"	"1256-344-P508-M_below"	"1256-346-P509-M_below"	"1256-348-P510-M_below"	"1256-350-P511-M_below"	"1256-352-P512-M_below"	"1256-358-P501-M_below"	"126-PC4-M_below"	"133-PC6-M_below"	"140-PC5-M_below"	"150-PC11-M_below"	"153-PC12-M_below"	"156-PC13-M_below"	"158-PC17-M_below"	"161-PC18-M_below"	"164-PC19-M_below"	"169-PC20-M_below"	"172-PC21-M_below"	"174-PC22-M_below"	"176-PC23-M_below"	"177-PC24-M_below"	"180-PC25-M_below"	"200-PC26-M_below"	"202-PC27-M_below"	"204-PC28-M_below"	"206-PC29-M_below"	"212-PC31-M_below"	"213-PC32-M_below"	"214-PC33-M_below"	"215-PC34-M_below"	"216-PC35-M_below"	"217-PC36-M_below"	"218-PC37-M_below"	"219-PC38-M_below"	"220-PC39-M_below"	"234-C318-M_below"	"237-C319-M_below"	"240-C320-M_below"	"252-C326-M_below"	"263-C330-M_below"	"272-C333-M_below"	"284-C337-M_below"	"295-C339-M_below"	"298-C341-T_below"	"379-C439-M_below"	"382-C440-M_below"	"385-C441-M_below"	"388-C442-M_below"	"391-C443-M_below"	"62-C146-M_below"	"66-C147-M_below"	"87-C156-M_below"
"e8cd627a66ce3b304471c23235176861"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	25	427	271	0	0	36	99	0	542	0	0	0	0	0	0	104	0	48	0	0	12	125	0	0	0	0	1	0	0	0	0	115	83	0	0	0	0	0	112	62	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	2	24	16	0	0	25	0	0	0	0	0	0	10	0	0	0	0	0	6	0	0	0	6	0	0	5	0	0	0	0	0	0	19	0	0	0	0	0	12	5	10	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	111	29	0	12	0	145	0	0	43	0	7	0	53	0	0	0	0
"6791b81aff174dbaf27a7d5fc0ff075a"	0	0	0	0	0	0	0	0	0	26	0	14	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	67	0	0	0	0	0	167	0	0	263	0	0	24	191	4	68	49	771	193	107	0	0	0	23	67	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	102	251	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	215	0	0	0	0	25	0	0	27	0	0	29	39	22	0	0	0	0	0	0	0	0	122	0	0	32	10	0	0	15	0	0	46	0	33	0	289	0	0	0	11	5	17	0	0	0	126	0	17	65	0	0	22	0	0	0	94	0	0	0	368	0	44	0	0	0	0	0	21	0	0	2	0	0	8	0	54	32	0	0	3	55	0	56	0	55	0	93	10	6	23	0	0	0	0	29	2	0	0	0	24	14	0	0	0	0	171	0	0	0	0	7	0	0	14	5	136	23	16	0	0	0	0	0	82	0	0	0	38	0	210	10	0	0	35	0	0	0	0	0	0	0	0	0	0	9	0	0	2	1	0	0	4	8	0	0	0	0	10	0	0	0	0	18	17	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	15	0	51	0	0	8	18	246	133	0	10	0	34	1	205	0	9	0	105	81	0	0	0	5
"2c87aedf54d987be86f343bad7c35c66"	0	52	76	0	0	0	18	0	0	0	2	17	45	0	0	0	0	27	35	24	0	0	0	0	0	24	0	0	16	6	8	0	0	0	2	14	5	24	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	22	0	0	0	0	0	0	7	0	0	0	0	0	0	0	25	10	0	0	0	18	23	0	0	41	0	55	25	0	33	17	0	0	0	0	58	0	4	81	39	21	0	0	0	31	0	0	29	0	0	35	21	29	59	18	24	21	0	0	0	0	68	105	0	29	60	43	48	117	39	0	0	22	8	0	28	4	13	0	0	0	0	15	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	17	0	0	0	34	84	8	7	17	9	0	0	13	14	4	0	40	0	0	47	230	161	0	249	338	0	54	180	289	185	28	108	163	144	64	0	103	134	0	123	0	0	168	0	76	150	197	184	16	0	0	0	0	0	0	128	0	117	146	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	10	7	110	89	127	105	123	0	160	174	191	0	19	113	0	204	76	42	131	189	122	87	79	71	0	40	0	58	0	0	13	0	4	0	88	26	97	38	123	127	0	106	86	50	0	44	231	257	0	0	0	43	141	0	0	0	65	0	0	274	0	9	19	32	0	0	0	0	0	94
"371ff3f6af66ba2c07137267c7948686"	0	0	0	0	0	0	0	0	28	0	0	0	42	13	233	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	30	0	0	0	0	0	0	0	0	7	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	575	81	0	0	0	0	0	31	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	213	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	25	288	89	119	0	0	11	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	5	8	0	2	0	0	1	0	0	0	45	24	579	272	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	64	0	0	30
"9072687c364e08f9f5809e7a31987198"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	10	0	0	0	0	0	0	5	79	0	288	148	0	255	199	13	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	121	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	96	14	0	30	25	0	11	0	0	81	0	0	630	74	125	16	50	19	0	7	0	22	0	0	0	7	0	81	0	0	439	0	238	16	0	75	12	10	0	0	0	20	80	0	0	0	0	18	15	18	0	7	0	0	0	2	17	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	1	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	20	0	0	0	18	0	0	0	0	0	0	0	0	0	37	0	0	0	0	9	15	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	58	0	0	0
"0dea46ce5d22dfefc8434eb650916a76"	940	830	154	0	0	508	379	0	0	15	0	276	74	47	60	0	30	135	649	56	0	0	116	33	2	15	0	0	0	0	113	0	95	0	381	1	0	10	137	808	0	415	0	0	0	0	0	0	49	0	285	48	0	114	380	476	294	24	0	0	679	815	0	0	0	722	145	180	0	39	772	354	310	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	215	0	0	13	0	0	0	0	0	0	0	0	26	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	159	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	7	44	147	0	24	0	0	0	0	0	0	0	0	23	0	15	0	0	44	0	0	0	0	3	0	213	0	0	25	0	167	309	174	0	0	0	0	0	0	0	205	0	111	5	34	0	23	1	27	300	126	0	0	0	47	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	68	0	0	7	0	0	7	0	0	852	1	0	0	0	0	0	0	0	0	0	61	0	0	835	0	0	106	0	0	6	1	0	58	6	901	992	438	492	118	2	0	0	0	61	243	0	2	0	32	10	55	71	348	0	26	31	7	0	0	0	24	0	0	43	0	0	0	1000	734	974	206	248	79	0	0	0	0	0	70	16	0	52	0	0	0	0	0	0	7	0	0	152	0	0	0	0	0	0	0	0	0	0	0	129	135	81
"573e97e673257ddf83dba39eb3581eeb"	0	25	0	0	0	0	0	0	0	0	63	20	9	0	6	9	0	74	126	28	0	7	23	0	6	72	0	0	0	0	0	8	0	62	8	0	0	0	0	11	152	19	0	154	60	65	0	563	12	34	0	0	71	118	83	23	49	0	363	41	0	0	18	82	180	0	0	0	86	243	0	8	0	11	0	0	0	125	181	0	50	0	88	90	0	0	0	84	0	0	20	0	55	0	0	0	57	0	0	153	12	79	0	0	0	37	0	116	47	0	0	173	0	0	0	0	0	22	0	0	68	0	0	0	6	46	0	300	0	59	0	283	0	0	0	0	0	0	0	41	0	1	0	0	139	0	214	0	0	0	0	38	47	0	99	0	193	0	49	0	12	44	0	285	0	0	0	0	26	0	283	76	197	642	0	0	36	265	96	31	34	3	20	0	0	0	9	0	12	312	0	0	27	29	40	0	0	5	0	2	0	0	81	57	0	7	10	0	19	7	7	6	75	10	24	166	9	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	23	0	0	8	0	0	0	0	0	0	29	416	0	8	0	0	6	4	0	0	1	0	0	1	0	10	0	0	0	0	0	0	6	0	0	5	6	20	0	17	26	23	23	0	0	432	69	105	727	18	187	0	0	0	0	0	4	3	0	0	99	12	3	0	0	0	0	0	0	0	0	0	0	0	0	112	26	0	22	19	59	38	12	37	164	10	49	0	0	8
"646916f8eb114270d553949000ecc8cc"	0	0	168	27	18	0	157	0	0	84	451	302	328	40	108	133	90	0	26	321	74	48	0	187	375	114	95	24	103	477	58	184	0	515	166	257	355	175	0	0	70	0	0	0	0	0	0	0	17	0	28	52	15	0	0	38	26	0	0	0	0	16	0	36	0	0	17	0	0	21	0	14	0	13	0	0	0	0	43	30	58	0	0	0	471	0	0	106	26	118	0	0	0	0	0	12	434	0	0	44	17	55	0	0	0	86	0	7	161	39	0	0	67	0	0	0	0	0	0	0	0	0	88	0	25	9	0	0	25	550	23	0	45	0	37	197	196	0	0	46	0	54	71	0	0	0	0	0	0	0	47	941	0	62	38	53	134	34	82	9	497	0	151	0	0	40	0	199	132	140	220	126	15	0	42	0	54	0	0	81	95	58	47	0	117	15	19	13	68	0	185	51	6	0	0	0	0	13	0	88	5	0	0	6	0	2	1	0	0	9	0	7	0	31	9	0	6	0	0	0	13	10	10	11	2	73	0	0	0	0	0	0	0	0	37	8	13	0	41	2	0	0	0	0	0	0	0	0	0	0	1	0	0	18	6	26	13	0	2	0	5	0	0	6	14	11	3	0	1	0	0	0	20	0	22	0	0	0	0	0	0	60	0	0	0	0	7	24	7	42	0	0	0	16	13	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	0	0	0	19	12	0	0	0	0	23	0
"769593636aad0c52dfffb1ca23b4a9c1"	0	0	0	0	0	0	0	579	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	47	0	0	12	0	0	0	0	0	41	0	0	0	121	14	144	34	0	196	154	0	7	160	0	40	31	0	16	8	0	55	86	0	0	0	4	0	124	36	0	245	0	0	8	0	73	0	46	8	76	24	0	0	28	0	0	137	127	64	46	0	0	0	0	208	113	16	81	11	509	14	0	0	1	33	0	59	0	0	0	0	0	8	30	350	0	0	0	320	0	0	0	0	0	42	0	58	13	46	0	102	32	4	16	48	0	0	0	105	0	10	82	10	0	0	0	253	51	423	0	493	434	21	0	0	0	0	29	0	0	0	0	0	18	0	35	0	2	0	139	29	0	0	0	0	0	0	32	0	86	14	342	0	24	1	9	0	2	0	7	12	97	8	2	0	121	47	39	46	49	11	8	19	10	10	129	2	23	7	29	9	3	0	9	7	48	24	2	23	3	47	94	16	0	3	0	2	16	0	15	19	10	124	0	12	20	257	89	15	217	550	26	0	141	174	119	47	282	0	107	0	385	408	0	1	0	2	7	0	0	7	0	0	5	15	2	41	5	0	8	0	5	88	152	37	45	61	31	44	0	196	285	296	121	320	331	0	31	0	0	0	0	0	6	0	0	11	0	4	95	0	0	27	0	0	104	11	4	216	0	174	6	0	104	0	0	29	4	18	126	41	42	0	0	4
"8b3ceb6f36e60b709bd3dbdbf2f1ed15"	0	31	47	62	665	0	36	0	23	28	61	68	0	191	51	70	243	118	0	105	55	86	39	41	86	0	66	101	68	1	80	135	162	0	35	35	83	28	300	28	69	50	0	0	149	0	0	0	55	0	31	84	15	0	24	0	347	0	72	89	0	0	0	47	399	0	0	0	0	14	0	156	161	178	256	275	191	218	0	72	226	112	0	83	0	74	171	70	153	117	0	0	136	146	242	124	0	186	265	179	196	203	0	218	245	41	530	136	205	208	169	0	0	174	265	0	91	81	0	219	68	69	287	460	126	22	137	0	154	111	196	0	177	0	0	178	222	104	104	59	183	55	113	0	0	0	161	0	0	113	99	5	71	93	117	166	144	33	0	20	5	0	0	0	88	89	0	67	117	182	0	135	26	68	92	0	224	0	0	37	14	25	86	125	1	4	4	69	0	6	27	21	158	15	31	0	4	45	46	37	35	31	0	56	37	20	0	60	28	48	59	74	0	67	42	5	55	12	0	44	11	59	43	62	56	0	21	0	10	0	0	0	72	0	23	85	44	0	33	9	64	0	19	27	0	8	0	50	0	0	10	0	65	61	74	123	93	45	68	0	27	76	26	0	58	89	0	53	0	71	0	36	107	0	0	0	10	19	0	0	0	0	0	0	0	0	46	84	37	68	60	80	48	52	38	22	0	16	44	4	0	0	121	33	65	0	0	0	22	0	0	108	0	0	0	55	0	0	0	0	13	16
