"psuedo_sample_name"	"sample_name_backup"	"host_scientific_name"	"expedition_number"	"political_area"	"ocean_area"	"compartment_neutrality"	"compartment"	"neutrality"
"310-C363-T_neutral"	"C_363_T"	"Orbicella annularis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"312-C365-T_neutral"	"C_365_T"	"Diploria labyrinthiformis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"313-C366-T_neutral"	"C_366_T"	"Diploria labyrinthiformis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"314-C367-T_neutral"	"C_367_T"	"Siderastrea siderea"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"315-C368-T_neutral"	"C_368_T"	"Siderastrea siderea"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"321-C374-T_neutral"	"C_374_T"	"Siderastrea siderea"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"322-C375-T_neutral"	"C_375_T"	"Orbicella annularis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"323-C376-T_neutral"	"C_376_T"	"Orbicella annularis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"327-C380-T_neutral"	"C_380_T"	"Orbicella faveolata"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"330-C383-T_neutral"	"C_383_T"	"Orbicella faveolata"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"331-C384-T_neutral"	"C_384_T"	"Diploria labyrinthiformis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"334-C387-T_neutral"	"C_387_T"	"Siderastrea siderea"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"335-C388-T_neutral"	"C_388_T"	"Diploria labyrinthiformis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"336-C389-T_neutral"	"C_389_T"	"Diploria labyrinthiformis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"338-C390-T_neutral"	"C_390_T"	"Diploria labyrinthiformis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"339-C391-T_neutral"	"C_391_T"	"Diploria labyrinthiformis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"342-C394-T_neutral"	"C_394_T"	"Siderastrea siderea"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"345-C397-T_neutral"	"C_397_T"	"Siderastrea siderea"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"346-C398-T_neutral"	"C_398_T"	"Acropora palmata"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"347-C399-T_neutral"	"C_399_T"	"Acropora palmata"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"348-C400-T_neutral"	"C_400_T"	"Acropora palmata"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"349-C401-T_neutral"	"C_401_T"	"Acropora palmata"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"350-C402-T_neutral"	"C_402_T"	"Acropora palmata"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"351-C403-T_neutral"	"C_403_T"	"Acropora palmata"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"352-C404-T_neutral"	"C_404_T"	"Acropora cervicornis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"353-C405-T_neutral"	"C_405_T"	"Acropora cervicornis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"354-C406-T_neutral"	"C_406_T"	"Acropora cervicornis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"355-C407-T_neutral"	"C_407_T"	"Acropora cervicornis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"356-C408-T_neutral"	"C_408_T"	"Acropora cervicornis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"359-C426-T_neutral"	"C_426_T"	"Diploria labyrinthiformis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"360-C427-T_neutral"	"C_427_T"	"Diploria labyrinthiformis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"369-C428-T_neutral"	"C_428_T"	"Diploria labyrinthiformis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"370-C429-T_neutral"	"C_429_T"	"Diploria labyrinthiformis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"371-C430-T_neutral"	"C_430_T"	"Siderastrea siderea"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"372-C431-T_neutral"	"C_431_T"	"Siderastrea siderea"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"373-C432-T_neutral"	"C_432_T"	"Siderastrea siderea"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"374-C433-T_neutral"	"C_433_T"	"Siderastrea siderea"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"375-C434-T_neutral"	"C_434_T"	"Acropora cervicornis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"381-C439-T_neutral"	"C_439_T"	"Stephanocoenia intersepta"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"384-C440-T_neutral"	"C_440_T"	"Stephanocoenia intersepta"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"387-C441-T_neutral"	"C_441_T"	"Stephanocoenia intersepta"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"390-C442-T_neutral"	"C_442_T"	"Stephanocoenia intersepta"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"61-C145-T_neutral"	"C_145_T"	"Stephanocoenia intersepta"	"E5"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"64-C146-T_neutral"	"C_146_T"	"Stephanocoenia intersepta"	"E5"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
