"psuedo_sample_name"	"sample_name_backup"	"host_scientific_name"	"expedition_number"	"political_area"	"ocean_area"	"compartment_neutrality"	"compartment"	"neutrality"
"E7.17.Ech.lame.1.20150620.T_neutral"	"E7.17.Ech.lame.1.20150620.T"	"Echinopora lamellosa"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.17.Ech.lame.2.20150620.T_neutral"	"E7.17.Ech.lame.2.20150620.T"	"Echinopora lamellosa"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.17.Ech.lame.3.20150620.T_neutral"	"E7.17.Ech.lame.3.20150620.T"	"Echinopora lamellosa"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.17.Fav.abdi.1.20150623.T_neutral"	"E7.17.Fav.abdi.1.20150623.T"	"Favites abdita"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.17.Fav.spA.1.20150623.T_neutral"	"E7.17.Fav.spA.1.20150623.T"	"Dipsastraea sp_A"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.17.Fav.spA.2.20150623.T_neutral"	"E7.17.Fav.spA.2.20150623.T"	"Dipsastraea sp_A"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.17.Gon.edwa.1.20150623.T_neutral"	"E7.17.Gon.edwa.1.20150623.T"	"Goniastrea edwardsi"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.17.Gon.edwa.2.20150623.T_neutral"	"E7.17.Gon.edwa.2.20150623.T"	"Goniastrea edwardsi"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.17.Hyd.exce.1.20150620.T_neutral"	"E7.17.Hyd.exce.1.20150620.T"	"Hydnophora exesa"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.17.Hyd.exes.1.20150622.T_neutral"	"E7.17.Hyd.exes.1.20150622.T"	"Hydnophora exesa"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.17.Hyd.exes.2.20150622.T_neutral"	"E7.17.Hyd.exes.2.20150622.T"	"Hydnophora exesa"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.17.Mer.ampl.2.20150621.T_neutral"	"E7.17.Mer.ampl.2.20150621.T"	"Merulina ampliata"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.17.Myc.elep.1.20150622.T_neutral"	"E7.17.Myc.elep.1.20150622.T"	"Echinophyllia aspera"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.17.Pla.sine.1.20150622.T_neutral"	"E7.17.Pla.sine.1.20150622.T"	"Platygyra sinensis"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.19.Lob.hemp.1.20150619.T_neutral"	"E7.19.Lob.hemp.1.20150619.T"	"Lobophyllia hemprichii"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.19.Lob.hemp.1.20150621.T_neutral"	"E7.19.Lob.hemp.1.20150621.T"	"Lobophyllia hemprichii"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.19.Lob.hemp.2.20150619.T_neutral"	"E7.19.Lob.hemp.2.20150619.T"	"Lobophyllia hemprichii"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.3.Por.loba.2.20150619.T_neutral"	"E7.3.Por.loba.2.20150619.T"	"Porites lobata"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.5.Gal.astr.1.20150622.T_neutral"	"E7.5.Gal.astr.1.20150622.T"	"Galaxea astreata"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.5.Gal.fasc.1.20150621.T_neutral"	"E7.5.Gal.fasc.1.20150621.T"	"Galaxea fascicularis"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.5.Gal.fasc.1.20150622.T_neutral"	"E7.5.Gal.fasc.1.20150622.T"	"Galaxea fascicularis"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.6.Acr.hyac.1.20150622.T_neutral"	"E7.6.Acr.hyac.1.20150622.T"	"Acropora hyacinthus"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.6.Acr.hyac.2.20150622.T_neutral"	"E7.6.Acr.hyac.2.20150622.T"	"Acropora hyacinthus"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.6.Acr.hyac.3.20150622.T_neutral"	"E7.6.Acr.hyac.3.20150622.T"	"Acropora hyacinthus"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.6.Mon.aequ.1.20150620.T_neutral"	"E7.6.Mon.aequ.1.20150620.T"	"Montipora aequituberculata"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.6.Mon.aequ.2.20150620.T_neutral"	"E7.6.Mon.aequ.2.20150620.T"	"Montipora aequituberculata"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.6.Mon.aequ.3.20150620.T_neutral"	"E7.6.Mon.aequ.3.20150620.T"	"Montipora aequituberculata"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.6.Mon.aequ.4.20150620.T_neutral"	"E7.6.Mon.aequ.4.20150620.T"	"Montipora aequituberculata"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"E7.7.Pav.vari.1.20150623.T_neutral"	"E7.7.Pav.vari.1.20150623.T"	"Pavona varians"	"E7"	"Australia"	"Eastern Indian"	"tissue_neutral"	"tissue"	"neutral"
"113-C160-T_neutral"	"C_160_T"	"Orbicella annularis"	"E5"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"125-PC3-T_neutral"	"PC3_T"	"Montastraea cavernosa"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-008-C119-T_neutral"	"1256-008-C119-T"	"Orbicella annularis"	"E5"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-011-C120-T_neutral"	"1256-011-C120-T"	"Orbicella faveolata"	"E5"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-014-C121-T_neutral"	"1256-014-C121-T"	"Orbicella faveolata"	"E5"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-018-C122-T_neutral"	"1256-018-C122-T"	"Orbicella annularis"	"E5"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-024-C127-T_neutral"	"1256-024-C127-T"	"Scolymia sp"	"E5"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-027-C128-T_neutral"	"1256-027-C128-T"	"Scolymia sp"	"E5"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-030-C129-T_neutral"	"1256-030-C129-T"	"Scolymia sp"	"E5"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-032-C132-T_neutral"	"1256-032-C132-T"	"Montastraea cavernosa"	"E5"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-036-C133-T_neutral"	"1256-036-C133-T"	"Montastraea cavernosa"	"E5"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-042-C143-T_neutral"	"1256-042-C143-T"	"Stephanocoenia intersepta"	"E5"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-045-C144-T_neutral"	"1256-045-C144-T"	"Stephanocoenia intersepta"	"E5"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-048-C145-T_neutral"	"1256-048-C145-T"	"Stephanocoenia intersepta"	"E5"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-052-C148-T_neutral"	"1256-052-C148-T"	"Diploria labyrinthiformis"	"E5"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-055-C149-T_neutral"	"1256-055-C149-T"	"Diploria labyrinthiformis"	"E5"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-061-C151-T_neutral"	"1256-061-C151-T"	"Siderastrea siderea"	"E5"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-066-C153-T_neutral"	"1256-066-C153-T"	"Siderastrea siderea"	"E5"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-070-C327-T_neutral"	"1256-070-C327-T"	"Montastraea cavernosa"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-073-C328-T_neutral"	"1256-073-C328-T"	"Montastraea cavernosa"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-074-C369-T_neutral"	"1256-074-C369-T"	"Acropora palmata"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-075-C370-T_neutral"	"1256-075-C370-T"	"Acropora palmata"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-076-C371-T_neutral"	"1256-076-C371-T"	"Acropora palmata"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-077-C372-T_neutral"	"1256-077-C372-T"	"Acropora palmata"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-078-C373-T_neutral"	"1256-078-C373-T"	"Acropora palmata"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-079-C386-T_neutral"	"1256-079-C386-T"	"Diploria labyrinthiformis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-080-C435-T_neutral"	"1256-080-C435-T"	"Acropora cervicornis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-081-C436-T_neutral"	"1256-081-C436-T"	"Acropora cervicornis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-082-C437-T_neutral"	"1256-082-C437-T"	"Acropora cervicornis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-103-PW164-T_neutral"	"1256-103-PW164-T"	"Pavona clavus"	"E11"	"Panama"	"Eastern Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-106-PW165-T_neutral"	"1256-106-PW165-T"	"Pavona clavus"	"E11"	"Panama"	"Eastern Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-109-PW166-T_neutral"	"1256-109-PW166-T"	"Tubastraea sp"	"E11"	"Panama"	"Eastern Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-112-PW167-T_neutral"	"1256-112-PW167-T"	"Tubastraea sp"	"E11"	"Panama"	"Eastern Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-115-PW168-T_neutral"	"1256-115-PW168-T"	"Pavona clavus"	"E11"	"Panama"	"Eastern Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-119-PW169-T_neutral"	"1256-119-PW169-T"	"Tubastraea sp"	"E11"	"Panama"	"Eastern Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-122-PW170-T_neutral"	"1256-122-PW170-T"	"Pavona clavus"	"E11"	"Panama"	"Eastern Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-125-PW171-T_neutral"	"1256-125-PW171-T"	"Gardineroseris planulata"	"E11"	"Panama"	"Eastern Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-128-PW172-T_neutral"	"1256-128-PW172-T"	"Gardineroseris planulata"	"E11"	"Panama"	"Eastern Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-131-PW174-T_neutral"	"1256-131-PW174-T"	"Pavona gigantea"	"E11"	"Panama"	"Eastern Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-136-PW176-T_neutral"	"1256-136-PW176-T"	"Pavona gigantea"	"E11"	"Panama"	"Eastern Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-139-PW177-T_neutral"	"1256-139-PW177-T"	"Porites panamensis"	"E11"	"Panama"	"Eastern Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-142-PW178-T_neutral"	"1256-142-PW178-T"	"Porites panamensis"	"E11"	"Panama"	"Eastern Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-147-PW182-T_neutral"	"1256-147-PW182-T"	"Tubastraea sp"	"E11"	"Panama"	"Eastern Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-151-PW183-T_neutral"	"1256-151-PW183-T"	"Pavona gigantea"	"E11"	"Panama"	"Eastern Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-154-PW185-T_neutral"	"1256-154-PW185-T"	"Psammocora stellata"	"E11"	"Panama"	"Eastern Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-157-PW186-T_neutral"	"1256-157-PW186-T"	"Psammocora stellata"	"E11"	"Panama"	"Eastern Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-160-PW187-T_neutral"	"1256-160-PW187-T"	"Psammocora stellata"	"E11"	"Panama"	"Eastern Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-168-PW192-T_neutral"	"1256-168-PW192-T"	"Pocillopora damicornis"	"E11"	"Panama"	"Eastern Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-171-PW193-T_neutral"	"1256-171-PW193-T"	"Gardineroseris planulata"	"E11"	"Panama"	"Eastern Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-174-PW194-T_neutral"	"1256-174-PW194-T"	"Porites lobata"	"E11"	"Panama"	"Eastern Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-177-PW195-T_neutral"	"1256-177-PW195-T"	"Pocillopora elegans"	"E11"	"Panama"	"Eastern Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-180-PW197-T_neutral"	"1256-180-PW197-T"	"Porites lobata"	"E11"	"Panama"	"Eastern Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-189-PW201-T_neutral"	"1256-189-PW201-T"	"Pocillopora elegans"	"E11"	"Panama"	"Eastern Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-192-PW202-T_neutral"	"1256-192-PW202-T"	"Pocillopora elegans"	"E11"	"Panama"	"Eastern Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-195-PW203-T_neutral"	"1256-195-PW203-T"	"Pavona varians"	"E11"	"Panama"	"Eastern Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-202-HI6-T_neutral"	"1256-202-HI6-T"	"Porites lobata"	"E15"	"Hawaii, United States"	"North Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-205-HI7-T_neutral"	"1256-205-HI7-T"	"Montipora capitata"	"E15"	"Hawaii, United States"	"North Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-208-HI8-T_neutral"	"1256-208-HI8-T"	"Pocillopora meandrina"	"E15"	"Hawaii, United States"	"North Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-211-HI10-T_neutral"	"1256-211-HI10-T"	"Pocillopora meandrina"	"E15"	"Hawaii, United States"	"North Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-214-HI57-T_neutral"	"1256-214-HI57-T"	"Leptastrea purpurea"	"E15"	"Hawaii, United States"	"North Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-218-HI58-T_neutral"	"1256-218-HI58-T"	"Lobactis scutaria"	"E15"	"Hawaii, United States"	"North Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-221-HI59-T_neutral"	"1256-221-HI59-T"	"Montipora capitata"	"E15"	"Hawaii, United States"	"North Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-224-HI60-T_neutral"	"1256-224-HI60-T"	"Pavona varians"	"E15"	"Hawaii, United States"	"North Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-227-HI61-T_neutral"	"1256-227-HI61-T"	"Porites evermanni"	"E15"	"Hawaii, United States"	"North Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-237-HI64-T_neutral"	"1256-237-HI64-T"	"Pocillopora damicornis"	"E15"	"Hawaii, United States"	"North Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-240-HI65-T_neutral"	"1256-240-HI65-T"	"Porites lobata"	"E15"	"Hawaii, United States"	"North Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-246-HI67-T_neutral"	"1256-246-HI67-T"	"Porites evermanni"	"E15"	"Hawaii, United States"	"North Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-253-HI69-T_neutral"	"1256-253-HI69-T"	"Gardineroseris planulata"	"E15"	"Hawaii, United States"	"North Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-258-HIA-T_neutral"	"1256-258-HIA-T"	"Tubastraea coccinea"	"E15"	"Hawaii, United States"	"North Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-267-HID-T_neutral"	"1256-267-HID-T"	"Pocillopora meandrina"	"E15"	"Hawaii, United States"	"North Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-273-P2-T_neutral"	"1256-273-P2-T"	"Montastraea cavernosa"	"E2"	"Panama"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-276-P5-T_neutral"	"1256-276-P5-T"	"Orbicella franksi"	"E2"	"Panama"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-277-HIE-T_neutral"	"1256-277-HIE-T"	"Pocillopora damicornis"	"E15"	"Hawaii, United States"	"North Pacific"	"tissue_neutral"	"tissue"	"neutral"
"1256-287-P6-T_neutral"	"1256-287-P6-T"	"Orbicella franksi"	"E2"	"Panama"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-290-P7-T_neutral"	"1256-290-P7-T"	"Orbicella franksi"	"E2"	"Panama"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-293-P8-T_neutral"	"1256-293-P8-T"	"Orbicella faveolata"	"E2"	"Panama"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-297-P11-T_neutral"	"1256-297-P11-T"	"Orbicella annularis"	"E2"	"Panama"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-300-P12-T_neutral"	"1256-300-P12-T"	"Orbicella annularis"	"E2"	"Panama"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-304-P479-T_neutral"	"1256-304-P479-T"	"Porites porites"	"E2"	"Panama"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-308-P481-T_neutral"	"1256-308-P481-T"	"Porites porites"	"E2"	"Panama"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-312-P483-T_neutral"	"1256-312-P483-T"	"Agaricia tenuifolia"	"E2"	"Panama"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-322-P489-T_neutral"	"1256-322-P489-T"	"Stephanocoenia intersepta"	"E2"	"Panama"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-325-P493-T_neutral"	"1256-325-P493-T"	"Eusmilia fastigiata"	"E2"	"Panama"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-327-P494-T_neutral"	"1256-327-P494-T"	"Eusmilia fastigiata"	"E2"	"Panama"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-329-P496-T_neutral"	"1256-329-P496-T"	"Siderastrea siderea"	"E2"	"Panama"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-331-P497-T_neutral"	"1256-331-P497-T"	"Siderastrea siderea"	"E2"	"Panama"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-334-P499-T_neutral"	"1256-334-P499-T"	"Diploria labyrinthiformis"	"E2"	"Panama"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-339-P503-T_neutral"	"1256-339-P503-T"	"Acropora palmata"	"E2"	"Panama"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-343-P507-T_neutral"	"1256-343-P507-T"	"Acropora cervicornis"	"E2"	"Panama"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-345-P508-T_neutral"	"1256-345-P508-T"	"Meandrina meandrites"	"E2"	"Panama"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-349-P510-T_neutral"	"1256-349-P510-T"	"Meandrina meandrites"	"E2"	"Panama"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"1256-351-P511-T_neutral"	"1256-351-P511-T"	"Meandrina meandrites"	"E2"	"Panama"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"130-PC5-T_neutral"	"PC5_T"	"Orbicella franksi"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"132-PC6-T_neutral"	"PC6_T"	"Orbicella franksi"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"138-PC8-T_neutral"	"PC8_T"	"Orbicella faveolata"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"142-PC9-T_neutral"	"PC9_T"	"Orbicella faveolata"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"146-PC10-T_neutral"	"PC10_T"	"Orbicella faveolata"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"149-PC11-T_neutral"	"PC11_T"	"Orbicella annularis"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"155-PC13-T_neutral"	"PC13_T"	"Orbicella annularis"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"162-PC18-T_neutral"	"PC18_T"	"Porites astreoides"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"165-PC19-T_neutral"	"PC19_T"	"Porites astreoides"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"170-PC20-T_neutral"	"PC20_T"	"Porites porites"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"171-PC21-T_neutral"	"PC21_T"	"Porites porites"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"173-PC22-T_neutral"	"PC22_T"	"Porites porites"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"175-PC23-T_neutral"	"PC23_T"	"Agaricia tenuifolia"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"178-PC24-T_neutral"	"PC24_T"	"Agaricia tenuifolia"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"179-PC25-T_neutral"	"PC25_T"	"Agaricia tenuifolia"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"201-PC26-T_neutral"	"PC26_T"	"Agaricia tenuifolia"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"203-PC27-T_neutral"	"PC27_T"	"Agaricia tenuifolia"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"205-PC28-T_neutral"	"PC28_T"	"Stephanocoenia intersepta"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"207-PC29-T_neutral"	"PC29_T"	"Stephanocoenia intersepta"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"209-PC30-T_neutral"	"PC30_T"	"Stephanocoenia intersepta"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"210-PC39-T_neutral"	"PC39_T"	"Siderastrea siderea"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"211-PC40-T_neutral"	"PC40_T"	"Diploria labyrinthiformis"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"221-PC41-T_neutral"	"PC41_T"	"Diploria labyrinthiformis"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"222-PC42-T_neutral"	"PC42_T"	"Diploria labyrinthiformis"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"224-PC45-T_neutral"	"PC45_T"	"Acropora cervicornis"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"227-PC50-T_neutral"	"PC50_T"	"Meandrina meandrites"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"229-PC52-T_neutral"	"PC52_T"	"Meandrina meandrites"	"E2"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"239-C319-T_neutral"	"C_319_T"	"Orbicella faveolata"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"243-C320-T_neutral"	"C_320_T"	"Orbicella faveolata"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"262-C329-T_neutral"	"C_329_T"	"Siderastrea siderea"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"274-C333-T_neutral"	"C_333_T"	"Orbicella annularis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"277-C334-T_neutral"	"C_334_T"	"Siderastrea siderea"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"280-C335-T_neutral"	"C_335_T"	"Siderastrea siderea"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"283-C336-T_neutral"	"C_336_T"	"Siderastrea siderea"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"297-C339-T_neutral"	"C_339_T"	"Diploria labyrinthiformis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"299-C342-T_neutral"	"C_342_T"	"Orbicella faveolata"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"302-C345-T_neutral"	"C_345_T"	"Acropora cervicornis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"304-C347-T_neutral"	"C_347_T"	"Orbicella annularis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"305-C348-T_neutral"	"C_348_T"	"Orbicella annularis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"306-C349-T_neutral"	"C_349_T"	"Orbicella annularis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"307-C350-T_neutral"	"C_350_T"	"Orbicella annularis"	"E12"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
"31-C130-T_neutral"	"C_130_T"	"Scolymia sp"	"E5"	"Colombia"	"Caribbean"	"tissue_neutral"	"tissue"	"neutral"
