"id"	"E1.10.Poc.dami.1.20140728.T_below"	"E1.10.Poc.dami.1.20140731.T_below"	"E1.10.Sty.pist.1.20140807.T_below"	"E1.10.Sty.pist.1.20140815.T_below"	"E1.11.Fun.sp.1.20140730.T_below"	"E1.11.Fun.sp.1.20140811.T_below"	"E1.11.Lep.tran.1.20140731.T_below"	"E1.11.Psa.digi.1.20140807.T_below"	"E1.14.Phy.lich.1.20140811.T_below"	"E1.15.Dip.heli.1.20140726.T_below"	"E1.15.Dip.heli.1.20140809.T_below"	"E1.15.Dip.heli.1.20140815.T_below"	"E1.15.Dip.heli.1.20140905.T_below"	"E1.17.Cau.furc.1.20140801.T_below"	"E1.17.Ech.lame.1.20140905.T_below"	"E1.17.Ech.mamm.1.20140815.T_below"	"E1.17.Fav.sp.1.20140805.T_below"	"E1.17.Fav.sp.1.20140811.T_below"	"E1.17.Fav.sp.2.20140805.T_below"	"E1.17.Hyd.exes.1.20140803.T_below"	"E1.19.Lob.sp.1.20140730.T_below"	"E1.19.Lob.sp.1.20140809.T_below"	"E1.19.Sym.sp.1.20140814.T_below"	"E1.19.Sym.sp.1.20140815.T_below"	"E1.19.Sym.sp.1.20140905.T_below"	"E1.2.Tur.pelt.1.20140814.T_below"	"E1.2.Tur.reni.1.20140730.T_below"	"E1.2.Tur.reni.1.20140814.T_below"	"E1.2.Tur.stel.1.20140805.T_below"	"E1.3.Por.loba.1.20140905.T_below"	"E1.4.Pac.rugo.1.20140728.T_below"	"E1.4.Pac.rugo.1.20140814.T_below"	"E1.4.Pac.spec.1.20140811.T_below"	"E1.5.Gal.astr.1.20140728.T_below"	"E1.5.Gal.astr.1.20140807.T_below"	"E1.5.Gal.astr.1.20140814.T_below"	"E1.5.Gal.astr.1.20140905.T_below"	"E1.6.Acr.sp.1.20140905.T_below"	"E1.6.Iso.pali.1.20140803.T_below"	"E1.6.Iso.pali.1.20140815.T_below"	"E1.7.Pav.sp.1.20140905.T_below"	"E1.7.Pav.vari.1.20140805.T_below"	"E1.7.Pav.vari.1.20140815.T_below"	"E1.7.Pav.veno.1.20140809.T_below"	"E1.7.Pav.veno.1.20140811.T_below"	"E10.10.Poc.dami.1.20150630.T_below"	"E10.10.Sty.pist.2.20150630.T_below"	"E10.17.Gon.favu.1.20150629.T_below"	"E10.17.Gon.favu.1.20150630.T_below"	"E10.17.Gon.favu.2.20150630.T_below"	"E10.17.Mon.curt.3.20150629.T_below"	"E10.Acr.cyth.1.20150627.T_below"	"E10.Acr.cyth.3.20150627.T_below"	"E10.Acr.pali.2.20150627.T_below"	"E10.Acr.pali.3.20150627.T_below"	"E10.Alv.alli.1.20150628.T_below"	"E10.Alv.alli.2.20150628.T_below"	"E10.Alv.alli.3.20150628.T_below"	"E10.Cyp.micr.1.20150627.T_below"	"E10.Fav.abdi.1.20150629.T_below"	"E10.Mon.curt.1.20150629.T_below"	"E10.Mon.curt.2.20150629.T_below"	"E10.Poc.dami.1.20150628.T_below"	"E10.Poc.dami.2.20150628.T_below"	"E10.Sty.pist.1.20150628.T_below"	"E3.11.Fun.sp.1.20150125.T_below"	"E3.11.Fun.sp.1.20150127.T_below"	"E3.11.Fun.sp.2.20150125.T_below"	"E3.15.Dip.heli.1.20150105.T_below"	"E3.15.Dip.heli.1.20150106.T_below"	"E3.15.Dip.heli.1.20150118.T_below"	"E3.15.Dip.heli.1.20150120.T_below"	"E3.15.Dip.heli.1.20150123.T_below"	"E3.15.Dip.heli.2.20150105.T_below"	"E3.15.Dip.heli.2.20150106.T_below"	"E3.15.Dip.heli.2.20150119.T_below"	"E3.15.Dip.heli.3.20150105.T_below"	"E3.15.Dip.heli.3.20150106.T_below"	"E3.15.Dip.heli.3.20150120.T_below"	"E3.15.Dip.heli.3.20150121.T_below"	"E3.15.Dip.heli.3.20150123.T_below"	"E3.15.Dip.heli.4.20150105.T_below"	"E3.15.Dip.heli.4.20150106.T_below"	"E3.17.Ech.horr.1.20150123.T_below"	"E3.17.Ech.mamm.1.20150123.T_below"	"E3.2.Tur.reni.1.20150127.T_below"	"E3.4.Pac.rugo.1.20150127.T_below"	"E3.4.Pac.rugo.1.20150128.T_below"	"E3.4.Pac.spec.1.20150128.T_below"	"E3.4.Pac.spec.1.20150129.T_below"	"E3.5.Gal.astr.1.20150124.T_below"	"E3.5.Gal.astr.2.20150124.T_below"	"E3.6.Acr.hyac.1.20150106.T_below"	"E3.6.Acr.hyac.1.20150121.T_below"	"E3.6.Acr.hyac.1.20150123.T_below"	"E3.6.Acr.hyac.2.20150105.T_below"	"E3.6.Acr.hyac.2.20150106.T_below"	"E3.6.Acr.hyac.2.20150120.T_below"	"E3.6.Acr.hyac.2.20150123.T_below"	"E3.6.Acr.hyac.3.20150105.T_below"	"E3.6.Acr.hyac.3.20150120.T_below"	"E3.6.Acr.hyac.3.20150121.T_below"	"E3.6.Acr.hyac.3.20150123.T_below"	"E3.6.Acr.hyac.4.20150105.T_below"	"E3.7.Pav.vari.2.20150124.T_below"	"E7.17.Ech.lame.1.20150620.T_below"	"E7.17.Ech.lame.2.20150620.T_below"	"E7.17.Ech.lame.3.20150620.T_below"	"E7.17.Fav.abdi.1.20150623.T_below"	"E7.17.Fav.spA.1.20150623.T_below"	"E7.17.Fav.spA.2.20150623.T_below"	"E7.17.Gon.edwa.1.20150623.T_below"	"E7.17.Gon.edwa.2.20150623.T_below"	"E7.17.Hyd.exce.1.20150620.T_below"	"E7.17.Hyd.exes.1.20150622.T_below"	"E7.17.Hyd.exes.2.20150622.T_below"	"E7.17.Mer.ampl.2.20150621.T_below"	"E7.17.Myc.elep.1.20150622.T_below"	"E7.17.Pla.sine.1.20150622.T_below"	"E7.19.Lob.hemp.1.20150619.T_below"	"E7.19.Lob.hemp.1.20150621.T_below"	"E7.19.Lob.hemp.2.20150619.T_below"	"E7.3.Por.loba.2.20150619.T_below"	"E7.5.Gal.astr.1.20150622.T_below"	"E7.5.Gal.fasc.1.20150621.T_below"	"E7.5.Gal.fasc.1.20150622.T_below"	"E7.6.Acr.hyac.1.20150622.T_below"	"E7.6.Acr.hyac.2.20150622.T_below"	"E7.6.Acr.hyac.3.20150622.T_below"	"E7.6.Mon.aequ.1.20150620.T_below"	"E7.6.Mon.aequ.2.20150620.T_below"	"E7.6.Mon.aequ.3.20150620.T_below"	"E7.6.Mon.aequ.4.20150620.T_below"	"E7.7.Pav.vari.1.20150623.T_below"	"113-C160-T_below"	"125-PC3-T_below"	"1256-008-C119-T_below"	"1256-011-C120-T_below"	"1256-014-C121-T_below"	"1256-018-C122-T_below"	"1256-024-C127-T_below"	"1256-027-C128-T_below"	"1256-030-C129-T_below"	"1256-032-C132-T_below"	"1256-036-C133-T_below"	"1256-042-C143-T_below"	"1256-045-C144-T_below"	"1256-048-C145-T_below"	"1256-052-C148-T_below"	"1256-055-C149-T_below"	"1256-061-C151-T_below"	"1256-066-C153-T_below"	"1256-070-C327-T_below"	"1256-073-C328-T_below"	"1256-074-C369-T_below"	"1256-075-C370-T_below"	"1256-076-C371-T_below"	"1256-077-C372-T_below"	"1256-078-C373-T_below"	"1256-079-C386-T_below"	"1256-080-C435-T_below"	"1256-081-C436-T_below"	"1256-082-C437-T_below"	"1256-103-PW164-T_below"	"1256-106-PW165-T_below"	"1256-109-PW166-T_below"	"1256-112-PW167-T_below"	"1256-115-PW168-T_below"	"1256-119-PW169-T_below"	"1256-122-PW170-T_below"	"1256-125-PW171-T_below"	"1256-128-PW172-T_below"	"1256-131-PW174-T_below"	"1256-136-PW176-T_below"	"1256-139-PW177-T_below"	"1256-142-PW178-T_below"	"1256-147-PW182-T_below"	"1256-151-PW183-T_below"	"1256-154-PW185-T_below"	"1256-157-PW186-T_below"	"1256-160-PW187-T_below"	"1256-168-PW192-T_below"	"1256-171-PW193-T_below"	"1256-174-PW194-T_below"	"1256-177-PW195-T_below"	"1256-180-PW197-T_below"	"1256-189-PW201-T_below"	"1256-192-PW202-T_below"	"1256-195-PW203-T_below"	"1256-202-HI6-T_below"	"1256-205-HI7-T_below"	"1256-208-HI8-T_below"	"1256-211-HI10-T_below"	"1256-214-HI57-T_below"	"1256-218-HI58-T_below"	"1256-221-HI59-T_below"	"1256-224-HI60-T_below"	"1256-227-HI61-T_below"	"1256-237-HI64-T_below"	"1256-240-HI65-T_below"	"1256-246-HI67-T_below"	"1256-253-HI69-T_below"	"1256-258-HIA-T_below"	"1256-267-HID-T_below"	"1256-273-P2-T_below"	"1256-276-P5-T_below"	"1256-277-HIE-T_below"	"1256-287-P6-T_below"	"1256-290-P7-T_below"	"1256-293-P8-T_below"	"1256-297-P11-T_below"	"1256-300-P12-T_below"	"1256-304-P479-T_below"	"1256-308-P481-T_below"	"1256-312-P483-T_below"	"1256-322-P489-T_below"	"1256-325-P493-T_below"	"1256-327-P494-T_below"	"1256-329-P496-T_below"	"1256-331-P497-T_below"	"1256-334-P499-T_below"	"1256-339-P503-T_below"	"1256-343-P507-T_below"	"1256-345-P508-T_below"	"1256-349-P510-T_below"	"1256-351-P511-T_below"	"130-PC5-T_below"	"132-PC6-T_below"	"138-PC8-T_below"	"142-PC9-T_below"	"146-PC10-T_below"	"149-PC11-T_below"	"155-PC13-T_below"	"162-PC18-T_below"	"165-PC19-T_below"	"170-PC20-T_below"	"171-PC21-T_below"	"173-PC22-T_below"	"175-PC23-T_below"	"178-PC24-T_below"	"179-PC25-T_below"	"201-PC26-T_below"	"203-PC27-T_below"	"205-PC28-T_below"	"207-PC29-T_below"	"209-PC30-T_below"	"210-PC39-T_below"	"211-PC40-T_below"	"221-PC41-T_below"	"222-PC42-T_below"	"224-PC45-T_below"	"227-PC50-T_below"	"229-PC52-T_below"	"239-C319-T_below"	"243-C320-T_below"	"262-C329-T_below"	"274-C333-T_below"	"277-C334-T_below"	"280-C335-T_below"	"283-C336-T_below"	"297-C339-T_below"	"299-C342-T_below"	"302-C345-T_below"	"304-C347-T_below"	"305-C348-T_below"	"306-C349-T_below"	"307-C350-T_below"	"31-C130-T_below"	"310-C363-T_below"	"312-C365-T_below"	"313-C366-T_below"	"314-C367-T_below"	"315-C368-T_below"	"321-C374-T_below"	"322-C375-T_below"	"323-C376-T_below"	"327-C380-T_below"	"330-C383-T_below"	"331-C384-T_below"	"334-C387-T_below"	"335-C388-T_below"	"336-C389-T_below"	"338-C390-T_below"	"339-C391-T_below"	"342-C394-T_below"	"345-C397-T_below"	"346-C398-T_below"	"347-C399-T_below"	"348-C400-T_below"	"349-C401-T_below"	"350-C402-T_below"	"351-C403-T_below"	"352-C404-T_below"	"353-C405-T_below"	"354-C406-T_below"	"355-C407-T_below"	"356-C408-T_below"	"359-C426-T_below"	"360-C427-T_below"	"369-C428-T_below"	"370-C429-T_below"	"371-C430-T_below"	"372-C431-T_below"	"373-C432-T_below"	"374-C433-T_below"	"375-C434-T_below"	"381-C439-T_below"	"384-C440-T_below"	"387-C441-T_below"	"390-C442-T_below"	"61-C145-T_below"	"64-C146-T_below"
"6c383423901550438bb49730a48ad2a2"	4	0	0	0	0	28	0	34	0	0	6	12	0	5	0	42	0	14	0	0	0	2	0	0	6	0	9	20	0	1	0	0	0	3	5	2	1	0	0	0	51	2	4	5	0	0	0	26	8	8	99	0	0	0	2	0	3	14	3	10	114	53	0	0	0	11	10	0	0	3	0	0	0	0	24	14	0	0	0	0	2	17	0	0	0	62	0	0	82	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	59	0	0	3	5	8	29	0	135	0	0	0	8	52	0	1	3	0	0	80	0	0	35	5	20	20	67	0	0	36	0	12	32	61	11	0	19	55	17	8	9	17	125	76	0	2	17	0	0	0	0	39	14	0	44	112	92	50	55	31	43	148	85	102	40	103	99	60	47	177	186	174	219	33	109	67	67	49	98	0	182	51	1	27	0	3	31	0	30	85	28	32	5	15	10	0	6	11	33	0	4	110	20	0	14	24	13	5	154	65	49	49	0	0	2	7	10	0	26	85	53	10	44	0	0	34	0	48	95	35	95	17	207	133	93	55	72	25	34	0	52	0	0	57	2	8	3	43	21	48	17	19	0	0	0	0	0	7	0	9	8	0	5	0	50	133	36	32	29	0	83	145	0	17	83	16	25	131	0	0	0	0	0	0	50	120	109	70	142	1	47	10	1	33	1	68	65	0	54	111	25	22	6	15
"d6ff735961c5437d9a486995bfcccfa3"	0	0	0	0	0	0	0	0	0	0	0	14	5	0	0	0	78	4	0	0	0	0	185	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	49	0	0	0	0	18	0	0	0	0	79	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	77	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	34	132	278	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	50	0	0	0	90	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	237	0	1	0	1	4	16	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	13	0	0	0	0	93	58	5	0	0	0	2	0	0	0	128	7	68	0	0	0	0	0	0	18	0	0	0	14	0	0	0	0	55	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	6	0	6	0	0	0	0	1	0	0	69	0	0
"4e4c5cd13eb19d445bd2ee4bd71a7053"	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	188	0	0	143	0	0	0	0	0	0	0	0	222	0	0	0	6	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	11	0	0	0	0	86	0	12	0	0	0	0	24	7	0	0	0	0	0	0	576	115	5	0	0	351	100	149	77	0	0	172	138	189	0	211	0	0	235	0	0	0	0	0	0	14	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	49	0	131	9	18	0	1	0	0	54	173	2	0	0	0	1	13	0	0	134	58	6	347	81	120	0	60	24	26	11	30	4	0	7	0	0	0	0	29	0	0	0	2	0	0	0	0	0	0	0	0	0	31	0	0	0	35	57	62	0	0	5	0	6	44	15	0	0	0	104	0	0	178	0	0	1	0	0	0	0	0	0	0	0	1	0	0	53	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	13	0	0	0	30	211	0	3	0	79	0	0	0	117	82	0	6	17	0	35	12	8	0	0	0	0	146	4	0	3	0	68	0	0	0	27	0	0	0	0	0	0	0	149	87	159	56	33	6	0	0	0	38	0	28	0	0	31	0	0	0	0	5
"6791b81aff174dbaf27a7d5fc0ff075a"	0	0	0	0	0	0	0	0	120	0	6	0	0	0	38	23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	128	0	0	18	0	0	0	0	5	0	0	0	141	0	22	0	13	8	0	0	72	0	0	323	59	0	77	307	283	0	141	0	0	180	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	71	0	19	0	97	20	14	0	0	0	0	3	0	103	0	0	0	0	0	0	0	0	86	108	42	0	22	24	47	13	110	4	4	0	15	1	0	121	0	0	0	0	40	0	0	0	4	0	0	0	0	29	0	4	0	0	0	10	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	3	6	0	0	0	0	0	0	26	4	17	0	0	8	0	0	0	7	7	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	59	0	0	0	24	0	10	5	0	7	0	0	0	193	5	0	0	0	0	0
"2c87aedf54d987be86f343bad7c35c66"	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	6	51	35	2	0	0	0	1	0	0	12	0	0	0	0	0	5	0	0	0	28	0	0	101	16	84	13	8	23	0	69	9	6	40	0	0	3	22	17	3	10	3	44	0	14	95	0	131	9	6	0	224	125	0	0	19	1	0	4	224	80	0	0	40	283	0	0	173	0	7	2	0	0	0	1	101	14	15	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	138	0	103	143	0	0	0	36	0	0	0	0	2	0	18	0	5	0	128	13	0	0	0	0	21	7	0	0	46	13	0	16	0	0	11	0	103	12	0	0	6	20	0	5	14	0	0	0	0	0	0	0	0	0	90	0	27	24	0	18	0	0	33	3	42	22	0	0	0	0	0	0	0
"371ff3f6af66ba2c07137267c7948686"	0	0	0	0	0	0	0	12	77	0	0	0	0	75	0	0	89	0	257	147	0	0	0	0	0	0	0	0	16	19	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	24	0	0	0	0	917	255	196	0	0	0	0	41	41	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	30	51	127	355	268	0	0	92	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	41	29	13	6	0	89	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	1	0	1	3	0	0	0	0	3	0	2	0	0	9	0	0	5	13	2	0	0	0	0	2	0	0	0	0	0	0	0	4	1	0	0	0	2	0	0	1	0	21	0	0	0	0	1	4	0	0	108	107	0	0	0	0	185	289	778	167	31	0	0	14	27	0	0	0	0	0	0	3	2	0	0	4	0	0	0	0	0	0	0	11	0	57	71	91	0	0	16	0	0	0	0	0	0	45	0	15	0	54	0	0	0	0	0	0	5	14	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
"9072687c364e08f9f5809e7a31987198"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	91	65	82	199	210	0	14	203	49	41	6	279	0	85	0	0	0	15	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	384	0	0	0	0	1	0	70	24	45	0	0	20	0	0	0	115	59	0	1	0	0	5	15	0	0	0	0	0	0	7	0	0	0	1	0	90	87	11	6	44	0	10	0	8	115	0	0	0	28	29	2	0	0	187	220	7	20	1	217	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	10	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	13	0	4	0	0	0	0	18	0	0	0	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
"4c52eebca3710ffc5dac6160558c2131"	0	0	0	0	128	0	86	8	0	0	6	0	64	110	0	0	5	147	76	0	0	141	0	0	113	15	0	11	65	0	0	0	0	103	0	234	12	0	0	18	65	63	87	72	0	0	0	6	204	196	0	0	0	0	105	0	92	42	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	27	7	11	22	91	0	0	0	72	67	0	0	0	0	0	0	30	24	9	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	306	0	131	0	0	0	0	0	0	38	0	22	82	0	0	0	151	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	78	5	94	0	0	29	0	106	188	49	18	0	0	0	0	0	0	0	0	0	0	0	0	0	15	132	329	0	34	24	60	211	2	21	175	189	148	2	56	204	62	16	0	6	15	0	0	0	28	11	25	0	0	4	8	0	36	37	0	62	2	43	23	0	4	153	0	4	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	93	0	27	0	0	3	10	0	0	0	0	0	0	27	13	0	35	0	6	0	0	38	71	0	0	0	13	0	122	66	29	0	42	18	32	56	109	110	149	0	0	21	19	79	35	11	0	68	106	35	16	0	0	100	57	0	0	0	45	0	0	96	20	0	0	0	0	0	0	0	0	0	0	26	48	0	40	107	89	67	138	84	0	7	0	21	0	108	14
"d47b3829c91a12ee510e348446e5d11d"	0	0	0	0	0	0	3	0	0	0	3	10	0	0	0	0	0	0	0	0	0	4	0	0	9	0	0	0	211	0	0	0	0	6	0	0	10	0	0	0	0	258	0	0	7	0	0	0	4	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	59	51	0	158	16	0	0	0	0	0	0	0	51	0	0	0	37	10	160	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	46	0	0	5	13	0	0	0	0	0	0	0	6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	24	0	0	2	0	126	79	144	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	9	7	0	6	0	3	25	0	0	4	74	2	0	14	2	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	126	3	32	1	0	1	21	0	9	60	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	0	21	54	0	187	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	12	0	0	3	0	23	0	58	0	6	287	0	0	0	0	363	0	0	51	0	0	0	25	0	28	104	0	0	69	122	0	0	0	0	0	21	0	0	33	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	126	0	71	172	4	155	4	23	0	0	0	13	0	173	0
"b066208a8d989dbe1232503c814bc2de"	0	28	0	0	16	0	0	0	0	0	0	0	0	0	100	0	8	0	0	0	0	0	0	0	0	0	0	6	6	4	38	0	0	35	76	0	40	335	48	0	0	3	0	23	22	0	0	1	8	6	2	0	0	0	0	19	0	0	0	0	8	0	0	0	0	0	0	0	17	1	0	0	0	3	14	0	0	0	0	25	23	1	17	0	0	45	31	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	3	0	83	19	19	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	10	10	2	0	0	25	29	0	0	0	0	0	77	112	35	3	198	176	243	59	65	107	44	48	0	11	10	35	16	16	4	4	14	0	3	0	0	14	0	10	0	65	0	16	1	5	71	0	0	4	62	63	190	1	20	210	0	30	0	0	1	66	8	27	0	0	0	0	0	0	31	0	3	20	0	0	0	7	46	31	0	0	0	8	0	0	0	0	0	0	15	60	0	33	0	0	0	29	0	0	0	0	9	55	79	0	32	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	1	0	1	20	0	0	0	0	0	0	12
