"id","E1.10.Poc.dami.1.20140731.S","E1.10.Poc.dami.1.20140905.S","E1.11.Fun.sp.1.20140811.S","E1.11.Lep.tran.1.20140731.S","E1.11.Psa.cont.1.20140730.S","E1.11.Psa.digi.1.20140807.S","E1.14.Phy.lich.1.20140801.S","E1.14.Phy.lich.1.20140811.S","E1.15.Dip.heli.1.20140726.S","E1.15.Dip.heli.1.20140809.S","E1.15.Dip.heli.1.20140815.S","E1.15.Dip.heli.1.20140905.S","E1.17.Cau.furc.1.20140801.S","E1.17.Ech.lame.1.20140905.S","E1.17.Ech.mamm.1.20140728.S","E1.17.Fav.sp.1.20140805.S","E1.17.Fav.sp.1.20140811.S","E1.17.Fav.sp.2.20140805.S","E1.17.Hyd.exes.1.20140803.S","E1.19.Lob.sp.1.20140730.S","E1.19.Lob.sp.1.20140809.S","E1.19.Sym.sp.1.20140724.S","E1.19.Sym.sp.1.20140814.S","E1.19.Sym.sp.1.20140815.S","E1.19.Sym.sp.1.20140905.S","E1.2.Tur.pelt.1.20140814.S","E1.2.Tur.reni.1.20140730.S","E1.2.Tur.stel.1.20140805.S","E1.3.Por.cyli.1.20140801.S","E1.3.Por.cyli.1.20140815.S","E1.3.Por.loba.1.20140726.S","E1.3.Por.loba.1.20140905.S","E1.4.Pac.rugo.1.20140728.S","E1.4.Pac.rugo.1.20140814.S","E1.4.Pac.spec.1.20140801.S","E1.4.Pac.spec.1.20140811.S","E1.5.Gal.astr.1.20140728.S","E1.5.Gal.astr.1.20140807.S","E1.5.Gal.astr.1.20140814.S","E1.5.Gal.astr.1.20140905.S","E1.6.Acr.humi.1.20140731.S","E1.6.Acr.sp.1.20140905.S","E1.6.Iso.pali.1.20140803.S","E1.6.Iso.pali.1.20140815.S","E1.6.Mon.hisp.1.20140807.S","E1.7.Pav.sp.1.20140905.S","E1.7.Pav.vari.1.20140805.S","E1.7.Pav.vari.1.20140815.S","E1.7.Pav.veno.1.20140809.S","E1.7.Pav.veno.1.20140811.S"
"a2ea19e45f536573df8ec82835720745",0,0,0,7,0,4,46,2,40,1,0,12,49,0,0,0,0,0,20,4,10,5,0,0,0,0,0,1,27,6,27,0,0,0,0,0,1,3,29,0,0,0,0,0,0,0,2,20,1,12
"bc282acfb5c824da9de09984be213cd2",0,0,0,7,0,15,26,36,33,25,0,6,1,0,0,0,3,0,16,0,4,18,0,0,5,0,2,10,19,46,34,0,0,28,30,0,6,1,0,3,0,0,0,33,0,0,0,3,3,1
"3e43a8979dfeabd7b2e6ffecd12303ba",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"c5920eb350962359db9665ee59da0406",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eb2ac5db8c212c43285135dbb9899712",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c6d63b0ce291db561b4d6273e0d972a2",0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85f3e4f6bcd90eaaaeb8484d661593c8",0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2d44a8958e5f70999f05c85ff1c31b68",0,0,0,2,0,30,12,0,0,23,4,11,0,0,123,0,39,1,21,0,29,0,0,0,0,0,4,21,35,9,1,0,0,14,0,0,6,0,0,17,0,0,18,3,0,5,0,10,0,28
"10e4e1c24e7006150274d6dc8585c12c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"5640486d4e641c50e3211908f05320c3",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1e72848697c4318429e402b19cd45c3f",0,0,1,2,0,3,0,0,0,2,0,10,0,0,0,0,2,4,14,29,13,0,0,0,3,0,15,7,0,0,6,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4,2,32,19
"30f938901283f0436abb73deac3fa91a",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"e39981adc7608c11c19c430e01123da5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eab470b79a980e22c85b5ea555b1bb6b",0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360f71981de483eef317e63e6ac5c7dc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76e84f56a17d145473d53d66a4b0ad69",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7d8ad42f268270c36d8d5a6615a84131",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13edc181295be4d7edd686f3bb798dd6",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"eee550fcf02b5ca0e3e740c4bd155702",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8979ef8321828a609df263ab4f131ae4",0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"07da1e8483e62efb85cc838c460f1807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"5520502d92ba6fb450d5404d500fcb20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"6619c8833d21267826995cebde9e4f0f",0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,0,36,0,0,6,0,0,0,0,0,1,3,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,25,0,13,11
"c05af3bd2fd4e66976bafd48b6c63e25",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9b6b9fc74feeb19f59c49593237eb9ae",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"3d1faef9307f7d031daef23938fa9452",0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"926f475bef82b5d762a00d2cb36741c3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c7768fa3ba81e56e5fcec2d9fdf83788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"08401828d5293f5287d332f6fa66762a",35,0,0,0,0,4,2,5,0,0,21,14,0,0,0,0,7,0,0,16,0,0,0,0,0,0,11,0,0,0,8,0,0,0,33,0,0,0,19,0,0,0,0,0,0,33,0,3,0,22
"4a3e0d2677c84b69e57b62c5b422cbc4",0,0,0,11,0,7,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,6,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
"c74eb84bd598b8cbedc01c3f9bc6e4f0",0,0,0,13,0,4,8,0,0,0,0,0,0,0,0,0,0,0,35,0,0,28,0,0,0,0,0,3,10,7,3,0,0,4,0,0,8,11,0,0,0,0,0,22,0,0,0,8,0,0
"5d7ac83a9d3a7f012256b8fdbb3fcbde",0,0,33,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,23,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"acfe83f172074f8a1844fcf1aab82262",0,0,0,0,0,0,13,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"9e342b027aa3ecd0f912a611859f3eac",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"dec9f3d2cfe5db4bde25c682b8ff2577",6,0,0,0,0,10,0,12,0,10,0,7,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,14,34,5,10,0,3,12,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
"c2a7193484ca667bd38cabfbd912e9fe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
"31ea468dc4c7af6971561895e5b4a376",46,0,0,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,20,0,4,0,0,0,0,0,0,10,0,6,0,0
"8063d7e5a99c7360a851dcff40d1a384",20,0,0,89,0,28,41,62,8,97,34,56,80,0,0,5,8,5,43,32,71,30,0,0,26,0,52,40,10,41,32,0,0,20,14,0,54,30,20,12,0,0,0,34,0,0,15,81,56,32
"a4808ef103e6e58b8d95cf4bcc810e62",0,0,0,0,0,0,0,12,0,0,14,10,0,0,0,0,7,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,1,6
"db07c81fc44af3033cfd3b848a2cdbef",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d31a186580c3c0b8b146d5a0eaa24708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0
"3990dd337e24f530e7ffc2246d4d3600",0,0,0,0,0,2,0,11,0,1,19,4,0,0,0,0,19,58,0,22,0,0,0,0,0,0,0,11,0,0,3,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,22,0,12,11
"9734d5e2f1371df62b8a7fcb3c3d4484",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,8,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,9,12
"a92413b39e00922baaedb4c914a4a226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"9c46eacd00b402a5384af7b225093d17",0,0,0,0,0,6,0,0,0,5,0,2,0,0,0,0,0,0,33,0,6,5,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,11,0,0,0,6,0,0,0,0,0,8
"7c5c418c54f018ae1f5bc11e02406c3c",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,17,0,0,7,18,0,0,0,0,0,13,17,0,0,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,2,12,1,8
"ccc60aef37564a499f208f07c28d2ffb",0,0,0,0,0,0,0,14,0,24,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
"1e1e414efd031cdbfd4aff70d34e90b6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9cb5771af1e068933adb47a4eb05a706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"2bd6bcb1d5ff27ea9521b4b1b334de0b",0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c02d5ee293bac1cd89f123e75e983324",0,28,29,0,0,0,0,0,0,2,10,0,0,24,0,0,0,0,0,0,0,2,0,0,32,40,0,0,0,0,0,36,150,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"e8c4876436d4ce5c4db67dd975bc2c0c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1e9994ee9e64eac5c403f25b15b2bab5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,133,5,17,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
"3950ac58952d24eef510729126e7b907",0,0,0,8,0,17,0,0,0,2,0,0,20,0,0,0,0,0,0,2,4,0,0,0,0,0,4,0,21,0,0,0,0,0,0,0,8,14,0,3,0,0,0,0,0,0,0,0,0,1
"c34c2c243734a6e5f497e3c9927f9352",6,0,0,3,0,9,9,21,0,0,8,12,1,0,0,0,26,77,0,0,13,0,0,0,0,0,0,7,0,0,13,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,58,11,17,30
"03c634c6550beb60bb45cd12b27340c3",0,0,0,0,0,6,0,3,0,1,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,14
"ab298202f1b7a2964e9d1e4df209d3cb",0,0,0,0,0,0,0,9,0,0,27,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"a1f7064ffcc8b6700d07c6dddef3f07b",0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,56,6,0,27,0,0,0,49,0,72,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"85264f906d8df1e07753c406415f0529",10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"18d1b53615dcc05a1b3f162a9e325f61",0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
"264489c3a891632d7b5ab2c213900da5",0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,11,27,0,0,0,0,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79c11b742bf722e25106a40c54775b94",0,35,30,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,33,2,0,50,0,0,0,0,0,0,0,0,32,0,0,0,12,1,104,94,9,0,0,0,0,0,0,0
"d64d21a54d946a8f2f8e906922de2db0",2,0,23,9,18,39,28,23,21,8,16,10,19,0,0,0,2,0,38,15,3,13,0,0,54,0,33,24,20,23,28,0,0,15,0,0,42,0,4,26,0,0,0,13,0,7,0,2,9,37
"d4c054147377753a1eb9aa96371fdfd4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e8eef617c93126a1d115a97219b583d4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61221ad8013bdd54a326cd4f35799b69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4bb2ebbdde0582edc90896037a758aa6",24,0,0,0,0,0,10,0,0,0,0,7,34,0,0,0,20,0,39,0,1,13,0,73,0,15,2,0,0,0,0,0,0,0,0,0,0,0,27,36,0,0,0,6,0,0,0,2,0,13
"c2bc8c0e5c11ddfa602d1202ce47a5b3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
"3123fa38fe68a819ae43c7ee1dd414f1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,0,0,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"3160a64e0dd989c9985c5aaf6a98ebe5",0,0,27,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,31,0,3,0,4,0,0,0,0,0,0,1,0,41,6,32,0,0,0,0,0,0,0,0,0
"b11651eedbf19cfd62929aee7e9e6231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"a4bc585c94772a6cffa2b1124e2e90b4",0,0,0,0,0,0,0,7,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49f9f612f05b4a480be1645079407faf",0,0,0,53,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,39,0,0,6,0,0,0,0,0,38,0,0,0,0,0,0,13,0,0,0,0,0,0
"a835d3ff9f1fe5e080ca5a7beb4cea15",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217a489e1dfb714093e53b443bc82935",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b5a6e34a03beca4a68df73d7418e20e2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"643a3e17659f1690e7f4c80c483558ce",0,0,25,0,0,0,0,0,0,0,22,0,0,44,0,0,0,0,0,0,0,0,0,0,13,44,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,51,0,0,0,0,0,0,0,0
"9653b6194354cf168c27b7a11de1e50a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"4913dc0bdfa8cfc6deb79233ceb72445",0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"646916f8eb114270d553949000ecc8cc",0,410,23,2,0,0,0,0,0,0,7,12,1,295,0,0,0,0,0,0,1,0,0,0,146,0,0,5,0,0,0,0,247,12,5,0,0,0,0,42,0,461,0,0,0,44,0,2,0,0
"0fdc3549d858701aa9ddf356c972efb6",0,87,0,0,0,0,0,1,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,55,0,0,0,0,0,0,13,0
"89bfb3594bcfe03429f7c1197c062e59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"edf5722f73f82b42f97ec300908774b1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
"bf22e3a13337a3ad5e2ec2a5ab2dc84e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"dd1955759b38b4f6de36270a960e2686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c1914ef875386440a0e6f2778f670f12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98a7435af5a708b4333dc4015697c067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,40,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0
"210bf67fc866514d7c5d90b5b0d7c1fb",0,91,14,0,0,0,0,0,0,0,15,2,0,87,0,11,0,0,0,0,0,0,0,0,33,99,0,0,10,0,0,0,0,14,0,0,8,0,40,24,0,137,0,2,0,0,0,3,0,0
"d3f69cfbb6f3da60dc545fb1038b1d39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ada156a2e0a989bd9cca97cd6e0f326d",0,0,0,0,0,0,0,9,0,6,5,7,0,0,0,0,11,11,0,9,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10
"36e3534d03155c747f38600a0a8ba1ca",0,0,0,0,0,9,5,21,0,16,0,11,0,0,0,0,9,69,0,17,0,3,0,0,1,0,12,18,10,10,0,0,0,18,0,0,0,1,0,0,0,0,0,5,0,0,38,0,13,15
"a971f0d0bd121c123a6173ed7052f26e",0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"a0043e10e35038f3ecf2da88ed62b059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6
"c7a04d21ba1b54ad765b1ba6b4b61437",0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3ba7e16094bb1f6a8f2e0d2dc3b4b54f",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"db05082a34d1d49aab0488f9028c5b09",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22d8d7c2c020ed6022b8436c2e0afc9e",0,0,0,0,0,0,0,1,3,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"f08a75a5b65ec625417b30686df060e5",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
"6dc6e3ea604bd5c2bf06faba018e11f3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,109,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
"c578f56d87e3f8247e1a91af760821ba",0,0,0,1,0,0,0,1,0,2,5,5,0,0,0,0,0,24,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,11,9
"fb8615cef623fefe17abad20f5e7f2b5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c39cb0e00430b50f8306f985b31146c3",0,0,0,0,0,0,3,8,0,4,0,3,0,0,0,0,3,0,0,0,0,9,0,0,0,0,4,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"f852a082011064222a4a7013e4b52b4a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8d11532bfd895f61fe71778f80c6c053",0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,11,9,1,0,0,12,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,4
"60568f2eaa1dc7765bea5d8ed8acb39c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
