"id","Kingdom","Phylum","Class","Order","Family","Genus","Species","1256-202-HI6-T","1256-205-HI7-T","1256-208-HI8-T","1256-211-HI10-T","1256-218-HI58-T","1256-221-HI59-T","1256-224-HI60-T","1256-227-HI61-T","1256-237-HI64-T","1256-240-HI65-T","1256-246-HI67-T","1256-253-HI69-T","1256-258-HIA-T","1256-267-HID-T","1256-277-HIE-T"
"319b92e7a722a60d274b9a4ff571dd31","d__Bacteria","Patescibacteria","ABY1","Candidatus_Uhrbacteria","Candidatus_Uhrbacteria","Candidatus_Uhrbacteria","Unclassified  Candidatus_Uhrbacteria",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"9e1cc1f256c2f34f9b97581e30e86669","d__Bacteria","Patescibacteria","ABY1","Unclassified ABY1","Unclassified ABY1","Unclassified ABY1","Unclassified ABY1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4fe6a934d2bca851f51d03f82630b1d2","d__Bacteria","Patescibacteria","Parcubacteria","GWA2-38-13b","GWA2-38-13b","GWA2-38-13b","GWA2-38-13b uncultured_bacterium",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3f305280925ce3ce7799bf43d3df3ef3","d__Bacteria","Firmicutes","Bacilli","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Unclassified  Mycoplasma",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"6f4ea396202b5a609bf6963701d48a60","d__Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","BD1-7_clade","BD1-7_clade uncultured_bacterium",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ef8dd5335ea90b1c3e964d3a1ced7c10","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Cyanobacteriaceae","uncultured","uncultured uncultured_bacterium",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d2ddc7edafd37e87160bc00c8795e638","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Xenococcus_PCC-7305","Xenococcus_PCC-7305 uncultured_bacterium",0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"9f93296044d5dabfe98546440ea3ce21","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Xenococcus_PCC-7305","Xenococcus_PCC-7305 uncultured_bacterium",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"f56365d2fa0884ace189751769cf471b","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Xenococcus_PCC-7305","Xenococcus_PCC-7305 uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
"6f0ac1ccbe20e0a6edca6526dac3ca1b","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Xenococcus_PCC-7305","Xenococcus_PCC-7305 uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1ea25deaabb39b6a9d62cdd320ee7888","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Xenococcus_PCC-7305","Xenococcus_PCC-7305 uncultured_bacterium",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"a1469f120924184f30c869c19a80ab6a","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Chroococcidiopsis_PCC-6712","Unclassified  Chroococcidiopsis_PCC-6712",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"fe9e27da0190105e7029d93c7ff99e98","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Chroococcidiopsis_PCC-6712","Unclassified  Chroococcidiopsis_PCC-6712",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"0706b0569350d31a5be6bf6115e1bc7b","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Pleurocapsa_PCC-7319","Unclassified  Pleurocapsa_PCC-7319",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"7cec686396f5afe219b7a8367c25b234","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Pleurocapsa_PCC-7319","Unclassified  Pleurocapsa_PCC-7319",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"83840b84d2b90abba9cc91e626e72848","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Pleurocapsa_PCC-7319","Unclassified  Pleurocapsa_PCC-7319",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6038d2de87bff824fa41ead9524c767c","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Pleurocapsa_PCC-7319","Unclassified  Pleurocapsa_PCC-7319",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"b7433b7efdae74546a2882779c00c27e","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Pleurocapsa_PCC-7319","Unclassified  Pleurocapsa_PCC-7319",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"3f616bb060afc1a2fb23de71ac74b827","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Pleurocapsa_PCC-7319","Unclassified  Pleurocapsa_PCC-7319",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ffa9196232d207ad989abdeb5ee347e4","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Pleurocapsa_PCC-7319","Unclassified  Pleurocapsa_PCC-7319",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"013cdc400ab1486e62643a6fc8d38c32","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Unclassified Cyanobacteriales","Unclassified Cyanobacteriales","Unclassified Cyanobacteriales",0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
"7388421224539a8372472d06389011bc","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Unclassified Cyanobacteriales","Unclassified Cyanobacteriales","Unclassified Cyanobacteriales",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"fd6a1d4ba8d13a463ecdab7bb94d0aa8","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Pleurocapsa_PCC-7319","Unclassified  Pleurocapsa_PCC-7319",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2d03f0134fbe481b9ba8cd31772c8aa2","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Unclassified Xenococcaceae","Unclassified Xenococcaceae",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d00ce6473febfff5c904c61a3049eca2","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Unclassified Cyanobacteriales","Unclassified Cyanobacteriales","Unclassified Cyanobacteriales",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"e44c1511f3b2888e5fff3edd42fbfbdb","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Phormidiaceae","Unclassified Phormidiaceae","Unclassified Phormidiaceae",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2277fc91acdfe0f31af8dd2a733419d0","d__Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","Endozoicomonas uncultured_bacterium",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9016cc6963c7f68a985baaac94bbcb42","d__Bacteria","Cyanobacteria","Cyanobacteriia","Thermosynechococcales","Unclassified Thermosynechococcales","Unclassified Thermosynechococcales","Unclassified Thermosynechococcales",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8341e9e5531230f0d6999f37c915a764","d__Bacteria","Cyanobacteria","Cyanobacteriia","Eurycoccales","Unclassified Eurycoccales","Unclassified Eurycoccales","Unclassified Eurycoccales",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"7fc362bdc107968dbac3ba0621e38718","d__Bacteria","Cyanobacteria","Cyanobacteriia","Eurycoccales","Eurycoccales_Incertae_Sedis","Synechococcus_PCC-7336","Unclassified  Synechococcus_PCC-7336",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9f1668b1f277e1bbb63eed326b9eb047","d__Bacteria","Cyanobacteria","Cyanobacteriia","Eurycoccales","Unclassified Eurycoccales","Unclassified Eurycoccales","Unclassified Eurycoccales",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"4645bc2aa8130eb95b57811046689bca","d__Bacteria","Cyanobacteria","Cyanobacteriia","Eurycoccales","Unclassified Eurycoccales","Unclassified Eurycoccales","Unclassified Eurycoccales",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"7ade7a74fe56badc5a31c63635112234","d__Bacteria","Cyanobacteria","Cyanobacteriia","Unclassified Cyanobacteriia","Unclassified Cyanobacteriia","Unclassified Cyanobacteriia","Unclassified Cyanobacteriia",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"278c2c2663680494110924a2635c7d82","d__Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Synechococcales_Incertae_Sedis","Schizothrix_LEGE_07164","Unclassified  Schizothrix_LEGE_07164",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"845407c354e105d5fa282a69dd13541d","d__Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Synechococcales_Incertae_Sedis","Schizothrix_LEGE_07164","Unclassified  Schizothrix_LEGE_07164",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"4db6ab1a407c160a91de978c1c496e6c","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Rivularia_PCC-7116","Unclassified  Rivularia_PCC-7116",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b6a0455e5be6ebb870bdf2eff998f26d","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Rivularia_PCC-7116","Unclassified  Rivularia_PCC-7116",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5ea64524534b537d0ba21837a5eb68ac","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Rivularia_PCC-7116","Unclassified  Rivularia_PCC-7116",17,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"8acacc2a34beda857b6118f8675a374f","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Rivularia_PCC-7116","Unclassified  Rivularia_PCC-7116",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c52e378cd1fd7de7ccfd64a7cd45436a","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Rivularia_PCC-7116","Unclassified  Rivularia_PCC-7116",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"0db2ca2e202ff917d263405c6391f5a3","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Unclassified Nostocaceae","Unclassified Nostocaceae",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"a3747f87375b352cf4d84d74fda44030","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Unclassified Nostocaceae","Unclassified Nostocaceae",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d200f7b643d6e001ac711672c4a741e2","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Unclassified Nostocaceae","Unclassified Nostocaceae",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"d20d9061e9b8a6a7d17338bdb2552b94","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Unclassified Nostocaceae","Unclassified Nostocaceae",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"08a8c6de552f2d6d4a18992e1b50f03a","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Unclassified Nostocaceae","Unclassified Nostocaceae",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"d58bb12cd601d911966ee9a1ca05f7f8","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Unclassified Nostocaceae","Unclassified Nostocaceae",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"489f22d5b150a12576bd5fa6eff68767","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Rivularia_PCC-7116","Unclassified  Rivularia_PCC-7116",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"a1e41f59a6a2f0a3ca8efb43f1e2edff","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Rivularia_PCC-7116","Unclassified  Rivularia_PCC-7116",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f443dadd0af005003467a755da1777d5","d__Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus_CC9902","Unclassified  Synechococcus_CC9902",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"fc7ba4ba6886664e7828ee3784155a59","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Unclassified Sphingomonadaceae","Unclassified Sphingomonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4160c6516416a92185a84a2b6238c76b","d__Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Phormidesmiaceae","Acrophormium_PCC-7375","Unclassified  Acrophormium_PCC-7375",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"b978895055c34e2e321918a5024ce879","d__Bacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria uncultured_bacterium",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"7da18b7c28d8a6f2c8fbfbe15f707993","d__Bacteria","Cyanobacteria","Sericytochromatia","Sericytochromatia","Sericytochromatia","Sericytochromatia","Sericytochromatia uncultured_bacterium",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5aeb751c11c501e4004b9a327bf4b908","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Finegoldia","Finegoldia uncultured_bacterium",0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
"3e8dd2922211f8199e52470b73927848","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Finegoldia","Finegoldia uncultured_bacterium",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"e5ccac71401a6829508197e14cf477f5","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Finegoldia","Finegoldia uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"74d2c620f43627320dea23cc351b4a23","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Anaerococcus","Anaerococcus uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
"70a65b959acbbea2c3e24a0d74c3dd8b","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Peptoniphilus","Unclassified  Peptoniphilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"ad2907a4097651e0e4c2571faaec2686","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Peptoniphilus","Unclassified  Peptoniphilus",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"53a745785bfc7ceac6002ec59ea96284","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Thermotaleaceae","Crassaminicella","Unclassified  Crassaminicella",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"b510dd9057f753336a725be8a411f762","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Caminicellaceae","Paramaledivibacter","Unclassified  Paramaledivibacter",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"d7a3893fc495e3d6750e6225c0846ec4","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Caminicellaceae","Paramaledivibacter","Unclassified  Paramaledivibacter",0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
"2a9f808f5532bbc2b7bcf267cb058d89","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Fusibacteraceae","Fusibacter","Unclassified  Fusibacter",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"3b1d679176606de13026c44f85744a65","d__Bacteria","Firmicutes","Bacilli","Entomoplasmatales","Unclassified Entomoplasmatales","Unclassified Entomoplasmatales","Unclassified Entomoplasmatales",0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
"fd97de0a95fe5017ab37e7c2a34f9a5a","d__Bacteria","Firmicutes","Bacilli","Entomoplasmatales","Unclassified Entomoplasmatales","Unclassified Entomoplasmatales","Unclassified Entomoplasmatales",0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
"26bd72d8d6be049ec4362f8b3794e494","d__Bacteria","Firmicutes","Bacilli","Entomoplasmatales","Unclassified Entomoplasmatales","Unclassified Entomoplasmatales","Unclassified Entomoplasmatales",0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
"52ea160d6a9134f5b46ad5030ea5e75a","d__Bacteria","Firmicutes","Bacilli","Entomoplasmatales","Unclassified Entomoplasmatales","Unclassified Entomoplasmatales","Unclassified Entomoplasmatales",0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
"3358715eb1b06d1605b0c12966433b4b","d__Bacteria","Firmicutes","Bacilli","Entomoplasmatales","Entomoplasmatales_Incertae_Sedis","Candidatus_Hepatoplasma","Unclassified  Candidatus_Hepatoplasma",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"545bec396ed650e913fcf78324005e82","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified  Streptococcus",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"6dc54da6168f086feece1cbb05dd0c80","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified  Streptococcus",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"6a7cfdcfa3294e3b0f5ce36c5e1fb7f4","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified  Streptococcus",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"138a17b4757a466c91a456889ea176c1","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified  Streptococcus",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"e94f921edc6d05d6c3cf045734f26bbf","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified  Streptococcus",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"8257945ae6bbd266fe7a7081a2c3c636","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified  Streptococcus",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
"313d47889206407870614e3a83e8aaa2","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified  Streptococcus",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"ed33190a87c415c466212c224c19c873","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified  Streptococcus",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"342e70faf99c951fec44124da1f563dc","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified  Streptococcus",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
"6ce255b60ea1cf2426d92d93d57b360a","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified  Streptococcus",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
"693866d0f9de3f7b91ce4f1212e3edbb","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified  Streptococcus",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"9350b74e8adacd02cbb2eabad238abe8","d__Bacteria","Firmicutes","Bacilli","Mycoplasmatales","Mycoplasmataceae","Candidatus_Bacilloplasma","Unclassified  Candidatus_Bacilloplasma",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
