"id","1256-202-HI6-T","1256-205-HI7-T","1256-208-HI8-T","1256-211-HI10-T","1256-218-HI58-T","1256-221-HI59-T","1256-224-HI60-T","1256-227-HI61-T","1256-237-HI64-T","1256-240-HI65-T","1256-246-HI67-T","1256-253-HI69-T","1256-258-HIA-T","1256-267-HID-T","1256-277-HIE-T"
"cfe9e9e6e018de1902338ae2de4cc0e8",0,0,0,0,0,0,0,3,0,0,0,0,2,0,0
"170ee8db22823014d1f8ad51e8574406",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3857eea88458f9acd03ebd225d5a6465",0,0,0,0,0,0,0,1,10,7,0,3,0,0,0
"6ab9d4617c74f9901e3d2f64e36b4ed0",23,0,0,0,0,0,2,8,3,0,0,8,0,0,0
"f1f05fdc4564f4a104219d9f03a82678",0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
"7b75cee05bb2c07fbdb55f4348d3a30e",5,0,9,0,8,0,0,0,34,8,0,0,4,0,0
"8369c409d131d052b7a0b8903bca19bf",2,0,0,0,0,0,0,3,3,1,0,7,0,0,0
"9620c0f6cb7f261566e90624096d00cd",0,0,0,0,0,0,19,9,1,1,0,12,0,0,0
"ea521e792fcb9ed66d715809324ab9a1",0,0,0,8,0,0,0,0,0,0,0,1,0,0,0
"31dafa4314f4c50bbd68f206355d77e6",0,0,0,0,4,0,0,9,0,0,0,1,0,0,0
"0b0e3cea9e5d5f85f4c18ef06371ba89",44,0,52,0,43,1,35,76,33,32,10,26,12,0,37
"a3a4578df8e3fbb8559add0165220660",0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
"e6dc3b725336f01c44bd4162355b57f6",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"802af1faff30a679919b35886a44daa8",0,0,0,0,8,0,0,0,2,2,0,0,0,0,0
"75ab9a2205786fa9b232b4668d3cf496",1,1,0,0,0,0,0,5,0,0,0,0,0,0,18
"a7619b7e07d351eb962b60437dcf0641",2,0,0,11,0,0,2,2,1,0,0,0,0,0,2
"f53d3bf3a2e9b68806bb45ed12706ac0",7,0,279,0,4,0,7,4,35,2,0,8,532,0,0
"e69707ad8871841b65524a4648ad79c0",7,0,0,0,0,0,1,1,0,0,0,0,0,0,12
"5d6f321581e0bb71348dae4ca2b4127c",0,0,0,0,2,0,1,0,0,1,0,0,0,0,0
"3ca887e5ea84e9de9566ccb1f965fc4f",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"7d1bc4c3f10597bd5efb3aa4865961df",0,0,0,0,6,0,0,0,0,0,0,0,2,0,0
"84786edf015bdaf6f54074bfb33e1b14",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"b066208a8d989dbe1232503c814bc2de",2,79,69,188,8,203,0,19,0,0,2,74,10,27,0
"4ff6794caf59212d167080601451ed94",2,38,8,36,0,160,0,3,0,0,0,10,0,22,0
"6c179a057b851691591a90bb1440a417",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"cca9e8b608d677d71d32982d1eec415e",0,69,25,27,0,62,0,0,0,0,0,2,0,0,17
"dcfac70a1939fbb98b36d247a16024be",0,0,0,65,0,0,0,0,0,0,0,0,0,0,0
"b2220d4e81f7d954dfb72a3830c66702",0,0,0,14,15,0,0,0,0,0,0,0,0,0,0
"0ee6dc6715e3c01f0069f37cc08da68e",0,28,0,19,11,37,2,0,2,0,0,0,0,11,13
"df1821942b9755cdecf1e36c17cde4f2",0,3,0,0,0,0,0,0,2,0,0,0,0,0,0
"c2bab92da08a77ffd06493512bd97dad",2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"09d21bfe1332afd48aea1cf7bbcc4dee",0,21,8,0,0,0,0,0,0,0,0,0,0,27,0
"851ec9d066ab0bfe213d7917581cc2e0",0,0,5,0,0,0,0,3,0,0,0,0,0,0,0
"8dceb993b237395ef8c0d5071ac470b8",0,5,0,0,0,0,0,6,0,0,0,14,2,0,6
"b5c8a0026c877305934088582ad145bc",2,0,15,0,0,0,1,10,1,46,0,3,2,19,0
"c488806a58aef72c603876859ae43f0b",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"3d585ac928b48adb67ff5128b88f4f50",9,0,0,0,0,0,7,25,1,16,3,1,7,0,0
"2acd4c9b19dae15095cf08fa01ee31e4",0,0,0,0,0,0,0,1,2,7,0,3,1,0,0
"8c4117b65e782b5bb676fa309cc173a8",0,0,0,0,0,0,0,0,0,3,0,0,0,15,0
"16447fa309f597ce2d3125bab27e8b14",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"9deadf7ff685ca18076843214b6bdd5c",1,0,0,0,0,0,0,0,4,0,0,0,0,0,5
"21b95b0104b3c46fd13014468ed8a2e2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"8163ca8933e0603079df4d70a1eac42c",9,0,6,63,1,0,6,16,14,18,16,9,7,7,10
"f0ac0c01e6f2dd86817e8de6c63d084b",375,0,0,0,449,0,12,17,2,2,786,0,0,0,0
"f3bcabcd9d9f5db362ce0fd52601975c",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"e87a22284446623385f859133d64f469",0,0,0,0,0,0,0,0,1,0,0,1,3,0,0
"df7818ff8a0ec683a726e761f950d890",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"0f309a35772d0b6d1a81a0b3701030f1",0,4,0,8,7,0,0,0,0,0,0,0,0,0,0
"23828e40a3bcb6cfe4e21c8100893722",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"8078406fd7740bed8745b44b2c205d6e",1,19,0,0,0,0,0,2,0,3,0,197,3,0,0
"5b9df5c3afc3474fd492a5b9ab6cfb81",0,0,0,0,0,0,2,13,0,0,4,2,2,0,0
"99eb69bba92b6246e3bf4474be22348f",0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
"ce0aacee5c5c16d883fc7dfada13622f",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"b5bf0c26ce6549c7b395490b3e06b396",0,0,0,0,0,0,0,5,4,0,2,1,0,0,0
"261f88eab035bdb98254c62c560241b0",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"8d111809c7e89da4ee2377d4fc451d79",1,126,47,126,26,161,0,3,7,0,0,0,0,36,0
"702182458fbed000a90adeb42b25ac8f",0,0,0,15,0,0,0,3,0,0,0,0,2,0,0
"d26c681058ab48d91c79f28be66fcc7b",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"94cc1b3be8450676acd8bccd86474f4c",0,0,0,0,0,0,0,5,0,3,0,0,4,0,0
"84efd4299ada16fa63f14f90c9e02f3f",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"855f186eaf5fc0bba061fd72d032091d",0,0,0,0,0,0,0,8,7,0,0,3,0,0,0
"527cb9e3efc1f06f0a7d108f689be76f",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10a3480a8a338f26fecab04ef02cd59b",3,1,0,0,13,0,1,29,33,5,3,1,15,0,0
"0d4063106f8b1c79475cd4b30730318a",0,0,0,0,0,0,0,4,21,0,0,0,3,0,0
"efd7349d755faa7d379816def9cf46fd",0,0,0,0,2,9,0,5,7,0,0,7,0,0,0
"63efbefe22b24c58c269212f5e1a0706",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"142fa7e588fc13004de4f38586aeac97",0,0,0,0,2,31,0,0,0,7,0,2,0,0,0
"7e2be6a4c204ca9488aa59f50c6f8150",0,4,0,0,0,14,0,0,0,0,0,0,0,0,0
"9ab7e11f82389dc731e87044f6781573",0,0,14,0,31,2,0,17,0,0,2,125,14,0,0
"c8b8037cbb52fe7ea57498f696bf252b",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"f5be40a5bfd5daabbccfa433d4ca34c9",0,7,2,0,0,1,25,6,0,35,0,4,0,0,0
"f5df37f0f9e8668f7b7920c04901b117",1,0,0,0,0,0,6,4,0,0,0,5,5,0,0
"5e766b82f3479576ed84105ce1c5ab41",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"8e69e9737e2b39963ad39cc3d1540f1f",5,0,0,0,10,0,6,2,20,4,0,0,6,0,0
"934e4ee1a04cb17318df056424ce70f1",0,0,0,0,0,0,9,6,0,24,0,24,5,0,0
"527326c1711fe56d39f92ed8014d2736",0,0,0,0,0,0,0,0,2,0,0,0,5,0,0
"8a3e54b213532d0ed954d998e579a4b1",0,0,0,0,8,0,5,2,0,7,0,3,0,0,0
"93c9cffbdfee45ddcd897b91aa2786bd",0,0,0,0,0,0,2,0,0,0,0,5,0,0,0
"e502be38c1aadb829c112b0160ab27f1",0,0,0,0,0,0,2,2,0,5,0,0,0,0,0
"ae5f80df9bebc0e842f8be0020f31754",0,4,0,0,0,0,16,5,8,14,1,0,1,0,0
"03830d9f1c91b34dd7981f816ef3fa9e",0,0,0,0,10,0,0,8,0,0,0,0,2,0,0
"f9873a2ac712378a78b318f2c8dd9bda",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"e018e0ac8a31bbd2644bfc21fb11b0b7",13,0,0,0,0,0,1,7,0,3,0,7,0,12,0
"1f52fdb2712ecb4366f479d825b540e9",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"8d9eef03559b4450f6680491dd9a4b05",0,0,0,0,0,0,12,4,30,67,0,31,7,12,14
"a53e07a0d718c102efc6438bce9858f2",2,8,0,0,6,0,25,9,2,1,1,7,0,0,0
"921b2627c54cab083f3ed111fe547079",1,0,0,0,0,0,2,4,16,0,0,0,0,15,0
"d994e70691c1c35266943c0d8f17fec7",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"1e0380ca233557227792034e1b8f9f08",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"22e436b29a7c30ed7e802ee74a4750ac",0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
"2fc63b65baa0aa22285b88a5589e63d8",1,0,0,0,0,0,2,18,0,2,0,6,24,0,0
"cfb022bb4fd9ceb9a834e8884d266f53",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
