"id","E1.10.Poc.dami.1.20140731.M","E1.10.Sty.pist.1.20140807.M","E1.10.Sty.pist.1.20140815.M","E1.11.Fun.sp.1.20140730.M","E1.11.Fun.sp.1.20140811.M","E1.11.Lep.tran.1.20140731.M","E1.11.Psa.cont.1.20140730.M","E1.11.Psa.digi.1.20140807.M","E1.14.Phy.lich.1.20140811.M","E1.15.Dip.heli.1.20140726.M","E1.15.Dip.heli.1.20140809.M","E1.15.Dip.heli.1.20140815.M","E1.15.Dip.heli.1.20140905.M","E1.17.Cau.furc.1.20140801.M","E1.17.Ech.lame.1.20140905.M","E1.17.Ech.mamm.1.20140728.M","E1.17.Ech.mamm.1.20140815.M","E1.17.Fav.sp.1.20140805.M","E1.17.Fav.sp.1.20140811.M","E1.17.Fav.sp.2.20140805.M","E1.17.Hyd.exes.1.20140803.M","E1.19.Lob.sp.1.20140730.M","E1.19.Lob.sp.1.20140809.M","E1.19.Sym.sp.1.20140724.M","E1.19.Sym.sp.1.20140814.M","E1.19.Sym.sp.1.20140815.M","E1.19.Sym.sp.1.20140905.M","E1.2.Tur.pelt.1.20140814.M","E1.2.Tur.reni.1.20140730.M","E1.2.Tur.reni.1.20140814.M","E1.2.Tur.stel.1.20140805.M","E1.3.Por.cyli.1.20140801.M","E1.3.Por.cyli.1.20140815.M","E1.3.Por.loba.1.20140724.M","E1.3.Por.loba.1.20140726.M","E1.3.Por.loba.1.20140905.M","E1.4.Pac.rugo.1.20140728.M","E1.4.Pac.rugo.1.20140814.M","E1.4.Pac.spec.1.20140811.M","E1.5.Gal.astr.1.20140728.M","E1.5.Gal.astr.1.20140807.M","E1.5.Gal.astr.1.20140814.M","E1.5.Gal.astr.1.20140905.M","E1.6.Acr.humi.1.20140731.M","E1.6.Acr.sp.1.20140905.M","E1.6.Iso.pali.1.20140803.M","E1.6.Iso.pali.1.20140815.M","E1.6.Mon.hisp.1.20140807.M","E1.7.Pav.sp.1.20140905.M","E1.7.Pav.vari.1.20140805.M","E1.7.Pav.vari.1.20140815.M","E1.7.Pav.veno.1.20140809.M","E1.7.Pav.veno.1.20140811.M"
"3685d1b3511fbc83570d5032f4899a82",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f0317fb0fcae618b9d339d4f419e856c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"b109c22e320c9afc2fef1f60c6e98762",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0
"769593636aad0c52dfffb1ca23b4a9c1",0,0,0,0,0,0,0,0,455,0,0,9,0,0,0,41,0,0,0,0,0,0,2,41,0,0,9,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,110,32,0,0,0,0
"04ce449aaacc9dac1392feb882a192c6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ce129cff2ee07499895104daefca7da0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"be8e44bedb9426bf1ab19809c51a709f",0,0,0,0,0,85,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0
"9527440284244ca3b354d2d3752a5f04",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9361e2c419c0b1b575e485406f3a4de7",0,0,0,0,0,0,0,0,0,10,1,0,0,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"3ec0e093da5e6fdb6c77ca3d9c964c67",0,0,5,0,0,0,0,0,0,0,0,21,0,16,0,0,0,0,9,0,0,17,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,24,0,0,0
"23f60010e342ddad377972c95b3095e7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f4dbdfc7d6c991e66a38e520c081ca20",0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,11,6,0,0,0,9,0,0,0,3,0,0,0,0,10,0,0,0,0,14,10,0,0,0,0,0,3,0,0,0,4,2,7,0
"adbe52fa3684cfd8c329602a44f2f166",0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,1,0,12,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,26,0,0,0,0,7
"a1f7064ffcc8b6700d07c6dddef3f07b",0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,254,34,0,34,0,157,77,139,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3ca25c3ef4d4be166b7e8ce3771095c6",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,30,1,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0
"4f2a7324bb4347870b11bcae996ca812",0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,6,0,0,0,0,0,0
"f6a3b4bf9ad5b18805dedc4ca19b0b6b",0,7,0,0,0,0,0,0,0,0,0,39,56,0,22,0,0,13,0,5,37,11,0,37,53,90,11,0,0,13,0,0,0,0,0,0,26,0,0,0,0,0,6,0,74,0,6,85,0,0,0,0,0
"a00e1de52bacd41740918c9192546ade",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b02b1920535dcd614c6bd39eb30a7259",0,0,0,0,0,0,0,0,0,0,0,32,0,3,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,2
