"id","E1.10.Poc.dami.1.20140731.M","E1.10.Sty.pist.1.20140807.M","E1.10.Sty.pist.1.20140815.M","E1.11.Fun.sp.1.20140730.M","E1.11.Fun.sp.1.20140811.M","E1.11.Lep.tran.1.20140731.M","E1.11.Psa.cont.1.20140730.M","E1.11.Psa.digi.1.20140807.M","E1.14.Phy.lich.1.20140811.M","E1.15.Dip.heli.1.20140726.M","E1.15.Dip.heli.1.20140809.M","E1.15.Dip.heli.1.20140815.M","E1.15.Dip.heli.1.20140905.M","E1.17.Cau.furc.1.20140801.M","E1.17.Ech.lame.1.20140905.M","E1.17.Ech.mamm.1.20140728.M","E1.17.Ech.mamm.1.20140815.M","E1.17.Fav.sp.1.20140805.M","E1.17.Fav.sp.1.20140811.M","E1.17.Fav.sp.2.20140805.M","E1.17.Hyd.exes.1.20140803.M","E1.19.Lob.sp.1.20140730.M","E1.19.Lob.sp.1.20140809.M","E1.19.Sym.sp.1.20140724.M","E1.19.Sym.sp.1.20140814.M","E1.19.Sym.sp.1.20140815.M","E1.19.Sym.sp.1.20140905.M","E1.2.Tur.pelt.1.20140814.M","E1.2.Tur.reni.1.20140730.M","E1.2.Tur.reni.1.20140814.M","E1.2.Tur.stel.1.20140805.M","E1.3.Por.cyli.1.20140801.M","E1.3.Por.cyli.1.20140815.M","E1.3.Por.loba.1.20140724.M","E1.3.Por.loba.1.20140726.M","E1.3.Por.loba.1.20140905.M","E1.4.Pac.rugo.1.20140728.M","E1.4.Pac.rugo.1.20140814.M","E1.4.Pac.spec.1.20140811.M","E1.5.Gal.astr.1.20140728.M","E1.5.Gal.astr.1.20140807.M","E1.5.Gal.astr.1.20140814.M","E1.5.Gal.astr.1.20140905.M","E1.6.Acr.humi.1.20140731.M","E1.6.Acr.sp.1.20140905.M","E1.6.Iso.pali.1.20140803.M","E1.6.Iso.pali.1.20140815.M","E1.6.Mon.hisp.1.20140807.M","E1.7.Pav.sp.1.20140905.M","E1.7.Pav.vari.1.20140805.M","E1.7.Pav.vari.1.20140815.M","E1.7.Pav.veno.1.20140809.M","E1.7.Pav.veno.1.20140811.M"
"9aa62ea10c9a06f75aed2ab3e72356d5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"8d0783ff8280fd186bdc1fd75204e8c8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0
"b01047171a057617166d63fe8bf32561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9c0fbffc0e2aa282964e4fd21aea20d1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a525e24b9b280dee324ced4f781222fb",0,0,0,86,0,0,0,0,0,0,0,0,0,0,8,0,0,0,29,0,0,0,0,0,0,0,0,43,0,0,36,0,14,76,0,20,25,0,0,0,0,6,0,0,0,10,0,0,22,19,0,0,4
"f1f634cae6cbbc72fee128aab0002ff2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d18de5988f1a52d7096cd2d26e116ff2",0,0,0,0,0,0,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,8,0,0,3,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,21,0,0,0,0,0,0,0,0
"2ef0b3edacc8715274aa3953eb21d2bc",0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,15,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,21,0,0,0,0
"1092ac22fd78b19564f9b2af21240495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
"2ed400f8a445ee9137866a6d305a9f86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"deca00106ef2149e27d44bd11760a62e",0,0,5,8,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,43,0,2,0,0,0,0,3,0,0
"d7746307ffa227c546e04e0263b1e44f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"2e3fd6399a2185eeaa6dbfe0b714e6be",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20
"2db900a5d9dbabc8b11c4287e1a85d79",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,73,0,0,0,0,0,0,0,0,35,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"597d1c27b09258b0dd3140330cce8a54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"2c5e844c95bab8fbc18080849e1f03e6",0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0ae46f9c33a57142d8bc853c93d9a2a9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"643a3e17659f1690e7f4c80c483558ce",0,34,0,0,0,0,0,0,0,0,0,0,66,0,31,0,0,0,0,0,0,0,0,48,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,36,0,0,0,40,0,0,0,5
"646916f8eb114270d553949000ecc8cc",2,0,90,64,12,0,0,55,0,0,62,249,294,0,188,32,210,40,85,110,0,112,35,0,0,21,141,51,23,24,46,0,0,101,0,233,79,66,16,49,273,28,50,0,449,56,113,0,277,94,43,37,4
"5f8ca14e21ee10c18bf81d30882229ca",0,0,0,11,0,0,0,0,0,41,0,19,38,0,11,0,0,0,14,0,0,4,0,0,9,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43,0,0,0,32,0,0,0,0
"e15c6d964c85b3a052aee4cb2ca36031",0,0,15,3,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,16,0,0,23,13,0,0,5,0,0,0,9,0,0,0,0,0,0,0
"5b46b361ef9119fc127490ff4566c747",0,0,0,0,0,0,0,0,132,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16430b0df54355e9d53926005d8948b0",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e689c83a67178b27b52e634ebf9b76dd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5d60a39e12a094d2fdda2f1bcbf288c4",0,0,0,26,0,0,0,0,0,0,11,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,78,0,2,5,6,0,6,0,0,0,20,0,0,0,0,0,2,7
"47564dd71b261bf129543a4841f12ecd",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
"a5ceca9917b453d152787359f57cdd00",0,0,0,1,0,0,0,8,0,0,10,33,110,0,54,0,0,0,11,27,13,0,4,0,20,8,23,0,0,3,0,0,0,23,0,22,0,11,0,15,9,0,43,0,125,0,0,0,108,7,0,8,36
"a6c078f428600367670fe1309dda900d",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7d4b5a134555ebee2d7a538441958f8f",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"703397f00871af7f4bc77774a5463b34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1519a88d3a5f4226822fc2af1fe90d31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"08f426f4a206c222537c13c3b1735a9a",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c7d5b21e5fa43a433cc2ae487cd9bcae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"1cbb75f25a8cef8edcaa4449f920f41d",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0
"a72ad668ed482c714e5cc284822d5cce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2dca91bcc1878d547364da771d523fd2",0,0,0,5,0,0,0,0,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"e4deb8a52d9d2ed79a89a358b14ebd09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9829c0e87c39bce84f09b097f25f0a18",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cbff30a7712ff77517720ffd1e3be508",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1c98d1f38a1d6288e65c19df4574b86e",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f9aca1932f04c4c7416037dd149e0272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a816aadd143048266cc49236204171ce",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"2ab4b1ab3993f0a6af7f7090f80dcc3c",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"420a5ea6c091b0fb363388dd28cfc8c7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aaaf1a6b4f607f9a3a175332ab0032ac",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b416572f36ddfede57b7290cbfe72fb0",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9108ad4924ef5dbb799be552bf102b10",0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,3,0,0,6,0,6,0,0,0,20,0,0,0,0,0,6,0,0,6,10,17,0,0,42,0,0,0,8,0,0,0,0,2,6
"c293d52cf8a69b7c95f0d973a4950e6c",0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2a90ff4a226c1bf0565b00d401cc6a9b",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c40185b5735e35db6bdd932311fe2a9f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28224521a0a017b966a064482d0dea96",0,0,13,37,2,50,0,19,0,33,33,4,0,0,0,0,34,6,5,5,0,44,16,0,59,0,5,13,24,7,1,0,1,6,3,0,0,0,3,10,6,4,3,0,0,3,21,0,0,3,1,7,12
"e5e4c09b7876f9078432a7ef171ffdef",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
"61b5006cd4ad09c3e1e1636165386a7e",0,0,4,1,0,0,0,0,0,0,9,0,0,0,0,0,2,0,2,3,0,0,0,0,33,0,0,0,6,0,2,0,0,0,0,0,0,24,0,8,0,0,0,0,0,0,9,0,0,14,0,6,8
"0b1b8f25f2486ea1d574e24018df1185",0,0,0,1,0,0,0,1,0,0,0,0,0,14,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b9cec7784aec1df61810ab22e4a8b7d7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"040b01e3a74fa05b52a9f15ba45ba4c0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"7bebc7d330f1f8de0e2a475fb4edc2d6",0,0,0,2,0,0,0,0,1,18,10,44,0,0,35,16,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,11,0,0,0,0,0,0,0,0,0,0,6
"61862506ed7e849caba9ae7c03bfc14a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32d69f153baa241984556b103f55ba9a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"e902ec6fb748c93610d6d4a3108e2884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,2,0,0
"64477177f807ac120b7dd13bf4e3958d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dd799b2bc01cdc64bfd262659d42d1b2",0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,4,0,0,51,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"b5b861f966d41cc4e4de8244b5715f6b",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,1,3
"ad4759f74d46278bab260afd1ea66c25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"7a238bb32fb3ea9bcc9146904697ed55",0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aae2ca56f20129b0375e24a96780cf16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26b78edd733c743faed2733835963cd8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a4e7426e5f7633bde3e3722422d17bbd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2b26d952ef7feb04bf042aed7ce91bce",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"627b4d11869e8568bbd4a9f546f6fc8f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"0b356dc2203aff9da20649ad6e23b238",0,0,0,2,0,0,0,8,0,21,0,0,0,6,8,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"d45c3d45ee8d79bccf3553d4cb169bb4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
"cff85d063926d1289cf3e5544ac46c51",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"6e73f3a335867d70ce0b776efbb93e8e",0,0,3,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"b9ce6633384852d20fa29fecfbd32a03",0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,12,6,13,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,0,3,0
"f25abd6d60dfe9da0cf2bb474be202a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9633b12cdb94fee753175a63a0443359",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7e08b8d750234f1a00ba61b80e863566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7d16e6b0cc719765799973fea52b70d8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"6c4b53cf2631369436889e62f160dee7",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f6ba6956f979b442a249892ca2fec165",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
"9e1256788408d0c7061ed41a80bd77f9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"a64abff30e9bd8e307047b668640228a",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d39cb22f4a0f4049c7548d93c89dfd8e",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8f445831909dbddb0c41424233b65afe",0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9af34bd5b5965b3701e470c0d0988b76",0,0,0,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"36bacd1a2937117b49ecd36501d11f04",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8c7eb42c6d6c6985b317f0faaed17657",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8052442adb4358203a27a29dbd7829f1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ce36fad11b6243e4c4df5433ce836de7",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1f10b050b485c6107099df918bea93a5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7eb1c2fe1da9b72c78bd559c075cfb04",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
"f693672e25016f2899a6c85aa6e0878f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3b1abb453adfdfc402d8111b360d158e",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7976f447f01497ad56b96c426ace6ff5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51d48742d8b38d9e54b81b007b8113d1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"b8c11aeaac62eecd2da7284fae4dd659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213449e47f306703365bd16cd6c586fc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66919789f163610af9c80045cffc7ca6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d333390db08356e80785f78a597a72e1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
