sequence	16S_rRNA_Count	metadata_NSTI
63fd589ca294cdfe5e5332b7acf82e0f	2	0.377581
63fd6dca047811bb9b143584ae51b121	1	0.49117700000000003
63fe999174ca3f6b7a0229da52a37355	1	0.789093
63ffd573fef4d5281f91f984ff8ca03a	1	1.156552
6400b6ef91daa6da14403453e26fd2d0	1	0.036997
6400d92462067dbcab4ef10180d03714	1	0.828881
6400f1ba96a06f02c32045d7cd561932	2	0.954026
64012ed5d9789843af0998512ab0876c	2	0.353116
64020e0e63a4b9492ba86516576d95f1	2	0.187249
64027f543ae004c1971bc3f7cf9243d1	10	3.3796690000000003
6402c909eeb13489e73c46775b9afa94	1	0.154089
64049c809840e16dea7a7c6cb0d3a442	1	0.333323
64052b782601690519ccc4c9a70a1b8b	1	0.042253
640644668475738e1be5feb4d24a2710	1	0.507229
640753dbe78b00f93f14216875bc0f59	2	0.335047
64081e394aee93a86157d820f179356b	3	0.12866
64082885e5a4191fd0c114d2a611694e	1	1.0767870000000002
64095b70ee6427c91bca95cb313d8f62	1	0.783503
640b60afaaccd2f3e0584a266ad196fd	1	0.090489
640b6536c008b74af05f1290f4d595a8	1	0.557815
640cefd998ae70810c756907f8e004a0	1	0.9367049999999999
640e81c2ccac4c376a410b335afb1698	1	0.9601190000000001
640e81d3cb159d8c496f99a4829468e6	1	0.27574299999999996
640f13eb6d04e10203747122f0d41210	2	0.09020399999999999
640f9f7b2387acff1817a1242fcbdb56	1	0.354481
640fb28c70b173e6b88bf6685e1bcb9b	1	0.243254
640fe6357bf8f37ef4f8d0e7bbd03928	1	0.40982799999999997
64105b3b19efc7475ad78272a57f0b82	2	0.29830300000000004
641482f18bc214b63a2acda1807b3ecb	1	1.150656
6414a696f1675263b4320aabd15edff7	10	3.7015269999999996
641529eea0147627babd630a35605189	1	0.44655
6415bcd9fb8d8dba2be0622cd9b4dd09	3	0.211418
641775ae2a1b825fc441bc6a823be56e	1	1.424605
6417956a894f06a30806d3e4bf360a55	1	0.27633800000000003
641798c38c287c583ed54152138cccff	1	0.522233
6417c0b408a5c37546f8dcd7bb11e39d	1	0.562978
64189cdaec79912a895d101928a283db	1	0.39177399999999996
64194937f2fb3c3c70d2d439ab2fc9c0	1	0.729561
641b93f10ee8c606adc0ad0eb3bcc78c	1	0.616744
641c2ac151cfb1864335589ee10c2f17	10	10.359502
641ccff73dfb2d7483f9f3095a06e3cc	2	0.094312
641d047c427c73fa0ff3d19df72b0c40	1	0.64604
641ea2f2c0efcd4e1cc5952e362e8796	3	0.379533
641f5b32134d7808a752034c3cfd6785	1	0.7560060000000001
641fb02ddbe5779f297c005f88104f94	1	0.058972000000000004
641fcbc923a36400d7ed6714a45a2f12	1	0.8757010000000001
6420a79cbf89a351fd69f1dfb505880a	1	0.405429
642155f038a48cf867ab7d6e9d5c19b9	1	2.346725
64217fc7630417b45f14c37335909ab3	1	0.31654299999999996
6422185355f22012cfe3611c5800559f	2	0.285235
6422ea837674ff657ea4943fee5c1f27	1	1.319821
6422f9cc4cdc87e712d8ceb4c39bc4a6	1	1.9657490000000002
64232d8bb8d9f2da74c0f648c20815c1	1	0.518742
6423c186162c3a190a0444e0ae69d7fe	1	0.9445129999999999
64251117381a67cf5e7a31028732a690	1	0.079561
6425ceec15abde5d298ccbd95f5bfb70	1	0.47981899999999994
6427c9b7671db12a0c4da29167ef9942	1	0.11560799999999999
6428b6f457e47bde69873259eec94112	1	0.23376100000000002
6429442a6e4bad8921d7db4d4bcea212	1	0.460579
64296ef69db68588c905fa9398c84247	1	1.063519
642a38238a5a00f8e68d2592bb736c72	1	0.588295
642a4436e76d7e360052130070943cee	2	0.476742
642ca3668010e84f9d891c3e6ff84ec3	10	3.775954
642ea7fefd6c726c7530627ebd91082b	1	0.529673
64318d6774444a311d19eadba4847d79	1	0.729865
64344a1f9097cacd4c208b4f63a8a150	1	0.17887999999999998
64345d70085499a985d6a14712b376a5	1	0.586171
6434e9e7f64027cdccd3dd1676f31fb2	1	0.423209
6435c27b1e806bd190a45330487dae06	1	0.24943099999999999
6437e18c22d8227c367525ce5a8ad625	1	0.518742
64392f35c71081d508dd01718e05c8a2	1	0.537812
64393c400f4e270dc8bbbd10d743ebfe	1	0.580799
64397c306c3397850a90963120c4ba84	1	2.312637
643a2d87ffe5f28f5876c7264f57c41a	2	0.247675
643a3e17659f1690e7f4c80c483558ce	1	0.141964
643c6c3d2f5b7940f0e739bb1ccfe4b2	1	0.26922199999999996
643c78d0cbdb38e7d9d563b614a19d23	1	0.877149
643c9a5d7b6d0dc0b0a321c752f01322	2	0.459737
643cc9c7bd7c1c1a9f6e78b360c4b6b7	5	0.234893
643cebb0467e66a35027392257e432e9	1	0.595569
643daa858b246548505e18bac3372263	1	0.307688
643e3c8267ffc3c3fccefbba81dea95c	1	0.384893
643eee82682739711e744bf76142f84e	1	0.235769
643f84caafdfa60e582d57628e24d421	1	0.17965
6440290cc57a86b4c1a57aee103d11fa	1	0.329297
644143e06861ba2f23e2155b253a6ab3	1	0.056932
64427ff3c326bcf70700580be7da9921	1	0.5428689999999999
64455ec994bad01c9da1c1583971295f	1	0.224886
6445668e5c5b39e7e4edf56e7a9d9821	1	0.532211
64477177f807ac120b7dd13bf4e3958d	1	0.34884699999999996
64480ed0db4b86363c6cc42ad31ac8b4	1	0.241418
6448d015c5c6f456cde38fb05c0a21aa	1	0.671218
644a88883876450005b72a782e4bfef8	1	0.476602
644af9c00ffd3c838fb627443aa5ee01	1	1.8419869999999998
644b6ae27c6e32fc43e4de02b3816aa1	1	0.503393
644de684ae9ed559759ed7c4364b1c81	1	0.042235
644f5f034b6f7ed8254cc20ba494953e	1	1.2012049999999999
644f65e76b5d276a4591bac3a1cdeaf7	1	0.173131
644f86ea0adb432140169c327a46b013	1	1.05548
644f93747ff74414f601a32f2bae871c	2	0.147756
644fc991e161c7cea9c3f9d696005cb2	1	0.423551
6450b218bf743b2e84a3f7803a711d9b	10	8.190974
6452f4e8520a70c542825bc7becb4264	1	2.381687
6454a7f0ba4102a7246f16d89e75364f	1	0.46311
6454e0078f07da93d3da4c7a72da5ed8	1	0.734463
64568cc94a33a66d63a396824c29b296	1	0.24034899999999998
64569d995402496a382f6ffbf03f710d	1	0.22795
645702e161b9f43d6c02d4d155f10a8e	1	1.6747990000000001
6458603be573366602596475a80cbb75	1	0.272242
6458920f3f63ca6d9c90271a7cffa370	1	0.23296
6458e3caf95e6ff7455f8128cbfb608d	1	0.356574
64590f8429155efeb5bfea2209db9851	1	1.821807
645a061f20cd89441a0cf3815212b7ba	1	0.305332
645a40764948e5e9c879bee06cb00e3a	1	0.516465
645ab2e6525e46904b5a721899801e68	1	0.281013
645af80b91b547181a67b9f9bb45735f	2	0.470717
645b50e6c9c5f1482d2dca35c7137ccc	1	1.129659
645b76e146e787f5c6084d51dd99c42a	1	0.37811300000000003
645b89e711f943ede127ebc5795f6349	1	0.503384
645d4e47410bb32523cdc424761f68ba	1	0.47008900000000003
645d625338b3ee79dfede8fa729680ff	1	0.937875
645d960dfaad31844f3109857a39fd10	2	0.165485
645dc233d310f6b9f5e283e97d9ded29	1	0.40415300000000004
645e1b612a447a3c993c6de994b9f3a7	2	0.386689
645e9b211fd345937555a10786c3d518	1	0.18381
645f0dbe7bc26355a849ab35260d7d29	1	0.469301
645f7faf95a3ac078206eba6dd34eaeb	1	0.25169600000000003
645f8ba3fc503d406e9423e446e0cd7e	1	0.76041
646130f3af18b0d4445bfe9dcba4a3f4	1	0.33853099999999997
64627337960acad95c760c1e2f2d3920	1	0.5360560000000001
6462bcdaf54eff7120adb28904121c3c	1	0.158038
64638d239d7d81dfa7093c816988dfe1	1	0.9763069999999999
6463e0265d41711d230bc8b1c1d57064	1	0.49341
64644375c751254bc1662fd1a217ac60	1	1.2871190000000001
6464495e3c76bb962d8b4ddd777c581f	1	0.286416
646476940c7e5fecea6a978af1266c99	1	0.95986
6464b6d1792861c1bbb774bdeb4f5449	10	4.5109379999999994
6464c8ba254c65e3a760c4b5f5430e9f	4	0.297031
64650ecf89f0cb6147ff635723d57dfb	1	0.719132
6465da17b88e96f07b768a8234194523	1	0.043365
646894160f71548c22472ff119f07d45	1	0.626922
6468b973b66008296e2c83f8ae8297cf	1	0.032454000000000004
646916f8eb114270d553949000ecc8cc	9	0.060391999999999994
646921163af5f99611927bc658d179f6	5	0.160192
646b5f8564bc21bf60badde2d7568f5a	1	0.6518430000000001
646d559fed74e02f151b28b37ffdbc40	1	0.47513900000000003
646d6a1ac93f8a7747f4d3501c9567c0	1	0.307634
646ee334d2bfd48197ebb97358082b9f	1	0.289319
646f080addcec294b75a9fef46cb6834	1	0.8754299999999999
646f257efc75088277aad2707b77c748	1	0.23565500000000003
6470860581d10dbd127449c51a7211fd	1	0.9987
6470d4786b16f1c6f70942d6a9fb130e	1	0.415944
647110d207e023aa22e7b74874343e73	1	0.375677
64727158ffaabc6aa99f6674b6643d5d	1	0.663772
647288ffa3550542806d66298de83e9d	1	0.233438
6472a2b872897bbbc1635b39d62e21e4	1	0.299109
647368dd8e63289afe45165bc56c2e16	1	0.113131
64750ba5330ff0469f4ae6f9e6aa3a4b	10	3.643824
647536ef524fee78277a87f9ed3d2ad0	1	0.450383
6475b0f66bccf5c4e8eb3f126f723ccc	1	0.771415
6475b98e77a4ee4c49bcddec5749d765	2	0.633626
647780c8c61f07a22807b46070aa47f4	1	0.5600470000000001
64778de93eb3f7a2c7852b1dac8174b0	1	2.175177
64779f0f045a47532c3883d896a7deac	1	0.05426
6478db68406db1aa6b12e479f9ac9ba0	1	0.23429299999999997
6479d78ce89a351a18acd15cb1e9f312	10	5.387949
647a3a0598674bb5abc079f4ff5e86f0	1	0.684438
647a7f47dd22fe1338abc7c983883a3d	2	0.1414
647ab5eaff0156530511517511eb593a	2	0.251286
647ab7fe6c92c56f647ca7336a73f498	1	1.056439
647b20e86ddd356965610fcf04df8f7f	1	1.035392
647b6be21b2a4545f695324964ba5098	1	0.175124
647b9eb10e127f48f41a3c8b98028bd8	1	0.46896899999999997
647be388ade0fdc57a41e650e6b43d15	1	1.7564939999999998
647c44ba24e6b37e94ff113caf61d0fa	1	0.171258
647cd827a0033eaea8c5723897179d5a	1	0.032694
647dedab5787c3285c5c8004f6c39388	1	0.778532
647f08238c1975dc03eeb2891afbe9f4	1	1.6418400000000002
647f9ad107acaa130cb0bf472ceb0db8	1	0.191629
647fa4fc05b0975d07fc4526fe896c9e	1	0.9732790000000001
648181aa6232a0c00d87cc6527ab29c3	1	0.276359
6481fb06188e79df68b5ac5696d50efa	1	1.173593
6482ecd5ba8a5c157bbcc3485661c646	10	7.863314
6487c4c2014c13d00b667b3f5f5b1f84	1	0.530646
6488ad9493a90bde236432ae988eeca5	10	2.589887
648af02f8ee71170986ccda3e0bdcfc8	10	3.261752
648b11b5aa444bc4ae84394d83fcdf39	1	0.070448
648b1d66669727df85bab66f96c07666	1	0.152462
648bc7f822423b56d2b22b237e20e043	1	0.6723979999999999
648bf234b228a6560148ba9e8aeb9a64	1	0.274464
648c76f1eeccfcd7c808f46f02782e61	1	0.829515
648d3d2920323c0200fbb381e8e0e15b	1	0.277746
648e1bb520dfbab3d71293a2bd973ce6	1	0.46022799999999997
648e22ce15a15027837bfd57102a45ec	1	0.207523
648e242642e9b2e1ddb8fb303edb78c7	1	0.560617
648ec6aab081279b322362951c1d3ce3	1	0.700212
649064adbce56561336447d3e9930bc7	1	0.131896
6491071733d79a91a24dc079166a80ec	1	0.5855630000000001
64938ab31a60e5e9913fcdb96485f950	1	0.26353499999999996
6494a9193d54423d3b625bd87db33e66	1	0.032366000000000006
64952700079f9762757d91ce6124e46f	1	2.0620130000000003
6495d71b95a23084264016bb3ea687c1	1	0.20570100000000002
6495f90d52f9153ed8149da092326475	1	0.6208020000000001
6496ad64c29e8cb1ba0a22688ffe79c4	1	0.400069
6499594c7defaab817639437acd44fb3	1	0.152305
649b4ec6a4bc1e0cf67bc9ba96f1f259	1	0.5061899999999999
649c03c07106316ca82b534c579a0299	5	0.345267
649dc77d95052b82b6997db20fd803c4	1	0.769624
649dccbfc4d5cb3611bdefc0fc5ccf0b	1	0.550229
649e4fe35fb5d7b1dcff9da2b47497c4	10	31.554403000000004
649e61f8bb2852d636696b33391004e1	1	0.461467
649e72cf7e89768fd01d6f51e7ed1095	1	0.18149200000000001
649ff6d1192084594c095e779757ff5d	1	0.994201000000001
64a0188ee5c29bffd8832f942e7b35ee	1	0.7790739999999999
64a05fef8c3a7a63a66e5c012f168798	1	0.44433500000000004
64a10c388da538044399f9d91fd407ba	1	0.065335
64a2665104774e7877e07a2e029ee96a	1	0.373967
64a2df3598ed1e6f23151e88d6d42659	1	0.032768
64a44072195e1731350a77281485d89b	1	0.150135
64a4a4e02d987dd6ee640cf37ccbeffc	1	0.67907
64a5a6d22af822e920b7061395fdfef1	1	0.5671689999999999
64a81ab0c6c6747189060784999ea93a	2	0.310698
64a9119bfb36cc262dcee2b3341b1969	1	1.699409
64a9e241e3353619ae399dabf7515c4a	1	0.696163
64aa9ecd0cbaf7d86b7d6b86fcc09a2a	1	0.780119
64aba866541407fcb4955359db0c5d5c	1	0.07574600000000001
64acf9a860e8aba72fce744f4cf4b739	1	0.461038
64ad13b44cf1fffc8d20bba14df5d967	1	0.6211260000000001
64ad5a64591865362a0da6676141760e	1	0.6207779999999999
64adde47efeff68e9dae407b6580efb9	1	0.18046600000000002
64ae1cd0c774c05b169d40022587ff63	1	1.3095
64b07c1ecc75e8be2e40e97e755e1ae9	1	0.297752
64b28e1ed6a36bf6d766a1bf6586fef2	1	0.181201
64b2bdc855286e588ce0f253bb06a973	1	0.22174499999999997
64b2e46f8c19804468f8320ae7100d34	1	0.499795
64b385a2609e1ab67944dbf81b3fc6d7	1	0.9523440000000001
64b3892e038d562c003ca648b1ed7894	1	0.445499
64b4dd540980e8ca41f7287248602987	1	0.421396
64b5420f3358d261ab6223454ef48def	1	2.308533
64b5672b7e73fbc9dd52b3ce599b3cf0	1	0.321268
64b81cfeb7a13f7a4665a066dc1f4299	1	0.274735
64b8688cece7049e388d4bec57aa72a7	1	0.82035
64b95907ed1573ab06289314504e0481	1	0.911694
64b964613794ff244bdc949a36cd59ff	1	0.958123
64ba5de900328ed3316acb1a05e86a63	1	0.521757
64badf144f13fbeea5f263005d995c61	1	0.179748
64bb9c28a5febe01d681c5c22ec5ed05	1	0.150382
64bc9b5253b8cbb0afd2d7ad1d4294dc	1	0.9466760000000001
64beb22aa5419fb26c1ce422335bbbc1	1	0.9698709999999999
64bff19092d841243949c97a3ec28b83	1	0.529879
64c014fcb02520a4d8a6ad5bf78c23bb	1	0.125549
64c0be442bf675eb98b743cb7dd909ff	1	0.47494899999999995
64c4042fc1f15ddb555eefb2a2d213d7	1	0.24145100000000003
64c45d9507235d4c2bfa3376fe18fd15	1	0.6195930000000001
64c5c605f82e1487ce6da8f696eb7b0f	1	0.548906
64c68aaabcd01bbf2760f30204095e9c	1	0.333251
64c6bdc049b347af738497d86622896d	10	3.029409
64c6c677cc4bae3001bb95ddc233fce0	1	0.981086
64c6f8172a6837b408987a3a40ec7c73	1	0.800393
64c70ee21783da6751e02de74920233c	1	0.894666
64c748fff3da0bf7554bbb0ac768c1f1	1	0.474616
64c7b4fe31a7ae86e82d6e972879f072	1	0.113482
64c82020d64cd57663054a8ab76beae0	1	0.057380999999999995
64cb0d7d312162feb6d1989019a4afb8	1	0.750518
64cb8ca3fb9a271d2299e9f036b6c1ff	1	1.60243
64cdcd72c4ab7fd6c0b4139e17ee74af	1	0.035649
64ce69a8cdb5bba864c6ef15ffa56937	1	0.436112
64cfa0af61097d8438e3a2e1f870faec	1	0.9307479999999999
64cfa6eaf1bc71523b662efbaa9296b8	3	0.14725
64d0071f38481236b47d36b3e019e511	2	0.128643
64d07100eeb5735ab52e2eb19a833dda	1	0.7939149999999999
64d15ed8806880b8f8cfc499c1f64005	1	0.726769
64d1dc3ce63047b4f492018ebc89c073	10	6.4382019999999995
64d31fdc75cd28550596cff35d0155a3	1	0.948716
64d393a91e49b8684f165e732495456e	1	0.30849
64d4958ece469a9d66fa40034d48a56c	1	0.491886
64d4969ef0f9dc083f04d41506f511c2	1	0.161003
64d58369589160d051a0772dfdf6f738	1	1.1452
64d6c23410439801c723d87db2e2ffa3	2	0.21644899999999997
64d706d76ef9dbf9ba201470c118e9f2	1	0.885229
64d73139c63d8ab61c37a6fb7b514509	3	0.405507
64d787ab59c29e1e46d77c8a4ba6d5f5	1	0.78764
64d7988a22f3511f763e7824a82cc0e6	2	0.848103
64d81e639874c470c3da0420b83bca4d	1	0.46021000000000006
64d833602d790af4b94be8a9b961da29	1	0.530778
64d836aaded6a91327352103ae14532f	1	0.564118
64d8518e7728b175a6b2f4c7ea585c14	1	0.459512
64d8cebde5bcb2196711fcb5989f8639	1	0.338729
64d9dccd54ad375e6bd7013a30188eb8	1	0.845628
64da9675f66ec4f245b602ff13db7297	1	0.353984
64db58620e59b91b07b7769674a0d5b4	4	0.4261
64db9787113caadc17919596fb3c7bb0	2	0.128643
64dc9ef4c9e4216239c8841f7ae2dcb5	1	1.458934
64dd4acf370562a8584848122aac8950	1	0.102289
64ded14fad79a352a9008c581689498c	2	0.053946
64e138dc7ba2907f231deb1fae3f6bb6	1	0.069247
64e1e2df6dca4112def0d72f170be009	1	1.757322
64e2a3f887043d69110e5a3ab8c9b472	1	0.295053
64e41ed9a916355c634fe3546f97795c	1	0.677806
64e54b2ecfbf07a41b3533e1290f6ffc	1	0.13029100000000002
64e5a2c031e7d269bfbd18d21e66bc38	1	0.6191949999999999
64e5f0b2e90b96cf60ec6b73c275454b	2	0.12097100000000001
64e61e271975b1b557715d37ef3f2460	1	0.539555
64e6e7a7cca3d7fb6a61b8df994266d1	1	0.03235
64e74108f205fa570424110453465ce9	1	2.387963
64e8447976e7b34c86f7621889328ef8	1	0.150515
64e9368dc12abb56ea407ea4afc257ea	1	0.291216
64e959cc92ff0fbb864cbbaaf5125ee4	1	1.144696
64e96ac81338ac3b37262816ad4b4adc	1	0.40122399999999997
64e9cb7c6a5108d66def63e586993a4e	1	0.700983
64ea0011e0f230b472272902235692cb	1	0.181201
64ea73b4066c9c9a32b9fb071bf9480a	1	0.32536
64eaeb78746c72965f1656df83c7b155	1	1.428996
64ebc5f3fdcb62f30768565ed8f69575	1	0.230819
64ebe1d1893a6db702eedf2d54eb875b	1	1.2147700000000001
64ec226a4e499ec5a8ff836fc23885b1	1	1.132142
64ec3bcc181d153445698ccf0e68c185	1	0.090813
64ec5db96cc47e01ccc4e7f4ebc84c97	1	1.466226
64ed08f020b80a9fefb8097243eeed95	1	0.700851
64ed46c3f753997e4adcb50455f34da0	2	0.47238900000000006
64edef11709dc40d91042bd2fdd521b8	1	0.607533
64ee5a759230d0b73a4e3c45ee130cbd	1	0.6104430000000001
64efb089fbc08f9d9e9cb0a189c92abd	1	0.9773
64efbe3b852324dab564f90414379267	1	0.531717
64f0a67ef88e0b735e3034e81616f14e	1	0.135545
64f13b245a9a5953408ef2853bf684a8	1	0.191629
64f141b7580f442acbf35e1286b633a4	1	0.617618
64f455834025323e3957cf7130e5d8ce	1	0.83001
64f461c2aba06511415c127cda88f472	1	0.193305
64f4d348ad5ce68534ca78215a2fbf75	1	0.909718
64f502e84ae7c5b7381e4a6fd6cee8e8	1	0.173877
64f59dd0025c1697f473f8a17489c126	1	0.480684
64f5f3900b7c3fccf9f6360419c549ff	1	0.471816
64f6077c149ff7b8ffbb1b33e0e6bc6d	1	1.042305
64f621ceb7ca44cc796073cd325276a9	1	0.183937
64f67cdab09afc79b3a0fb4e1d4727b7	1	0.12154300000000001
64f69e262862da18e820e69e0b1b1e18	1	0.350494
64f7f963ce32746868c0e9e053930be4	1	0.6780229999999999
64f8eae60a9d66a8a36ccc216a628b78	1	2.750883
64f9516c23507af74b79f62568ac17f8	1	0.23107399999999997
64fb6a5fb46a252d491853175e92f7a3	1	0.189524
64fb7d555bd467e39baab83daa08239e	1	0.349191
64fbbf834ec898922a1fe060f571f875	1	0.469189
64fcf3dc1d56e9d4fc937f4b0c0bfc2a	1	0.26111
64fcfb2b3e54b04fd2df06b677278eed	1	0.27516
64fdc5d897cbd0e517373fc1da64abaa	1	0.579499
64fe8b656536e2ddfa8ce3c029d4611c	1	0.48780100000000004
64ff30d1267743274dafbf6fe607c60b	1	1.10629
650061f2532dc2f716d55f691579f27a	1	0.127892
650128a6bc853efcece583be0c893fce	1	0.12423699999999999
650149ce858ab240cf813f6a3e0e65ec	2	0.5508930000000001
6503436f14502d8bd11e3989a2806326	1	0.605587
6503581d0f42e79fceb3b8cf15405d40	1	0.7835989999999999
6504d278f687093a4efe8a611ffab790	1	0.146905
650581c5d29f459988e462c1bf16c05d	1	0.233994
6505c82bbb789b010a2ccbaa3caabc8f	1	0.05285499999999999
65070bb324ea155316eed6549ec89c6d	1	0.947583999999999
65085146c88cde1ac7a8c09ee85da64b	1	0.17879
6508a702daec60e8eee82b9718134b4e	1	0.550473
650bc20b717a7bf2c33bc9af85c7a115	1	2.289475
650c23588bb748f5f6288cdbaa3475f6	1	0.728023
650c940716949ccb02bf794afc9d6a65	1	1.032899
650d16a1945a24c8b42ee04999e3f2b0	1	0.06626900000000001
650e8c6885344c77fc0391ec918d0f9e	10	9.376803
650f10a78a0906037b6ce850690f751e	10	8.370378
650f43401c6e5818e44fe86dacd54516	1	0.38258600000000004
650f65f2de5560b6cc6fd18b6ac49a29	1	0.133985
650f9a42e75cdc1472d8609c72cd5a63	1	0.449668
65107421fc696d8b44da29853c107638	1	1.05073
651119115d2f04cc3b0b18bf1b88904a	2	0.19605
65137d371f4400d54adde28d3e72670e	2	0.46588100000000005
651419b8e51ce1f0ab7e237703e40e6b	1	0.47338900000000006
651463cbb96468b6368859579a7359a4	10	8.868856
651571293b589ef3497bc0b33d634c5b	1	0.361252
6516c7fd09235bbb1b85a338e8e811f4	1	0.171173
65179d917efac6767848c820e59b6627	1	1.4523
65194211805ecc22a62fff061a60b2ef	1	0.10977
65199fb6c63163489c0285467c093b24	1	1.696882
651a0113378ae1bd893ec57b7f1bdc4c	1	0.797195
651ae6a7bba36b04ce7da9de07167b32	1	0.309345
651bbc036752ba67288b499651cc0151	1	0.27084
651cb2e188ed581549bea807961a0ba7	1	0.7902100000000001
651cd70d01df750dc1e40a8cdbae32b9	1	0.365824
651f1ec385721478c8a87a43a104a1a5	1	0.43645100000000003
651ff8f6eef94138decfb3c1980491e4	1	0.22795
65202fe4cc9d1a699b02a2c061eb0fbd	1	0.519785
6522054fb9bb237a3e03b603c181aac4	1	0.361252
6522579d027f7f449e4d81841e973c09	1	0.323549
6522589b8c2b87df97113e964ec0c04f	1	1.626331
6523898508f2d76ca14d210c2bb49967	1	0.043163
6526310513a34232fc38e3f27602700f	1	0.20391800000000002
6526528b6118ffaaa4cc61bfddc53cd9	1	0.325345
65270a15b61fd8c3eec4377b29faed80	1	0.170438
65271245169d89c39b5ba69e2ddb2488	1	0.507356
65273fca88ca62777aeaeba1595b5dbb	2	0.7676270000000001
6528858656fa74fa3ac0fbace136a026	1	0.246381
652a013a3af8f003fdfbafac953aa427	1	0.089908
652aff47060645e1524ffcc1868d8c9d	2	0.15321400000000002
652bc88d8bed612c96b112afc8dd0295	1	1.116147
652ca074ad78ffb16bb44539c6e31ea6	1	1.470456
652d7aca95401eae5f57f47a37d18c44	2	0.044506
652d86551e3dafd4627381a6356ec6ce	1	0.12154300000000001
652dcf349313b75f3e5431c1175518ad	1	0.5912270000000001
652e167fdb8592715b65efd6a55b7222	2	0.248631
652e4c19300d673f374c6b926da2d13d	1	0.45381499999999997
652e4f8baba787c1c700bb3930f7235e	1	0.056445
652eedc4e12d163572cdbdec453d6da6	1	0.638282
6530945a2ea4f5673ea26ab1c0eeebb7	1	0.146153
6532b6ba498adb11ad654a65cffca28a	1	1.025256
653478fc391b5eeef9489ce0ef29a469	1	0.287721
653485de561754324f99a37ff4374094	2	0.45059099999999996
6534921b7b57c11a2a690bdd5be95a8c	1	0.621046
65353aceedc7de042654f29443cdca06	1	0.07825399999999999
65365c97a40b5482045e257130c684d2	1	0.58662
6539b148c5d9658fc8e1046be58c917f	1	0.722429
653b048b8edf6d5f82683b09d2d8175d	1	0.55808
653c01901b3c015e702bee5801d6acc6	1	0.49665
653c085538c68ccce40715e0ecff88b0	1	1.6709880000000001
653c69f4b3d91efa59c6e5466161c58e	1	1.3122200000000002
653cf945c26c844b0d03775d80869f0c	1	0.837131
653e472ed73389f6311fc8100c34b5ac	1	0.076171
653ef391b0b20c14da53c7516a558298	1	0.930788
6542b80dd5b1fbe2db187681128b6540	1	0.836108
654547d9feac96207708bf074156c0f1	1	0.150861
6545d8f589831d3198b142838f7804db	1	0.513676
6546030cf9c0f402a934f0576e6f10a6	2	0.673809
6546daee97831e4a7a2832ff2470db58	1	0.360061
65470082cbc9b2402551d29904ba27dc	1	0.298621
6547ed8d0db90ce13f6870a9858fbada	1	0.151054
6548aaf81e222ffb0ddabfaeacfd6de8	1	0.7547870000000011
65493af734feefe3434929a05774608c	1	0.17879
65498f486f053a00af252da8343060b9	1	1.274515
6549d1ef2ef006f78ee981260e4a6e88	1	0.5909840000000001
654a54360b69804ad3df74596561e54b	1	2.1879419999999996
654a63becf3dceb731270d67a28f14b4	1	0.581241
654c6449a1084d39b2b48f4a779e3871	1	0.139193
654def8fc8ca4eda75352725a6071a95	1	0.509022
654e3954dafd3ec437077b2ce1f0a3d2	1	0.7068760000000001
6551b85084a09eee972a3f08a9e9d0e0	1	0.935625
6552439f5268b49524b3eff837d5c904	1	0.36727
6552bfffa17e7b17e27a19dbc4e80ee7	1	0.590388
65540268bd9176c76eadb6d61a93dac9	1	0.320403
6554857db45773495327e50fb9e868e5	1	0.9410360000000001
65552f9078a19dd8dd8c40e8a01ad865	1	0.6195930000000001
65553063fdb822c8056b43ad735afc07	5	0.24368
65559395e94e5a524e36b15e9b3bfcd8	2	0.40633400000000003
655594e6329d1e41ac6bb5bffa5707ba	1	0.671377
655818b98765154c16870307e500fe71	1	0.608478
65583c89fa981e31ccd8db23dbafd2d6	1	0.420671
65590e4c506620331eeca35f8951009a	2	0.311733
655bfe9a319edb0a249e4e4124db4559	1	1.220758
655d158163620517c2751b72dbd4d07b	1	0.215376
655f3a0537d7947a6953f31e47ee6760	1	0.070472
655fd80edb7d3d55d5d82ca03e65d22d	1	1.791353
65600a26777a72286f55f89cfbe2bc17	1	0.545692
65602b49167f0d8214c68fbc5ecea3ac	1	0.32824899999999996
656101fc89c2f316b1a041b859040952	2	0.437742
65614b70335a794d53911c5f352e98c2	1	0.10887000000000001
6562cc5a3ff5dff046461b83422a267a	1	0.568005
656434e38e6c5a363e59c6f15c26510a	1	1.341042
6564df131375d05d6c1c7dc721c5d54e	5	0.06514299999999999
656562037646214caa49ca554fecc16a	1	0.325201
6565c446fa2d675e1dc88b64615fa0f1	1	0.409597
6567013507a5057f88f1a3cf8a070b46	10	8.181122
6568383071da473f90588629e49d0ede	2	0.17912
65684aeffd3d848ff3a377a4ac727ba7	2	0.103045
65685f5fe5085bf2ef744c75a320889b	1	0.876983
6569ba5d499d459355be3d5b15d48005	1	0.115388
656ad65a12e9f28f41bd8c58153edc28	1	0.246959
656b516e89168d078ef6a0f41abd7a68	1	0.173131
656b9df6025b638cbbe30345fbf8584f	2	0.425541999999999
656d13059293ebffe31628f50c8dc857	2	0.314271
656d1c424a84c311a181c668518d4494	1	0.29739899999999997
656e79d6c0fa17af851f18f9f2e9cb5b	1	0.358509
656eab5114b245ed38c0b770653bc141	1	0.208668
6570ec0f9b5fd384d1a68b338c202eeb	1	0.17879
65711cf846fd4b145d354e05ed70187f	1	0.68786
