sequence	16S_rRNA_Count	metadata_NSTI
46158efcc99ca4503efd4b4048e2d68f	1	0.104744
46161ec8d358d0cc317527e3de57eabb	1	0.240261
461653311df7b789db517c3acdad0279	1	1.0422930000000001
46170423e50edfa2bf02834843980776	1	0.170766
46171d147e446cddd34a1ff2b66878ce	1	0.364129
46174c74d48b1d448a77e3b80976d92a	1	0.9202239999999999
46178b48ed0ee79a9c382a9671aa37ba	1	0.29089899999999996
4617de4cc4d6f9fc27b5bdd9173180db	3	0.0841
461878eb3ffeed5d666c5a2aaa8a03ce	1	0.06639500000000001
4618a72a6a4c5dd30ebd7be0427fec19	1	0.6370359999999999
4618c320f434abe0abb81f0cc4ca218e	1	0.313157
46192a22c041a983307bf6e42cb7a5b4	1	1.27183
461978a05a035cff8d9368611c4f5f15	1	0.526266
461aec7eaf3fcc84a091b98457f7f7ff	1	0.39492
461bf7d3f59b30002b15e3676b485f26	2	0.018494
461c0f7036339b2e5c8529f271c8507e	1	0.6400640000000001
461c2e2d49a723fe8d49ef89eab909f1	1	0.834674
461de7d20b75ffacb43a40834d509485	1	0.288635
461ea65113d0017e908f837a2df9d96d	1	0.086096
461f6fcab3765e3428bfc67fa0b6e85c	2	0.199006
461f8a1a5031b210d3c462384959dbcf	1	0.381871
461f99273f5170170c1145ebb8877d13	1	0.551619
46209b6e483ffba42b23888aa9104e68	1	0.651941
4620ece492932b9d514bdfc96c737817	2	0.335993
462296a656b6464ff17f4b6d2ebcbd30	1	1.118789
46229f00a35dce1ea683bc3bd9ec9611	1	0.651718
46230e6826a2e1bb83cf5d25a661c099	1	0.384893
46239994a26a52e72d47853787aec4d1	10	2.761519
46242a6edd29f69f400f7a86708ae659	1	0.747466
46263a38c0ee2cdf5ac21064bd72375c	1	0.43321099999999996
46280cdc1efa85f69661c5470ddca2cb	1	0.24326799999999998
46282a75963ee40dd9e257b60940aa0f	1	0.198195
4629e233a42691bce97d57d33e7a995a	1	0.517256
462a1c33f4bc678625dd207ad7bfaef9	10	3.441323
462a502a0d80d72d8b9d4098915e4b53	1	1.073848
46303b971a3ab5016f7fc34f14def26e	3	0.282003
4632d45410aff4f462f933e1e62ff54f	1	0.794543
4633a16c4fd25c77c02e996ac64a6379	1	0.268714
4633acb2fc25b227db4a3254650f2292	1	0.675805
4634338b3910d505bdec47dc691d173c	1	0.331016
463719cf311df48205e68050eb1d340c	1	0.508578
46378f796a4e1428480cd579938cae71	1	0.73961
46387917f7b851adae56db110aad55e9	1	0.303317
4639153c76dc0a1801c02cda71ed80cf	1	0.6671520000000001
46395222026c11a926bd573e12a0ffd7	1	1.210474
46397ff9e87b65757e5c1f4224d63583	1	0.013925
4639d23d5a15207860ad22d4df293468	1	0.5777909999999999
463ccb5fb3a7206ea70ff12db49e9d29	1	0.749459
463d5947eaea67ad88fe7822fbf0db9b	1	0.44291499999999995
463de22e2a5bab5f3ad4dfb7ef3f7ea8	2	1.417268
463e0028a7fd3c33fdeff659e5419ba2	1	0.132379
463e173c8f61981e06bb102501cee4ad	10	7.9537580000000005
46411c6dd8b2e57b3fdb2fa89cd3e9b0	1	0.07664299999999999
46414686e0a2b26acdf54795037621fa	1	0.127657
4641c2148271e9a59c232381b810b753	1	0.659628
4642b9782f93021e6d1f588d120b5430	1	2.018622
4643e82782dc1813e3d5c1b80ff7450c	1	0.43916499999999997
4645bc2aa8130eb95b57811046689bca	2	0.808584
464617fbf5fe90698694b32170b73485	1	1.058892
4646337e3422857a98e3ef6da9ac5040	1	0.65592
4646d4e36e2c40b975ba1f93cc59d462	1	0.1692
4646fc26d7a27cc0fa5cd5a4da93f0ee	1	0.909701
4647a07e6a888ee419a1b6661e886983	1	0.07788400000000001
464808a7f4347da9d0b0529641a24c13	1	0.720751
4648328a192d0a862dbb2d5084a6a2e7	1	0.472156
46492ef90d9d7d605f782f8e2eb760cf	1	0.367238
4649e57b09c8acbfa08d954e0f4e7efe	2	0.283186
464abb301b111a399879d07efbaf7f37	1	0.821609
464b51c315cb34bd6004b4326bf557a9	1	0.625197
464e8d33a5af673cfa60e90eeb54536e	1	0.765044
464ea1435c4314a7a82911e15d76a8e8	1	0.331496
46504e653e0c6cb5b1c073a4eda943ef	2	0.505763
465302b36879e6d32a1f01e90aeef987	1	0.327818
465319ea9b398c4e3d14cf54168f0e5e	8	0.153571
465364d9028466ebea505c7c9a601cd3	1	0.438909
465371ee9a5949de32438097edefc46e	1	0.679478
46541a2673edb8fa41b41c04d9ddc862	1	0.567867
4655f80540bf250462d54f10c21c84bb	10	4.4279470000000005
465601820a1878554c094049bdbc5c52	1	0.254828
46570efd1bc11cceba1aa419e41e892a	1	0.020947
4657bc9c6a15438003afb5badf507881	1	0.113087
465914d89613dad04c296a91b51ce29b	1	0.715518
4659909ce2448f37dc8d1f6027e5eade	1	0.275194
465aafe95092ab123630d8efae5b6cef	1	0.335861
465bb08c8bcaf52ac87674cf7bba18a9	1	0.33853099999999997
465c353c94f252a0c219a9cba5f06fbf	1	0.724568000000001
465dd6b484e25ff74b1aade9c6b74fc7	1	0.445011
465e5283484aa7dbf39fe95a9b6ad36a	1	0.22174499999999997
46605c36d6f336d83fa96284b9dd86a0	1	1.11839
4663ae221826409218486cd35cbe3d36	1	0.774353
4663b0c00144eef84486923ec23e6055	1	0.254558
4664b6965b96aa742a9acb75c88e6207	1	0.8107770000000001
466529c92e9871b87aacdbf29bd01d08	1	0.10873900000000002
46660d0065ef2e38dcd41b3d20294c12	1	0.71814
46664601787239b9d0d3a979a017ece7	1	0.152305
4666904df5455daa96da74d1c394eeb7	1	0.760134
4666bd1928ce3b4992b0172a68951132	1	0.401775
4666d4064d1ba169c0931a9f7ecce51a	2	0.021254
4666fb3eb16c895591f0262240ca9114	1	0.139193
4667af8f62c7e5344366411a30990e60	1	0.139193
46684cd1dfe6db2294b7a6d4e5c5d3a2	1	0.17879
4668a7585ac7fef55c0ee4479ea5852f	1	0.158631
466901167e5add3f39465d211cff22ef	1	0.41785200000000006
4669d9814638579827e53c19b33ded09	1	0.166183
466a9dd6784b89b083a7ebf2a0014d87	1	0.41110699999999994
466aa08be82decbbd5acc9b5f921e35b	1	0.53886
466b1e14b74e59119cea114f80a5e50c	7	0.131924
466b8db9654e228a46bdf2d0a18425bd	1	0.572216
466d71736886addb2b6fdbb78b52aeef	1	0.139193
466db00e66ce37d8b07e13754f24909e	1	0.924949
466e928ea762b7d9ea16bd29bc47715e	1	0.08992
466ede451b1073345438b3f5b99b7bf8	1	0.044443
466ee3d6fc122db57fba67e73f70eb8c	1	0.399735
466f38f5bfa7b39e45df6a410e065877	1	1.35754
46707432e73991bd5a09355e1907e223	2	0.40871199999999996
4671aeb61e9f6bdef16e0cb79ba2a7b8	1	0.099967
467244cc2858d109d0a2408cdd871996	1	0.566183
467277faa08b9ffae8964430809787be	1	1.0121790000000002
4672d9b0315c6532c29231cd9deae685	1	0.6159180000000001
46732454fcfd1906cfdc8359ea5c4b09	1	0.189327
46735064312ec6996f139c1256009df5	1	0.20826999999999998
4674cdd06f003512cf9a85d613379555	1	0.091351
467519c70312a10a903afe86fee9b4ef	1	0.534351
467627720f573cab490fe51ff34d1336	1	1.170871
46765c00433ba50ad941ef8ab5027b93	1	0.17102
467674e00c72b06b7a8bce458231b797	1	0.189108
46793f3cc6bb9a23dd12ed2857a9f637	1	0.458693
46794ba187c6518ffa3025bd7339c815	1	0.834821999999999
4679f2f8f536374490973598c8b6356a	1	1.5952950000000001
467bbc3a8aa86555372ed96cadb51e59	1	0.057059000000000006
467d09c924ed04deefb3ad71f14ca6b0	2	0.425813
467e1851593f2bc1580b583086c81213	1	0.181201
467e5a02192797138e6d4fade4630012	1	1.288814
467e95eac86e98337e0c142c3f912298	2	0.307352
467eb915e63c937db50d9328ff16b0ec	1	0.740372
467f3604796fc367b007d79f18e1cad2	1	0.215376
4680dcef88677d1d7d70deb4d40985df	1	0.47695600000000005
4680f264ac0712425d38df4b57900533	1	0.255912
4682565bc12f99915d4bd2987fd42a03	1	0.279526
4682a6445972fff3aa659342b3bc6e41	1	0.067468
4682b93a2e54b54930df8e30066ef95f	1	0.5442600000000001
468395502bd11eb2438a63d60d886ee8	1	0.635815
4683d5cdb0d8d3c79ec99ac693d0979f	2	0.322256
46852f43c0da3d93f2714af3054a5803	1	1.084538
4688bef637f2bf68a7e984bca2ea600c	1	0.396332
4688d4fe6c777bd684556f507d498677	1	0.9135780000000001
468901bcb9bd11f190d4c779e6d88459	2	0.932484
468931d643a8d5abf90821558f896c78	1	0.38362199999999996
46895d5b12089b58ffb783c75fa47dff	1	0.527311
468a1ac420e703c778180d5a72866541	1	0.257313
468a97c754c2ffad7fd6f9e15c42c562	1	0.388017
468c83a857ced4c16226f28a8e5af75a	1	0.694333
468d62687f32e9d9f9c6ffe2eed86e53	1	0.11695699999999999
468e18b6e43603addccf3ccc353a2dfe	1	1.159989
468e3ba0d4d4a539ada0a363abc0fb7e	1	0.191525
468e829f44a36b2a23af86447dec6e2b	1	0.477882
468ebeccd881b385fb477b17f1e8c02c	1	0.489813
468fd9d4a964cd4d6d57094fab0e24fc	1	0.215376
469201950b4d10fab8e1adbdaf80114e	1	0.670864
46927b3586fb89154c9c852b9ab9a19b	1	0.143549
4692a67f59da75393c9576fc244cac8c	1	0.176244
4692ce7b617819360d1a31b4a329b460	3	0.43561099999999997
46936e38c50726dc4a62d61ddc03068c	10	7.053786
4695de409c79b814c9674599bfccd605	1	0.736484
4695eb4412f4e7371cc982d9632be255	1	0.11382300000000001
46979e9e0c8b6fb363738ccf3e333ae0	1	0.55808
469833ab265d1056efac5a5e51f6721e	1	0.244914
4698e0c2469e9b5ef194793821fc0b33	1	0.079501
469916d7a92155b87d8a8228f65da935	1	0.787172
46994195d036e376a87c42bf44f265a2	1	0.24245100000000003
46996a1d39893c2afb2be13f14d956fd	1	0.064974
469ae5938c1ff62149383e71f4e3a23f	10	11.098583
469cdc1ca9270d0f94bac77f12294372	2	0.31013
469fccff33b6e9609cf39708e0f3e187	1	0.428275
46a0281afdc352a639c89681f839369d	1	1.925628
46a1a6e60dd3f688e464363b72b62b27	1	0.089229
46a28677f6e273ac3e87e510511f4f81	1	0.318378
46a2ff9c7a14c2bd9db4b1e013e30842	1	0.565349
46a3e98b9395391e2d049b4511e9a460	1	0.413767
46a3f188054172ebd0a7551006cf4701	1	0.655287
46a46632f20d72fa64c99ebcb9abd2be	1	0.327789
46a5fbb31c3f00ad0e4452416a85ba2c	1	0.17879
46a65ba0dc1d9bc5a38be78d08b6978a	1	0.349541
46a740aeead985dca31c7a1a22de419f	1	0.23294299999999998
46aa686a68569fe51823ce49a3029215	2	0.546583
46ab14f2ab8084752ca44d0c846ecce2	1	0.139193
46ab952b287fb5d939424a61d46b17d9	1	0.387613
46ac7b10438161753ef74432eb419674	5	0.10119600000000001
46ad041846d5b98bf92a8ed0295a7a74	4	0.506329
46ae3d80d9f1feb1631d0b9e34123f08	1	0.222063
46ae435064de4ff0ce66844e5b6dac4b	1	0.482926
46aee083837ee57fe791d4e81f796c3a	1	0.079303
46aef100135b330384193b8192442924	1	0.5043770000000001
46b0b18a2c2494b750f8e4ad1c90898a	1	1.6913740000000002
46b200e9bd93e217e4b3612c74a82abe	1	0.11018399999999999
46b256056455c8767d0282e3f48c026b	1	0.12428
46b387c88bd08f72dbce110965d431cb	1	2.251866
46b3c113e6feb30e5eeb3cb8b02e91bb	1	0.867122
46b41ba40165bbeb0bf392921870a2cf	1	0.810243
46b4d3f4194e46d49b367be9d459955e	1	0.556959
46b4d9a0d37e3bdb08f0a9580ba38100	1	0.057097
46b4e2170e0d9f0a4fe13008131441da	1	0.703533
46b5eaad0995d721c9da3fff8c669528	1	0.34277399999999997
46b5f1cc4b2fa0cc99ca222729772449	1	0.473415
46b6cfa9ba3948eb67823bc4fdae097b	1	1.506908
46b7cb897fe232d7f396b923acd8236b	2	0.727146
46ba883766d59d325a569cdd4cfa01d6	1	0.847958
46baccae481f4e71d3a586a4162bbaaf	1	0.042738
46bb5a42e5dc3479fdefe043ff14fbb4	1	0.27276999999999996
46bb75ec19fa6d0fdac35f248e4bbfc5	1	1.511205
46bb86dff2ed8c36d571854df243b4fb	1	0.434619
46bbc755b2d51fce82bfa24cd1102d8b	1	1.409366
46bc62456ab8d21014d3bc6ee395f53e	1	0.9637959999999999
46bd1cbe77f86beb0d15c2757e823abb	1	0.645157
46bda37bae5e5ceed7e961db19eedf29	1	0.8376370000000001
46bdc66ceaefef66e04f503843716dfd	10	2.384782
46bddd98f7cde535092d09bea43f5ea0	2	0.38105100000000003
46bde5badf0e25e9abb003273249d7cb	1	0.7058979999999999
46be27e0db684cc065ddae43a57b4376	1	0.14737999999999998
46bebfa9fd2576300107880ded595ded	2	0.408907
46c0a60376f45d2e7b828a6112892ac4	1	0.050422
46c1934c906af8fea06c63fa181dbfe4	1	0.622046
46c1ede1cc3a89f72942c7270626b6a6	1	0.996972999999999
46c201c1876be9354ebfa4b0a98f8225	2	0.531391
46c3180ffdd7cf3e38db3bd31370dc4b	1	0.738260000000001
46c389cdd28c0102f70f10e44ef2b617	1	0.521345
46c3de55ecba3ed80251d11472e868c6	1	0.44200100000000003
46c41a5a4f2f5983e1d15063ca90feec	1	0.190958
46c4830071c8fcca110b26a80ddeee45	1	0.313157
46c4f7b640a47571dc87bc576f965a5c	1	1.740264
46c5a633c36213b97dc89ea92e53f4d1	1	0.130821
46c89f0945fdc7b0639e9594f8870fde	10	1.763687
46c963a965b7788bcb9a6e624131866a	1	0.193305
46cb0726b6dc6727f7d4dfc6281f514e	1	0.301323
46ccd1d61b809b5ba8fc70d674aad4f3	1	1.4652379999999998
46ccf085f4ef287a7099ad3c2fd210e0	1	0.295421
46cd9f17c9599eb2bf61c1f835f4d2fa	1	2.680702
46ce0ea42297f827abfbf9a9531a17d7	1	0.11928399999999999
46cf4ab2e3a5facd31cb37e4304c6eb6	1	0.293443
46cf519ba2c7740cb6caa826f238cc4b	1	0.021878
46cf8563b40917ec218e167f412c296c	1	0.46453599999999995
46d03eed8f9babe65042558d0d8b3eb3	2	0.636885
46d09e73e9ae93a0e48089b4111606d5	1	0.9105610000000001
46d13ac90567f1eb630cef8ea11ce087	1	0.54509
46d150517273af60fffe75579aafb298	1	0.48886499999999994
46d2c62b334c932fb5c6d899a788aac0	1	0.43525
46d3947ea2ea2fc7b81f027fe2aecc63	1	0.516124
46d3a156ae11864d2c293c67291e0fdc	2	0.372137
46d492e2e04e8d7abdca43a732075707	1	0.5577840000000001
46d5beafb0e7cfc8fe6ae679558da1ad	1	0.345209
46d5eb1b8654729de6f67e365a2ee577	10	5.63946
46d7ed7e304d97b647b952c5e7f3aaaf	1	0.426191
46d8b0a58f3c633c448248688b0e9aaa	1	0.321413
46da0d3b29871e7948a5342319d3855a	1	0.118375
46db045853c9868c1194396da04a998d	1	0.550295
46db411b0092e310ad19c4bd613806bd	1	0.349748
46dbb8892d80fab4f3a8b05b55488692	2	0.589781
46dbd3146046518d9894cc94f4d56251	1	0.577017
46dc4079ba6651605f063c79c9ddea67	1	0.21258400000000002
46dcc632209f1b655ff6151870648eb1	1	0.6396609999999999
46dd167d98044a1eb9d6d2d71f51e7b8	1	0.056709
46dea17f1a5118dec33028aa1e639b11	1	0.7385729999999999
46dee7d0a6d9e4c2cbe139237ba2e234	1	2.3084119999999997
46deed17a8c967bd3cb329c0c0cbe5d5	1	1.082198
46e15c23055b3854fc53e52ba10ba084	1	0.282375
46e1fd5923f7d428525063b2972a3f00	1	0.221485
46e34149a7ee31d82152f2b86594393d	1	0.38261799999999996
46e3950254ae5b8b4a9345f6327a7367	1	0.996526
46e3f19e5a3abd5d716c324ad9f61a8f	10	7.630822
46e43b2652d5039662e853d7f42c0931	1	0.8765029999999989
46e5e395990a8f3dddab08ee1852caf7	1	0.5629649999999999
46e60fd330d77e38ac332aad20747462	1	0.641934
46e630a80edcdaa88a2bee663e4196d6	1	0.738481
46e6a0397a5eee6b82a71af2617170cb	1	1.180796
46e7001032fa7550b07544404d46044f	1	0.537284
46e7680ad595da2783b42483c5103590	1	0.515562
46e774fc739dd3ff92aae7bb3063c8ec	1	0.165963
46e7d79e05afdb48a2fdbddd2d7259b7	1	0.332888
46e888ee1a3a254d589ac9a1f2586e35	1	0.247365
46e919b93d1d64a390d64cdabb6fdc14	1	0.202876
46ea504147ee6dd4cbdf71c272e8eb19	1	1.092276
46eb4f30877885e5688a5e2efc5ad945	1	0.181892
46ecab0d75f1928e6b12aa45cc4d57ca	1	0.6810430000000001
46ee150ccecc36c623d2ff7e8cbda845	4	0.132916
46ee2cd41e3ac3511376d1134656aa0f	1	0.22693200000000002
46ee48c961c72f34f44337deb077f8ab	1	0.369375
46eeb07a9a5611d7d6a3590e3ce1c3f8	2	0.34929099999999996
46eef7dc6d9f4de4c987138c2c9f1e2a	1	0.16916099999999998
46efac931880029975df24441889e3d7	1	0.5251899999999999
46f24f302c17d5e2ed976282154c8382	1	0.24343
46f2d0d7460aa4d8dc098d0145006d51	1	0.710071
46f2e53ab431275244732bbefd898072	1	0.246381
46f33707af2afeec49bfde647b43f1ec	1	0.1152
46f3c6c7bc822518ea24919a7b3e08b9	1	0.875783
46f4499d550d986651d331565e692005	1	0.231227
46f4c07176b5a8a919d68cebd2945637	1	0.697863
46f562e7a8d36b1b4d89379eee592e63	1	0.265032
46f5c075a80f60c1ad8742cd446d8bc6	1	0.703144
46f5e7d8e3fed9272b6fe823baf82c42	1	0.544053
46f67d82bc6d6833116fa592fd903136	2	0.593064
46f846ccfaec955fbd85ef82ceeb9c94	2	0.16408699999999998
46f9746fa3140cbd2bcb8a1f11b1b4ba	1	0.161474
46fae33d4bad982ed04357a73316c804	1	1.0400610000000001
46fc21e391fa7683ec5dd54d4263cac7	1	0.056091999999999996
46fcc5d8ea5347d845f7442121389bd9	1	0.452875
46fd1257ee5b024a27404d69658a4a63	1	0.448759
46fe8a000bd5a77ab6ff327e5e057acd	2	0.391489
46feb022728607ae3ec67529127b31ab	1	0.477815
46ffb9bc3db03b2a3f11bd38aa8d7ec8	1	2.742269
47009ea58e04216fa298a0c825827854	1	1.0847280000000001
4700a69cd909323c2c86a03a37692ef2	9	0.060403
4703faabd8c73dd095a75c531b9fd6d9	2	0.425541999999999
4704e7f212db0f32dd7ef1dd8a521e6b	1	0.39268400000000003
4705d868aae547a0035a3ecb08a714b9	1	0.493346
4707951ed8bf190288847410233ecd31	1	0.28923499999999996
47079b1b1352bb0cabeb0d16a8b20276	1	1.286182
4707e25af0ec4b32cc3d404e96b73a20	1	0.365821
4707e6bfd16573ab4f0c30b2fe11c76f	1	2.8761490000000003
470888583700142ea02aeab48029bc17	1	1.27754
470ed5655bc20d0ff03309741ec5b60f	1	0.18706199999999998
470ff63b5d8972681908205a689c6040	2	0.126487
4712d02343e3d224d9d4c621beac5602	1	0.313157
471580c4bcd7ea8409ce66ea4ad1f13d	1	0.199217
4715a965150484ec14dcaea107b6d51d	1	0.053487
4715dc051ca1da6edb1ac1d4d98e4be9	1	1.069489
47183db4fe40ddc2d92056fc1ea42dc5	1	0.463714
4718b3f6b40622ae0247bb84c8ad0fba	10	2.444171
471976cd4393a6cd0fb46d565c5302a1	1	0.191219
4719c6dd7c89fbeaecda61958ca1ac92	1	0.619905
471a21a58461888e7d51cd92c74a3600	7	0.132998
471a6b94587d5829560171dde99f260e	4	0.17088499999999998
471b1d1650917ad87767626e80540be5	1	0.33853099999999997
471c66b3a96853509b4ebce6ff16ac8c	1	0.405864
471c6c4548710359037d8b2e759f0bca	1	0.031412999999999996
471cda1f11a54476c7a3242f56644e32	1	0.19219
471e40f77e75f6530a53f54ffb1fe00d	1	0.193305
471e48135231013138396b78b7c96481	1	0.328518
471ee858a0c23b983f5375ff5fed0711	1	0.654139
47219229be8c8e9774a75575219dd555	1	0.923112999999999
47219c3cd1427565fef8614ea3536293	1	0.916875
4721aeaadc41024f000f6d6eebba1cb5	1	1.490586
472422b3d1fa4924387b525dcb1ee444	2	0.10677
47246c4e947b487a4881253a2edc1af2	10	2.255376
47271970d2ff33c1f30aa354c946ba87	1	0.672751
472780676f1022c98496f01a81a39ae4	1	0.253
4727eb13c9cdfee2e206b4513ce11448	1	0.376295
47285eb7e6771a08c0231fb7594dad82	1	0.06397
4728f9fe182036d132a21d33ce463de4	1	0.590679
4728fa3400d164a6f92cdaf18d48d587	1	0.749045
4729a9eff6285b2327dfc737a780f5b8	1	0.370321
472b47639a7e68d82196e95157e6543e	1	0.47431
472b6c09db60496d48f5699bacf86c1d	1	0.252859
472b812c68c1ba79914c20c4f231d2e4	1	0.507473
472be8a5db706f8c615c869e0d4a1514	1	0.092601
472c3767599471ec8bb7a748781f95aa	1	2.058704
472c413183f78fd3e72a6ee9ea313d85	1	2.441272
472cfdb80acd162587ff141576ecd82b	1	0.31956999999999997
472d92c14158f4a7d1e7cdea5b953d5c	1	0.37696599999999997
472f85a861c8f5ba0913806fad734f2e	1	0.15063900000000002
4730395c111d44250ae411720084b552	1	0.495411
47322a620f3d3833dcc218f0e09a395b	1	0.22027800000000003
473319700148347fc6ebcfbea1a0c488	1	0.363672
4734777069f23dd33398a77cd5c61ca8	1	0.157127
4735d6f86c77cd0f276ff4484b166192	1	0.44022700000000003
47369bc2adde4e3f7b0b7e01e429e691	1	0.23098400000000002
4736b1470c039ea7a3c2c0e1ee9bce42	1	2.6574560000000003
47374e07d38688d0916a01f009b7d57f	2	0.599616
4737de5fee9c32fe137fe15a9fb5a32a	1	0.678554
47384e5c593dd6e52e1f5a207db1ad66	1	0.618168
47396a6ec9363048d6df62f9bd78a633	1	0.109803
4739cfdac31d72be4e973b10803ad785	1	1.509644
473a57e3dee6b9c7fdc38818f5af15ad	1	0.139193
473b42551637efc32e5f414d71868f84	1	0.34470700000000004
473b9808d2b092b8e8a4921cb0d2986d	2	0.49196000000000006
473bc631e4aaad6c6b38b219e564099e	1	0.349166
473d6b8eeedae15121d850308527449f	1	0.772995
473e0652e9d21e01a8c6d535eb97422d	5	0.160192
473e82c237ee9fbb58243b63f0077c73	1	0.590666
474000592fac1755d8e79d99553ec277	10	5.035132
474082e558a51f8d5aae8073d3978dc1	2	0.045226
474090dbce18e6aedac03874d6bf442a	1	0.042201
474162a238e03893829bad75ed1b273c	1	0.752201
4743b80cde3890715e12581a8856d5d6	1	1.569053
474475bd43973a1b7cb972b7b2efea11	2	0.964091
4744c4b83c3c1cfde1f13b6613a5f761	1	0.143929
47453c10e8847c59d0154aa3711ca98a	1	2.0563279999999997
474540eed4a98545c5af5597d8599a37	1	0.856152
4745908a9023905f4cfa67918e87c192	1	0.326206
4745bf8bd6bc577fe8ce6cf5a3c170b1	1	0.23171399999999998
47475e27c19968c3adb4f30eee6e80b2	1	0.443317
47477f141b834cb64533f694734e5a0e	1	0.931947
4748ae9e1ce96bad25f513af7466a6b3	1	0.54888
474959f65b8bd12494051116d4bb5bc6	1	0.464712
47498b24e656058b8d128be05b09e4a8	2	0.317796
47498f61e9ec71b4f3c50f3d9c4d1f61	1	0.230819
4749932ae913ed733036e175ea0484d8	5	0.114309
4749c94ba4444620e63cb5c8565ad416	1	1.163637
474aa52dbee11738b439309a76b08d11	1	2.3372330000000003
474afa57cf1bbfcea5bc14edb2f6de4d	1	0.450813
474b78e7acdbeca816c830825b306828	1	0.331124
474cbacd31b83a89b3b31eed9c4aecb7	1	0.183393
474d4a01bd69f514715a2daf9c3eed62	1	1.016373
474d8753f450fba823e70dfae22e094a	1	0.24200100000000002
474ec9f389a52f0bba87fbdcef615d7c	1	0.234894
474f1e9b6e97e7588e9982578867949c	1	1.0143719999999998
474f61f30b953e25e1fad07e8202a3d1	1	0.405172
474fa20c57a8b0b5b585b8e94b011696	1	0.936908
475157bb3f637a0b43109db7a2a32ace	1	0.17890999999999999
4751c3032eb072bfe2eb33438bce38a6	1	1.196992
475231e41ee1a47c958e0eca54dcb295	1	0.190129
4752c5592f4c506f91a6d332eadfd0a3	1	0.0315
47546d8ebdf59ea020d48935267c7998	7	0.10836300000000001
47550d5b43693ae2de94ab0afa39f271	1	0.8124600000000001
4755876974e5fb04ab10d056e9903e2b	10	5.868519
4755d61887a05e1e55ab35dee0d25ee3	1	0.483683
47564dd71b261bf129543a4841f12ecd	1	0.070577
47567fe5302bacc84276b8ccd0899203	1	0.7554270000000001
4757c961a148911872a5387e46f6f12f	1	0.683156
4757ef560f3a0c70e9ab82b40905d089	1	0.605475
47594c4d2a534fd2abbb9b6a52af8cb0	2	0.508011
475a720a57492fd2f0b89718bc43ffd7	1	1.697831
475ab44a7213d8c2d4a906f981825c24	1	0.653442
475b4f3c5ce1dca13c0e55c6c197fa5d	1	1.2096040000000001
475c183125f1442b7c44ff493f2a6374	1	0.756961000000001
475c4febdff08a3ec685db0b599eebf7	1	0.295133
475c758a517b7820222fe39af3c3e1be	1	0.897475
475cd1ecbb44ed64ee27d0c62a007081	2	0.07925900000000001
475daedcd1722d964fe60888cae7dac7	1	0.333206
475e769bc359f3ed36d517600cf1cf07	1	0.32711799999999996
4760ad88d841897d0c01fc93dc7cd04d	1	1.015772
47618b4cba7d5d1c7ccf5e54e9220afd	1	1.0242040000000001
47641498c18d0324d796ed68dc834c0e	1	0.5899260000000001
4766390f8ee02764ec2b3d751131b450	1	1.0072219999999998
4767f9f9fe291327e1074eff0540b119	1	0.488695
476ab7236f6f213681f9e48e52b70f6b	1	0.020874
476ac5b5543fdf1a8feb28d7c39fd7fe	1	0.551172
476b2536fd3b12027a8e64da8ada1301	1	0.7329600000000001
476c2ac7293d9afc2938c3d0ba8b0b44	1	0.38582
476ed527a018d0da10e01a8545399142	1	0.26922199999999996
476edf773759164692a4994e833a2062	2	0.265915
47700dfed5c6b597d7f41b7bc9e1fb26	1	0.930733
4770d9b238815cb589e2652845e4b0ff	2	0.236959
4771656a0ba938a6ba662faf618c9f9a	1	0.29683899999999996
4771dad921da5408a8c1e6995d3d7efc	1	0.07803
477267bac9467ce486d5703367cb743a	4	0.22611199999999998
477273bff88b3eb3e0cbcf4988271485	1	0.17879
47728a279d15d90850a0123cd0af4ab9	10	1.447977
477307a4291f173875691216183ec4c3	1	0.280099
477382b25d7cd5a3e1b9b84c8e12ea26	1	0.287721
47748491182f3604b604d7ab2c13e576	1	0.664892
4774a7d8fdc588f0e9466e7472b3d3e7	1	0.703221
4775133f60f11320629e1cb52350626c	1	0.444705
4775533b78c9a954baeb6e0516ff632c	1	0.113442
47757e5f0061c5f5544d3270cd40ea62	1	0.07725599999999999
4775d8c6ecf9161a99f6b3c296c960bd	1	1.258346
47760f96477abc29ac33068212648db4	2	0.551481
47769a95f47395c310f2bfb6f5956077	1	0.637245
4776de555743e76dc4629cffe9a4206a	1	0.10753900000000001
477717026d9df06f8c481ba290d96418	1	1.164999
47781e639f29f74f90d8ff2c3ae7d932	1	0.466897
477cf6781b36a1b61936f6b9263a8e15	1	1.2552
477d35a15a5c4bc8cfea195de935088c	1	0.553208
477d4b055a96783296e3acdad94c9b05	1	0.441705
477e106c19ded9f5d978d9724f8342e2	1	0.490519
477f2bae524def726b2822211d618df6	1	0.640282
477f64ce0cd0745db331510ea5c277f9	1	0.426893
4780cb1500a0f01ba0201cbc72d4ce38	1	0.635953
4781676a8e16efd9144aaca783b8dd29	1	0.41765
478198bd6cf60ddfacb1f9b9627b9357	2	0.010447
4781d761cc21ada66e593d432ed7b497	1	0.077146
478263e1bd1246d21f2f9bfcc07b09e6	1	0.14411500000000002
47830587dbfc298a3b2b7aaac2af4612	1	0.136686
478352f2824010693c14335b7042a01b	1	0.49732
47841cff556c2bb5ae740e77f829317f	1	0.066202
4784b158690c3ca45edd3aa0d4c58e1b	1	0.346619
4786a5714a303597a88ad62d7f1ff19b	2	0.7312850000000001
