"id","p","freq","freq.pred","pred.lwr","pred.upr","bino.pred","bino.lwr","bino.upr","model","ci.mean","SE","zstat","p_value","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"5d45212b00417e0c50728baf5a9395e6",3.96825396825397e-06,0.00396825396825397,0.00017276150528394,1.11896558980596e-06,0.0259890644474933,0.00396039869521881,0.000698480111804097,0.0221183838554062,"neutral",0.0259879454819035,0.00662957792905701,0.598568115605274,0.56089621244964,395.431829776996,"d__Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae",NA,NA
"639e16402ce118651a40bc19ea381f1f",3.96825396825397e-06,0.00396825396825397,0.00017276150528394,1.11896558980596e-06,0.0259890644474933,0.00396039869521881,0.000698480111804097,0.0221183838554062,"neutral",0.0259879454819035,0.00662957792905701,0.598568115605274,0.56089621244964,395.431829776996,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Unclassified Steroidobacterales",NA,NA
"644fc991e161c7cea9c3f9d696005cb2",3.96825396825397e-06,0.00396825396825397,0.00017276150528394,1.11896558980596e-06,0.0259890644474933,0.00396039869521881,0.000698480111804097,0.0221183838554062,"neutral",0.0259879454819035,0.00662957792905701,0.598568115605274,0.56089621244964,395.431829776996,"d__Bacteria","Proteobacteria","Gammaproteobacteria","MBMPE27","MBMPE27",NA,NA
"68bfac6dccc55a1111189e69eb7832de",3.96825396825397e-06,0.00396825396825397,0.00017276150528394,1.11896558980596e-06,0.0259890644474933,0.00396039869521881,0.000698480111804097,0.0221183838554062,"neutral",0.0259879454819035,0.00662957792905701,0.598568115605274,0.56089621244964,395.431829776996,"d__Bacteria","Desulfobacterota","Desulfuromonadia","Bradymonadales","Unclassified Bradymonadales",NA,NA
"7d80b8a7def58d9b6fe324a13d392a42",3.96825396825397e-06,0.00396825396825397,0.00017276150528394,1.11896558980596e-06,0.0259890644474933,0.00396039869521881,0.000698480111804097,0.0221183838554062,"neutral",0.0259879454819035,0.00662957792905701,0.598568115605274,0.56089621244964,395.431829776996,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae",NA,NA
"866e1607bbb2aa68421c9a79c91146d4",3.96825396825397e-06,0.00396825396825397,0.00017276150528394,1.11896558980596e-06,0.0259890644474933,0.00396039869521881,0.000698480111804097,0.0221183838554062,"neutral",0.0259879454819035,0.00662957792905701,0.598568115605274,0.56089621244964,395.431829776996,"d__Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadia","Geoalkalibacteraceae",NA,NA
"8e60fe7012c3865b8e4a56da34666881",3.96825396825397e-06,0.00396825396825397,0.00017276150528394,1.11896558980596e-06,0.0259890644474933,0.00396039869521881,0.000698480111804097,0.0221183838554062,"neutral",0.0259879454819035,0.00662957792905701,0.598568115605274,0.56089621244964,395.431829776996,"d__Bacteria","Verrucomicrobiota","Lentisphaeria","Oligosphaerales","Oligosphaeraceae",NA,NA
"a38b1d7d1d1feec551c67d5cea85ef54",3.96825396825397e-06,0.00396825396825397,0.00017276150528394,1.11896558980596e-06,0.0259890644474933,0.00396039869521881,0.000698480111804097,0.0221183838554062,"neutral",0.0259879454819035,0.00662957792905701,0.598568115605274,0.56089621244964,395.431829776996,"d__Bacteria","Myxococcota","Polyangia","mle1-27","mle1-27",NA,NA
"a8c3eec24ba9dc1caf32a97d5e10c813",3.96825396825397e-06,0.00396825396825397,0.00017276150528394,1.11896558980596e-06,0.0259890644474933,0.00396039869521881,0.000698480111804097,0.0221183838554062,"neutral",0.0259879454819035,0.00662957792905701,0.598568115605274,0.56089621244964,395.431829776996,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Unclassified Methylococcales",NA,NA
"aa6d00ec3d09a1d46c1335b0e3c48717",3.96825396825397e-06,0.00396825396825397,0.00017276150528394,1.11896558980596e-06,0.0259890644474933,0.00396039869521881,0.000698480111804097,0.0221183838554062,"neutral",0.0259879454819035,0.00662957792905701,0.598568115605274,0.56089621244964,395.431829776996,"d__Bacteria","Firmicutes","Clostridia","Clostridia","Gracilibacteraceae",NA,NA
"ab6d1db2aaca85754060c806beeb5d93",3.96825396825397e-06,0.00396825396825397,0.00017276150528394,1.11896558980596e-06,0.0259890644474933,0.00396039869521881,0.000698480111804097,0.0221183838554062,"neutral",0.0259879454819035,0.00662957792905701,0.598568115605274,0.56089621244964,395.431829776996,"d__Bacteria","WS1","WS1","WS1","WS1",NA,NA
"bb201d1aed43a4a47e424cad45b64716",3.96825396825397e-06,0.00396825396825397,0.00017276150528394,1.11896558980596e-06,0.0259890644474933,0.00396039869521881,0.000698480111804097,0.0221183838554062,"neutral",0.0259879454819035,0.00662957792905701,0.598568115605274,0.56089621244964,395.431829776996,"d__Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Sanguibacteraceae",NA,NA
"bf6c879d1972f9c8bdced8cc4bbb8e48",3.96825396825397e-06,0.00396825396825397,0.00017276150528394,1.11896558980596e-06,0.0259890644474933,0.00396039869521881,0.000698480111804097,0.0221183838554062,"neutral",0.0259879454819035,0.00662957792905701,0.598568115605274,0.56089621244964,395.431829776996,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Unclassified Salinisphaerales",NA,NA
"c3e7ce6818ac8bb3d2739901da0d2f6a",3.96825396825397e-06,0.00396825396825397,0.00017276150528394,1.11896558980596e-06,0.0259890644474933,0.00396039869521881,0.000698480111804097,0.0221183838554062,"neutral",0.0259879454819035,0.00662957792905701,0.598568115605274,0.56089621244964,395.431829776996,"d__Bacteria","Nitrospirota","Unclassified Nitrospirota","Unclassified Nitrospirota","Unclassified Nitrospirota",NA,NA
"c7eb9fdcbaabbe2ba765096e688ac2d3",3.96825396825397e-06,0.00396825396825397,0.00017276150528394,1.11896558980596e-06,0.0259890644474933,0.00396039869521881,0.000698480111804097,0.0221183838554062,"neutral",0.0259879454819035,0.00662957792905701,0.598568115605274,0.56089621244964,395.431829776996,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Nitrococcales","Unclassified Nitrococcales",NA,NA
"d76c325cab09185232d8aee542e7962e",3.96825396825397e-06,0.00396825396825397,0.00017276150528394,1.11896558980596e-06,0.0259890644474933,0.00396039869521881,0.000698480111804097,0.0221183838554062,"neutral",0.0259879454819035,0.00662957792905701,0.598568115605274,0.56089621244964,395.431829776996,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","MWH-UniP1_aquatic_group",NA,NA
"e59fa3fa77352187ce395bbbd7163369",3.96825396825397e-06,0.00396825396825397,0.00017276150528394,1.11896558980596e-06,0.0259890644474933,0.00396039869521881,0.000698480111804097,0.0221183838554062,"neutral",0.0259879454819035,0.00662957792905701,0.598568115605274,0.56089621244964,395.431829776996,"d__Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadia","Unclassified Desulfuromonadia",NA,NA
"ec369c4580b4a7b3c59f0fad295eed7a",3.96825396825397e-06,0.00396825396825397,0.00017276150528394,1.11896558980596e-06,0.0259890644474933,0.00396039869521881,0.000698480111804097,0.0221183838554062,"neutral",0.0259879454819035,0.00662957792905701,0.598568115605274,0.56089621244964,395.431829776996,"d__Archaea","Euryarchaeota","Unclassified Euryarchaeota","Unclassified Euryarchaeota","Unclassified Euryarchaeota",NA,NA
"f5990bcd3374e613b6448e78b49f0eb4",3.96825396825397e-06,0.00396825396825397,0.00017276150528394,1.11896558980596e-06,0.0259890644474933,0.00396039869521881,0.000698480111804097,0.0221183838554062,"neutral",0.0259879454819035,0.00662957792905701,0.598568115605274,0.56089621244964,395.431829776996,"d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","MWH-CFBk5",NA,NA
"f904e229667298553bfa501c3d93c569",3.96825396825397e-06,0.00396825396825397,0.00017276150528394,1.11896558980596e-06,0.0259890644474933,0.00396039869521881,0.000698480111804097,0.0221183838554062,"neutral",0.0259879454819035,0.00662957792905701,0.598568115605274,0.56089621244964,395.431829776996,"d__Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmataceae",NA,NA
"faf6555ee0e326fcbe375e4a5f0bf3ea",3.96825396825397e-06,0.00396825396825397,0.00017276150528394,1.11896558980596e-06,0.0259890644474933,0.00396039869521881,0.000698480111804097,0.0221183838554062,"neutral",0.0259879454819035,0.00662957792905701,0.598568115605274,0.56089621244964,395.431829776996,"d__Bacteria","Gemmatimonadota","S0134_terrestrial_group","S0134_terrestrial_group","S0134_terrestrial_group",NA,NA
"fecc5092ff604b09566885e55b18ce4c",3.96825396825397e-06,0.00396825396825397,0.00017276150528394,1.11896558980596e-06,0.0259890644474933,0.00396039869521881,0.000698480111804097,0.0221183838554062,"neutral",0.0259879454819035,0.00662957792905701,0.598568115605274,0.56089621244964,395.431829776996,"d__Bacteria","Chloroflexi","Dehalococcoidia","GIF9","GIF9",NA,NA
"11130cd5d981d104a782b1578988041e",7.93650793650794e-06,0.00396825396825397,0.000345496371507901,4.41850525058552e-06,0.0263223721241092,0.00790512825529382,0.0021656570237615,0.028422205855987,"neutral",0.0263179536188586,0.00671376367828025,0.591062503598644,0.566021369339478,399.045065384332,"d__Bacteria","Chloroflexi","Anaerolineae","1-20","1-20",NA,NA
"18db9e7a7cfb98a3bedb4cf27be39ac0",7.93650793650794e-06,0.00396825396825397,0.000345496371507901,4.41850525058552e-06,0.0263223721241092,0.00790512825529382,0.0021656570237615,0.028422205855987,"neutral",0.0263179536188586,0.00671376367828025,0.591062503598644,0.566021369339478,399.045065384332,"d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS7_marine_group",NA,NA
"27424e0bcd906f6eaf994bb913ab97da",7.93650793650794e-06,0.00396825396825397,0.000345496371507901,4.41850525058552e-06,0.0263223721241092,0.00790512825529382,0.0021656570237615,0.028422205855987,"neutral",0.0263179536188586,0.00671376367828025,0.591062503598644,0.566021369339478,399.045065384332,"d__Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadia","Geothermobacteraceae",NA,NA
"28bfebc3e030e1dcb87d308aef22198d",7.93650793650794e-06,0.00396825396825397,0.000345496371507901,4.41850525058552e-06,0.0263223721241092,0.00790512825529382,0.0021656570237615,0.028422205855987,"neutral",0.0263179536188586,0.00671376367828025,0.591062503598644,0.566021369339478,399.045065384332,"d__Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","GW2011_GWC1_47_15",NA,NA
"3066a55aea93323ec6d766f2274e5b53",7.93650793650794e-06,0.00793650793650794,0.000345496371507901,4.41850525058552e-06,0.0263223721241092,0.00790512825529382,0.0021656570237615,0.028422205855987,"neutral",0.0263179536188586,0.00671376367828025,1.18212500719729,0.23956987387171,168.896761079556,"d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Azambacteria","Candidatus_Azambacteria",NA,NA
"3af55880edabdd07e33a5b5734e0e2a7",7.93650793650794e-06,0.00396825396825397,0.000345496371507901,4.41850525058552e-06,0.0263223721241092,0.00790512825529382,0.0021656570237615,0.028422205855987,"neutral",0.0263179536188586,0.00671376367828025,0.591062503598644,0.566021369339478,399.045065384332,"d__Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","BD2-3",NA,NA
"4bd9ca608f510acc06149c8f68c92a8c",7.93650793650794e-06,0.00396825396825397,0.000345496371507901,4.41850525058552e-06,0.0263223721241092,0.00790512825529382,0.0021656570237615,0.028422205855987,"neutral",0.0263179536188586,0.00671376367828025,0.591062503598644,0.566021369339478,399.045065384332,"d__Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae",NA,NA
"518932dfa8a3127d9e0a9913d3dee24a",7.93650793650794e-06,0.00793650793650794,0.000345496371507901,4.41850525058552e-06,0.0263223721241092,0.00790512825529382,0.0021656570237615,0.028422205855987,"neutral",0.0263179536188586,0.00671376367828025,1.18212500719729,0.23956987387171,168.896761079556,"d__Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26",NA,NA
"54fe10eab26a9cd8e2f486f427f2972a",7.93650793650794e-06,0.00793650793650794,0.000345496371507901,4.41850525058552e-06,0.0263223721241092,0.00790512825529382,0.0021656570237615,0.028422205855987,"neutral",0.0263179536188586,0.00671376367828025,1.18212500719729,0.23956987387171,168.896761079556,"d__Bacteria","Planctomycetota","Phycisphaerae","Pla1_lineage","Pla1_lineage",NA,NA
"563c5af81cccdef33df0bab7c68c66ad",7.93650793650794e-06,0.00396825396825397,0.000345496371507901,4.41850525058552e-06,0.0263223721241092,0.00790512825529382,0.0021656570237615,0.028422205855987,"neutral",0.0263179536188586,0.00671376367828025,0.591062503598644,0.566021369339478,399.045065384332,"d__Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae",NA,NA
"56c008df306ab846be65151020872996",7.93650793650794e-06,0.00793650793650794,0.000345496371507901,4.41850525058552e-06,0.0263223721241092,0.00790512825529382,0.0021656570237615,0.028422205855987,"neutral",0.0263179536188586,0.00671376367828025,1.18212500719729,0.23956987387171,168.896761079556,"d__Bacteria","Myxococcota","Polyangia","VHS-B4-70","VHS-B4-70",NA,NA
"607213e50a21ae1db81a1e1160cbbdff",7.93650793650794e-06,0.00396825396825397,0.000345496371507901,4.41850525058552e-06,0.0263223721241092,0.00790512825529382,0.0021656570237615,0.028422205855987,"neutral",0.0263179536188586,0.00671376367828025,0.591062503598644,0.566021369339478,399.045065384332,"d__Bacteria","Elusimicrobiota","Lineage_IIa","Lineage_IIa","Lineage_IIa",NA,NA
"64cb8ca3fb9a271d2299e9f036b6c1ff",7.93650793650794e-06,0.00793650793650794,0.000345496371507901,4.41850525058552e-06,0.0263223721241092,0.00790512825529382,0.0021656570237615,0.028422205855987,"neutral",0.0263179536188586,0.00671376367828025,1.18212500719729,0.23956987387171,168.896761079556,"d__Bacteria","Patescibacteria","Unclassified Patescibacteria","Unclassified Patescibacteria","Unclassified Patescibacteria",NA,NA
"8b85bc0c376b93a8eb7d164e957b60be",7.93650793650794e-06,0.00793650793650794,0.000345496371507901,4.41850525058552e-06,0.0263223721241092,0.00790512825529382,0.0021656570237615,0.028422205855987,"neutral",0.0263179536188586,0.00671376367828025,1.18212500719729,0.23956987387171,168.896761079556,"d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Adlerbacteria","Candidatus_Adlerbacteria",NA,NA
"8f8592972cd71baadae614b9ed1a4fea",7.93650793650794e-06,0.00793650793650794,0.000345496371507901,4.41850525058552e-06,0.0263223721241092,0.00790512825529382,0.0021656570237615,0.028422205855987,"neutral",0.0263179536188586,0.00671376367828025,1.18212500719729,0.23956987387171,168.896761079556,"d__Bacteria","Myxococcota","Polyangia","Unclassified Polyangia","Unclassified Polyangia",NA,NA
"a8c7a6fe56c9724aaa218736599eccff",7.93650793650794e-06,0.00793650793650794,0.000345496371507901,4.41850525058552e-06,0.0263223721241092,0.00790512825529382,0.0021656570237615,0.028422205855987,"neutral",0.0263179536188586,0.00671376367828025,1.18212500719729,0.23956987387171,168.896761079556,"d__Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group",NA,NA
"c6aac4a1d2ad48a397a1e8115ae7be97",7.93650793650794e-06,0.00396825396825397,0.000345496371507901,4.41850525058552e-06,0.0263223721241092,0.00790512825529382,0.0021656570237615,0.028422205855987,"neutral",0.0263179536188586,0.00671376367828025,0.591062503598644,0.566021369339478,399.045065384332,"d__Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae",NA,NA
"c93756b0ae37f117bedba23e35761b0a",7.93650793650794e-06,0.00793650793650794,0.000345496371507901,4.41850525058552e-06,0.0263223721241092,0.00790512825529382,0.0021656570237615,0.028422205855987,"neutral",0.0263179536188586,0.00671376367828025,1.18212500719729,0.23956987387171,168.896761079556,"d__Bacteria","Patescibacteria","Microgenomatia","Unclassified Microgenomatia","Unclassified Microgenomatia",NA,NA
"d68093eb97d5068090c5e1d7331a9898",7.93650793650794e-06,0.00793650793650794,0.000345496371507901,4.41850525058552e-06,0.0263223721241092,0.00790512825529382,0.0021656570237615,0.028422205855987,"neutral",0.0263179536188586,0.00671376367828025,1.18212500719729,0.23956987387171,168.896761079556,"d__Bacteria","Cyanobacteria","Cyanobacteriia","Thermosynechococcales","Unclassified Thermosynechococcales",NA,NA
