"expedition_number","host_scientific_name","model","compartment","pseudo_sampleID","compartment_neutrality"
"E5","Orbicella faveolata","neutral","Skeleton","1256-004-C118-S_neutral","Skeleton_neutral"
"E5","Orbicella annularis","neutral","Skeleton","1256-007-C119-S_neutral","Skeleton_neutral"
"E5","Orbicella faveolata","neutral","Skeleton","1256-010-C120-S_neutral","Skeleton_neutral"
"E5","Orbicella faveolata","neutral","Skeleton","1256-013-C121-S_neutral","Skeleton_neutral"
"E5","Orbicella annularis","neutral","Skeleton","1256-016-C122-S_neutral","Skeleton_neutral"
"E5","Orbicella annularis","neutral","Skeleton","1256-020-C123-S_neutral","Skeleton_neutral"
"E5","Scolymia sp","neutral","Skeleton","1256-023-C127-S_neutral","Skeleton_neutral"
"E5","Scolymia sp","neutral","Skeleton","1256-026-C128-S_neutral","Skeleton_neutral"
"E5","Scolymia sp","neutral","Skeleton","1256-029-C129-S_neutral","Skeleton_neutral"
"E5","Montastraea cavernosa","neutral","Skeleton","1256-035-C133-S_neutral","Skeleton_neutral"
"E5","Stephanocoenia intersepta","neutral","Skeleton","1256-041-C143-S_neutral","Skeleton_neutral"
"E5","Stephanocoenia intersepta","neutral","Skeleton","1256-044-C144-S_neutral","Skeleton_neutral"
"E5","Stephanocoenia intersepta","neutral","Skeleton","1256-047-C145-S_neutral","Skeleton_neutral"
"E5","Diploria labyrinthiformis","neutral","Skeleton","1256-050-C148-S_neutral","Skeleton_neutral"
"E5","Diploria labyrinthiformis","neutral","Skeleton","1256-054-C149-S_neutral","Skeleton_neutral"
"E5","Diploria labyrinthiformis","neutral","Skeleton","1256-057-C150-S_neutral","Skeleton_neutral"
"E5","Siderastrea siderea","neutral","Skeleton","1256-060-C151-S_neutral","Skeleton_neutral"
"E5","Siderastrea siderea","neutral","Skeleton","1256-063-C152-S_neutral","Skeleton_neutral"
"E5","Siderastrea siderea","neutral","Skeleton","1256-065-C153-S_neutral","Skeleton_neutral"
"E12","Montastraea cavernosa","neutral","Skeleton","1256-069-C327-S_neutral","Skeleton_neutral"
"E12","Montastraea cavernosa","neutral","Skeleton","1256-072-C328-S_neutral","Skeleton_neutral"
"E11","Pavona clavus","neutral","Skeleton","1256-102-PW164-S_neutral","Skeleton_neutral"
"E11","Pavona clavus","neutral","Skeleton","1256-105-PW165-S_neutral","Skeleton_neutral"
"E11","Tubastraea sp","neutral","Skeleton","1256-108-PW166-S_neutral","Skeleton_neutral"
"E11","Tubastraea sp","neutral","Skeleton","1256-111-PW167-S_neutral","Skeleton_neutral"
"E11","Pavona clavus","neutral","Skeleton","1256-114-PW168-S_neutral","Skeleton_neutral"
"E11","Tubastraea sp","neutral","Skeleton","1256-118-PW169-S_neutral","Skeleton_neutral"
"E11","Pavona clavus","neutral","Skeleton","1256-121-PW170-S_neutral","Skeleton_neutral"
"E11","Gardineroseris planulata","neutral","Skeleton","1256-124-PW171-S_neutral","Skeleton_neutral"
"E11","Gardineroseris planulata","neutral","Skeleton","1256-127-PW172-S_neutral","Skeleton_neutral"
"E11","Pavona gigantea","neutral","Skeleton","1256-130-PW174-S_neutral","Skeleton_neutral"
"E11","Pavona gigantea","neutral","Skeleton","1256-135-PW176-S_neutral","Skeleton_neutral"
"E11","Porites panamensis","neutral","Skeleton","1256-138-PW177-S_neutral","Skeleton_neutral"
"E11","Porites panamensis","neutral","Skeleton","1256-141-PW178-S_neutral","Skeleton_neutral"
"E11","Porites panamensis","neutral","Skeleton","1256-144-PW181-S_neutral","Skeleton_neutral"
"E11","Tubastraea sp","neutral","Skeleton","1256-146-PW182-S_neutral","Skeleton_neutral"
"E11","Pavona gigantea","neutral","Skeleton","1256-149-PW183-S_neutral","Skeleton_neutral"
"E11","Psammocora stellata","neutral","Skeleton","1256-153-PW185-S_neutral","Skeleton_neutral"
"E11","Psammocora stellata","neutral","Skeleton","1256-156-PW186-S_neutral","Skeleton_neutral"
"E11","Psammocora stellata","neutral","Skeleton","1256-159-PW187-S_neutral","Skeleton_neutral"
"E11","Pocillopora damicornis","neutral","Skeleton","1256-162-PW190-S_neutral","Skeleton_neutral"
"E11","Pocillopora damicornis","neutral","Skeleton","1256-164-PW191-S_neutral","Skeleton_neutral"
"E11","Pocillopora damicornis","neutral","Skeleton","1256-167-PW192-S_neutral","Skeleton_neutral"
"E11","Gardineroseris planulata","neutral","Skeleton","1256-170-PW193-S_neutral","Skeleton_neutral"
"E11","Porites lobata","neutral","Skeleton","1256-173-PW194-S_neutral","Skeleton_neutral"
"E11","Pocillopora elegans","neutral","Skeleton","1256-176-PW195-S_neutral","Skeleton_neutral"
"E11","Porites lobata","neutral","Skeleton","1256-179-PW197-S_neutral","Skeleton_neutral"
"E11","Pocillopora elegans","neutral","Skeleton","1256-186-PW199-S_neutral","Skeleton_neutral"
"E11","Pocillopora elegans","neutral","Skeleton","1256-191-PW202-S_neutral","Skeleton_neutral"
"E11","Pavona varians","neutral","Skeleton","1256-194-PW203-S_neutral","Skeleton_neutral"
"E11","Pavona varians","neutral","Skeleton","1256-197-PW204-S_neutral","Skeleton_neutral"
"E15","Porites lobata","neutral","Skeleton","1256-201-HI6-S_neutral","Skeleton_neutral"
"E15","Montipora capitata","neutral","Skeleton","1256-204-HI7-S_neutral","Skeleton_neutral"
"E15","Pocillopora meandrina","neutral","Skeleton","1256-207-HI8-S_neutral","Skeleton_neutral"
"E15","Pocillopora meandrina","neutral","Skeleton","1256-210-HI10-S_neutral","Skeleton_neutral"
"E15","Leptastrea purpurea","neutral","Skeleton","1256-213-HI57-S_neutral","Skeleton_neutral"
"E15","Lobactis scutaria","neutral","Skeleton","1256-217-HI58-S_neutral","Skeleton_neutral"
"E15","Montipora capitata","neutral","Skeleton","1256-220-HI59-S_neutral","Skeleton_neutral"
"E15","Pavona varians","neutral","Skeleton","1256-223-HI60-S_neutral","Skeleton_neutral"
"E15","Porites evermanni","neutral","Skeleton","1256-226-HI61-S_neutral","Skeleton_neutral"
"E15","Pavona varians","neutral","Skeleton","1256-229-HI62-S_neutral","Skeleton_neutral"
"E15","Pocillopora damicornis","neutral","Skeleton","1256-236-HI64-S_neutral","Skeleton_neutral"
"E15","Porites lobata","neutral","Skeleton","1256-239-HI65-S_neutral","Skeleton_neutral"
"E15","Leptastrea purpurea","neutral","Skeleton","1256-242-HI66-S_neutral","Skeleton_neutral"
"E15","Porites evermanni","neutral","Skeleton","1256-245-HI67-S_neutral","Skeleton_neutral"
"E15","Gardineroseris planulata","neutral","Skeleton","1256-249-HI68-S_neutral","Skeleton_neutral"
"E15","Gardineroseris planulata","neutral","Skeleton","1256-252-HI69-S_neutral","Skeleton_neutral"
"E15","Lobactis scutaria","neutral","Skeleton","1256-255-HI70-S_neutral","Skeleton_neutral"
"E15","Tubastraea coccinea","neutral","Skeleton","1256-257-HIA-S_neutral","Skeleton_neutral"
"E15","Pocillopora damicornis","neutral","Skeleton","1256-260-HIB-S_neutral","Skeleton_neutral"
"E15","Tubastraea coccinea","neutral","Skeleton","1256-263-HICS_neutral","Skeleton_neutral"
"E2","Montastraea cavernosa","neutral","Skeleton","1256-272-P2-S_neutral","Skeleton_neutral"
"E2","Montastraea cavernosa","neutral","Skeleton","1256-282-P1-S_neutral","Skeleton_neutral"
"E2","Orbicella franksi","neutral","Skeleton","1256-286-P6-S_neutral","Skeleton_neutral"
"E2","Orbicella franksi","neutral","Skeleton","1256-289-P7-S_neutral","Skeleton_neutral"
"E2","Orbicella faveolata","neutral","Skeleton","1256-292-P8-S_neutral","Skeleton_neutral"
