"function.","genome_path_count","mean_path_abun","genome_path_sd","unique_family_count"
"K00996",4,1,0,1
"K00997",324,1,0,34
"K00998",2,1,0,1
"K01000",464,1,0,37
"K01001",3,1,0,2
"K01004",40,1,0,2
"K01006",309,1.03,0.170872245887727,34
"K01007",241,1.23589743589744,0.588325940365367,21
"K01008",212,1,0,18
"K01011",297,1.13793103448276,0.377412663145246,19
"K01012",317,1.03257328990228,0.177806782671466,33
"K01023",1,1,NA,1
"K01026",7,1,0,1
"K01027",1,1,NA,1
"K01028",38,1.02702702702703,0.164398987305357,5
"K01029",102,1.00990099009901,0.0995037190209989,6
"K01031",1,1,NA,1
"K01034",26,1,0,3
"K01035",4,1,0,2
"K01039",51,1.13333333333333,0.343775825476164,5
"K01040",45,1.15384615384615,0.365517768195196,4
"K01042",125,1.03305785123967,0.256056123324577,18
"K01045",1,1,NA,1
"K01046",19,1.11764705882353,0.332105582077536,7
"K01048",75,1,0,3
"K01051",12,1,0,1
"K01053",140,1.16666666666667,0.455283332843699,8
"K01055",50,1,0,3
"K01056",469,1.00428265524625,0.0653717446527406,37
"K01057",256,1,0,13
"K01058",66,1,0,3
"K01060",1,1,NA,1
"K01061",219,1.27325581395349,0.631330984008792,11
"K01066",142,1.09230769230769,0.290579582453447,5
"K01067",5,1,0,2
"K01069",211,1.0047619047619,0.0690065559342354,12
"K01070",144,1,0,2
"K01071",6,1,0,2
"K01075",127,1.23300970873786,0.447298722291535,4
"K01077",183,1.05780346820809,0.257695120450855,8
"K01078",11,1,0,3
"K01079",186,1,0,13
"K01081",156,1.01298701298701,0.113587545748596,8
"K01082",241,1.04329004329004,0.203951183066797,11
"K01083",17,1,0,3
"K01087",69,1,0,6
"K01089",60,1,0,3
"K01090",272,1.55428571428571,1.25769878736416,22
"K01091",620,1.69398907103825,1.01728456163076,33
"K01092",693,1.50325379609544,1.03129837889773,39
"K01095",223,1,0,22
"K01101",26,1,0,6
"K01104",399,1.04450261780105,0.241623204512746,30
"K01113",139,1.36274509803922,0.728340249155633,9
"K01114",8,1.33333333333333,0.516397779494322,3
"K01118",87,1.01162790697674,0.107832773203438,3
"K01119",38,1,0,5
"K01120",2,1,0,2
"K01126",579,1.37529691211401,0.673836012066073,32
"K01129",405,1.14084507042254,0.495624204044995,33
"K01130",242,2.24074074074074,1.42652030964817,7
"K01133",37,1,0,3
"K01134",11,1,0,3
"K01136",8,1,0,2
"K01137",5,1,0,2
"K01138",50,1.42857142857143,0.698136775985332,6
"K01139",67,1,0,3
"K01141",88,1,0,2
"K01142",559,1.38709677419355,0.487691544780371,33
"K01144",91,1,0,2
"K01146",2,1,0,1
"K01147",45,1,0,5
"K01150",2,1,0,1
"K01151",142,1.00709219858156,0.0842151921066519,29
"K01153",331,1.22592592592593,0.769344138480672,33
"K01154",316,1.12056737588652,0.590255114697485,34
"K01156",25,1.66666666666667,0.899735410842437,5
"K01159",462,1,0,35
"K01160",1,1,NA,1
"K01163",13,1,0,6
"K01166",49,1,0,1
"K01170",6,1.5,0.577350269189626,3
"K01173",47,1.04444444444444,0.208409077139993,2
"K01174",20,1,0,5
"K01175",69,1,0,1
"K01176",36,1.16129032258065,0.373878250552983,4
"K01179",228,1.36526946107784,0.763309861737428,22
"K01181",55,1.7741935483871,0.990275295708382,4
"K01182",3,1.5,0.707106781186548,2
"K01183",10,1.25,0.462910049886276,3
"K01185",13,1,0,2
"K01186",20,1.25,0.447213595499958,3
"K01187",217,1.20555555555556,0.457064011778239,14
"K01188",2,1,0,1
"K01190",184,2,1.39858641350614,7
"K01191",25,1.25,0.444261658319319,7
"K01192",66,1.5,0.505780538858873,5
"K01193",3,3,NA,1
"K01194",2,1,0,1
"K01195",15,1,0,4
"K01198",25,1,0,3
"K01200",9,1,0,2
"K01201",7,1,0,1
"K01206",148,1.57446808510638,1.29090583934974,9
"K01207",312,1.02295081967213,0.149992809721253,27
"K01209",60,1.62162162162162,0.681149002762218,5
"K01210",3,1.5,0.707106781186548,2
"K01212",5,1,0,2
"K01214",4,1,0,1
"K01218",38,2.92307692307692,0.277350098112615,2
"K01222",1,1,NA,1
"K01223",3,1.5,0.707106781186548,1
"K01224",3,1,0,1
"K01235",16,1,0,2
"K01236",53,1.01923076923077,0.138675049056307,7
"K01239",124,1.58974358974359,0.90361320072076,6
"K01241",127,1,0,5
"K01243",62,1,0,8
"K01246",223,1,0,13
"K01247",163,1.00617283950617,0.0785674201318386,11
"K01250",2,1,0,2
"K01251",457,1.00883002207506,0.0936558366245749,38
"K01252",4,1.33333333333333,0.577350269189626,2
"K01253",9,1,0,1
"K01255",496,1.25569620253165,0.54997619594151,35
"K01256",290,1.02112676056338,0.144060738032514,12
"K01258",122,1.00826446280992,0.0909090909090909,9
"K01259",194,1.01570680628272,0.161455217534833,8
"K01262",516,1.10492505353319,0.327097629428647,38
"K01263",12,1,0,1
"K01265",513,1.08686440677966,0.289367710010421,40
"K01266",44,1,0,8
"K01267",96,1,0,8
"K01270",84,1.16666666666667,0.375293312520401,6
"K01271",128,1.01587301587302,0.125483193081909,8
"K01273",139,1.06923076923077,0.377434455287489,16
