"Phylum","taxon_path_count","tax_path_mean_abun","tax_path_sd","unique_function_count"
"Actinobacteriota",548208,73.3290529695024,63.0674306329992,1068
"Bacteroidota",6047414,68.6706713299419,61.3722220425467,1024
"Crenarchaeota",2319786,121.181946403385,80.4308587704972,709
"Firmicutes",7993671,88.7081742720171,132.440325934454,1696
"Myxococcota",804420,173.366379310345,130.929009424067,928
"Proteobacteria",44861100.12,56.2350987161263,86.1280434559957,3394
