"psuedo_sample_name","sample_name_backup","host_scientific_name","expedition_number","political_area","ocean_area","compartment_neutraility","compartment","neutraility"
"E3.15.Dip.heli.3.20150106.S_below","E3.15.Dip.heli.3.20150106.S","Diploastrea heliopora","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.15.Dip.heli.3.20150120.S_below","E3.15.Dip.heli.3.20150120.S","Diploastrea heliopora","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.15.Dip.heli.3.20150121.S_below","E3.15.Dip.heli.3.20150121.S","Diploastrea heliopora","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.15.Dip.heli.3.20150123.S_below","E3.15.Dip.heli.3.20150123.S","Diploastrea heliopora","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.15.Dip.heli.4.20150105.S_below","E3.15.Dip.heli.4.20150105.S","Diploastrea heliopora","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.15.Dip.heli.4.20150106.S_below","E3.15.Dip.heli.4.20150106.S","Diploastrea heliopora","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.17.Ech.horr.1.20150123.S_below","E3.17.Ech.horr.1.20150123.S","Echinopora horrida","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.17.Ech.mamm.1.20150123.S_below","E3.17.Ech.mamm.1.20150123.S","Echinopora mammiformis","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.19.Sym.sp.1.20150125.S_below","E3.19.Sym.sp.1.20150125.S","Symphyllia sp","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.19.Sym.sp.2.20150125.S_below","E3.19.Sym.sp.2.20150125.S","Symphyllia sp","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.2.Tur.reni.1.20150127.S_below","E3.2.Tur.reni.1.20150127.S","Turbinaria reniformis","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.3.Por.cyli.1.20150123.S_below","E3.3.Por.cyli.1.20150123.S","Porites cylindrica","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.3.Por.cyli.1.20150127.S_below","E3.3.Por.cyli.1.20150127.S","Porites cylindrica","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.3.Por.cyli.2.20150123.S_below","E3.3.Por.cyli.2.20150123.S","Porites cylindrica","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.4.Pac.rugo.1.20150127.S_below","E3.4.Pac.rugo.1.20150127.S","Pachyseris rugosa","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.4.Pac.rugo.1.20150128.S_below","E3.4.Pac.rugo.1.20150128.S","Pachyseris rugosa","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.4.Pac.spec.1.20150128.S_below","E3.4.Pac.spec.1.20150128.S","Pachyseris speciosa","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.4.Pac.spec.1.20150129.S_below","E3.4.Pac.spec.1.20150129.S","Pachyseris speciosa","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.5.Gal.astr.1.20150124.S_below","E3.5.Gal.astr.1.20150124.S","Galaxea astreata","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.5.Gal.astr.2.20150124.S_below","E3.5.Gal.astr.2.20150124.S","Galaxea astreata","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.5.Gal.astr.2.20150127.S_below","E3.5.Gal.astr.2.20150127.S","Galaxea astreata","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.6.Acr.hyac.1.20150105.S_below","E3.6.Acr.hyac.1.20150105.S","Acropora hyacinthus","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.6.Acr.hyac.1.20150106.S_below","E3.6.Acr.hyac.1.20150106.S","Acropora hyacinthus","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.6.Acr.hyac.1.20150118.S_below","E3.6.Acr.hyac.1.20150118.S","Acropora hyacinthus","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.6.Acr.hyac.1.20150120.S_below","E3.6.Acr.hyac.1.20150120.S","Acropora hyacinthus","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.6.Acr.hyac.1.20150121.S_below","E3.6.Acr.hyac.1.20150121.S","Acropora hyacinthus","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.6.Acr.hyac.1.20150123.S_below","E3.6.Acr.hyac.1.20150123.S","Acropora hyacinthus","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.6.Acr.hyac.2.20150105.S_below","E3.6.Acr.hyac.2.20150105.S","Acropora hyacinthus","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.6.Acr.hyac.2.20150106.S_below","E3.6.Acr.hyac.2.20150106.S","Acropora hyacinthus","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.6.Acr.hyac.2.20150120.S_below","E3.6.Acr.hyac.2.20150120.S","Acropora hyacinthus","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.6.Acr.hyac.2.20150121.S_below","E3.6.Acr.hyac.2.20150121.S","Acropora hyacinthus","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.6.Acr.hyac.2.20150123.S_below","E3.6.Acr.hyac.2.20150123.S","Acropora hyacinthus","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.6.Acr.hyac.3.20150105.S_below","E3.6.Acr.hyac.3.20150105.S","Acropora hyacinthus","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.6.Acr.hyac.3.20150120.S_below","E3.6.Acr.hyac.3.20150120.S","Acropora hyacinthus","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.6.Acr.hyac.3.20150121.S_below","E3.6.Acr.hyac.3.20150121.S","Acropora hyacinthus","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.6.Acr.hyac.3.20150123.S_below","E3.6.Acr.hyac.3.20150123.S","Acropora hyacinthus","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.6.Acr.hyac.4.20150105.S_below","E3.6.Acr.hyac.4.20150105.S","Acropora hyacinthus","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.6.Acr.hyac.4.20150106.S_below","E3.6.Acr.hyac.4.20150106.S","Acropora hyacinthus","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.7.Pav.vari.1.20150124.S_below","E3.7.Pav.vari.1.20150124.S","Pavona varians","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.7.Pav.vari.1.20150127.S_below","E3.7.Pav.vari.1.20150127.S","Pavona varians","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E3.7.Pav.vari.2.20150124.S_below","E3.7.Pav.vari.2.20150124.S","Pavona varians","E3","Australia","Coral Sea","Skeleton_below","Skeleton","below"
"E7.10.Poc.dami.2.20150621.S_below","E7.10.Poc.dami.2.20150621.S","Pocillopora damicornis","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.10.Poc.dami.3.20150621.S_below","E7.10.Poc.dami.3.20150621.S","Pocillopora damicornis","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.10.Ser.cali.1.20150622.S_below","E7.10.Ser.cali.1.20150622.S","Seriatopora hystrix","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.10.Ser.cali.2.20150622.S_below","E7.10.Ser.cali.2.20150622.S","Seriatopora hystrix","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.10.Ser.cali.3.20150622.S_below","E7.10.Ser.cali.3.20150622.S","Seriatopora hystrix","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.17.Cyp.micr.1.20150621.S_below","E7.17.Cyp.micr.1.20150621.S","Cyphastrea microphthalma","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.17.Cyp.micr.2.20150621.S_below","E7.17.Cyp.micr.2.20150621.S","Cyphastrea microphthalma","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.17.Cyp.micr.3.20150621.S_below","E7.17.Cyp.micr.3.20150621.S","Cyphastrea microphthalma","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.17.Ech.lame.1.20150620.S_below","E7.17.Ech.lame.1.20150620.S","Echinopora lamellosa","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.17.Ech.lame.2.20150620.S_below","E7.17.Ech.lame.2.20150620.S","Echinopora lamellosa","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.17.Ech.lame.3.20150620.S_below","E7.17.Ech.lame.3.20150620.S","Echinopora lamellosa","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.17.Fav.abdi.1.20150623.S_below","E7.17.Fav.abdi.1.20150623.S","Favites abdita","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.17.Fav.spA.1.20150623.S_below","E7.17.Fav.spA.1.20150623.S","Dipsastraea sp_A","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.17.Fav.spA.2.20150623.S_below","E7.17.Fav.spA.2.20150623.S","Dipsastraea sp_A","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.17.Fav.spB.1.20150623.S_below","E7.17.Fav.spB.1.20150623.S","Dipsastraea sp_B","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.17.Fav.spC.1.20150623.S_below","E7.17.Fav.spC.1.20150623.S","Dipsastraea sp_C","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.17.Gon.edwa.1.20150623.S_below","E7.17.Gon.edwa.1.20150623.S","Goniastrea edwardsi","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.17.Hyd.exce.1.20150620.S_below","E7.17.Hyd.exce.1.20150620.S","Hydnophora exesa","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.17.Hyd.exes.2.20150622.S_below","E7.17.Hyd.exes.2.20150622.S","Hydnophora exesa","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.17.Myc.elep.1.20150622.S_below","E7.17.Myc.elep.1.20150622.S","Echinophyllia aspera","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.17.Pla.sine.1.20150622.S_below","E7.17.Pla.sine.1.20150622.S","Platygyra sinensis","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.17.Pla.sine.2.20150622.S_below","E7.17.Pla.sine.2.20150622.S","Platygyra sinensis","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.17.Pla.sine.3.20150622.S_below","E7.17.Pla.sine.3.20150622.S","Platygyra sinensis","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.19.Lob.hemp.1.20150619.S_below","E7.19.Lob.hemp.1.20150619.S","Lobophyllia hemprichii","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.19.Lob.hemp.1.20150621.S_below","E7.19.Lob.hemp.1.20150621.S","Lobophyllia hemprichii","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.19.Lob.hemp.2.20150619.S_below","E7.19.Lob.hemp.2.20150619.S","Lobophyllia hemprichii","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.3.Por.loba.1.20150619.S_below","E7.3.Por.loba.1.20150619.S","Porites lobata","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.3.Por.loba.2.20150619.S_below","E7.3.Por.loba.2.20150619.S","Porites lobata","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.3.Por.loba.3.20150619.S_below","E7.3.Por.loba.3.20150619.S","Porites lobata","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.3.Por.loba.4.20150619.S_below","E7.3.Por.loba.4.20150619.S","Porites lobata","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.5.Gal.astr.1.20150622.S_below","E7.5.Gal.astr.1.20150622.S","Galaxea astreata","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.5.Gal.fasc.1.20150621.S_below","E7.5.Gal.fasc.1.20150621.S","Galaxea fascicularis","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.5.Gal.fasc.1.20150622.S_below","E7.5.Gal.fasc.1.20150622.S","Galaxea fascicularis","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.6.Acr.hyac.1.20150622.S_below","E7.6.Acr.hyac.1.20150622.S","Acropora hyacinthus","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.6.Acr.hyac.2.20150622.S_below","E7.6.Acr.hyac.2.20150622.S","Acropora hyacinthus","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.6.Acr.hyac.3.20150622.S_below","E7.6.Acr.hyac.3.20150622.S","Acropora hyacinthus","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.6.Mon.aequ.1.20150620.S_below","E7.6.Mon.aequ.1.20150620.S","Montipora aequituberculata","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.6.Mon.aequ.2.20150620.S_below","E7.6.Mon.aequ.2.20150620.S","Montipora aequituberculata","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.6.Mon.aequ.3.20150620.S_below","E7.6.Mon.aequ.3.20150620.S","Montipora aequituberculata","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.6.Mon.aequ.4.20150620.S_below","E7.6.Mon.aequ.4.20150620.S","Montipora aequituberculata","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.7.Pav.vari.1.20150623.S_below","E7.7.Pav.vari.1.20150623.S","Pavona varians","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
"E7.7.Pav.vari.2.20150622.S_below","E7.7.Pav.vari.2.20150622.S","Pavona varians","E7","Australia","Eastern Indian","Skeleton_below","Skeleton","below"
