"id","1256-004-C118-S","1256-007-C119-S","1256-010-C120-S","1256-013-C121-S","1256-016-C122-S","1256-020-C123-S","1256-023-C127-S","1256-026-C128-S","1256-029-C129-S","1256-035-C133-S","1256-041-C143-S","1256-044-C144-S","1256-047-C145-S","1256-050-C148-S","1256-054-C149-S","1256-057-C150-S","1256-060-C151-S","1256-063-C152-S","1256-065-C153-S"
"40e4d1fcda63881ac27035a0f2942547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"cdf63ce83c3ee56ff0f9b688ca4a2a71",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
"aeecc33204c9e92a6e7e8d3d425922fd",0,0,0,0,0,0,11,0,0,0,0,0,3,29,1,0,0,0,0
"cc9591c917d5317372f47135b61765b9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"0ebf65794a6a7b5e12de42cdc01333d3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"8e4dd8a7ced79ace7f1c3c246d313350",11,0,0,10,0,0,6,0,5,0,0,0,0,11,18,0,12,0,6
"f879f6a6038f27373ef4a3c6e5b8c470",0,0,0,0,0,0,1,0,2,0,0,0,0,1,2,0,0,0,6
"35f7a62596e14b92819eb788cda84377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"81c21cba20a892d95e281b3fac328c49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"52db95813118a5c6b9756032e8c92d03",0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,5
"6ea9edfe6bb9c20612ac12a80251f4e7",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"a3c9520d11fe2bd8cb0f42bc861972e5",0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0
"cefabc0a07d55e2d66b1c5a1439b1422",0,0,0,0,0,0,2,0,0,0,0,0,0,16,1,0,0,11,0
"56ab9995bc7ffcc9fda612534550f472",0,0,0,0,0,0,40,13,4,0,0,0,12,92,21,0,0,0,15
"f3bfcef5fc5b5e051204ff4c78e6d3fc",0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,4
"d9139bf3a697f17b0d71d46743d95cbd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"b8cec70d26541a5ec17cbe95ffe6c1c4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ade0ff1275aebed63514f09b9e4ed7ff",2,0,0,0,0,0,6,19,0,0,0,0,0,0,6,0,0,0,3
"3f4f0427417269f9a249ba2c135196c7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"a79cdf2b7dc8cf36563d3032d4e3186c",0,0,0,0,0,0,0,0,0,0,14,16,0,0,0,0,0,0,2
"37a35e9c8e08a40e3b4b1bf05417ed6e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"9022f811144089221fcf2d2da39aa5d2",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"a29d01f982e1c6c7e3cec4ebe1a6d75d",8,0,0,28,3,0,9,6,5,0,0,0,0,4,0,0,21,16,16
"68aca73522b65fbe7f9320ff9682c653",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"9710897f42b9aa78815089246b2e5831",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,18
"1f6c7855b730622e40a9a82ce12c7c86",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ed5442981c56c57bb7760315c755147e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"63a5c66ac96453edc7ba45fcdd22bae5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"90133a895dad20dd0a53e4d7a979d49c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
"e671984dc6252abc8ccb6036f03c5763",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2
"5b2aed2cce542e80bbc400469e8b1d47",0,0,0,0,0,0,10,25,11,0,0,0,0,4,8,0,0,8,0
"573e97e673257ddf83dba39eb3581eeb",0,0,0,0,19,0,0,0,0,125,0,0,0,0,5,1,42,0,1
"1421c9d81f834279abc9ca5122c8c0f2",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"53c9c7c3d7664bb3493f9402be72f80d",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"a2bb9cd3e1ad8b762e6b5d1f6d093acc",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3c6dbad66642521f67807260cfeeb068",0,0,0,0,0,0,0,0,0,0,14,19,38,0,0,0,2,0,0
"bd1edc4bbf8940e2fb9938322a1c4fef",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2b89e05fdc9770ffc0a3fe1fa81028fe",0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"61f983bccae879612d31bcd62db2aff8",26,0,31,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
"ca0989860e85c0f2c92ff4e09f0dc3bb",0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,15,0,0,0
"ea7306431b5f81caa0ba626654b750ce",0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aa718c45ee7830ff2715fdbc2679ec60",0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1
"974dd522fceda6db273203bf6060fbef",0,0,30,3,10,2,3,19,34,0,0,7,5,15,0,0,13,14,37
"e3a46d14b5a3a1a353c883b147a2ec76",0,56,72,33,0,0,3,0,0,0,7,68,0,1,19,109,1,0,7
"ae58f4e2a83af17597d46646f8b5bc98",0,0,0,0,0,0,1,0,25,0,22,31,4,0,11,49,0,59,1
"9177c6350ab7cc6cbb8a1c172561c096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1afe62bf7c256fbf0a67eabe3223e120",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"df853f2996186159b18ba03e7f2f22b5",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"4c8f9bd97f0791e420ce4ac8577d7aae",0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0
"7f39dde22a7b8da67a911bde2f862b59",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"2b56505f19ac3e2f3a4c4a87186cb4a8",0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
"49c3dcc04dad997226702f150af99cc5",0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,12,48,0,0
"03f5c443e7feb08b1dcd6906274927e2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"6d9b7efc56b5c923e72ffe3603ad4d79",0,32,0,16,81,1,0,0,0,0,0,0,0,0,4,0,0,6,0
"2dc6ae418d590d0361a61a08d6b4059e",0,0,0,0,23,0,0,0,0,58,0,0,0,0,1,0,53,10,0
"2192ab7554013218b6b7872f7e10a7e3",0,15,0,0,33,0,0,0,0,253,0,0,0,0,1,0,62,26,0
"3e317d6ae62ed464184a68a492907177",0,48,1,3,0,1,0,0,0,28,0,0,0,0,0,0,39,0,0
"0dc4520c248df6bf0bd837ed286a951c",0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2
"e3d8ddedbd406fa10504e1e15f2714eb",0,0,0,0,0,0,28,0,2,0,0,0,0,3,4,0,0,0,4
"13a6ea27f50c0fcc4a9f153acb980ee9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"948dab4e9940c010f7c41a7e46289a01",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"4af1adacc20d418061a8405e3216663a",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"14835e0a23e218e9643a4082fd406005",0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
"45f6376c6cba424c8bead67954facf95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
"563bb380f323bc64868ac0e60088cd80",0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
"53d55d96070eae057722a26f337dac86",0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4
"d75651a7a191a201670804ffbed1b836",0,0,0,91,20,0,0,14,28,0,0,0,0,0,0,0,2,31,18
"84fdb7f27999713aff1aee2912eac4d5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"9f0400e1a301d12da7ec980a4f7aaab3",0,0,0,0,0,0,0,2,0,14,0,0,0,0,2,0,0,0,0
"4f5a25de5a8067fb44c3ebc5ff020f38",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0
"ea3d9d7ef2e1f6dab04003ba2ebf4fc7",0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3
"18eb9ba8efa64ebad2c9d49a45321f0a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"c4de60868d3987bfe1005c17a9d70941",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"e7119922ff7a17df977d963ed3571b5d",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0
"81b28baef5bda12ef42f368970cc1beb",1,5,0,0,14,0,0,0,7,5,0,0,0,0,0,1,22,0,1
"9851631db886cd29c96c65c164cfc131",7,0,0,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"3497fef4c004930001b4c65b5da45daa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"d124380b9551ed69aeb98d6ba2033314",0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0
"b0c665858af5ae1fee101e8773d96e98",0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,12,0
"38d5a9579087a7fb9f49993da01d8fc6",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,3
"023a75cd01ee3b211b1f43d430700954",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"be13f4fef509ed84e73dfa070bfa721b",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b58cc4fc5be70559e17e0f9b9f351a58",2,0,0,0,9,0,0,0,0,0,0,0,1,0,3,1,0,0,0
"adbd1da8ff8f46c97445733d9cf68e64",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
"8f100a456c547803892066c67c5d1a26",0,0,0,0,2,0,0,0,0,0,0,0,0,3,8,0,0,0,2
"d90a159d15d934799a147e279c3de9a4",0,0,0,0,23,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"2da08ba8f0e3a6bd20c633af7cb1d16f",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3c01ae84f9583097ea8964c0a58a5732",0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,25,0,0
"f8e6781999d751192cd30708b8857bc3",0,43,0,0,79,0,0,0,2,0,7,0,0,2,0,0,0,0,0
"d4c3768cbc18d37f954572258a614f2a",0,0,0,0,0,0,10,4,10,0,0,0,2,4,0,0,0,3,4
"855ba325352f8ce76b06bce16fbb2ac6",0,0,0,0,0,0,14,0,13,0,0,0,0,10,0,0,0,27,52
"6399593108af91d6112b279760a1695b",0,0,0,4,0,2,0,0,0,0,0,0,0,0,3,0,0,0,5
"3a34f4f81b3670829e38bccc70be136f",0,0,0,0,0,0,1,3,14,0,0,0,1,1,0,0,0,0,3
"ef0a359cafd3417287282a3415d4c510",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
"61c43773ac3b9db19321f393be1bea5e",0,0,0,0,0,0,13,14,31,0,0,0,0,0,1,0,0,15,10
"fbe5bf449d440eec7de861b106b4e57a",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ee2e2b7a82cebb429c0282e5899bc5f8",0,0,0,0,0,0,15,6,0,0,0,0,2,0,5,0,2,5,0
"9cc73b29b5096232c4cc2280838bc74d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"76cb56fb7a4b31612e6b15c6ec1a2ba0",0,0,0,0,0,0,5,12,5,0,0,0,0,0,0,0,0,0,6
"badce360fe78d9bb64cebceed8457e17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3349bb2a9ed919f11d6ad0e74331803d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,0,0
"8d003ab1e46cd563b595556faa954ee1",0,0,0,0,0,0,0,0,8,0,0,0,1,4,3,0,0,7,1
"6eeb19c52a76a62aa2db19f5376d314c",33,0,29,14,0,19,1,0,0,0,0,87,0,5,0,0,0,0,1
"8dc6256de1c35f220af89b31351c23b3",0,0,0,0,0,0,0,0,0,0,785,348,632,0,0,0,18,0,0
"fbbf6d914c87f51f69f3af625e8b9b6c",0,0,0,0,0,0,18,19,15,0,0,0,11,15,13,0,0,5,12
"2dc35366ca9448df7153dd734af2801e",0,0,0,20,0,0,0,0,5,0,2,7,3,2,0,0,0,0,0
"7795651921a3d9334e90d6e5fa0c734c",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,217,0,0,0
"bd2bf714cab418beafd5270a81d67c45",0,0,0,0,0,0,0,0,0,42,0,0,0,26,16,0,0,0,1
"1755fc768295fbc20312142cd19ed745",0,0,0,21,0,0,3,0,1,0,0,0,0,0,42,0,0,0,3
"875ea29745c7d643b44b92a4b0067088",0,0,0,0,0,0,14,0,6,0,14,0,4,34,30,0,21,11,19
"39b96c12053d72a18b29698e9915b1c8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"d91f0c1fad22dc43c2f48b136ff1557d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"27640a8cf48849724da7c036538b7a01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"5ae70d18adf0166c31846de4a153272d",0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0
"dc20bdf2c624a24ffd00bb11b758d95d",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"ffd92b5078a7efdb95bd3b90432862b3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
"a76b797197fa1ebab0e624cd5b029360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"a7814b95f7618e41fae6beb7e68a3362",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8
