"id","E3.11.Fun.sp.1.20150125.T","E3.11.Fun.sp.1.20150127.T","E3.11.Fun.sp.2.20150125.T","E3.14.Phy.lich.1.20150129.T","E3.15.Dip.heli.1.20150105.T","E3.15.Dip.heli.1.20150106.T","E3.15.Dip.heli.1.20150118.T","E3.15.Dip.heli.1.20150120.T","E3.15.Dip.heli.1.20150121.T","E3.15.Dip.heli.1.20150123.T","E3.15.Dip.heli.2.20150105.T","E3.15.Dip.heli.2.20150106.T","E3.15.Dip.heli.2.20150119.T","E3.15.Dip.heli.2.20150121.T","E3.15.Dip.heli.3.20150105.T","E3.15.Dip.heli.3.20150106.T","E3.15.Dip.heli.3.20150120.T","E3.15.Dip.heli.3.20150121.T","E3.15.Dip.heli.3.20150123.T","E3.15.Dip.heli.4.20150105.T","E3.15.Dip.heli.4.20150106.T","E3.17.Ech.horr.1.20150123.T","E3.17.Ech.mamm.1.20150123.T","E3.17.Ech.mamm.1.20150127.T","E3.2.Tur.reni.1.20150127.T","E3.3.Por.cyli.1.20150123.T","E3.3.Por.cyli.1.20150127.T","E3.3.Por.cyli.2.20150123.T","E3.4.Pac.rugo.1.20150127.T","E3.4.Pac.rugo.1.20150128.T","E3.4.Pac.spec.1.20150128.T","E3.4.Pac.spec.1.20150129.T","E3.5.Gal.astr.1.20150124.T","E3.5.Gal.astr.2.20150124.T","E3.6.Acr.hyac.1.20150106.T","E3.6.Acr.hyac.1.20150118.T","E3.6.Acr.hyac.1.20150121.T","E3.6.Acr.hyac.1.20150123.T","E3.6.Acr.hyac.2.20150105.T","E3.6.Acr.hyac.2.20150106.T","E3.6.Acr.hyac.2.20150120.T","E3.6.Acr.hyac.2.20150123.T","E3.6.Acr.hyac.3.20150105.T","E3.6.Acr.hyac.3.20150106.T","E3.6.Acr.hyac.3.20150120.T","E3.6.Acr.hyac.3.20150121.T","E3.6.Acr.hyac.3.20150123.T","E3.6.Acr.hyac.4.20150105.T","E3.6.Acr.hyac.4.20150106.T","E3.7.Pav.vari.1.20150124.T","E3.7.Pav.vari.1.20150127.T","E3.7.Pav.vari.2.20150124.T"
"77c4058befe9561b5bb3dd7fd8c38491",0,0,0,0,9,12,0,0,0,0,9,0,0,11,0,0,0,43,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"572f9ff2148da07e9dcd16640d2dd967",62,29,0,0,0,8,0,0,6,0,3,6,23,0,0,0,25,28,22,16,0,0,0,0,65,0,0,0,22,0,15,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0
"1865556e087ae443b75d8177a8e38a17",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c17fda2a665707b2dc56a70d246b5219",0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a500fb975c8f7d938864d9a962e57238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4f593ef424a8f21395693541a7d914fb",0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"3a5a3d3bbe91b22ee56579b2ae78eca4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2170e7c0b254a75277a7cc774d4296d9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f01b0d558588dee1c9b9f3de9d7218b9",36,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0513960bd55dd9aca8dbf0ad36d83405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95d68f6be1f1aa0a7095e8123635d18c",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1a231efed1526797a60b552962e4c8cf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,20,0,0,0,0,0,0,0,0,0,0
"af3448aca61fdeaced9fa917aaa25a20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
"8b140d7b66df6128cd29ec9bda8a7632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"51118aad525aae3420ae4d0b3fc1932f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0
"76b120d4c11af0a73c331fc3b4b09a3c",0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
"73c434a77d07c20d70f499ca99470a5d",0,0,8,0,0,0,7,0,0,67,0,14,0,0,0,0,0,0,8,0,0,0,0,134,0,0,4,0,1,307,33,5,0,0,265,10,85,101,87,0,0,146,52,143,157,0,149,0,0,0,0,0
"1e86b49b523587009ca4d9431d9edc99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,21,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
"ecb1b0562881e0b93fbb2f85225bc037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,19,66,0,0,0,0
"181608cd6d8b4e167e08429279b6f560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13b81923f4fdf0ae8e02bd6595ce49ef",0,0,35,0,0,0,0,0,0,111,0,0,8,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,9,0,0,8,0,0,43,0,0,0,229,48,0,80,197,0,262,0,142,0,0,0,0,0
"6717dc8ef3b32a8ae2c894edf14a1de4",0,0,0,0,0,0,0,0,0,0,5,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8acfb35d46b577dfccb25e203087452b",19,31,0,0,0,7,52,0,0,0,0,0,0,31,0,0,38,36,0,0,0,0,0,0,57,42,21,0,29,0,78,5,0,10,0,65,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
"480d3e85f6c0efebb9d41020867f6577",0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
"b07705d85e41d938e7b353cae1474775",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2b3fe99f3c9b74e2a5b4e1134d37256b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0
"32084126c9ee0545fdbd5516d8e07397",0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0
"7332012f62fcce1c40ef4ee5c5912068",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"491f1c381543e23e98789c2261c756d1",0,0,0,0,6,12,0,16,0,0,16,0,26,0,4,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9d19c478ec52ab5045b00eb71218b1a4",4,0,12,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6ac01a253b59360282b5b36405977f7c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f015df7295ee5ee77b0620d2fa5eadb4",0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aae794ff43d1b29abf8263bc8ca6b776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"dac020808244e9e7bb1624a8bedc2aa9",0,0,0,0,0,10,0,0,0,0,11,42,28,0,34,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,9,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"64a2df3598ed1e6f23151e88d6d42659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0
"8224f10551efb49d49adc05482015eb5",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,61,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,71,0,0,0,0,0
"23b2a24b9268ecfee5394a07fa6a4848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7fea1c92d8cbce30754286ba07ef84bf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"893990ed85cdfc6b5848ccb5351c6d4c",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180d58d10703a70f6cbfe683bb3683f8",0,0,0,0,0,0,12,0,0,0,0,0,29,0,0,0,0,0,0,0,0,28,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,41,0,0,0,0,0
"dd71040c09135837e672be06a7abd62f",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0c620b721bacb3848f0ca8c911547771",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0
"71c4355367addcb4ec127dcd4252fed0",0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1623c46bcbc817586080866a2fb0c5d5",0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,293,0,105,0,0,43,0,155,0,0,0
"31f5a2a0a7e1edfa4204a3438171fe23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aadcfaa497ffd5728802276c42edbc98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
"0a7d5c710ba2d65449a2542e021a4ee1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
"0a7b6db6d085aedf04215d6e6df63c0f",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cd1e001f92ac1b43b20c886fb18963a7",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"9f93827ed36567dd4871a350e19444b1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"40b0b2644e4f54269d87505da6109c31",0,0,0,0,5,4,0,0,0,0,2,24,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,22,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ad6b3a0e88e5c091e89c92e9de103297",0,0,0,0,0,22,0,0,0,0,7,11,0,0,0,1,0,0,40,5,7,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9e5cb70a587209c4fd08d7547fd555fa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1611e1ee9d8c8fd2a4444f9394e4c75a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bfeec0f8e2ef51e9038315bdbc1e642b",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ba3fcb3068f11858e67bf02957ab972e",0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5f3328cbe099a61444ca1d0d754ee30f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3aca2fc599bdbbd05b9e85dd536285ab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4e55fb261061115e8926949f2ba6fba2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90599d3f17243caf1f6fc0af0d09cc39",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ec492c05346994e5a90ce45de7bb3988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42ba0329d5348f306c42d0e9bd717fc6",0,0,0,0,2,6,0,6,0,0,0,9,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4e37b83aea3eb5e233f897bc64d0050d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8facb5d73b3e7043ec9b3776b9f6a2c4",8,0,0,0,0,6,18,0,42,0,0,0,5,0,0,3,0,4,8,1,0,0,0,0,0,0,0,0,22,0,0,32,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,31
"d797ffc2b19a3b03fd0ff77fdfec7e32",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129e42f50ca4a785146850c01585b64d",26,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0
"2d2901eb14d6727e509ebe580409e094",0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5cce7d0cfd88f0f6232bba446e9c01d8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4b5bbb556247a58aa639d71ae9bb0ac6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,17,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d88bd7c4c59983bc2908603ab6dc9529",0,0,0,0,0,16,0,0,0,0,6,0,1,0,7,2,0,0,33,5,14,0,0,0,0,0,0,0,0,0,10,8,9,5,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0
"6a1d4a2d7a2319b49763e564730d3778",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93c5535f7ea55dd72fd5195a5bd5f454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"824d65d76bfb9a552ef1ef285dc803d7",0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0eb9d7c5f41035b0144988eb8100260b",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"f15b3d9c9c37a4a0c1159a0ebc8e3aaa",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"b26565ab19a89202aa195a26a9177ee6",0,23,0,0,45,34,0,21,0,0,14,18,34,0,0,25,0,0,20,15,19,0,13,0,17,0,0,0,0,0,0,25,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"96747a60b19fc000e9a822852880c8ad",0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e7bcdd99dcf5fa52007f0520b91fe938",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3b9282e51ba08918662d57b26447034d",0,0,0,0,2,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fd2df93fda33090160e8c7db384f43a9",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"405170bc66ff95d9aee4a6407bb2825a",0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14b9f4e1e1b78f86765e0995f29619e1",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"758b70538433838ba86138414e363de1",0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,95,0,0,0,0,0,0,0,0,0,0,76,0,0,0
"3d1952d433e1cb10e5d266c43c2c5d1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"b7def4086db4bc53d0ce4f964d60d86b",0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46c4830071c8fcca110b26a80ddeee45",0,20,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,14,0,62,0,0,0,0,0,48,4,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d44900820a8af8c0a0500424c4d3d3aa",16,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,9,0,0,13,9,19,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7adf8968e7bb40c15df1b4c10a5d8c13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"552f192a4be8df811761021eba06a0ba",101,86,41,61,53,59,10,45,21,19,27,74,117,48,4,26,28,16,75,44,54,10,13,49,57,9,0,33,20,0,102,38,74,51,0,8,0,0,0,0,0,0,0,0,0,48,23,0,0,0,99,0
"3611e6c6c83ead0c9f773df6aa3541eb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2e6274510b3a65563aa9b1ca43a0ccaa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e324107ff4f7e0bec15ecdd808d9c3fa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a29d1a66b7b90a351b8d451fe5b2ab2d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6ea7e93cf845625b6f0034e0f164cbf1",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,26,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
"bda81ec1f96910b808b8bc0e9ceec003",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7afa6e4b4f4f3061b5cc38d81dc3109e",0,0,0,0,1,0,0,45,0,0,0,0,9,0,0,0,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4a6eacacbe534073fb92cb4e595541c7",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1df481651b4c5412f6738f47b94f5ebc",0,0,0,0,23,13,23,69,52,0,18,12,27,65,4,24,0,18,68,57,22,0,0,0,0,0,12,68,0,0,7,21,26,33,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,11
"08f65571456aaf0cfc2937c7d36a061a",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"44a921d8405576d1052f067980eb98d6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"55c2e9770a0c14a359a06d259abfa7a1",7,0,0,0,0,1,30,76,10,0,11,0,3,13,1,0,95,0,45,3,0,0,8,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,41
