	1256-004-C118-S	1256-011-C120-T	1256-012-C121-M	1256-014-C121-T	1256-019-C123-M	1256-020-C123-S	1256-023-C127-S	1256-024-C127-T	1256-030-C129-T	1256-049-C148-M	1256-055-C149-T	1256-059-C151-M	1256-066-C153-T	1256-072-C328-S	1256-083-C115-H	1256-099-SING14-T	1256-102-PW164-S	1256-103-PW164-T	1256-105-PW165-S	1256-106-PW165-T	1256-110-PW167-M	1256-114-PW168-S	1256-115-PW168-T	1256-121-PW170-S	1256-122-PW170-T	1256-125-PW171-T	1256-138-PW177-S	1256-153-PW185-S	1256-156-PW186-S	1256-157-PW186-T	1256-167-PW192-S	1256-168-PW192-T	1256-171-PW193-T	1256-176-PW195-S	1256-178-PW197-M	1256-186-PW199-S	1256-197-PW204-S	1256-223-HI60-S	1256-237-HI64-T	1256-252-HI69-S	1256-267-HID-T	1256-282-P1-S	1256-286-P6-S	1256-307-P481-M	1256-313-P484-M	1256-318-P489-M	1256-322-P489-T	1256-326-P494-M	1256-334-P499-T	1256-337-P502-M	1256-338-P503-M	1256-339-P503-T	1256-342-P507-M	1256-343-P507-T	1256-350-P511-M	1256-351-P511-T	1256-352-P512-M	1256-360-C411-H	1256-371-KaustZ-4-T	1256-374-KaustA-3-T	E1.10.Poc.dami.1.20140731.S	E1.10.Sty.pist.1.20140807.S	E1.10.Sty.pist.1.20140815.M	E1.11.Fun.sp.1.20140811.S	E1.11.Lep.tran.1.20140731.S	E1.11.Lep.tran.1.20140731.T	E1.15.Dip.heli.1.20140726.S	E1.15.Dip.heli.1.20140726.T	E1.15.Dip.heli.1.20140809.M	E1.15.Dip.heli.1.20140809.T	E1.15.Dip.heli.1.20140815.M	E1.15.Dip.heli.1.20140815.S	E1.15.Dip.heli.1.20140905.M	E1.15.Dip.heli.1.20140905.T	E1.17.Cau.furc.1.20140801.DS	E1.17.Ech.lame.1.20140905.S	E1.17.Ech.lame.1.20140905.T	E1.17.Ech.mamm.1.20140728.M	E1.17.Ech.mamm.1.20140815.T	E1.17.Fav.sp.1.20140805.T	E1.17.Fav.sp.1.20140811.T	E1.17.Fav.sp.2.20140805.M	E1.17.Fav.sp.2.20140805.S	E1.17.Hyd.exes.1.20140803.S	E1.19.Lob.sp.1.20140730.M	E1.19.Lob.sp.1.20140730.S	E1.19.Lob.sp.1.20140809.M	E1.19.Sym.sp.1.20140724.M	E1.19.Sym.sp.1.20140724.S	E1.19.Sym.sp.1.20140814.S	E1.19.Sym.sp.1.20140815.S	E1.2.Tur.pelt.1.20140814.S	E1.2.Tur.reni.1.20140814.T	E1.2.Tur.stel.1.20140805.M	E1.2.Tur.stel.1.20140805.S	E1.2.Tur.stel.1.20140805.T	E1.3.Por.cyli.1.20140801.S	E1.3.Por.cyli.1.20140815.S	E1.3.Por.loba.1.20140905.M	E1.3.Por.loba.1.20140905.S	E1.3.Por.loba.1.20140905.T	E1.4.Pac.rugo.1.20140728.S	E1.4.Pac.rugo.1.20140728.T	E1.4.Pac.rugo.1.20140814.S	E1.4.Pac.spec.1.20140801.M	E1.4.Pac.spec.1.20140801.S	E1.4.Pac.spec.1.20140801.T	E1.4.Pac.spec.1.20140811.M	E1.4.Pac.spec.1.20140811.T	E1.5.Gal.astr.1.20140728.S	E1.5.Gal.astr.1.20140728.T	E1.5.Gal.astr.1.20140807.M	E1.5.Gal.astr.1.20140807.S	E1.5.Gal.astr.1.20140814.M	E1.5.Gal.astr.1.20140814.S	E1.5.Gal.astr.1.20140905.S	E1.6.Acr.humi.1.20140731.M	E1.6.Acr.humi.1.20140731.S	E1.6.Acr.sp.1.20140905.M	E1.6.Acr.sp.1.20140905.S	E1.6.Iso.pali.1.20140803.M.2	E1.6.Iso.pali.1.20140803.M	E1.6.Iso.pali.1.20140803.S.2	E1.6.Iso.pali.1.20140803.S	E1.6.Iso.pali.1.20140803.T.2	E1.6.Iso.pali.1.20140803.T	E1.6.Iso.pali.1.20140815.S	E1.6.Iso.pali.1.20140815.T	E1.7.Pav.sp.1.20140905.M	E1.7.Pav.vari.1.20140805.S	E1.7.Pav.vari.1.20140815.S	E1.7.Pav.veno.1.20140809.S	E1.7.Pav.veno.1.20140809.T	E1.7.Pav.veno.1.20140811.S	E1.Out.Mil.sp.1.20140814.S	E1.Out.Pal.caes.1.20140809.T	E10.10.Sty.pist.1.20150630.M	E10.10.Sty.pist.2.20150630.M	E10.10.Sty.pist.3.20150630.M	E10.17.Fav.abdi.1.20150630.M	E10.17.Fav.abdi.1.20150630.S	E10.17.Fav.abdi.1.20150630.T	E10.17.Fav.pali.1.20150630.S	E10.17.Gon.favu.1.20150629.S	E10.17.Gon.favu.1.20150629.T	E10.17.Gon.favu.1.20150630.S	E10.17.Gon.favu.1.20150630.T	E10.17.Gon.favu.2.20150630.M	E10.17.Gon.favu.2.20150630.S	E10.17.Gon.favu.2.20150630.T	E10.Aca.hill.1.20150629.M	E10.Aca.hill.1.20150629.S	E10.Aca.hill.2.20150629.M	E10.Aca.hill.2.20150629.S	E10.Aca.hill.3.20150629.S	E10.Acr.cyth.1.20150627.M	E10.Acr.cyth.1.20150627.S	E10.Acr.cyth.2.20150627.M	E10.Acr.cyth.2.20150627.T	E10.Acr.cyth.3.20150627.M	E10.Acr.pali.1.20150627.M	E10.Acr.pali.2.20150627.M	E10.Acr.pali.3.20150627.S	E10.Alv.alli.1.20150628.T	E10.Alv.alli.2.20150628.M	E10.Alv.alli.2.20150628.S	E10.Alv.alli.3.20150628.M	E10.Alv.alli.3.20150628.S	E10.Alv.alli.3.20150628.T	E10.Cyp.micr.1.20150627.M	E10.Cyp.sera.2.20150628.S	E10.Mon.curt.1.20150629.M	E10.Poc.dami.2.20150628.S	E10.Por.hero.1.20150628.S	E10.Por.hero.3.20150628.S	E10.Sed.1.20150627	E10.Sed.1.20150628	E10.Ser.cali.2.20150627.M	E10.Ser.cali.3.20150627.M	E3.10.Sty.pist.1.20150127.M	E3.10.Sty.pist.2.20150124.M	E3.11.Fun.sp.1.20150125.M	E3.11.Fun.sp.1.20150127.T	E3.11.Fun.sp.2.20150125.M	E3.14.Phy.lich.1.20150125.M	E3.14.Phy.lich.1.20150125.S	E3.14.Phy.lich.1.20150129.M	E3.14.Phy.lich.1.20150129.S	E3.14.Phy.lich.2.20150125.M	E3.14.Phy.lich.2.20150125.S	E3.15.Dip.heli.1.20150105.M	E3.15.Dip.heli.1.20150105.S	E3.15.Dip.heli.1.20150106.M	E3.15.Dip.heli.1.20150106.S	E3.15.Dip.heli.1.20150118.M	E3.15.Dip.heli.1.20150118.T	E3.15.Dip.heli.1.20150119.M	E3.15.Dip.heli.1.20150119.S	E3.15.Dip.heli.1.20150120.M	E3.15.Dip.heli.1.20150120.S	E3.15.Dip.heli.1.20150120.T	E3.15.Dip.heli.1.20150121.M	E3.15.Dip.heli.1.20150121.S	E3.15.Dip.heli.1.20150123.M	E3.15.Dip.heli.1.20150123.S	E3.15.Dip.heli.1.20150123.T	E3.15.Dip.heli.2.20150105.M	E3.15.Dip.heli.2.20150105.S	E3.15.Dip.heli.2.20150105.T	E3.15.Dip.heli.2.20150106.M	E3.15.Dip.heli.2.20150106.T	E3.15.Dip.heli.2.20150119.M	E3.15.Dip.heli.2.20150119.S	E3.15.Dip.heli.2.20150119.T	E3.15.Dip.heli.2.20150120.M	E3.15.Dip.heli.2.20150120.S	E3.15.Dip.heli.2.20150121.M	E3.15.Dip.heli.2.20150121.S	E3.15.Dip.heli.2.20150123.M	E3.15.Dip.heli.2.20150123.S	E3.15.Dip.heli.2.20150123.T	E3.15.Dip.heli.3.20150105.S	E3.15.Dip.heli.3.20150105.T	E3.15.Dip.heli.3.20150106.S	E3.15.Dip.heli.3.20150120.S	E3.15.Dip.heli.3.20150120.T	E3.15.Dip.heli.3.20150121.M	E3.15.Dip.heli.3.20150121.S	E3.15.Dip.heli.3.20150121.T	E3.15.Dip.heli.3.20150123.M	E3.15.Dip.heli.3.20150123.S	E3.15.Dip.heli.3.20150123.T	E3.15.Dip.heli.4.20150105.T	E3.17.Ech.horr.1.20150123.T	E3.17.Ech.mamm.1.20150123.M	E3.17.Ech.mamm.1.20150123.S	E3.17.Ech.mamm.1.20150123.T	E3.17.Ech.mamm.1.20150127.T	E3.17.Ech.mamm.1.20150129.M	E3.19.Sym.sp.1.20150125.M	E3.19.Sym.sp.1.20150127.M	E3.19.Sym.sp.1.20150127.S	E3.19.Sym.sp.2.20150125.M	E3.19.Sym.sp.2.20150125.S	E3.2.Tur.reni.1.20150124.M	E3.2.Tur.reni.1.20150127.S	E3.2.Tur.reni.1.20150127.T	E3.2.Tur.reni.2.20150124.M	E3.3.Por.cyli.1.20150123.M	E3.3.Por.cyli.1.20150127.M	E3.3.Por.cyli.1.20150127.S	E3.4.Pac.rugo.1.20150127.M	E3.4.Pac.rugo.1.20150127.S	E3.4.Pac.rugo.1.20150127.T	E3.4.Pac.rugo.1.20150128.M	E3.4.Pac.rugo.1.20150128.S	E3.4.Pac.spec.1.20150128.M	E3.4.Pac.spec.1.20150128.S	E3.4.Pac.spec.1.20150128.T	E3.4.Pac.spec.1.20150129.M	E3.4.Pac.spec.1.20150129.S	E3.4.Pac.spec.1.20150129.T	E3.5.Gal.astr.1.20150124.S	E3.5.Gal.astr.2.20150124.S	E3.5.Gal.astr.2.20150124.T	E3.5.Gal.astr.2.20150127.M	E3.5.Gal.astr.2.20150127.S	E3.6.Acr.hyac.1.20150118.M	E3.6.Acr.hyac.1.20150120.M	E3.6.Acr.hyac.1.20150120.S	E3.6.Acr.hyac.1.20150121.M	E3.6.Acr.hyac.1.20150121.S	E3.6.Acr.hyac.1.20150123.M	E3.6.Acr.hyac.1.20150123.T	E3.6.Acr.hyac.2.20150105.S	E3.6.Acr.hyac.2.20150106.M	E3.6.Acr.hyac.2.20150120.M	E3.6.Acr.hyac.2.20150120.S	E3.6.Acr.hyac.2.20150120.T	E3.6.Acr.hyac.2.20150121.M	E3.6.Acr.hyac.2.20150121.S	E3.6.Acr.hyac.2.20150121.T	E3.6.Acr.hyac.2.20150123.M	E3.6.Acr.hyac.2.20150123.T	E3.6.Acr.hyac.3.20150105.M	E3.6.Acr.hyac.3.20150106.T	E3.6.Acr.hyac.3.20150120.T	E3.6.Acr.hyac.3.20150121.M	E3.6.Acr.hyac.3.20150123.M	E3.6.Acr.hyac.3.20150123.T	E3.6.Acr.hyac.4.20150105.M	E3.6.Acr.hyac.4.20150105.T	E3.7.Pav.vari.1.20150124.M	E3.7.Pav.vari.1.20150124.T	E3.7.Pav.vari.1.20150127.S	E3.7.Pav.vari.2.20150124.M	E3.Out.Mil.sp.1.20150125.S	E3.Out.Pal.caes.1.20150125.M	E3.Out.Pal.caes.2.20150125.M	E3.Out.Pal.caes.2.20150125.S	E7.10.Poc.dami.1.20150621.S	E7.10.Poc.dami.2.20150621.M	E7.10.Poc.dami.3.20150621.M	E7.10.Poc.dami.3.20150621.T	E7.10.Ser.cali.1.20150622.M	E7.10.Ser.cali.1.20150622.S	E7.10.Ser.cali.2.20150622.M	E7.10.Ser.cali.3.20150622.M	E7.10.Ser.cali.3.20150622.S	E7.17.Cyp.micr.1.20150621.M	E7.17.Cyp.micr.2.20150621.M	E7.17.Cyp.micr.2.20150621.S	E7.17.Cyp.micr.3.20150621.M	E7.17.Cyp.micr.3.20150621.S	E7.17.Ech.lame.1.20150620.M	E7.17.Ech.lame.1.20150620.S	E7.17.Ech.lame.2.20150620.M	E7.17.Ech.lame.2.20150620.S	E7.17.Ech.lame.2.20150620.T	E7.17.Ech.lame.3.20150620.M	E7.17.Fav.abdi.1.20150623.M	E7.17.Fav.abdi.1.20150623.S	E7.17.Fav.spA.1.20150623.S	E7.17.Fav.spA.2.20150623.S	E7.17.Fav.spB.1.20150623.M	E7.17.Fav.spC.1.20150623.S	E7.17.Hyd.exce.1.20150620.M	E7.17.Hyd.exce.1.20150620.S	E7.17.Hyd.exes.1.20150622.M	E7.17.Mer.ampl.1.20150621.M	E7.17.Mer.ampl.1.20150621.T	E7.17.Mer.ampl.2.20150621.T	E7.17.Mer.ampl.3.20150621.M	E7.17.Myc.elep.1.20150622.M	E7.17.Myc.elep.1.20150622.S	E7.17.Pla.sine.1.20150622.S	E7.17.Pla.sine.1.20150622.T	E7.17.Pla.sine.2.20150622.M	E7.17.Pla.sine.3.20150622.M	E7.17.Pla.sine.3.20150622.S	E7.17.Pla.sine.3.20150622.T	E7.19.Lob.hemp.1.20150619.M	E7.19.Lob.hemp.1.20150619.S	E7.19.Lob.hemp.1.20150621.S	E7.19.Lob.hemp.1.20150621.T	E7.19.Lob.hemp.2.20150619.M	E7.19.Lob.hemp.2.20150619.S	E7.3.Por.loba.1.20150619.M	E7.3.Por.loba.1.20150619.S	E7.3.Por.loba.2.20150619.M	E7.3.Por.loba.3.20150619.M	E7.3.Por.loba.4.20150619.M	E7.5.Gal.astr.1.20150622.M	E7.5.Gal.astr.1.20150622.S	E7.5.Gal.astr.1.20150622.T	E7.5.Gal.fasc.1.20150621.M	E7.5.Gal.fasc.1.20150621.T	E7.6.Acr.hyac.1.20150622.M	E7.6.Acr.hyac.1.20150622.S	E7.6.Acr.hyac.2.20150622.M	E7.6.Acr.hyac.2.20150622.S	E7.6.Acr.hyac.3.20150622.M	E7.6.Acr.hyac.3.20150622.T	E7.6.Mon.aequ.1.20150620.M	E7.6.Mon.aequ.1.20150620.S	E7.6.Mon.aequ.1.20150620.T	E7.6.Mon.aequ.2.20150620.M	E7.6.Mon.aequ.2.20150620.S	E7.6.Mon.aequ.2.20150620.T	E7.6.Mon.aequ.3.20150620.M	E7.6.Mon.aequ.3.20150620.S	E7.6.Mon.aequ.3.20150620.T	E7.6.Mon.aequ.4.20150620.S	E7.6.Mon.aequ.4.20150620.T	E7.7.Pav.vari.1.20150622.M	E7.7.Pav.vari.2.20150622.M	E7.7.Pav.vari.2.20150622.T	E7.Sed.1.20150620	E7.Sed.1.20150623	Negative.Control.4
661170	0	0	0	0	0	0	16	0	0	0	24.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.3333333333333	0	0	0	26	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
591796	15.5714285714286	0	0	12.2857142857143	0	0	0	0	0	0	0	0	0	0	0	0	4.14285714285714	0	0	0	0	10.1428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4353625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.75	0	0	0	0	0	2.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.125	8.625	0	16.75	0	0	0	0	0	0	8.5	0	0	0	10	0	0	0	0	3.375	0	11.625	0	0	0	0	0	0	0	0	0	0	0	3.25	0	3.625	0	0	0	0	0	0	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.375	0	0	0	0	0	0	4.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.875	0	1.875	0	0	0	6.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.125	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	0	0	0	0	0	0
130922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4376863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
931727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
341734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.3333333333333	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	11.6666666666667	40.6666666666667	11	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.33333333333333	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	17.6666666666667	0	0	0	9.66666666666667	0	0	0	13.6666666666667	0	23.6666666666667	30.3333333333333	0	0	12.3333333333333	0	0	22.3333333333333	0	0	2	0	18.3333333333333	0	0	14.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	32.3333333333333	0	0	4	0	7.33333333333333	0	0	0	0	0	0	0	0	0	18.6666666666667	0	9.33333333333333	15	0	0	0	21.6666666666667	0	0	0	0	0	24.6666666666667	0	14.6666666666667	0	0	0	35.3333333333333	0	19.3333333333333	15.3333333333333	0	0	15	27	0	0	0	11.6666666666667	18	0	0	0	0	0	0	0	0	0	0	0	0	0	8.66666666666667	0	0	8.66666666666667	0	12	0	22.6666666666667	0	17.3333333333333	27.3333333333333	0	0	0	17.6666666666667	0	26.3333333333333	0	0	0	0	0	12	13	0	0	0	0
