"id","Kingdom","Phylum","Class","Order","Family","Genus","Species","1256-201-HI6-S","1256-204-HI7-S","1256-207-HI8-S","1256-210-HI10-S","1256-217-HI58-S","1256-220-HI59-S","1256-223-HI60-S","1256-226-HI61-S","1256-229-HI62-S","1256-236-HI64-S","1256-239-HI65-S","1256-245-HI67-S","1256-249-HI68-S","1256-252-HI69-S","1256-255-HI70-S","1256-257-HIA-S","1256-260-HIB-S","1256-263-HICS"
"a0e5f99b96d3793a27049737a2b1665f","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"27d2bcf07165a7a7467bd02322327844","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"72836abdd66defed176c2df3a249fb7b","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Unclassified Parachlamydiaceae","Unclassified Parachlamydiaceae",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"9ededfb0acbb2ff52d7bcf4fcb1da8e2","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"56888223c3fc9063e2c3a890b44918e4","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
"a60b38ff2fbedfcbf1fe0f4148e99332","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"26999b7b248dd5008e6efb4bb9bb610d","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","Unclassified Simkaniaceae","Unclassified Simkaniaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0
"d590b5bbf4f4bf22a691b6f0848f9590","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","Unclassified Simkaniaceae","Unclassified Simkaniaceae",0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
"7de2448b04b7689a03baeaba32f427df","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","Unclassified Simkaniaceae","Unclassified Simkaniaceae",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"8c1f83658be1e374131f565329d1f374","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"6ed65402c4448ba2afa9ad569b8f3220","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Unclassified Chlamydiales","Unclassified Chlamydiales","Unclassified Chlamydiales",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"3325716fef047149842a220e0bcb1295","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Unclassified Chlamydiales","Unclassified Chlamydiales","Unclassified Chlamydiales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"c30393a029484e00def3fe490aabda18","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Unclassified Parachlamydiaceae","Unclassified Parachlamydiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"872bf69666532ccd16264f8390f3dc35","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Unclassified Chlamydiales","Unclassified Chlamydiales","Unclassified Chlamydiales",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197edcb447e217184a80efbd3c0fbde2","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Unclassified Parachlamydiaceae","Unclassified Parachlamydiaceae",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"613aa931b2ef2a59696298685b522f22","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Candidatus_Protochlamydia","Unclassified  Candidatus_Protochlamydia",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"21dae682685c269650d1f78b024cc81e","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Unclassified Chlamydiales","Unclassified Chlamydiales","Unclassified Chlamydiales",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"56002dc190b4413ab863f2451d96a440","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Chlamydiaceae","Unclassified Chlamydiaceae","Unclassified Chlamydiaceae",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"67d18250da015ed3a2144f20aa16d548","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Unclassified Chlamydiales","Unclassified Chlamydiales","Unclassified Chlamydiales",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5088db4ff8d56a121c05e6c3590ca576","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Unclassified Chlamydiales","Unclassified Chlamydiales","Unclassified Chlamydiales",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"fcfb25382faf2faede90715a1a0b70f7","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Unclassified Chlamydiales","Unclassified Chlamydiales","Unclassified Chlamydiales",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"a8beca176392c7a5ef1d13244ba422cb","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Chlamydiaceae","Unclassified Chlamydiaceae","Unclassified Chlamydiaceae",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"b4f05170ab1bca62f3ba223bfefd26cc","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Chlamydiaceae","Unclassified Chlamydiaceae","Unclassified Chlamydiaceae",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"a25b2e1ab300c880f9e750db8e2d116b","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Unclassified Chlamydiales","Unclassified Chlamydiales","Unclassified Chlamydiales",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"07e82bb2e400f1b1c870e3bd8ddcc1d5","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Unclassified Chlamydiales","Unclassified Chlamydiales","Unclassified Chlamydiales",0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
"3277af4c93a32a36770aed9da62ac008","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","Unclassified Simkaniaceae","Unclassified Simkaniaceae",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"701e8292da20ee968518f7b510b13a54","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","Unclassified Simkaniaceae","Unclassified Simkaniaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"e84456f6183edb32727c8419d293eb6e","d__Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae","Candidatus_Entotheonella","Candidatus_Entotheonella uncultured_bacterium",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"57d5446c593e119fb11e62497e709cdb","d__Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae","Candidatus_Entotheonella","Unclassified  Candidatus_Entotheonella",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"8b9e790b48a285ac6cc5fd2aaccd41e2","d__Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae","Entotheonellaceae","Entotheonellaceae uncultured_bacterium",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"6d6715d7607c29d3029a392dbbf5f59b","d__Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae","Entotheonellaceae","Entotheonellaceae uncultured_bacterium",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"f5535df7d519d79d9c205567d8e4375e","d__Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","Endozoicomonas uncultured_bacterium",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"edb94273e8886ffc909d0a190568876b","d__Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","Endozoicomonas uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"8bf37790645f639c63fb180b5ad297ec","d__Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Unclassified  Bacillus",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6ce8554c83913d2993d75005f3e7865a","d__Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","Unclassified  Geobacillus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bf363e288ea49312d7bf6dfb9fafd2c7","d__Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus Bacillus_coagulans",0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0
"bfdc547a55fe72b405c3fc2473a73471","d__Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus Bacillus_coagulans",0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0
"a4d3328f79b17cd1c9b72bb8c8905a95","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Jeotgalicoccus","Unclassified  Jeotgalicoccus",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ea620bb8169146611935d7f8b97a70a8","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","Unclassified  Staphylococcus",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"cf2f0c6c16ec9cb2c26eec24ab47c09d","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","Unclassified  Staphylococcus",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"4e4c5cd13eb19d445bd2ee4bd71a7053","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","Unclassified  Staphylococcus",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"5a121b7460f54963f16663670765fc00","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","Unclassified  Staphylococcus",0,0,0,0,0,11,0,0,0,94,0,0,0,0,0,0,0,0
"c8dc444078faa0fcd45d3d25a1f355cd","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","Unclassified  Staphylococcus",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7ff153e9c004926a43dcecefc51cd5d2","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","Unclassified  Staphylococcus",0,0,0,0,0,0,0,0,0,83,0,0,0,0,65,0,0,0
"9e229e8729a1f0db63b51bbb360fffb2","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","Unclassified  Staphylococcus",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"426e95e4e41aa0a7c290b9bc0889754f","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","Unclassified  Staphylococcus",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"46996a1d39893c2afb2be13f14d956fd","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","Unclassified  Staphylococcus",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"cfce4e9ec5d9142258967f27c5359b72","d__Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmatales","Izemoplasmatales","Izemoplasmatales uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"224d94c14c5ce4feb7c06c29c1a3a2a5","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes","Atopostipes uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ea630b82814570ea64bd5dd3e473b770","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Dolosigranulum","Dolosigranulum uncultured_bacterium",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"f6a45e8feea3d610486df8c70e51709d","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Unclassified  Lactobacillus",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eb7e04b516f4a77a56d0d5abdbba856d","d__Bacteria","Firmicutes","Bacilli","Unclassified Bacilli","Unclassified Bacilli","Unclassified Bacilli","Unclassified Bacilli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"76499dc6c2e602fbcc47f7d6e2d811e5","d__Bacteria","Firmicutes","Bacilli","Unclassified Bacilli","Unclassified Bacilli","Unclassified Bacilli","Unclassified Bacilli",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5ee0bb9dbdabd92a52a86b8343a4620d","d__Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter","Turicibacter uncultured_bacterium",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3627437fc56fbaebf8a7033154045af3","d__Bacteria","Acidobacteriota","Aminicenantia","Aminicenantales","Aminicenantales","Aminicenantales","Aminicenantales uncultured_bacterium",0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
"8315c2fc1351fdbd3e807f439e193daf","d__Bacteria","Acidobacteriota","Aminicenantia","Aminicenantales","Aminicenantales","Aminicenantales","Aminicenantales uncultured_bacterium",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6238fe5420caeba3b18ddf4672f57832","d__Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1","Unclassified  Clostridium_sensu_stricto_1",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4dd90d2686c108dafd67deb17d1d1d4f","d__Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1","Unclassified  Clostridium_sensu_stricto_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"60bbebaf454dec684aefcccd1016d30b","d__Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1","Unclassified  Clostridium_sensu_stricto_1",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"d36d6ca30cc4f50ee8eba071a9662833","d__Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1","Unclassified  Clostridium_sensu_stricto_1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"85e9e877a1bb0e8c8dc9822d1805225a","d__Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_13","Unclassified  Clostridium_sensu_stricto_13",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"f6849912743e5f9cf179c04e84b4b525","d__Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Unclassified Clostridiaceae","Unclassified Clostridiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"a0cae09cb8858225d94590123d2b091a","d__Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Unclassified Clostridiaceae","Unclassified Clostridiaceae",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"c577c4e976c0f57fd8d6903d0cd1c597","d__Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Sarcina","Sarcina uncultured_bacterium",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"8bd568564fa3efdab59efee08786f9a8","d__Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"e95d922e6d553689db8a8c447177ad00","d__Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"8de2e40de5662dcd2628933c227747f6","d__Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_7","Unclassified  Clostridium_sensu_stricto_7",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"8cc4d60dc2c1ec59835cab12b47eed3e","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Cellulosilyticum","Unclassified  Cellulosilyticum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"f0bac6d95f2e764c19da4e24eeae9e6e","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Cellulosilyticum","Cellulosilyticum uncultured_bacterium",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"faf82dff055de6db5560c5d2d56f2363","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Cellulosilyticum","Cellulosilyticum uncultured_bacterium",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"aa44c05513017dee53215b4e01cfc283","d__Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"c1bbf2e89f0955ec436023500bc5ee0c","d__Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"79b25d96321dfd1b295bc733e79675c0","d__Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"e74fdd7e16057129a71178e3f7b921b7","d__Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"cc1b00cbd4bb7b26f09d8b407f5f154a","d__Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"dc399e3e66f01f1d931167f62e4b2db5","d__Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
"3644172accd04078c26fd132c8d12f93","d__Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"898c114f634059cf1359049cd0a849f8","d__Bacteria","Firmicutes","Clostridia","Clostridia","Hungateiclostridiaceae","Unclassified Hungateiclostridiaceae","Unclassified Hungateiclostridiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"9bd1ace1ecf1b38e225cc11f273db276","d__Bacteria","Firmicutes","Clostridia","Clostridia","Hungateiclostridiaceae","Unclassified Hungateiclostridiaceae","Unclassified Hungateiclostridiaceae",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"7934429e88036956a36e11fc8e086e68","d__Bacteria","Firmicutes","Clostridia","Clostridia","Hungateiclostridiaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"3ce4a4325defb4de31f0af21d56e0fb4","d__Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","RBG-16-49-21","Unclassified  RBG-16-49-21",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"af3786a4efd3e5096ad8eea7145a2491","d__Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","RBG-16-49-21","Unclassified  RBG-16-49-21",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"3ef348fda0ba124297cec00f604b88b5","d__Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","RBG-16-49-21","RBG-16-49-21 uncultured_organism",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"de703f0b68ed50103d2bf05fa343a1e7","d__Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","RBG-16-49-21","Unclassified  RBG-16-49-21",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"1d86ef25430c5ad726bb966868c35df7","d__Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","RBG-16-49-21","Unclassified  RBG-16-49-21",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"3a6aa48d9791a7e1a9cf2e1b89c5ca51","d__Bacteria","Firmicutes","Clostridia","Unclassified Clostridia","Unclassified Clostridia","Unclassified Clostridia","Unclassified Clostridia",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"35fac6da6425be4e0c95f3392d46efdf","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Epulopiscium","Epulopiscium uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"fb52b46626d8cbe5d1fa4ced25ebff2e","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Epulopiscium","Epulopiscium uncultured_bacterium",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"a66e38d4f5c3fdff3da63cefae91563b","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Epulopiscium","Epulopiscium uncultured_Epulopiscium",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"75ec9b6a6e2a7d3f2ad1927cd1789eb6","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Unclassified Lachnospiraceae","Unclassified Lachnospiraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"5cf7a49e2f014600fee0987a0114a3c1","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Unclassified Lachnospiraceae","Unclassified Lachnospiraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"f16b37e1a21acd2043afdd52913b1ee8","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Unclassified Lachnospiraceae","Unclassified Lachnospiraceae",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"ecf25a272722c4255d523e710a3578a3","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Unclassified Lachnospiraceae","Unclassified Lachnospiraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"e8f12f36c68eed7cd7df68ccc7a4633b","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Unclassified Lachnospiraceae","Unclassified Lachnospiraceae",0,0,0,0,0,0,0,2,0,20,0,0,0,0,0,0,0,0
"26a727af77a2a5598508f2fb7ecb000e","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Vallitalea","Unclassified  Vallitalea",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
"29ddf4716cdbd23a3473ba9ef15f0e01","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Vallitalea","Unclassified  Vallitalea",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"c49594c0e0db3375d4d9c3fc8616605b","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Vallitalea","Unclassified  Vallitalea",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"c694bbedd9c8bf6993636985128d5b10","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Vallitalea","Unclassified  Vallitalea",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"7cf3709a5a596726808e790493d8b3e5","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Vallitalea","Unclassified  Vallitalea",0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
"0e8e94052c989801f965d380b48dc2de","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Unclassified Lachnospiraceae","Unclassified Lachnospiraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"d6ff735961c5437d9a486995bfcccfa3","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Caminicellaceae","Paramaledivibacter","Paramaledivibacter uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
"5e90abd593b8a8f59e3dd06a39ed6d28","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Caminicellaceae","Paramaledivibacter","Paramaledivibacter uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0
"b93eaf1b51ca93158cc2c8b922b3c42d","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Caminicellaceae","Paramaledivibacter","Paramaledivibacter uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0
"9f3c44e5893492b34edde41505f10fcd","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Caminicellaceae","Paramaledivibacter","Paramaledivibacter uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0
"d4b81cb1a5b74f89e7f3bf9005ddd7bd","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Caminicellaceae","Paramaledivibacter","Unclassified  Paramaledivibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0
"b133a6be897e4e0d8406f1f5bfb0692c","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Caminicellaceae","Paramaledivibacter","Paramaledivibacter uncultured_bacterium",0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"a9fce8288f4c1923fb40a32fab92e619","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Caminicellaceae","Paramaledivibacter","Paramaledivibacter uncultured_bacterium",0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0
"a6e35c9de6eb3a9d5118fa0cbb32a96c","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Caminicellaceae","Paramaledivibacter","Paramaledivibacter uncultured_bacterium",0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
