"id","1256-201-HI6-S","1256-204-HI7-S","1256-207-HI8-S","1256-210-HI10-S","1256-217-HI58-S","1256-220-HI59-S","1256-223-HI60-S","1256-226-HI61-S","1256-229-HI62-S","1256-236-HI64-S","1256-239-HI65-S","1256-245-HI67-S","1256-249-HI68-S","1256-252-HI69-S","1256-255-HI70-S","1256-257-HIA-S","1256-260-HIB-S","1256-263-HICS"
"5f4ce074c89a3e7f4bb32ff33aaa4f88",0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0
"4b246a7c89a6bb955b91015768d9a087",0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0
"4ba991acd560a9ba463d2706eb5efa7f",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1e7385a61cd938b11d7ffb40d5c6c78c",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0
"b9cc7d43760b33758e1928e516689504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1
"3d81218ed9998a223178f3c67d4a9c78",6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"cbd7b6c7b3dddc5ffb595215e9c4c992",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"dbc987bf46d184a316fbdc2dd2f94f5d",0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0
"9e0e2b95aed3adafec960d3061c1d369",1,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0
"4979aa550f742da618d18cdd5ae9cbd0",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"f40957aa8d68a4bc774cfb7d91f1a79b",3,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0
"05cda9de5b30488d3564736fcb49a63c",0,0,0,0,0,0,0,0,17,0,0,0,0,18,0,0,0,0
"f80b8040c78e666ebb74a27c73bd983b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"24949e470a4e4cdc4db56b7975b104e4",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89e23c9e96d492b988d9ef8edfe2a044",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"45812250a9f21f017a10bd55264bce78",1,0,0,0,11,0,0,6,0,0,0,5,0,0,0,7,0,2
"4efa5ead8e5bedc191e5df247f14e9f8",5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"b7855bf6e457ca6911605d786dac7f7b",7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"71fe4ff67a2c3f417f3deff6040ecbc4",5,0,0,0,0,0,14,8,3,0,19,3,0,0,0,2,13,1
"209b52d7f5db3923fc8e229dd0f9fd25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5b7ee48dd71497cb4fa1d722b821aaf5",1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0
"7b7e4df20c80880227580c59763b8f9a",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"46b6cfa9ba3948eb67823bc4fdae097b",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"dea290e52f53b29f22681809b801a3ca",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ed3f112e47a179efbe45cabfd1608707",0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
"03948d68282be91ddb5dacf324939ecf",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0
"df685cb0ba8c24404dbd1356f60e3cbc",144,0,0,0,0,0,37,52,0,0,0,14,0,1,0,1,0,19
"f3c2ad7b47d2b9a91ea14c2976e8ad01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"60a84eb0dc4ed47a7fab1ab86e914ae1",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"a7915ca721fe6ba56765f043cda89318",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"5d90d3d47ebc94de403f513beac9c9bc",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"124321e59c900a3444299adeb7111816",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"15a38856c185034b97956d3ffd22f993",12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"b38ac81eed43f688f7f858723c398799",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"e378d0c19207f737e18e2db0762751c0",1,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0
"ba8b63a1ceabbc0740bc323081df7d1c",47,0,0,0,0,0,0,9,4,0,0,17,0,0,0,2,0,0
"4d7100fc25c4f03fdff4af9f4518844f",9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"a020c1679d337ca83632f5b885c49303",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"3f4fd3a1df1423f25d6875a8d3d78986",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"efc2de8de6ec25b384dd00c3be70cd7d",0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,0
"69ac327e55fa45040366b2ded266e59f",0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"a9a2741f5ac64959c4fbbd6acd4e7b2e",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"99205201811dff17cad085280f6c7261",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"72046d1b32c8c61f8d5bfe64d78aaaf8",4,0,0,0,0,0,6,0,0,4,0,1,0,0,0,3,0,2
"02a66c8730fce684d805fda4d7120b0b",34,5,0,0,4,4,0,79,30,19,121,14,0,3,0,65,21,39
"8b5b92e341b4af540e1603dd126c3712",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"74545755036a4523180bbeda70a85eab",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71f31ccf97fe05983bd0b1c2553733e9",0,0,0,0,3,0,0,5,0,4,1,0,0,0,0,0,0,0
"e1b6d69c799829b665d6e73c765424e0",0,0,0,0,0,3,0,0,0,0,9,1,0,0,0,6,14,0
"ef52aae2b7d7e6dc89bff413ab5805ed",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"8b927b560f5995cc4bbf94a4f57a14f5",0,0,0,0,0,0,26,0,55,55,0,13,0,26,6,4,7,0
"f012c2aa183e5af7ad2152339f36ce29",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"26999b7b248dd5008e6efb4bb9bb610d",1,0,0,0,0,0,0,6,0,0,36,15,0,0,87,0,0,0
"613aa931b2ef2a59696298685b522f22",0,0,0,0,3,13,0,0,0,0,4,0,0,0,0,2,0,0
"a8beca176392c7a5ef1d13244ba422cb",0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0
"07e82bb2e400f1b1c870e3bd8ddcc1d5",2,0,0,0,0,0,0,0,0,0,27,4,0,0,0,2,0,0
"8b9e790b48a285ac6cc5fd2aaccd41e2",0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
"bf363e288ea49312d7bf6dfb9fafd2c7",0,3,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0
"7ff153e9c004926a43dcecefc51cd5d2",0,4,0,0,5,39,0,1,1,181,0,0,0,0,65,0,0,0
"cfce4e9ec5d9142258967f27c5359b72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ea630b82814570ea64bd5dd3e473b770",0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0
"f6a45e8feea3d610486df8c70e51709d",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eb7e04b516f4a77a56d0d5abdbba856d",0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0
"5ee0bb9dbdabd92a52a86b8343a4620d",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3627437fc56fbaebf8a7033154045af3",0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
"a0cae09cb8858225d94590123d2b091a",0,0,4,0,8,0,2,2,1,19,1,0,0,0,0,0,6,0
"c1bbf2e89f0955ec436023500bc5ee0c",0,0,0,0,0,0,0,0,26,0,4,0,0,0,0,0,0,0
"dc399e3e66f01f1d931167f62e4b2db5",0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
"9bd1ace1ecf1b38e225cc11f273db276",0,0,0,0,0,0,0,0,5,0,5,0,0,4,0,0,0,0
"3ce4a4325defb4de31f0af21d56e0fb4",0,0,0,0,0,0,0,0,23,0,0,0,0,2,0,4,4,2
"e8f12f36c68eed7cd7df68ccc7a4633b",0,0,0,0,2,0,0,11,0,22,33,0,0,1,0,0,7,0
"1e95c6b4ce12262f846c67a06b8a42ad",2,0,0,0,227,3,0,5,0,0,4,9,0,592,0,0,0,0
"a913af924c44544544367ccafd9fc8a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0
"fd7f367e4638b8732644d16ba0a61c06",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"ecb58c38ef06c179203a1223aca6ad43",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"c611c966b55d3de4b4253e114827fea7",0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"59b8086bc3b04e90dde0405f316ab9a3",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"0f80ad2f5f39c3b420bcb7b7e65aafad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
"a15d7727e3f82f3e99aab097e90facb3",1,0,0,0,0,0,0,2,41,0,0,2,0,4,0,0,2,0
"5964ed7dd863401f5f4575b8120c1a20",0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
"4a2ae9e946f4f8da72b84acf4633c9bc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
"0b58be6512dc23b73222bce9ab850110",0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,21,12
"043dc01dfa45f8136efe6ac5f73f2041",2,3,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0
"69450bb7f1d5d767018c4ebccb875161",6,4,0,0,5,0,1,9,3,0,11,5,0,3,0,8,2,3
"6795a7b55b8f4dfeaa98c96e52995765",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"ca1dffa683a6c29321549cdb211c5aad",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"36c826e86e4c124deba8ee049faa9a3e",2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0
"0d1ed5d89e1fa7b9189a44122e101412",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ee9959b13c5a32cd4d155bb210480722",18,0,0,0,0,0,0,7,0,6,0,5,0,0,0,0,0,0
"419678df14a26bc3f1c5d49fd799aece",36,0,0,0,0,0,0,22,0,46,27,7,0,0,6,69,83,67
"7dac54747ae9e868928755942e709d00",0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
"cbc4b2d1037c18fcaf48c10539e85d2b",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6758f801dbdb05eaa5e6a69ab717c52f",0,0,0,0,4,0,0,0,0,52,1,0,0,0,0,0,7,0
"40f3d072f9922b6970acfc91055062a7",0,1,7,0,26,0,0,3,0,0,0,0,0,0,6,3,17,3
"37c760144b743acbded7547ece943511",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a15487328f167e9d581fb45af3456b40",23,0,0,0,0,0,28,1,0,0,0,6,0,0,0,4,1,0
"3c722290af339672157a2cf281ae2d83",0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,8
"280fe9c56c5228bcc506a05e60bf0aa7",19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
"cc5283e589c9f76511a8c4877df81474",7,0,0,0,0,0,0,1,1,0,0,9,0,0,0,3,34,11
"95061faa18f66c44ed10d67165f9c428",0,0,0,0,11,0,0,0,3,5,14,1,190,0,0,0,0,0
"15275bc9622ccad8cebb49de0fb958d6",0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,43
"f69428a5f59c55c04a30fc132f66942a",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"827728150e86aebfaab23807f4bfeee2",4,5,0,0,2,0,0,2,0,0,18,0,0,0,0,10,5,0
"33a248f761f5de3cde05bc7e7ace3da1",0,0,0,0,0,3,1,3,0,15,70,5,0,0,0,0,0,0
"434ddc5ea1b3847912b4cd84ebcc02da",8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"1a6979b550952976147a1e68878b9ea0",0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,1,0
"5dc2fe3e68d3bbb513f9658c1a5b313b",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"9d4d8ee1b3c0c2c71b671654bd81e7d1",3,5,5,32,0,0,0,18,6,7,102,13,121,0,0,2,16,91
"a052645445d27e0bec086e2644f19944",0,9,8,0,0,69,5,63,0,97,24,8,0,38,10,198,81,53
"52b60c8e206ac6350cd99348b0ee6195",2,0,0,0,0,7,0,0,20,0,66,9,0,31,0,47,29,35
"fdeb3a5927d2b44855dd7090521c0788",0,0,0,53,0,0,0,3,0,0,0,2,0,0,4,26,6,2
"df67b6b1f1703b9c7fe6ce0bc78b2837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"b529cdd5d9b6b581f360eda43f0da632",3,0,0,0,0,0,0,2,0,0,1,2,0,0,5,1,0,0
"dbc83eafb56322c0b2dc85a04cdb220a",1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0
"156eb4c7cac8a3611baef3305a22facd",3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0
"1bc7709719407cd585d19a2cd401111a",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"fb2f4f9affeb5e556bc3c2431a570b20",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"1758910b2bc12b75522934fe84dec4d6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2311c08c0ab58e255f1c4bbfa12d49dd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"ea22f74aa040ec781e7b811f86af2905",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"13cf52dc00f30a4ec31ca60105ff2158",1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
"0da89dad83dcc6aed19fc42184f2be1e",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"d8186cbf971dbc9a54ffa7614e8a8304",0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
"1187bc2ffaaf6d0edd8ebc7cb6598ca6",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"1b70c7589fbbd13f77d5d7bf20a135d2",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"cba09a4155afd4f7491b50e30e83f26e",0,0,3,18,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"45a3067f88ada3cc32a4d76d63dac6c8",0,0,0,0,3,0,0,0,0,5,2,0,0,0,0,0,0,0
"737ac0897e46c026a4907e8bd8b545a1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"61c69f00baf0aa32eedc11b6337b5f33",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4ec19c31c1595887207d5a610782035a",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"2738b236195333dcd97bdcf8e0cd52a5",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2
"0d272c3cdb6e1bfa04b96883996ef999",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"cbbf00cd4076eba4bd47cec9e458a5f6",0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"d908918adaac98e6cc1968bdd1572176",0,7,0,130,29,0,0,0,0,2,0,0,29,0,10,0,0,0
"872b7aba1c609a1b46ad1438f79a94a4",9,3,0,0,0,0,13,1,0,1,37,8,0,0,0,8,1,0
"f5fedef97de030896567c3d25a43cfd3",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"08a4fb0efed01258358c7b2c469fa4f0",0,0,0,0,2,0,0,1,0,14,0,0,0,0,0,0,0,0
"7d7e6d9af90bcce486c36a6960feef46",0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0
"1a7f80387e050448a5a4a473ca5c61ea",0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0
"648e1bb520dfbab3d71293a2bd973ce6",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"84b5e3ff80e8ce410f32b789d77878df",0,0,0,0,0,18,34,3,2,0,0,0,0,3,0,2,0,0
"03ed0026884a3b2ee26951491eedf45d",0,0,0,0,8,0,0,9,0,0,20,2,0,3,0,0,0,0
"49d9c700f2b6ce4045e0e499e35e9cd1",1,0,0,0,0,0,44,0,3,0,0,0,0,0,0,2,7,7
"22bca3c039a6bdaf43f629ce950a6f80",5,0,0,0,0,0,0,7,27,0,5,13,0,0,0,2,0,0
"e4d8bb745d34ca674d053746b78e3b25",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0
"2303cb915856c89d63c70b7227463b24",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"d27574621d3f8d96a7e4622fd9cfa16d",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bdfa792aaf5e012c9353a556d36a7815",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"c88f5adae644e90499a63fd67a546679",1,0,0,0,5,0,0,4,67,0,0,0,0,0,0,0,0,0
"89328bb9aedb52e9a3592b7ec540710f",1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
"3bd804f2dede3e81d8e47569b03c8e67",1,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0
"41872ff25e813ba7bcac6f759746e746",7,0,0,0,0,0,237,12,0,0,2,1,0,0,0,0,0,0
"abb9a75cc349358de9829e228560aa2f",0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"0050de26e632d1108d5cd9d784c28ffd",0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,2,0,0
"45fc35b38ed9a583b432dc1e9d8b23d5",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2949be4bbd57e7e2f39a877b71cde0b2",0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,2,1,0
"e6308f9efb5d720a0fb42274c5f8517b",22,0,0,0,2,0,47,0,5,0,0,0,0,0,0,19,0,2
"28ec4a5bbb52e6be2eb91a08c999b8c0",4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0
"cd38222a8473feaf4288f59595207091",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"9126ac27db26cf960274ddcc7643737e",2,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0
"9753a3c305bb3a7b8f3c7416bdf04db7",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"45c48da35d9ff4cc4f7ec5a94a665b59",6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1
"f3549745e9e2da482d1f82fd9dd316f5",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44bb4443261322b6b87f9504b385a8d2",0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
"b59d50560a69395237469b0aae1c04a9",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"c9e8af42ff4f407aa1f8dbd1fa455604",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"caad7e0ac00f7ec6a297f4ce768ba3c7",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"052aad6474281b067b80be90cc31e778",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3c6536cd1ab31794ff7784126220270d",17,0,0,0,0,0,12,2,0,0,0,3,0,0,0,0,0,2
"56f1fb06fee5ec8468333f023a41cea6",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"045a6385bd8ad0d09f1cbfdb9ad903d2",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
"c482cfd7ba62cc9cf5f9d66f88c6500e",0,0,0,0,0,0,0,0,13,0,0,3,0,2,0,2,31,0
"9d700db575aa89725a0a8118fc5894b7",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,1
"d48b17219d5fbfa1358bc99d6022a4f9",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"08046233763dba20b93a2d218be576b8",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"dc86aea86c51f859cb584c688ebfa674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"8e895ba72bbd8d0821fc490706a916e8",0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
"654def8fc8ca4eda75352725a6071a95",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"ffce35c057bcae6629529da04309216a",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"1c01d219b11b9c57f0141f6b3524d9ec",2,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0
"6dd2cd44d2be4815d450590f67583864",1,0,0,0,0,0,0,0,0,0,0,1,0,0,26,0,0,0
"60a3376ccdfb07a82d592653755c0509",2,0,0,0,2,0,13,5,1,0,1,0,0,0,0,2,1,7
"9e5ef39208b0708801a23310ff8e8126",0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
"0cdf6d172bc6d2d5c84cf869eb3cc56d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,12,0
"39357a0d6ecab02193e6b1565bc33f6c",0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,2,0,0
