"id","1256-201-HI6-S","1256-204-HI7-S","1256-207-HI8-S","1256-210-HI10-S","1256-217-HI58-S","1256-220-HI59-S","1256-223-HI60-S","1256-226-HI61-S","1256-229-HI62-S","1256-236-HI64-S","1256-239-HI65-S","1256-245-HI67-S","1256-249-HI68-S","1256-252-HI69-S","1256-255-HI70-S","1256-257-HIA-S","1256-260-HIB-S","1256-263-HICS"
"49d855a5b5b1da235f430ced1e2083cb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"b8ed511af05d9b7e555e0ab60fd66c8d",1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0
"51c4b7ad7981ae53afa5cc9a06643a9e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"401f4a5489a9f1a9f894c35fe5f386ac",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"4a5f5e0ccf854e4823be101feaac80d9",0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0
"995460eaaa0378468c722eea55b2cd9b",0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0
"6c9206112242aacffba0ccdce5b2e5dc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"65d5cdc7aa43c50104fdab11779950ec",2,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0
"775db8af03659d822c4c2e27372123b3",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"e6c33967622993990e40b1157e87fae7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d007ce234a6a50cacf497fd13267f886",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2a358dfaed82102f0f940043e2a06b65",22,0,0,0,1,0,0,17,1,0,0,2,0,1,0,7,2,1
"f4e16a4dfdf9d7dd14f7ab3f171a1b84",0,0,0,0,6,8,0,6,7,4,0,3,0,0,0,0,3,0
"f1924ee4ad86c977449bdf62d93e6611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"b635b09f66a9cdbc1cb85817ee9c08bf",3,0,0,0,0,0,0,8,2,0,1,1,0,0,0,3,1,8
"1341864f6bae33270251a6380c627971",0,0,0,0,0,0,0,7,0,36,2,0,0,0,0,0,0,0
"3ea2f2cd449a0dbb9f40d68dc328fa10",1,0,0,0,0,2,0,2,1,0,2,0,0,0,0,0,0,0
"f7dad0e9f761e4d74b484bd0983bd783",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"9c6de5f9f270272619721652df93af84",2,492,2,0,0,609,0,0,0,8,0,1,0,8,0,0,0,0
"866e1607bbb2aa68421c9a79c91146d4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"58b2be32c44416e1fd5f9cf1ab0fadda",0,0,0,0,0,0,0,0,13,0,0,16,0,0,0,0,0,0
"eba7ccfa845a9f0fbc860521867f849e",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9a440251a2038444654e9b2d76e84da2",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"2b8756bf09d0c362f7db8916b42ced9a",9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4386bf36710e35e5dbc7c5e00f68dc1e",3,0,0,0,0,0,0,4,2,0,7,0,0,2,0,0,1,0
"4fe97a3d520af61a4e430a478c8b3277",2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"f6fe810330af57d53ef9e4478251851b",0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
"f54a554cad64df7f37b5f0e81f1d33ff",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3979791a3c3299db6c9a1119c104fa08",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"8c8b6200a78cca94e3ef4e9f4ef60e73",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69f03b1eb65ddeb9a6bc8f29771e9d65",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"de5f8365cdc8da8e3dd700871affe383",5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"12f672a97afe4ef150500f1dcf75cc8a",1,0,0,0,0,0,31,1,0,0,0,0,0,0,0,2,0,0
"563c5af81cccdef33df0bab7c68c66ad",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"d5de69ed15cec90eb1b55edce418bbd4",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"182012b583eb1f9475c90aad4285c7a4",1,0,0,0,0,0,0,4,1,0,0,0,0,2,0,1,4,0
"398b47eb0dd2813dbc86deda5e34cdf8",3,0,0,0,0,0,0,7,19,0,0,0,0,0,0,0,0,0
"c5b0f7039ef88bd4aae1bebb78c354ca",2,0,0,0,0,0,24,14,9,0,0,5,0,0,0,6,12,0
"4da1f6e6c8ec0c992f17a319b2819272",0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0
"7e3ed39840e4511254290e23e8a3b85d",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"156fc46d81faac78044c6e6c43a4f12f",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8b7190ba084fa260fd941918822b62bc",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"02180053856a8570613ddb6270e3656c",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"4e958b5eac91dc591f606fff250765d7",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"9613c0793e5fc1e644367c4c0d2d25a6",0,0,0,0,0,0,0,114,0,0,2,0,0,0,0,2,1,0
"88bb756d08dc8fd87654a384b241ae2f",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,0
"1539a84e40f128464b61fb81a3e1f8db",3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"81be716eddf413eb2caca84d9747c12c",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"c35f5bed36571e7b4441ceda47e184e3",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d274aa09a7a957a0910e02a3372bb569",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5e02e6cea7fcd2556732292bc9a6b1ce",6,0,0,0,0,0,0,3,15,0,0,3,0,0,0,0,0,0
"3980108f552d343d6d5c9a5b6db8f56a",7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"62903f2e6975f9d6d300d720077a59c1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6846bb852aaff921d8813b8855b56d8c",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"edf3efadb763dc40cb3547786ccdebce",16,0,0,0,0,0,0,21,17,6,0,7,0,2,0,5,3,0
"7bf982e18c2a0d81cd82c38e531ab7b2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61774d16dd7b7d934c25e5231fe7c47e",0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,1,0
"d1c4c708f151da90cdbaaabe104ea566",29,0,0,0,5,0,0,24,3,0,0,1,0,0,0,4,4,6
"42c59f2baeeff10698767db297f79823",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"bf17497fee25e714e885d5661d8b709c",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"25853fa8cfc476952f9d80d956167a88",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"c5f04020e5aa74c1c83a12c410158628",6,0,0,0,0,0,0,4,0,0,0,2,0,0,0,3,0,1
"9a9453c743d205c38334718e1511816d",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"a41b58fa93d70f9b76c6e3ae0a80e465",10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"f31d1e68eedb2b853a9bc28564d95e68",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"bd5f688641efd5d925a72a29b03afe31",2,2,0,0,0,0,37,5,2,6,8,0,0,0,0,2,3,15
"8f9887cb4e77ed978a436096d7bbb394",0,5,0,0,0,10,0,0,1,0,1,0,0,0,0,3,8,0
"000956bd052a30dd22c96e5aff7dd204",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"2d8f03a721cbf9c1810617a406fb2dd8",4,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
"3d0dd798251e73bef4076a27b65becf0",10,0,0,0,0,0,0,5,0,0,0,3,0,0,0,1,1,2
"91307ea0c88cbcec0a04f1b4e6fb8fe4",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ac54a20a69bf9fc76c729f6a0ebba63e",6,2,1,0,0,0,29,3,0,0,0,0,0,1,0,0,0,0
"e1f71057e62517ab576a84d1583c7d76",2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,29,0
"93f5638e6835ad0900d3b1b50726e04a",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,52,0
"d866c58cbf685458c256bd8c145e1933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"2d0121c3aa1edf8fd9ca4444b4e96d46",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"ef309d3fc89842e53cb26144607ede31",0,293,12,0,9,44,3,0,0,110,3,0,0,0,0,2,0,9
"d1a8506dfa84526938042233193f7a2a",2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
"697cdcc0fcb594960cae713a09eda00d",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"20202a7ff527db8c39faa2279cb8b102",0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0
"f0beec869880a58f691faabdd8d4fa40",0,0,0,0,2,0,0,5,1,0,0,0,0,0,0,0,1,0
"b38758bb281426e479d5960d2e2e7369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"4c44396c063c094356c8ea6faada764f",0,0,0,0,2,7,0,4,0,7,2,0,0,0,8,1,2,0
"73bb395d45b68f2804cebb596aae7bcc",2,0,0,0,4,8,0,0,0,4,1,1,0,0,0,2,0,5
"e84a99691f05e7941af90abe3e1e4fc9",1,0,0,0,5,0,41,0,0,0,0,0,0,0,0,14,9,5
"cb0a0f7a0eda64d10442e11d9465970f",0,15,0,67,2,20,0,0,0,0,0,0,0,0,14,0,0,0
"7080a8c03f84a7083f83ac31d45df333",5,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0
"69026ff921f8988779ebf31db90bb304",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"0d91b9b1bfbb42a0dbbc8e0563a4b20d",3,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0
"f95266772854d81bce089f3e826dde00",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"82fa3d18570b666ca4c3393c1a17228c",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"1c17d24c1db9a015e1da390dc4251a7d",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a0130780428de4cdb45741cf295572cc",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4
"bc90177696f75b17046691e8abd40d4e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"f7c86bf9627a9060b77c90b4749485fb",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"c4180cd47d0d95995362f4ae1c243864",0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"6757f1c0c9967b90898b9325f8ab1438",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"61f983bccae879612d31bcd62db2aff8",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"65daf8f112ec6204cc2bb9e7d78f4005",2,0,0,0,0,0,0,0,9,0,0,2,0,4,0,0,0,0
"55fb2b24429d5e67ec706905f7d95ed6",0,0,0,0,0,0,0,3,2,0,0,31,0,0,0,0,1,0
"f7aa62b106694d11c8da39a01632e153",2,5,0,0,18,7,0,28,0,4,2,11,0,33,41,96,55,103
"f53d3bf3a2e9b68806bb45ed12706ac0",3,0,894,0,59,0,0,1,29,88,3,0,0,7,53,81,13,28
"b35510c01b44d5ea784c62147a395cea",0,0,0,0,1,0,1,1,7,0,0,0,0,0,0,2,1,5
"2b42ca2c3aefe2f3c675829cac28b8d8",1,4,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0
"f42a7a3c6c8f3054d7f0124171cae22d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"7c1c431b417f80d3e36151df1a8e7cdc",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"b066208a8d989dbe1232503c814bc2de",5,20,7,211,0,3,0,6,0,0,0,0,0,0,0,0,0,0
"c3fbede0613778da11e4924158b5cc54",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"a67c81178f0ef2fcf6c93a6cb998b79a",0,0,6,191,7,6,0,1,0,0,0,0,0,4,0,0,0,0
"bc055dc852f3e1d9a56d2f16effa5665",0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"c223dd09c910a37f09315ecacedb5e59",0,10,9,81,0,2,1,0,0,0,0,0,0,0,4,0,0,0
"b24af57041a91ea02f6f5ddc72d3e615",8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
"67f5a663edf32ab807320ba3ee4bb965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"d4040bca59505eb62e5bc2b50d643810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
"09d21bfe1332afd48aea1cf7bbcc4dee",0,8,0,4,9,0,0,1,0,27,3,0,27,0,10,0,0,0
"696be1be4ef713e04f421ae8ae11e8ad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
"6cc1fecbe31fa73b00706b68f86c796d",0,0,0,0,0,0,1,0,10,0,0,0,0,0,11,0,0,0
"a2d45a98b3140cfbbbe87af4c0060555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,46,168
"9d9d6caab21f62d48275dfad42da3ab3",28,2,2,0,2,16,9,27,20,1,13,13,0,7,0,15,20,25
"f374b36c5f1593fb2a7d556179bcd40a",0,6,0,0,8,17,1,26,0,22,0,4,0,11,0,9,0,5
"84d27c4af2f612b8004907a096d1fb14",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"deb6b56cb916c1a8e937bd51a8a3dd56",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0
"c2e099f4006aaf93596f84a8e843775b",7,4,0,0,0,0,0,0,1,21,12,0,0,0,0,3,4,0
"9d3bdb3f6515fdb16d1410b8dc5f116d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"6076e6b9b2e1750d662bb09d54b59336",0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,1,3,0
"00ccbc8022d7dab87ed3f62e558cb7c6",1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
"835e4d0405dc2dc5fc98f0f8d953455f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6
"1cd9d96d91ccbb35c6e6b431ad7f78d7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"fae3879cb76fa84bb925762fb539fb82",0,0,0,0,0,0,0,2,0,0,15,2,0,0,0,0,8,0
"25b3da6a978f7ba7ca5734c1d6b3b56c",0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,2,0,5
"f0ac0c01e6f2dd86817e8de6c63d084b",9,0,4,0,182,0,0,0,0,0,0,6,0,0,344,0,0,0
"fddf00773c2f82b7fa146d87e74475bc",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4f5a25de5a8067fb44c3ebc5ff020f38",0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,10,0
"0f309a35772d0b6d1a81a0b3701030f1",0,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8faec3f25b1e9733f59ad3580a256fd4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"eef01ac575326a9843064957030da74e",0,12,5,0,31,0,0,0,0,0,0,0,0,0,12,0,0,0
"e0af06bb842f00b5d013f68f4c18834b",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"fe5d17de1ba7192c1198e96c1973e44b",1,0,0,0,20,0,0,6,6,5,0,9,0,4,0,5,1,12
"40a5be4df0fc6fe0f462d1ba281eb943",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"b5dd41ab5085b59557be60ca37e7230c",0,19,15,69,0,25,0,15,0,0,0,3,446,1,9,0,0,1
"846997e18a21da96589aafaf8ab04bed",0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ba51e54003b961c184b32be18d9c89d0",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"bb0e9edd31c8b3e62d81bb59f537064e",0,5,0,22,5,0,0,8,2,0,0,0,0,0,0,1,0,0
"d09f40b5bc9ea993aa933c2c5c87fe47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5af925fe6deadc6f95177481158d9be6",0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"896d7cf854f31c00f5ad6ed2a1b85c95",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20
"b1cd1ebdc25470b179ac4066d9f2be06",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"72468b654fd40bfefed60084078575e2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
"7b7459323ebb64091bb0d0185a117672",13,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"a9ab8f1afcca908515c36da6156c2441",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"d3f1eca3c3e22bf6241ea163fe50e89e",2,0,0,0,23,6,0,11,0,0,0,0,0,0,0,24,7,2
"dc2fff2f5252e77c830d01fc26f8a6c9",6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"33afd7730d723e8dfc768b234155d065",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"693c48943fe9bac21b3fc44d555bba50",4,7,0,0,20,0,0,5,0,0,0,1,0,0,0,1,0,0
"8398be83f4a9cea965242964b18bdfb4",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
"c550d2d2f7a1c948d97bbf7611116016",0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,1,0
"63fa5e45fc4f22558388b28e5e0de44f",0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,3,3,0
"26f2f03921a766faf144656dc967e175",1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,2,0,0
"cd5b8218d05202ea211fe22ef46c388f",35,0,0,0,0,0,16,11,7,0,0,15,0,10,11,40,21,9
"c12759f8e5a919b4daf310eceb974285",5,0,0,0,0,9,0,4,7,0,1,1,0,0,0,7,2,4
"45e1b802a925c91d860ee9704179b556",0,0,0,0,0,0,0,0,22,0,0,1,0,0,0,0,0,0
"63e1b2113b778833cd2b19aeaa89bc46",1,0,0,0,0,3,0,6,0,0,0,0,0,2,0,0,4,0
"06e0dfeb3f5d6a82813a50b07095ffbf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5
"24bdb1962dcad214527aaecfefd7bfb4",8,0,0,0,3,0,39,0,0,0,3,2,0,0,0,0,1,0
"7566c3516305b6d1176fe496fca5b0a2",16,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"03de89d1875ab0cbb26a118d8769cd67",3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"c3f2ac4aadc61a06df3342d52a794cfa",6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0
"4223dfdd17b4e3e7fafcde94a7897f28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"1c455bd163eff0024613ec8f10605018",1,0,0,0,0,0,0,0,32,0,5,7,0,60,0,0,2,0
"e5361ee7a062300c9b170b39f1ef8293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0
"92b02836c1bc77c88756d2da24b118d7",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"dc4e99e2593a73120414e47c5f36ceac",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"75be63902d570222723305c4e30139ab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"18de05cedb7594c0ddee993311e2041b",57,0,7,0,0,0,11,22,4,0,4,22,0,3,0,6,9,2
"76d679271141e03b9d7ec28f3d8c3b8f",0,0,0,0,0,0,0,28,0,8,38,13,0,0,0,1,18,31
"1bbf2f8323195498c1561df27da1de2c",2,0,0,0,0,3,0,3,2,0,8,1,0,0,3,4,33,14
"054b15fc3eea90680dc7953d3468508d",5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,4,0
"a3121466c7963702a4b5a50f4c7ac0f0",0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,2
"17b416b11f2ecd496baf1ceee3abb151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"50d39d2b84bb39c10913312179829dbc",1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
"43fec5dfdf07fefca943aedf4ebd0c2e",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
"fcb23ad8fc278769082f7c551e261326",0,0,1,0,3,0,1,6,13,0,0,0,0,0,0,0,3,1
"4ac11b6f143af5a63a76bdf7003c3731",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"b56b042f0e360a2deeb3841b3a23be6c",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"08fddea413a6c65fb980fd4fc2ead364",0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"0f7aaa9ffb2b6dadc5d28bc4753d2ff2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
