"m"	"m.ci"	"m.mle"	"maxLL"	"binoLL"	"poisLL"	"Rsqr"	"Rsqr.bino"	"Rsqr.pois"	"RMSE"	"RMSE.bino"	"RMSE.pois"	"AIC"	"BIC"	"AIC.bino"	"BIC.bino"	"AIC.pois"	"BIC.pois"	"N"	"Samples"	"Richness"	"Detect"
0.0073456548578863	0.000618700478120265	0.00738209071707384	-1201.10430485334	56.2607136804826	56.0542049439213	0.568790788187467	-14.7400820954373	-14.7326544244284	0.0570562580631077	0.344717052276434	0.344635707497649	-2398.20860970667	-2388.76335011696	116.521427360965	125.966686950676	116.108409887843	125.553669477553	1000	896	831	0.001
