"m"	"m.ci"	"m.mle"	"maxLL"	"binoLL"	"poisLL"	"Rsqr"	"Rsqr.bino"	"Rsqr.pois"	"RMSE"	"RMSE.bino"	"RMSE.pois"	"AIC"	"BIC"	"AIC.bino"	"BIC.bino"	"AIC.pois"	"BIC.pois"	"N"	"Samples"	"Richness"	"Detect"
0.0222236180406443	0.00189584579677643	0.0222206554967804	-1270.18524004351	-126.867646582971	-127.154835832635	0.685516824491719	-3.5421021711205	-3.53953918763767	0.0667599781543963	0.253714873391624	0.25364328112408	-2536.37048008701	-2526.5831673778	-249.735293165941	-239.947980456736	-250.30967166527	-240.522358956064	1000	965	986	0.001
