"id","1256-274-P5-M","1256-288-P7-M","1256-291-P8-M","1256-294-P11-M","1256-298-P12-M","1256-303-P479-M","1256-305-P480-M","1256-307-P481-M","1256-309-P482-M","1256-311-P483-M","1256-313-P484-M","1256-315-P485-M","1256-319-P486-M","1256-321-P489-M","1256-323-P492-M","1256-324-P493-M","1256-326-P494-M","1256-330-P497-M","1256-332-P498-M","1256-333-P499-M","1256-337-P502-M","1256-338-P503-M","1256-340-P504-M","1256-342-P507-M","1256-344-P508-M","1256-346-P509-M","1256-348-P510-M","1256-350-P511-M","1256-352-P512-M","1256-358-P501-M"
"5e527e719acff33dd6357e12297e599b",0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,2,4,19,0,0,0,0,0,0,0,0
"f45bc446ba3d1235fee6fc95a78689c3",0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"f2abff1041db45dd3b623175d1027746",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2ae90e6f38ec4979bd80bc3d94714fc6",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239f535a302fdbd79c9ff87d81d00d58",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"703113fc7b02b26c09cd6ebe3d228753",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fe0d23d22adea365b5d85851e7672fc2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49a2c44b0462d2532c4f0af18f39a133",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"74f7158cac58d7b32594964c7c5998a5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"baa019a59389a0246c0dc2b8147430ce",4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
"4999a792886821ea522633f67b9be7a3",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87b4fddd7d4161bcef46c8442d2972b3",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"5112272f438dd446d1f46d669870f854",1,0,0,0,0,0,0,7,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d0beb9e1d2acd4c57cfe39811f714215",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8190ba68af261452a7826f88200c4c14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0
"cbc85a0865457eec65c995f09855906b",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8a3c2a5bf153d86b0b16d8876cc7977d",0,0,0,0,0,0,0,0,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a111197331521146f20c06aad69d3b19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
"f2e01ef1b6ed32a0cad51a9e02415d66",0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,3,0,0,0,0,15,0,0,0,0,11,0
"9cf247accbb08102b02d5ab3db2da558",1,0,0,0,0,0,0,0,34,0,28,10,0,2,0,0,0,0,31,47,0,0,0,0,0,0,0,0,0,35
"679a9db2e6608e797b0be1b8497abe5a",0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"721d6e74503937dc674f2b8f897bdce8",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fe91b708e4f90914a272e639da3d7c42",0,0,0,0,0,0,0,15,15,16,15,0,0,0,0,0,0,10,4,0,13,0,0,40,0,0,0,0,0,0
"1fa8f697530abfccc37132e1ed410237",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f82d9af3eec4339cec3abc790ae3a6a7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"3875c1e1ec6f42e4125780cac5433658",0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27312264fad69b75b4a58a1f7e78334b",0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
"507e9f3cc3f21a31c77150d569e724f7",0,0,0,0,0,0,0,1,5,3,0,1,0,2,0,12,0,10,6,0,2,0,0,0,0,0,9,0,0,0
"376929a2654164dc79ecb0d48f5e5c1d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
"ba4ed8ad820b3cd916afc52c1a0f5f37",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0
"e3caebae51aa025995467fd629f72c7c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,22,0
"5f3f6ea3f5953c169c86c6241abf6255",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"44f35baa6da77891ecbc9389021cb544",0,0,0,0,0,0,0,0,0,0,0,5,0,0,20,4,0,6,1,0,2,0,0,0,0,0,12,0,0,0
"d7fff139035c8c740c2bcd70e9431be9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"65a08649f4f776bf161664bebefd4533",0,0,0,0,0,4,11,13,31,23,14,30,0,9,0,61,0,8,44,31,7,18,26,0,26,27,0,0,0,0
"512aa5ad507fc2136a239874e542a16a",0,0,0,0,0,19,15,9,7,21,0,14,0,19,6,10,0,16,12,7,35,0,0,0,11,20,0,0,0,0
"67897de8fa3a8bac31ed298a13ac98f0",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4fa66b9b636f95e8561d64e6e159e72c",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"449125b8a6213764d5f797f7e7af93cb",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79411546d8feca3f89431b0c7409b045",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f59f89b22d7c04d2017a2ff909cfa999",0,3,1,3,0,0,2,8,30,14,5,1,8,5,9,0,0,36,44,0,9,12,0,21,0,22,0,0,0,13
"7395aba668fbfc2e10749c0b4c564da1",0,0,0,1,0,0,0,8,3,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"a86134e589fb6fe9637032698e46f22f",0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,15,0,0,0,0,2,0,0,0,4,0,0,6,0,0
"d2ed1c1f86c0916d016657226a4063ee",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a1b1a7f1bac193c5939db18af84ab842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"f07db85dbb65236e2433033a5e01f894",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73319c636dd072b5ecd2bea2921d04af",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94a87bc051663bf25742eb68fe6dcf10",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d022157f77f0044953fbb271ec57712f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"30a1ed3c9c6c112deaf64bcadee1f739",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,26,0,0,0,0,0
"baaaa0e546972eafb881af79e9126052",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"687504247024d1597a1d5db09cda5dd2",0,0,0,1,0,0,0,0,2,1,21,9,1,3,4,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0
"1b7ccc21328edd6208f5d2a20a730cdd",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"986bab0f3e9611cfe3951e33edbebf9d",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24a9ac05316b0feecab0cf9921bbce87",0,0,0,0,0,0,0,0,8,1,0,0,61,0,0,3,0,1,8,0,0,0,0,0,0,0,0,1,0,0
"7786d5527e7c26a7153c5f4488aea96d",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"a91aa4449888e1feea6329669aa36974",0,0,0,0,0,2,0,4,0,4,0,7,0,31,18,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"fc5eebc81cc3e773b2bce9bd7b425c6f",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b38bc086b303fb41f50f6c4bf48694c7",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"0db7dc9acf3be25a41f992ebc0e31e15",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15d272c3685d485a20318f96b24bd8d2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e09a1202245156eca0792b0e09fc691c",0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,10,22,1,0,0,0,2,0,0,0,0,0,0,0,0
"7fc57204faf25bc2efb7d630b8326e42",0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0
"3cb087c8542aeb9944bad48004b1f22b",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
"b12e73fc0e872c01330d7dcfe5b97ce2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"c57309af038ef32f901ca22b713a46cc",0,0,0,2,0,39,8,6,20,20,41,50,1,23,13,5,0,11,9,0,0,0,32,0,0,7,5,0,0,0
"f39a1cdeb7ed8498e139888674fbed68",87,7,0,0,0,0,27,0,12,8,7,13,5,2,1,0,0,1,34,1,8,9,0,0,0,0,0,0,0,2
"ef6d5d824708a56bf7d0f571bedadb86",3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dba2493b99ece8cbe0152910c0bb877f",0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6ab581c711e160cdfabc3c222f52bc57",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1f4cfa9f91e078afda49ebb83fec2bc2",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"a737435d47fbe987d223f893f79d5ba5",0,0,0,0,0,0,6,0,0,0,0,0,22,20,9,0,0,7,0,135,0,0,0,0,0,0,0,0,0,757
"7a5745cf2dfbe59121b1916249f4d8b2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
"92ea04e5f99479c6e135a2ccfcb54902",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
"b062f01bbf2f312436f89ae585eba4ad",1,0,0,0,0,0,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"affb8ed6061c67e6dca0bcf3e7bdb546",0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86a10e350889c9b5889e29c9cbd183a8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"b8041a639167faa1e44533c520461389",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e46083ab9e419b45bae744290810e4df",13,0,0,0,0,0,12,0,0,0,6,1,0,0,0,0,0,4,0,0,22,0,0,0,0,0,19,9,11,0
"5297abf6999db7177d56650f58aea412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"c1add0135c7186175efaf9fcce36dd12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
"4e4c5cd13eb19d445bd2ee4bd71a7053",0,0,0,0,0,0,0,0,1,0,1,0,0,0,18,0,0,3,0,0,1,0,0,50,0,20,0,71,101,0
"fcfe912b61c847863457b6ff5fb39c11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"7d3909d4249f04fc2b602945cdbacde8",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a363eee7de22922ff978a06e80f3f16d",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8edb0b3fc2aecf7901977cf0259a8832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"d2d271948bc0ce6040fada6def3049ea",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0
"77910705a6c40acdd3129effefde8818",67,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d22f6e47506d0385fb7762fb93f4918b",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aab6c0d9c28cd597d135a1a431469976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
"1c1f02f4fb94f363ccba2dae400feb64",81,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,8,0,0,2,1,0,0,0,0,0,0,39,0
"9f2cbe595319b6fbbc0e5b8b835b6075",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fb95422e6137b4a4837abcb8d22629d7",29,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"5c45431d338b5734b1bceaf7d30add94",0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0
"89e1dfebfd526dc6acd8713f0fbf6736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
"4d56edca964f1d57e09b1c62451aaaa6",0,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"620415cbd45b6f12bbf3477b0d46ccec",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
"fec83ef675ae4840fe8cea71f1a746a3",0,0,0,1,0,0,0,4,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"9321ade2eef0d9cd77ce50989736dd9d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43d54edcb8fdf2641636ea616b2ab62e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,52,0,24,0,0,0,0,0,0
"9a34f5e3be290bd54ff5bd0146f03978",0,0,28,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
"e5ab512719d2e930ef0d3e2f450fedba",0,5,0,0,0,0,0,0,12,11,13,0,0,0,0,1,0,0,11,0,0,0,6,0,0,0,0,0,0,0
"6200c2def2ac80ace400ce32b3a9236f",0,0,0,0,0,13,0,44,9,42,29,3,0,8,40,36,0,29,7,10,23,0,25,0,12,7,0,39,52,0
"6a1ca5ff9224158beef37ab30f11a033",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11832f9186b796688a514e4eae644eb4",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b5d804085679656c2e9b1c8ab0b1ac29",0,162,105,3,1,0,0,2,0,0,6,0,0,2,0,0,24,0,30,0,2,0,0,0,0,0,0,0,30,0
"824bbdf43567ce4362f1a91bc8dd9b35",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115549485fdcf26156c3e23fb83cb898",0,0,0,0,0,0,0,0,7,0,0,9,0,5,16,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"5c251995bca24fb15dd723c1e5921492",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,4,0,0,1,4,0,0,0,0,0,0,13,5
"b9e1c3fa9593d2c804058b571e9a90f9",0,0,0,3,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"600f9a766c721591111b321a36e2a3b1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"c7e3b9df9954ab0b88a11c1fee502c3e",0,0,0,2,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bf57ad37dd42f837f1b17833fe766e8b",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,2,1,0,0,0,0,0,24,13,529,256,93,0
"e48767a4d18d0f1e866df0e525573484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"33585e6ec7533916081716784b5b407c",0,18,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,10,0,0,0,0
"f2458de6423ccc5e5274a65b574ac244",4,0,0,0,0,0,8,0,17,0,0,0,1,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0
"022f9362aae7a7b0b9b012d065bbaabe",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"4e37189da7ab07f8d6f110e28ac540bd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0
"fe0c5b8bad806f70ceed2d57400401c1",13,4,0,1,0,0,12,0,4,4,0,6,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"def11899403c47285f27ee8720b0a0d9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"d5e5e55a9f880c7ff390e334ffa28a4a",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0299a48ddf4d845e3d2dfec580085310",22,0,0,0,0,0,0,3,18,0,13,0,0,0,0,0,0,0,13,0,7,0,0,35,22,16,0,0,18,0
"e55fdc07a0797be7a734f3a9a2019ff7",48,0,0,12,0,102,92,77,114,111,69,88,2,27,78,33,0,56,77,0,65,0,52,0,31,111,0,0,0,5
"9e4e2f5cf3132b6f673427268b442c98",0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ba10d2a9fea0d20c478f9b1e6b838bb3",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"df67b6b1f1703b9c7fe6ce0bc78b2837",0,0,0,0,0,50,19,38,35,27,19,19,0,12,29,24,0,4,6,17,0,9,0,0,40,0,0,0,0,0
"db0367597b9a4dab2023c2ee960a7cec",0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6892122fb255076be4906a927069ace0",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,16,102,0,0,0,0,0,0,0,0
"52cda2bb1c93e57dd3ad4ab35799ae26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,9,34,0,0,0,0,0,0,0,0
"ef5a77487d94e1da36e1cfc3f7c5e372",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,15,0,0,0,0
"3b6b57aa6b61e26433ec0dc84313f1b8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"28bc6cedd83b6e9425a9b98f2d18333d",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ffcadbf844b7dbc78b4f73a581473ea2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"245cf4d358c3879c34f6a5e74455922e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,2,0
"cee305926edc031b3948c6a0a92e8419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"2900df30966ec547956b6ec72945a75f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ad4c1ac31d60e1d2b8aa2aa93070fe5f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"8ca81c2077027996a4e1d68c5eff184d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0
"8f13361fda0bba4cee464fa686c756a5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"bc0f8b4f8ca5a238a860c5dc5e8083ab",0,0,0,0,0,0,0,0,0,0,24,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20b08dccb7bb7c04e0d7d2d26d473584",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,19,0,0,0,25,38,0,0
"519f5155ffa9e11b819fb1bc0470bed9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"b033a42fac9438cefdc0f067be350bc5",0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
"f99ae02e481ec51405f1e1a255d80006",1,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,6,0,0,0,0,0
"98916284835beb5fdee05b464967b92a",0,0,6,2,0,1,0,0,0,2,12,5,0,0,6,0,0,0,0,0,6,2,0,0,37,3,0,22,45,0
