"id","1256-274-P5-M","1256-288-P7-M","1256-291-P8-M","1256-294-P11-M","1256-298-P12-M","1256-303-P479-M","1256-305-P480-M","1256-307-P481-M","1256-309-P482-M","1256-311-P483-M","1256-313-P484-M","1256-315-P485-M","1256-319-P486-M","1256-321-P489-M","1256-323-P492-M","1256-324-P493-M","1256-326-P494-M","1256-330-P497-M","1256-332-P498-M","1256-333-P499-M","1256-337-P502-M","1256-338-P503-M","1256-340-P504-M","1256-342-P507-M","1256-344-P508-M","1256-346-P509-M","1256-348-P510-M","1256-350-P511-M","1256-352-P512-M","1256-358-P501-M"
"c2922a7187feade96c2b1b522813b7d8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"ed8a995a07bc783d08c3704a7a9c4602",0,0,0,0,0,38,0,0,0,8,18,2,0,15,24,4,0,21,6,0,20,8,40,31,0,0,0,19,17,0
"b65c22976ec0a4da8d7835db686728f7",63,0,1,0,0,2,5,0,1,0,0,0,0,5,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"65bcd70e25506da7e0d9372c52229991",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a9d65e9e8aec70b3d3c8ed78872115da",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0
"2c7486dc4daf97e7f6852285d125063c",2,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19e579c6c4f25e4a4cd138b04728deb5",37,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"a5a42d412c5da3686ab93fddfe32ca8f",0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"7115bc5d170484115bf71bac6d6cdf50",31,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"9f3e124a5dd1bfbb263d5677b032d650",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ee5712d1f593fcf179c98c02bfe690cc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"c16ceae3f34f855a01331c2e4de62fa9",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76e8be044aa98c2d7518d2ec79bacf41",7,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"4bfbd56920802ab2d38d49c6b8391ca1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"323df7ce67bfe400cedff37222914889",0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4c4014fe6e3c255b0917cff886aa20ee",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4ec37a1815ced26483fdabf5900e2996",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8916925f699481e4b49aaa0de245c073",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d0e6dc598f9bebe007eaaf0f9d55e599",0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0
"d92049f6bc01e350599bfa0825922ea7",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"718c1bd9b36b7f0a93c0e18d36cff3aa",2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8a42430f59b5d08c93e86b30aec5f2f1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ff148cff8ee530e16f8a8b5ab8c21a75",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d003287883de7f2a63d9ade6ae6228bf",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"658c02c59dce47fe89b28c69b160be7f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d31fd2ea4f14d11adb3288e3e37e6fe2",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"2dba96bb5ffea04dba4c4932b924c98e",0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"f924ded518e53e9d690cee229105cbdf",49,2,0,0,0,0,13,0,9,2,0,0,0,0,0,0,0,4,7,0,0,2,0,0,0,0,0,0,0,0
"cdf6f0b494badbd416af43bd85a35f98",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"fc9e11165b2da4daa3f1b8f6d0243395",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"23731b934e0cc106d0b0b3fd527c3fa8",0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0
"9573fac7d375137b4e9b12c9c4e2d91e",0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ed28f71d7ebca7d3b4009f555f56aad9",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"8ed1d0eef5ce516c9d8d4cca8a75d1b5",1,0,0,1,0,2,2,2,6,2,10,6,2,0,0,0,0,16,8,0,9,2,0,0,0,9,0,0,0,0
"d530b6ec7716943e626040ec95ebe6e9",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
"f390d7de4af7df7c29cde5ceaf5ea57d",0,0,0,0,0,0,4,0,2,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3d3ea8335f5700cae2cfd0eec18967ad",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68f7fa0b2fdfb280f57f5930fd8a8f9e",0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76310a4688741f4988113d59ba8c068f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0
"99d9d466d01a696918d68a33f8a7bdeb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"a540bf086adeab61ee146fb59d5bc7f9",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"451e6fe4b5c5c73a7665257b137fb251",0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ddfb2dbeca9eeea85a1080bc442e9b78",0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"1879a539ab0a44b81d603339ee4f911a",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c33e0b691d6f94929bdb5632107d412b",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a43e8778ae2a1fe2b779c849cd942bb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"c86489cf9dbbfc4b887bc47b96dbeadb",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5a1150a6162c66c694f18aa22983950d",0,0,0,1,0,0,10,3,2,1,0,1,2,2,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
"16e9f512b10ac4c1682d13bfe17fc431",0,0,0,2,0,0,0,2,1,3,0,1,0,0,0,0,0,1,1,8,3,5,12,0,0,11,0,0,0,0
"a3e98255e4e2603c0cbc2f66c1f6d28c",3,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0
"ae755debd3b12244253589828d723bc0",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"97e872d2f0748a1c0c49568eb3e5f488",0,4,0,0,0,12,0,0,0,0,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"99fc977ebb7aa647d6dc8d144cebd4be",0,0,0,1,0,4,1,4,2,0,0,0,2,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0
"ffb424dba29069f0e1da904546dc98b9",0,0,0,0,0,0,4,0,3,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01949ca2fcc172160d78f3dd6de31e9d",0,0,0,0,0,0,0,0,0,2,0,12,0,0,12,0,0,6,5,5,2,0,0,0,0,0,0,0,0,0
"4a925c08a324c4c3bd51c0a63b00f789",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6f43c27ce973e8670dec862b29b7a72a",11,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67d5a3526ebcdbe9b38adf775944fa99",0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"a9a901a19bb2e47722cdc2a3ec708de9",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8c276bc98700feb6a6e50599b358e353",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"592730b5893fb51e5e13787903512809",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"df5ee57b251ddc447e2cb0d0927689d5",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6d371cdc88303371ab3ebfb775d8449e",0,6,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7310ed305997f50bd0120fd8726178b7",12,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"2fb3199fb08c3c1a1baf1ca0e72a6e47",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"04e48a2c68c2bfb4979e09eee84072ff",0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eccd5f049263681dfe8e3ab2a220f562",0,5,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32a4b1bfec20370a2bbcaa6509c82ffc",16,0,0,1,0,0,9,3,1,3,0,0,3,2,8,0,0,1,10,2,0,0,11,0,0,0,1,0,0,0
"34709c01970e3a64d13538b554727c7b",0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c558731063e7255239595cfef6bdd572",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"bb9d5487d41b4e2448eb82c76444cf05",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0
"ff4920efc502971f1aec9a7d1a5f9842",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0a67d6b2566fe4b0ac776fd3c909e562",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"565dce20660128e3236b7907161fedab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"054edcec6d1aab3c1f62b8904bc21995",0,0,0,0,0,4,6,0,0,0,0,2,1,0,0,10,0,2,1,0,5,0,0,0,0,0,0,0,0,2
"44fcf67b7071fad28c40c3411c105232",0,0,0,0,0,0,7,0,2,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"9f273029275c9727fdb05d2ce99fe618",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6e18082cf4059d12b11db9fb87f8a9d6",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18f48cb415462c4ddb2de3769fc79762",16,0,0,0,0,1,3,0,0,0,0,1,0,7,5,8,0,1,7,0,0,2,0,0,0,5,0,0,0,0
"fa4b244de4f513fbe376b1e03b638860",0,1,0,1,0,7,0,5,0,17,0,0,0,2,5,0,0,4,14,0,3,0,0,0,0,5,0,0,38,0
"91222d816dce66b6b40041fea44cdd11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"bfcd7674f2b4048d33b3eb97678a9bdb",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"da1bdd34a503b9a8c51ffcc6e9c38fa9",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43f06a4ab21e96783756ccb59f5952d3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
"c5db2d3a618532bc9d107518fcb180e7",0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
"50cc4a5fc8f5d54c4cdeebd012593a67",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2c2c6acac1829c73dc7c71b957113b2a",0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7e8efb92af987dd73a9df3e009d5cc7c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2c87aedf54d987be86f343bad7c35c66",0,0,0,0,0,10,0,131,91,113,105,138,0,152,189,173,0,14,109,0,172,87,62,137,204,98,67,91,67,0
"b3e95d5395e50df81a0eaeae99777463",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8a6b5e4b80be9dd83b30d8b175af0b8d",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4a7fc7d34e6b0f9c057264e4d0e8d72a",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8db82877168b53e2a6a3bd3d8ac6ccee",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b4cd71275e50ccd2d9d45685b3088d1d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"e5ec92cf6f1d504fcfc76af4307b5814",0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3f9957d02fde6f1a1ead2a97d1066d03",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6d1087ca947b79437fa80072307cd64c",4,10,0,0,0,0,2,0,7,2,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,2
"950aef646ac73c54920fddb8442e995e",17,0,0,0,0,1,0,0,5,1,0,0,0,0,0,8,0,2,2,0,0,0,0,0,0,0,0,0,0,0
"ade3ba544fb59b101092480add3764d9",0,0,0,0,0,0,0,0,7,1,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e5b08a30144a20f793719eee952266c9",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"dc0ecff7367badc634719a35ffe1c088",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80a256ca9ffd3bdd13b0f2bd4169505f",1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fce6e0eb82ce74ec463d2d6d53054ca1",0,2,0,1,0,0,2,0,2,16,5,0,0,0,0,2,0,3,3,4,1,0,0,0,0,0,0,0,0,0
"3e237943dc38138a5bfd9d7f1f723cc4",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"d8c43b1422b5bfa5cf57d4d4a6dc77ee",0,0,0,0,0,0,0,0,5,4,0,5,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0
"0a3afcec24b5e0cd163bf935bf6b582f",5,7,0,5,0,0,24,5,11,16,0,7,1,0,9,8,0,25,23,0,10,10,0,0,0,47,0,0,0,2
"2c086b0eff1b3c102a0c06e0cf7f878c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0
"04fb3e185414239ad380c4428cd36a9a",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d7d5c1efad7f1bd6e305e55f8efebc37",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"505f1670c03e4e89539df62ef795c56a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5b914b6c2f5eee96feeef8cb7f966750",1,0,0,1,0,1,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
"14caed4352fff125f272d1b2c0ba3c72",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"b8c86181b9f4c9a5e633fbab9d97f969",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"70c0adcca10c2b6f81e182520b264982",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b8e31c65fa4346f79e405690c0aa7bd0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"540ebd94f6c141cc96a2e58e798c76c0",0,0,0,0,0,0,6,2,1,0,0,6,0,4,11,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
"09f7a0f28f485415de22f2a8b5836345",2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f60d64c714eb8492c48cac74991c3868",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0
"b066208a8d989dbe1232503c814bc2de",0,0,3,3,0,3,0,4,0,0,2,3,0,0,4,0,0,0,0,0,5,0,0,0,0,52,0,0,0,0
"1f27505b038a2bb79f4d6da875af517f",0,8,6,0,0,0,2,0,0,0,6,0,0,0,0,0,0,8,0,0,7,7,19,0,24,15,0,35,0,0
"f19fbf6fb1115eb00905f3137dd0c2fe",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77d24d84497d1506f59f4238546717ea",1,18,0,16,1,35,29,88,75,164,57,134,9,55,55,49,0,234,113,263,111,21,148,21,91,116,58,0,75,21
"ca003eb31979615390b56db312a478ce",0,12,0,1,0,26,9,0,0,0,0,0,2,0,5,0,0,6,2,80,0,0,0,0,0,0,3,0,0,8
"d06589f14fea5b16ef6d12bc443e92df",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"cca9e8b608d677d71d32982d1eec415e",0,45,44,1,0,0,0,0,0,0,17,0,0,16,20,47,505,0,0,0,0,0,54,78,17,20,0,54,25,0
"590560a12f6a0ea1b84d9a3e7a1616be",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,24,0,0
"6c2c0841dbbfcb2a19d935c535411fec",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"de76885dc5a3529187a4cfae01b6374f",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"896f955c8d60298a72250b1863d84629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,6,0,0,0,0,0,0,0
"2b39e7f351fab4a4414a4befeb1bb25f",0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,36,0,2
"e58f5902cec60aa33c71886407bbb20a",0,392,489,2,0,2,1,11,0,0,0,0,0,7,12,1,63,3,0,9,7,4,86,124,28,48,56,31,36,0
"288fbd7fc1264d5c770595b94c2ca71d",0,0,0,0,0,0,4,3,0,4,0,1,2,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2fc1b497535fb8f56485d317c1d7b635",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
"12c00630830f3947562f148f5ae7e2bb",0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,25,0,0,0,0,0,0
"7d08cd687da22e811d7f9a5d15b81458",4,0,0,0,0,4,0,0,0,0,11,3,0,6,13,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
"03926b4299c5d10844b932a03a84da67",0,0,0,4,0,117,3,0,0,0,0,0,0,0,0,0,0,5,0,71,27,0,0,0,0,0,0,27,24,0
"617110d04c3150b12c32fc0f346ac9d3",6,4,0,1,0,7,24,7,10,7,0,3,10,5,0,0,0,12,8,60,0,4,0,0,13,17,5,0,0,0
"370e2787243cf5b954a3908ac54b5516",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"1601d4b40fdc9a2425400dfbc18cc50e",0,150,228,0,0,0,0,0,0,0,15,0,0,0,0,0,64,0,2,4,1,0,58,69,25,0,0,25,0,0
"5e051fe166df883ac6f9e230f31b01bd",1,0,0,0,0,0,0,8,3,4,0,0,0,8,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0
"8850554b6a4e1c9777d70c296a4dc3b0",0,0,0,1,0,0,10,0,5,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5
"043a3efbb9d9eb8d97caa078aee400b3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"e82ffab25c7b2e10da506a4a32a6df79",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"acb63aa5b1e8cb80a96d4d761a709ecf",9,0,0,0,0,1,34,0,0,1,0,2,0,6,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0
"7f6fcdeae03b7c1948bbb45e8f4a3c9b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,6
"f818b5e6344870671444e2d36cd73c58",1,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0
"0dea46ce5d22dfefc8434eb650916a76",0,48,7,865,995,231,243,51,0,0,0,0,73,278,0,3,0,36,11,0,67,340,0,36,34,1,0,0,0,26
"accd8eceabc1a79a4f344e77c1ff3645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
"4b84728f721c9bd094421b0bfe9e5f2a",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"7a0f0a8a59181173c612247dcbf999e6",0,0,0,0,0,0,0,0,8,9,7,28,0,0,11,0,0,4,6,11,5,5,13,0,0,0,0,0,0,0
"60a478ab7bb6a738e8ebb955e2226ba0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"afce0ad404a3eef4db9469201a0331e2",0,0,0,0,0,1,0,18,11,0,0,0,1,0,0,0,0,13,0,0,0,9,0,0,0,17,0,0,0,0
"9db46547987c9a21e765bebc2dd68986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"afd8b6b42f3747f0784d293bcd216f17",0,2,0,2,0,0,5,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,27,0,0,0,0,0,0,0
"2bd780874f69fe7fa34bc84e779327f4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"1422d6878e5a34daaebdc7195bf4f70d",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a44e613c78e3bae634066f2075d198a0",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,5,0,0,0,0,0,0,2,0,0,0,0
"b5dd41ab5085b59557be60ca37e7230c",0,17,19,0,0,4,1,2,0,6,4,0,0,0,8,4,126,0,2,0,11,4,57,12,99,18,0,36,28,0
"f5f0cd83b52dc9929f9bc5359329798d",0,0,0,2,0,3,0,0,0,0,0,0,10,18,11,14,0,0,0,0,6,0,0,0,0,0,0,0,21,0
"2d513c42fb99303d7400768b2f2d2894",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9f5967140559cbc32bd140a08351f166",0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0050489420b46de2883aec37e74c90ac",0,0,0,0,0,3,9,0,0,1,0,1,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0
"f565982686828325ed6fbc83819988f2",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e1cf291bea669d64f2c37346a89a76b9",0,0,0,0,0,0,0,7,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
