"id","Kingdom","Phylum","Class","Order","Family","Genus","Species","1256-012-C121-M","1256-019-C123-M","1256-022-C127-M","1256-025-C128-M","1256-028-C129-M","1256-040-C143-M","1256-043-C144-M","1256-046-C145-M","1256-049-C148-M","1256-056-C150-M","1256-059-C151-M","1256-062-C152-M","1256-064-C153-M"
"43e656b491adc82e39ea540724a6ef2b","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage","Pir4_lineage uncultured_bacterium",0,0,0,0,0,0,1,0,0,0,0,0,0
"c2b49436bdd026e548735d32fc6fe581","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage","Pir4_lineage uncultured_bacterium",0,0,0,0,0,1,0,0,0,0,0,0,0
"5c4dfa9984c70d5ff8e32b2dde197e69","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","Unclassified  uncultured",0,0,0,0,4,0,0,0,0,0,0,0,0
"549e39d91e71da2099d0f5934a476e9b","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Unclassified Pirellulaceae","Unclassified Pirellulaceae",0,0,0,0,0,0,0,0,0,0,0,0,1
"4fec5681853e49e4c2a8e49f07531f5f","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,3,0,0,0,0,0,0,0
"baf46fdd40a2e12552cfc0e6a16bd586","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Unclassified Pirellulaceae","Unclassified Pirellulaceae",0,0,0,0,0,0,0,0,0,0,0,0,1
"2e506316d0f019e8cf26187919294f36","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","Unclassified  Blastopirellula",0,0,0,0,0,0,0,0,0,0,0,0,2
"32f7ba1618fecb5a1a9e836aca4b480f","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","Unclassified  Blastopirellula",0,0,0,0,0,1,0,0,0,0,0,0,0
"ccefe716265bf3132a62727557bb7e57","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","Rhodopirellula uncultured_bacterium",9,0,0,0,0,0,0,0,0,0,0,0,0
"d638e75b63741d0eb479e9452d6ee9b9","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","Rhodopirellula uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,2,0
"9e640d7d7afb934821092b9739ba2479","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","Rhodopirellula uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,2
"43f4bdc4c8c05fe3f45eca24fbc8cc5a","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage","Unclassified  Pir4_lineage",0,0,0,0,0,0,0,6,0,0,0,0,0
"0eefc4188546ff0f61289e88afaa957b","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,1,0,0,0,0,0,0,0
"0b902f45d77c2d34a634823b3da57ecf","d__Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Gimesiaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,1,0,0,0,0,0,0
"0ff977feb8cdffaa0604b031f248c5d4","d__Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Gimesiaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,3,0,0,0,0,0,0,0,0
"48c1e7a43e4487c004a0b76d904b3849","d__Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","uncultured","uncultured uncultured_organism",0,0,0,0,0,0,1,0,0,0,0,0,0
"bc496b3b51cd8f336b4884f4d22cf1d4","d__Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,1,0,0,0,0,0,0
"228b63f843e4a62b00fba4b155508924","d__Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","GWE2-31-10","GWE2-31-10 uncultured_organism",0,0,0,0,0,1,0,0,0,0,0,0,0
"35fc2e4222589a39ffedab739e8d2060","d__Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2","Unclassified  Spirochaeta_2",9,0,0,0,0,0,0,0,0,0,0,0,0
"b00097737ee8c62e0c4f5231f4b310bf","d__Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta","Unclassified  Spirochaeta",0,0,0,0,0,0,0,0,0,0,0,2,0
"5c33d743f82cc8d7979bc7fdafb2fb60","d__Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2","Spirochaeta_2 uncultured_bacterium",0,0,0,0,0,7,5,8,0,0,0,0,0
"28a32003f197cd16a2d07c70023ea465","d__Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2","Spirochaeta_2 uncultured_bacterium",0,0,0,0,0,7,5,0,0,0,0,0,0
"c79b6e300bc8248bda9fa8180de089ca","d__Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2","Spirochaeta_2 uncultured_bacterium",0,0,0,0,0,5,2,0,0,0,0,0,0
"e89197b5799dea34f5e1dd546ad7df27","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","Unclassified Simkaniaceae","Unclassified Simkaniaceae",0,0,0,0,0,0,0,0,0,0,0,0,2
"9a124a411d52a95f6ae79f9da4b0a421","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Unclassified Chlamydiales","Unclassified Chlamydiales","Unclassified Chlamydiales",0,0,0,0,0,0,1,0,0,0,0,0,0
"adacb0b4e5f4202d836a87d9699d338c","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Unclassified Parachlamydiaceae","Unclassified Parachlamydiaceae",0,0,0,0,0,0,0,0,0,0,0,0,1
"94b8fe80990a9d7c3bd14601cbee5ae9","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Unclassified Parachlamydiaceae","Unclassified Parachlamydiaceae",0,0,0,0,0,0,1,0,0,0,0,0,0
"4284e5a575f3cf0beb84d284f66a974b","d__Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Unclassified Parachlamydiaceae","Unclassified Parachlamydiaceae",0,0,0,0,0,0,1,0,0,0,0,0,0
"2b72ec2e851d1c56bb7cc7d8da390d71","d__Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae","Candidatus_Entotheonella","Unclassified  Candidatus_Entotheonella",0,0,0,0,0,0,0,0,0,0,0,2,0
"dfe9882a5ed37897f3ccecc17f857f87","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Gemellaceae","Gemella","Unclassified  Gemella",0,0,0,0,0,0,0,0,0,0,16,0,0
"ddb3919688ea8cbcb69717f5d633a704","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Gemellaceae","Gemella","Unclassified  Gemella",0,0,0,0,0,0,0,0,0,0,5,0,0
"b8041a639167faa1e44533c520461389","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Gemellaceae","Gemella","Unclassified  Gemella",0,0,0,0,0,0,0,0,0,0,9,0,0
"24ca995b9eff4d2dec054b6f6c025fa4","d__Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Unclassified  Bacillus",0,0,0,0,0,0,0,0,49,0,0,0,0
"7202a4d86a8bdf920ec72e6873c16ee2","d__Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Unclassified  Paenibacillus",0,0,0,0,0,0,0,0,60,0,0,0,0
"73a02c7ca65fcb9c9707912e5e572173","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","Unclassified  Staphylococcus",0,3,0,0,0,0,0,0,0,0,0,0,0
"a99667d94e1c3464be5eef88dd4a9d3d","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Salinicoccus","Unclassified  Salinicoccus",0,0,0,0,13,0,0,0,0,0,0,0,0
"7fef882145f564bc958486b2653a7136","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Salinicoccus","Unclassified  Salinicoccus",0,0,0,0,0,0,0,0,0,0,9,0,0
"97974bf417850b4824ca18c57371255e","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Jeotgalicoccus","Unclassified  Jeotgalicoccus",0,7,0,0,0,0,0,0,0,0,0,0,0
"10fe8b39e56fac5df8d9d15bf68d085a","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Salinicoccus","Unclassified  Salinicoccus",0,13,0,0,0,0,0,0,0,0,0,0,0
"c2f93ec1591d65ab1dff9a6848bc7cca","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","Unclassified  Staphylococcus",0,0,0,0,0,0,0,0,0,0,3,0,0
"cf2f0c6c16ec9cb2c26eec24ab47c09d","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","Unclassified  Staphylococcus",0,5,0,6,0,0,0,0,0,22,7,0,0
"f174272bb15fa59a93a40acd9ad09be6","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","Unclassified  Staphylococcus",0,0,0,0,0,0,0,0,0,16,0,0,0
"4e4c5cd13eb19d445bd2ee4bd71a7053","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","Unclassified  Staphylococcus",62,15,0,13,0,0,0,0,0,28,18,0,0
"40b1a2941d792fadccf86f76362e10e9","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","Unclassified  Staphylococcus",0,18,0,9,0,0,0,0,0,0,0,0,0
"5a121b7460f54963f16663670765fc00","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","Unclassified  Staphylococcus",0,15,0,7,0,0,0,0,0,19,17,0,0
"a2f6a06a0a4b6b1d0e3d3108077e8bf2","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","Unclassified  Staphylococcus",0,15,0,4,0,0,0,0,0,33,8,0,0
"7ff153e9c004926a43dcecefc51cd5d2","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","Unclassified  Staphylococcus",0,11,0,5,0,0,0,0,0,20,10,0,0
"233b5e0b167a049aaa04e54b0487a8c2","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","Unclassified  Staphylococcus",0,0,5,0,0,0,0,0,0,0,0,0,0
"9e229e8729a1f0db63b51bbb360fffb2","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","Unclassified  Staphylococcus",0,6,0,8,0,0,0,0,33,24,8,0,0
"8c357b7fd8f8ffc7e508f480820fc9db","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","Unclassified  Staphylococcus",0,0,0,0,0,0,0,0,0,0,1,0,0
"426e95e4e41aa0a7c290b9bc0889754f","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","Unclassified  Staphylococcus",0,10,0,6,0,0,0,0,45,24,17,0,0
"46996a1d39893c2afb2be13f14d956fd","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","Unclassified  Staphylococcus",55,15,0,2,0,0,0,0,0,34,9,0,0
"88b7d40aa11ffb6904e8afdcad84b670","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella","Unclassified  Granulicatella",0,0,0,0,0,0,0,0,0,13,0,0,0
"1f8f9139b63f26d0418f5e2e7be6268d","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella","Unclassified  Granulicatella",0,0,0,0,0,0,0,0,0,8,0,0,0
"c829c391c72bfc9f686790c3626d7d76","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Unclassified Carnobacteriaceae","Unclassified Carnobacteriaceae",0,0,0,0,0,0,0,0,0,1,0,0,0
"d22c65068df0bef40686b17d24c03cfa","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Facklamia","Unclassified  Facklamia",0,0,0,0,11,0,0,0,0,0,0,0,0
"6a7f92824e276aa67b8f218225dd0ed8","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Dolosigranulum","Dolosigranulum uncultured_bacterium",0,0,0,13,0,0,0,0,0,0,0,0,0
"a9650c06a6d95371b018a3285a839660","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Tetragenococcus","Tetragenococcus Tetragenococcus_halophilus",0,0,0,0,0,0,0,0,0,0,10,0,0
"ecb2f6300ec14d195bf3915d81dfb2be","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella","Unclassified  Granulicatella",0,0,0,0,0,0,0,0,0,13,0,0,0
"3388bcdde48b0e3d84f2470c7c1ec12c","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Unclassified  Lactobacillus",0,0,0,9,0,0,0,0,0,0,0,0,0
"7fdccb21f64553022f1792a853a36d2c","d__Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmatales","Izemoplasmatales","Izemoplasmatales uncultured_bacterium",0,0,0,0,0,0,0,0,12,0,0,0,0
"c62f325cfd2435d0fff228d944889094","d__Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014","Clostridia_UCG-014","Clostridia_UCG-014","Clostridia_UCG-014 uncultured_bacterium",0,0,0,0,4,0,0,0,0,0,0,0,0
"ac7b2fbabcf87bcf61a17844b7d4f1f4","d__Bacteria","Firmicutes","Clostridia","Clostridia","Hungateiclostridiaceae","Unclassified Hungateiclostridiaceae","Unclassified Hungateiclostridiaceae",0,0,0,0,0,0,1,0,0,0,0,0,0
"c528d6ae45594477fc782148578e08e9","d__Bacteria","Firmicutes","Unclassified Firmicutes","Unclassified Firmicutes","Unclassified Firmicutes","Unclassified Firmicutes","Unclassified Firmicutes",13,0,0,0,0,0,0,0,0,0,0,0,0
"496e82a3b0d577810fda77a3963a1b8a","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Caminicellaceae","Paramaledivibacter","Paramaledivibacter uncultured_bacterium",58,0,0,0,0,0,0,0,0,0,0,0,0
"b06c96f6ff26e0f2bdf8a5f251946604","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcus","Unclassified  Peptostreptococcus",0,0,0,6,0,0,0,0,0,0,0,0,0
"77f41ded2b2a5371c56125bf95c0d70c","d__Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium","Cetobacterium uncultured_bacterium",0,0,3,0,0,0,0,0,0,0,0,0,0
"75da81c5cfd7f2406551e2a3ba231047","d__Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Propionigenium","Unclassified  Propionigenium",0,0,9,0,0,0,0,0,0,0,0,0,0
"d2e83bc3b804c9470f2c7489fcb03e1c","d__Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Propionigenium","Unclassified  Propionigenium",0,0,0,0,0,0,0,0,0,0,0,0,13
"0d045698958364b841b8268f7c4567a0","d__Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Propionigenium","Unclassified  Propionigenium",0,0,0,0,0,0,0,0,0,0,0,1,0
"cdb76557e088122fbf278c65b1ac7b8a","d__Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Propionigenium","Unclassified  Propionigenium",0,0,0,0,0,0,0,0,9,0,0,0,0
"a9d90045350746e013ba812ff38217ab","d__Bacteria","Deinococcota","Deinococci","Deinococcales","Trueperaceae","Truepera","Truepera uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,2
"e0edbf82eb217b6e19065c3d8e0f08c4","d__Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","OM190 uncultured_bacterium",0,0,0,0,0,0,2,0,0,0,0,0,0
"803534953548e9c49ac0fdcda66f5240","d__Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","uncultured","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,3
"d69787e05b3fc1c718217489ffd5b407","d__Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","uncultured","uncultured","Unclassified  uncultured",0,0,0,0,0,2,0,0,0,0,0,0,0
"870f93ab6a55da48158944674c0f081a","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","uncultured","Unclassified  uncultured",0,0,2,0,0,0,0,0,0,0,0,0,0
"2f688a3c1e0a84b561e0cd51b5e41aed","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","SAR116_clade uncultured_bacterium",0,0,0,0,0,0,1,0,0,0,0,0,0
"683030e338e01346a10af288eb51b042","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","Unclassified  SAR116_clade",0,0,0,0,0,0,0,16,0,0,0,0,0
"a4570df933d587deadb0a188bb8e63a7","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","Unclassified  SAR116_clade",0,0,0,4,0,0,0,0,0,0,0,0,0
"7fa42beaabab41bdc606f72cc24cc9dc","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,9,0,0,0,0,0
"22bc3fcac7e6c1519f2f304a3703ad5f","d__Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria",0,0,0,0,0,0,0,0,0,0,0,1,0
"4c6b251db4a57a4a8e7222f6ed640b77","d__Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Unclassified  Brevundimonas",0,0,0,0,0,0,0,0,0,0,15,0,0
"688cecf8a6ca8c62bd28cde49f6e8827","d__Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Unclassified  Brevundimonas",0,0,0,0,0,0,0,0,0,0,8,0,0
"f8d3a2e4ea9ebdabf34fe90ef835c9d9","d__Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Unclassified  Brevundimonas",0,0,0,0,0,0,0,2,0,0,0,0,0
"1585a7ecfa1b1d928aaacb78e672dd13","d__Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Unclassified  Brevundimonas",0,0,0,0,0,0,0,0,0,0,4,0,0
"da6c0c1252b4d878f7a122e3d75c622c","d__Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Unclassified  Brevundimonas",0,1,0,0,0,0,0,0,0,0,0,0,0
"88fcac5209cce851894839becd50f41d","d__Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria",0,0,0,0,0,0,0,0,0,0,0,3,0
"a9b2da0d54c3c1e4899d8d3248a910c6","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","Unclassified Magnetospiraceae","Unclassified Magnetospiraceae",0,0,0,0,0,0,0,0,0,0,0,7,0
"93e94f843f0a4b027ede8dac0bf5b9c0","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","Unclassified Magnetospiraceae","Unclassified Magnetospiraceae",0,0,0,0,0,3,0,0,0,0,0,0,0
"b730736a7af0fe9b5d781e82375dece8","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","Unclassified Magnetospiraceae","Unclassified Magnetospiraceae",0,0,0,0,0,1,0,0,0,0,0,0,0
"307ff84454bef0cfe8795f111fee9919","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","uncultured","Unclassified  uncultured",0,0,0,10,49,0,0,0,0,0,0,0,0
"a48cfd450c681ccf732e5c3f7841a342","d__Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria",0,0,0,0,0,0,0,0,0,0,0,0,3
"69516f944770c0271919cb94f5da83ce","d__Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","Nisaeaceae","Nisaea","Unclassified  Nisaea",0,0,0,0,60,0,0,0,0,0,0,0,0
"6a404c064af29cba740091aa7d8a750a","d__Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","Nisaeaceae","Nisaea","Unclassified  Nisaea",0,0,0,0,1,0,0,0,0,0,0,0,0
"67669f123c72482e1037f32b41414bec","d__Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","Nisaeaceae","Nisaea","Unclassified  Nisaea",10,0,0,0,0,0,0,0,0,0,0,0,0
"1f035ff5a413e0c179d64e31ed4f39f9","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,1,0,0,0,0,0,0,0
"4a742bf61c1bf7a5a74c3bad27418808","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,1,0,0,0,0,0,0
"c7d4160126d59cfdf3ff201be2a467ce","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,2,0
"0bab49aee4412a9c8f49add0da82df1d","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","uncultured","uncultured uncultured_bacterium",0,0,1,0,0,0,0,0,0,0,0,0,0
"e975cc682380264040e76a12beeac46e","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,4
"d2faa2c88ffe7efced6699ec39c2b8ba","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","Unclassified  Pelagibius",0,0,0,0,0,0,0,0,0,0,7,0,0
"0f1f29ad11629ff70c3fdd4141acdd8a","d__Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,4,0,0,0,0
"402cc1afcba9811f1c967ae2e2ea316b","d__Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,2,0
"6200c2def2ac80ace400ce32b3a9236f","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","Unclassified  SAR116_clade",0,0,0,12,0,0,0,0,0,0,0,0,0
"d497938cbe08a19ec0b95f25e9452d72","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","Unclassified  SAR116_clade",0,0,0,0,0,0,0,0,0,0,0,0,2
"e933ab810d22ffba35098353a28bea36","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","Unclassified  SAR116_clade",0,0,0,0,0,0,0,0,0,0,0,1,0
"5baed4517093f6e639e4749f56c8ec63","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","Unclassified  SAR116_clade",0,0,0,0,0,0,1,0,0,0,0,0,0
"3bfbcf58a10a341a7f5337c326b89780","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","Unclassified  SAR116_clade",0,0,0,11,0,0,0,0,0,0,0,0,0
"ff04c654db3fe7bff1c570d6d477c71b","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","Unclassified  SAR116_clade",0,0,0,0,0,2,0,0,0,0,0,0,0
"951436a84959ca0f176e7ab717c3f871","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","Unclassified  SAR116_clade",0,0,0,5,0,0,0,0,0,0,0,0,0
"04c99cd6f19e65e7fb97bb32efba8525","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","SAR116_clade uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,1
"6ef2947fbc627f5785c2977b01545d39","d__Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria",0,0,3,0,0,0,0,0,0,0,0,0,0
"7facbe43f0d069362d9215fe535d0f55","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Unclassified Sphingomonadaceae","Unclassified Sphingomonadaceae",0,0,3,0,0,0,0,0,0,0,0,0,0
"55ed7ab8535b037b58181ca986949f2b","d__Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","uncultured","uncultured","Unclassified  uncultured",0,0,1,0,0,0,0,0,0,0,0,0,0
"f5775f8d657c19d8372121a9437cd2aa","d__Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus_Alysiosphaera","Candidatus_Alysiosphaera uncultured_bacterium",0,0,0,0,0,0,0,5,0,0,0,0,0
"0f4ec53a1290419c56095636abbf0490","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified  Sphingomonas",0,4,0,0,0,0,0,0,0,0,0,0,0
"698671cdddf3751fb4fb07c7af218099","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified  Sphingomonas",0,0,0,10,0,0,0,0,0,0,0,0,0
"c695ebfba178325b5383a4d28f061e7d","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified  Sphingomonas",0,0,0,0,0,0,0,5,0,0,0,0,0
"0b8d903c2b8e5e31a07b596058162313","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified  Sphingomonas",0,0,0,0,0,0,0,0,3,0,0,0,0
"32b741bbfe5e4ce2b9d9fb3d737b066a","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified  Sphingomonas",0,0,0,3,0,0,0,0,0,0,0,0,0
