pseudo_sampleID	expedition_number	host_scientific_name	neutrality	compartment	compartment_neutrality
1256-214-HI57-T_below	E15	Leptastrea purpurea	below	Tissue	Tissue_below
1256-218-HI58-T_below	E15	Lobactis scutaria	below	Tissue	Tissue_below
1256-221-HI59-T_below	E15	Montipora capitata	below	Tissue	Tissue_below
1256-224-HI60-T_below	E15	Pavona varians	below	Tissue	Tissue_below
1256-227-HI61-T_below	E15	Porites evermanni	below	Tissue	Tissue_below
1256-237-HI64-T_below	E15	Pocillopora damicornis	below	Tissue	Tissue_below
1256-240-HI65-T_below	E15	Porites lobata	below	Tissue	Tissue_below
1256-246-HI67-T_below	E15	Porites evermanni	below	Tissue	Tissue_below
1256-253-HI69-T_below	E15	Gardineroseris planulata	below	Tissue	Tissue_below
1256-258-HIA-T_below	E15	Tubastraea coccinea	below	Tissue	Tissue_below
1256-267-HID-T_below	E15	Pocillopora meandrina	below	Tissue	Tissue_below
1256-273-P2-T_below	E2	Montastraea cavernosa	below	Tissue	Tissue_below
1256-276-P5-T_below	E2	Orbicella franksi	below	Tissue	Tissue_below
1256-277-HIE-T_below	E15	Pocillopora damicornis	below	Tissue	Tissue_below
1256-287-P6-T_below	E2	Orbicella franksi	below	Tissue	Tissue_below
1256-290-P7-T_below	E2	Orbicella franksi	below	Tissue	Tissue_below
1256-293-P8-T_below	E2	Orbicella faveolata	below	Tissue	Tissue_below
1256-297-P11-T_below	E2	Orbicella annularis	below	Tissue	Tissue_below
1256-300-P12-T_below	E2	Orbicella annularis	below	Tissue	Tissue_below
1256-304-P479-T_below	E2	Porites porites	below	Tissue	Tissue_below
1256-312-P483-T_below	E2	Agaricia tenuifolia	below	Tissue	Tissue_below
1256-322-P489-T_below	E2	Stephanocoenia intersepta	below	Tissue	Tissue_below
1256-325-P493-T_below	E2	Eusmilia fastigiata	below	Tissue	Tissue_below
1256-327-P494-T_below	E2	Eusmilia fastigiata	below	Tissue	Tissue_below
1256-329-P496-T_below	E2	Siderastrea siderea	below	Tissue	Tissue_below
1256-331-P497-T_below	E2	Siderastrea siderea	below	Tissue	Tissue_below
1256-334-P499-T_below	E2	Diploria labyrinthiformis	below	Tissue	Tissue_below
1256-339-P503-T_below	E2	Acropora palmata	below	Tissue	Tissue_below
1256-343-P507-T_below	E2	Acropora cervicornis	below	Tissue	Tissue_below
1256-345-P508-T_below	E2	Meandrina meandrites	below	Tissue	Tissue_below
1256-347-P509-T_below	E2	Meandrina meandrites	below	Tissue	Tissue_below
1256-349-P510-T_below	E2	Meandrina meandrites	below	Tissue	Tissue_below
1256-351-P511-T_below	E2	Meandrina meandrites	below	Tissue	Tissue_below
E1.10.Poc.dami.1.20140728.T_below	E1	Pocillopora damicornis	below	Tissue	Tissue_below
E1.10.Poc.dami.1.20140731.T_below	E1	Pocillopora damicornis	below	Tissue	Tissue_below
E1.10.Sty.pist.1.20140815.T_below	E1	Stylophora pistillata	below	Tissue	Tissue_below
E1.11.Fun.sp.1.20140730.T_below	E1	Fungia sp	below	Tissue	Tissue_below
E1.11.Fun.sp.1.20140811.T_below	E1	Fungia sp	below	Tissue	Tissue_below
E1.11.Lep.tran.1.20140731.T_below	E1	Leptastrea transversa	below	Tissue	Tissue_below
E1.11.Psa.cont.1.20140730.T_below	E1	Psammocora contigua	below	Tissue	Tissue_below
E1.11.Psa.digi.1.20140807.T_below	E1	Psammocora digitata	below	Tissue	Tissue_below
E1.14.Phy.lich.1.20140811.T_below	E1	Physogyra lichtensteini	below	Tissue	Tissue_below
E1.15.Dip.heli.1.20140726.T_below	E1	Diploastrea heliopora	below	Tissue	Tissue_below
E1.15.Dip.heli.1.20140809.T_below	E1	Diploastrea heliopora	below	Tissue	Tissue_below
E1.15.Dip.heli.1.20140815.T_below	E1	Diploastrea heliopora	below	Tissue	Tissue_below
E1.15.Dip.heli.1.20140905.T_below	E1	Diploastrea heliopora	below	Tissue	Tissue_below
E1.17.Cau.furc.1.20140801.T_below	E1	Caulastrea furcata	below	Tissue	Tissue_below
E1.17.Ech.lame.1.20140905.T_below	E1	Echinopora lamellosa	below	Tissue	Tissue_below
E1.17.Ech.mamm.1.20140815.T_below	E1	Echinopora mammiformis	below	Tissue	Tissue_below
E1.17.Fav.sp.1.20140805.T_below	E1	Favites sp1	below	Tissue	Tissue_below
E1.17.Fav.sp.1.20140811.T_below	E1	Echinophyllia orpheensis	below	Tissue	Tissue_below
E1.17.Fav.sp.2.20140805.T_below	E1	Favites sp2	below	Tissue	Tissue_below
E1.17.Hyd.exes.1.20140803.T_below	E1	Hydnophora exesa	below	Tissue	Tissue_below
E1.19.Lob.sp.1.20140730.T_below	E1	Lobophyllia sp	below	Tissue	Tissue_below
E1.19.Lob.sp.1.20140809.T_below	E1	Lobophyllia sp	below	Tissue	Tissue_below
E1.19.Sym.sp.1.20140814.T_below	E1	Symphyllia sp	below	Tissue	Tissue_below
E1.19.Sym.sp.1.20140815.T_below	E1	Symphyllia sp	below	Tissue	Tissue_below
E1.19.Sym.sp.1.20140905.T_below	E1	Symphyllia sp	below	Tissue	Tissue_below
E1.2.Tur.pelt.1.20140814.T_below	E1	Turbinaria peltata	below	Tissue	Tissue_below
E1.2.Tur.reni.1.20140730.T_below	E1	Turbinaria reniformis	below	Tissue	Tissue_below
E1.2.Tur.reni.1.20140814.T_below	E1	Turbinaria reniformis	below	Tissue	Tissue_below
E1.2.Tur.stel.1.20140805.T_below	E1	Turbinaria stellulata	below	Tissue	Tissue_below
E1.3.Por.cyli.1.20140801.T_below	E1	Porites cylindrica	below	Tissue	Tissue_below
E1.3.Por.cyli.1.20140815.T_below	E1	Porites cylindrica	below	Tissue	Tissue_below
E1.3.Por.loba.1.20140726.T_below	E1	Porites lobata	below	Tissue	Tissue_below
E1.3.Por.loba.1.20140905.T_below	E1	Porites lobata	below	Tissue	Tissue_below
E1.4.Pac.rugo.1.20140728.T_below	E1	Pachyseris rugosa	below	Tissue	Tissue_below
E1.4.Pac.rugo.1.20140814.T_below	E1	Pachyseris rugosa	below	Tissue	Tissue_below
E1.4.Pac.spec.1.20140801.T_below	E1	Pachyseris speciosa	below	Tissue	Tissue_below
E1.4.Pac.spec.1.20140811.T_below	E1	Pachyseris speciosa	below	Tissue	Tissue_below
E1.5.Gal.astr.1.20140728.T_below	E1	Galaxea astreata	below	Tissue	Tissue_below
E1.5.Gal.astr.1.20140807.T_below	E1	Galaxea astreata	below	Tissue	Tissue_below
E1.5.Gal.astr.1.20140814.T_below	E1	Galaxea astreata	below	Tissue	Tissue_below
E1.5.Gal.astr.1.20140905.T_below	E1	Galaxea astreata	below	Tissue	Tissue_below
E1.6.Acr.humi.1.20140731.T_below	E1	Acropora humilis	below	Tissue	Tissue_below
E1.6.Acr.sp.1.20140905.T_below	E1	Acropora sp_bushy	below	Tissue	Tissue_below
E1.6.Iso.pali.1.20140803.T_below	E1	Isopora palifera	below	Tissue	Tissue_below
E1.6.Iso.pali.1.20140815.T_below	E1	Isopora palifera	below	Tissue	Tissue_below
E1.7.Pav.sp.1.20140905.T_below	E1	Pavona sp	below	Tissue	Tissue_below
E1.7.Pav.vari.1.20140805.T_below	E1	Pavona varians	below	Tissue	Tissue_below
E1.7.Pav.vari.1.20140815.T_below	E1	Pavona varians	below	Tissue	Tissue_below
E1.7.Pav.veno.1.20140809.T_below	E1	Pavona venosa	below	Tissue	Tissue_below
E1.7.Pav.veno.1.20140811.T_below	E1	Pavona venosa	below	Tissue	Tissue_below
E10.10.Poc.dami.1.20150630.T_below	E10	Pocillopora damicornis	below	Tissue	Tissue_below
E10.10.Sty.pist.2.20150630.T_below	E10	Stylophora pistillata	below	Tissue	Tissue_below
E10.17.Fav.abdi.1.20150630.T_below	E10	Favites abdita	below	Tissue	Tissue_below
E10.17.Gon.favu.1.20150629.T_below	E10	Goniastrea favulus	below	Tissue	Tissue_below
E10.17.Gon.favu.1.20150630.T_below	E10	Goniastrea favulus	below	Tissue	Tissue_below
E10.17.Gon.favu.2.20150630.T_below	E10	Goniastrea favulus	below	Tissue	Tissue_below
E10.17.Mon.curt.3.20150629.T_below	E10	Astrea curta	below	Tissue	Tissue_below
E10.Acr.cyth.1.20150627.T_below	E10	Acropora cytherea	below	Tissue	Tissue_below
E10.Acr.cyth.2.20150627.T_below	E10	Acropora cytherea	below	Tissue	Tissue_below
E10.Acr.cyth.3.20150627.T_below	E10	Acropora cytherea	below	Tissue	Tissue_below
E10.Acr.pali.2.20150627.T_below	E10	Isopora palifera	below	Tissue	Tissue_below
E10.Acr.pali.3.20150627.T_below	E10	Isopora palifera	below	Tissue	Tissue_below
E10.Alv.alli.1.20150628.T_below	E10	Alveopora allingi	below	Tissue	Tissue_below
E10.Alv.alli.2.20150628.T_below	E10	Alveopora allingi	below	Tissue	Tissue_below
E10.Alv.alli.3.20150628.T_below	E10	Alveopora allingi	below	Tissue	Tissue_below
E10.Cyp.micr.1.20150627.T_below	E10	Cyphastrea microphthalma	below	Tissue	Tissue_below
E10.Fav.abdi.1.20150629.T_below	E10	Favites abdita	below	Tissue	Tissue_below
E10.Mon.curt.1.20150629.T_below	E10	Astrea curta	below	Tissue	Tissue_below
E10.Mon.curt.2.20150629.T_below	E10	Astrea curta	below	Tissue	Tissue_below
E10.Poc.dami.1.20150628.T_below	E10	Pocillopora damicornis	below	Tissue	Tissue_below
E10.Poc.dami.2.20150628.T_below	E10	Pocillopora damicornis	below	Tissue	Tissue_below
E10.Por.hero.1.20150628.T_below	E10	Porites heronensis	below	Tissue	Tissue_below
E10.Por.hero.2.20150628.T_below	E10	Porites heronensis	below	Tissue	Tissue_below
E10.Por.hero.3.20150628.T_below	E10	Porites heronensis	below	Tissue	Tissue_below
E10.Sty.pist.1.20150628.T_below	E10	Stylophora pistillata	below	Tissue	Tissue_below
E3.11.Fun.sp.1.20150125.T_below	E3	Fungia sp	below	Tissue	Tissue_below
E3.11.Fun.sp.1.20150127.T_below	E3	Fungia sp	below	Tissue	Tissue_below
E3.11.Fun.sp.2.20150125.T_below	E3	Fungia sp	below	Tissue	Tissue_below
E3.14.Phy.lich.1.20150129.T_below	E3	Physogyra lichtensteini	below	Tissue	Tissue_below
E3.15.Dip.heli.1.20150105.T_below	E3	Diploastrea heliopora	below	Tissue	Tissue_below
E3.15.Dip.heli.1.20150106.T_below	E3	Diploastrea heliopora	below	Tissue	Tissue_below
E3.15.Dip.heli.1.20150118.T_below	E3	Diploastrea heliopora	below	Tissue	Tissue_below
E3.15.Dip.heli.1.20150120.T_below	E3	Diploastrea heliopora	below	Tissue	Tissue_below
E3.15.Dip.heli.1.20150121.T_below	E3	Diploastrea heliopora	below	Tissue	Tissue_below
E3.15.Dip.heli.1.20150123.T_below	E3	Diploastrea heliopora	below	Tissue	Tissue_below
E3.15.Dip.heli.2.20150105.T_below	E3	Diploastrea heliopora	below	Tissue	Tissue_below
E3.15.Dip.heli.2.20150106.T_below	E3	Diploastrea heliopora	below	Tissue	Tissue_below
E3.15.Dip.heli.2.20150119.T_below	E3	Diploastrea heliopora	below	Tissue	Tissue_below
E3.15.Dip.heli.2.20150121.T_below	E3	Diploastrea heliopora	below	Tissue	Tissue_below
E3.15.Dip.heli.3.20150105.T_below	E3	Diploastrea heliopora	below	Tissue	Tissue_below
E3.15.Dip.heli.3.20150106.T_below	E3	Diploastrea heliopora	below	Tissue	Tissue_below
E3.15.Dip.heli.3.20150120.T_below	E3	Diploastrea heliopora	below	Tissue	Tissue_below
E3.15.Dip.heli.3.20150121.T_below	E3	Diploastrea heliopora	below	Tissue	Tissue_below
E3.15.Dip.heli.3.20150123.T_below	E3	Diploastrea heliopora	below	Tissue	Tissue_below
E3.15.Dip.heli.4.20150105.T_below	E3	Diploastrea heliopora	below	Tissue	Tissue_below
E3.15.Dip.heli.4.20150106.T_below	E3	Diploastrea heliopora	below	Tissue	Tissue_below
E3.17.Ech.horr.1.20150123.T_below	E3	Echinopora horrida	below	Tissue	Tissue_below
E3.17.Ech.mamm.1.20150123.T_below	E3	Echinopora mammiformis	below	Tissue	Tissue_below
E3.17.Ech.mamm.1.20150127.T_below	E3	Echinopora mammiformis	below	Tissue	Tissue_below
E3.2.Tur.reni.1.20150127.T_below	E3	Turbinaria reniformis	below	Tissue	Tissue_below
E3.3.Por.cyli.1.20150123.T_below	E3	Porites cylindrica	below	Tissue	Tissue_below
E3.3.Por.cyli.1.20150127.T_below	E3	Porites cylindrica	below	Tissue	Tissue_below
E3.3.Por.cyli.2.20150123.T_below	E3	Porites cylindrica	below	Tissue	Tissue_below
E3.4.Pac.rugo.1.20150127.T_below	E3	Pachyseris rugosa	below	Tissue	Tissue_below
E3.4.Pac.rugo.1.20150128.T_below	E3	Pachyseris rugosa	below	Tissue	Tissue_below
E3.4.Pac.spec.1.20150128.T_below	E3	Pachyseris speciosa	below	Tissue	Tissue_below
E3.4.Pac.spec.1.20150129.T_below	E3	Pachyseris speciosa	below	Tissue	Tissue_below
E3.5.Gal.astr.1.20150124.T_below	E3	Galaxea astreata	below	Tissue	Tissue_below
E3.5.Gal.astr.2.20150124.T_below	E3	Galaxea astreata	below	Tissue	Tissue_below
E3.6.Acr.hyac.1.20150106.T_below	E3	Acropora hyacinthus	below	Tissue	Tissue_below
E3.6.Acr.hyac.1.20150118.T_below	E3	Acropora hyacinthus	below	Tissue	Tissue_below
E3.6.Acr.hyac.1.20150121.T_below	E3	Acropora hyacinthus	below	Tissue	Tissue_below
E3.6.Acr.hyac.1.20150123.T_below	E3	Acropora hyacinthus	below	Tissue	Tissue_below
E3.6.Acr.hyac.2.20150105.T_below	E3	Acropora hyacinthus	below	Tissue	Tissue_below
E3.6.Acr.hyac.2.20150106.T_below	E3	Acropora hyacinthus	below	Tissue	Tissue_below
E3.6.Acr.hyac.2.20150120.T_below	E3	Acropora hyacinthus	below	Tissue	Tissue_below
E3.6.Acr.hyac.2.20150123.T_below	E3	Acropora hyacinthus	below	Tissue	Tissue_below
E3.6.Acr.hyac.3.20150105.T_below	E3	Acropora hyacinthus	below	Tissue	Tissue_below
E3.6.Acr.hyac.3.20150106.T_below	E3	Acropora hyacinthus	below	Tissue	Tissue_below
E3.6.Acr.hyac.3.20150120.T_below	E3	Acropora hyacinthus	below	Tissue	Tissue_below
E3.6.Acr.hyac.3.20150121.T_below	E3	Acropora hyacinthus	below	Tissue	Tissue_below
E3.6.Acr.hyac.3.20150123.T_below	E3	Acropora hyacinthus	below	Tissue	Tissue_below
E3.6.Acr.hyac.4.20150105.T_below	E3	Acropora hyacinthus	below	Tissue	Tissue_below
E3.6.Acr.hyac.4.20150106.T_below	E3	Acropora hyacinthus	below	Tissue	Tissue_below
E3.7.Pav.vari.1.20150124.T_below	E3	Pavona varians	below	Tissue	Tissue_below
E3.7.Pav.vari.1.20150127.T_below	E3	Pavona varians	below	Tissue	Tissue_below
E3.7.Pav.vari.2.20150124.T_below	E3	Pavona varians	below	Tissue	Tissue_below
E7.17.Ech.lame.1.20150620.T_below	E7	Echinopora lamellosa	below	Tissue	Tissue_below
E7.17.Ech.lame.2.20150620.T_below	E7	Echinopora lamellosa	below	Tissue	Tissue_below
E7.17.Ech.lame.3.20150620.T_below	E7	Echinopora lamellosa	below	Tissue	Tissue_below
E7.17.Fav.abdi.1.20150623.T_below	E7	Favites abdita	below	Tissue	Tissue_below
E7.17.Fav.spA.1.20150623.T_below	E7	Dipsastraea sp_A	below	Tissue	Tissue_below
E7.17.Fav.spA.2.20150623.T_below	E7	Dipsastraea sp_A	below	Tissue	Tissue_below
E7.17.Fav.spC.1.20150623.T_below	E7	Dipsastraea sp_C	below	Tissue	Tissue_below
E7.17.Gon.edwa.1.20150623.T_below	E7	Goniastrea edwardsi	below	Tissue	Tissue_below
E7.17.Gon.edwa.2.20150623.T_below	E7	Goniastrea edwardsi	below	Tissue	Tissue_below
E7.17.Hyd.exce.1.20150620.T_below	E7	Hydnophora exesa	below	Tissue	Tissue_below
E7.17.Hyd.exes.1.20150622.T_below	E7	Hydnophora exesa	below	Tissue	Tissue_below
E7.17.Hyd.exes.2.20150622.T_below	E7	Hydnophora exesa	below	Tissue	Tissue_below
E7.17.Mer.ampl.1.20150621.T_below	E7	Merulina ampliata	below	Tissue	Tissue_below
E7.17.Mer.ampl.2.20150621.T_below	E7	Merulina ampliata	below	Tissue	Tissue_below
E7.17.Mer.ampl.3.20150621.T_below	E7	Merulina ampliata	below	Tissue	Tissue_below
E7.17.Myc.elep.1.20150622.T_below	E7	Echinophyllia aspera	below	Tissue	Tissue_below
E7.17.Pla.sine.1.20150622.T_below	E7	Platygyra sinensis	below	Tissue	Tissue_below
E7.17.Pla.sine.2.20150622.T_below	E7	Platygyra sinensis	below	Tissue	Tissue_below
E7.17.Pla.sine.3.20150622.T_below	E7	Platygyra sinensis	below	Tissue	Tissue_below
E7.19.Lob.hemp.1.20150619.T_below	E7	Lobophyllia hemprichii	below	Tissue	Tissue_below
E7.19.Lob.hemp.1.20150621.T_below	E7	Lobophyllia hemprichii	below	Tissue	Tissue_below
E7.19.Lob.hemp.2.20150619.T_below	E7	Lobophyllia hemprichii	below	Tissue	Tissue_below
E7.3.Por.loba.1.20150619.T_below	E7	Porites lobata	below	Tissue	Tissue_below
E7.3.Por.loba.2.20150619.T_below	E7	Porites lobata	below	Tissue	Tissue_below
E7.3.Por.loba.4.20150619.T_below	E7	Porites lobata	below	Tissue	Tissue_below
E7.5.Gal.astr.1.20150622.T_below	E7	Galaxea astreata	below	Tissue	Tissue_below
E7.5.Gal.fasc.1.20150621.T_below	E7	Galaxea fascicularis	below	Tissue	Tissue_below
E7.5.Gal.fasc.1.20150622.T_below	E7	Galaxea fascicularis	below	Tissue	Tissue_below
E7.6.Acr.hyac.1.20150622.T_below	E7	Acropora hyacinthus	below	Tissue	Tissue_below
E7.6.Acr.hyac.2.20150622.T_below	E7	Acropora hyacinthus	below	Tissue	Tissue_below
E7.6.Acr.hyac.3.20150622.T_below	E7	Acropora hyacinthus	below	Tissue	Tissue_below
E7.6.Mon.aequ.1.20150620.T_below	E7	Montipora aequituberculata	below	Tissue	Tissue_below
E7.6.Mon.aequ.2.20150620.T_below	E7	Montipora aequituberculata	below	Tissue	Tissue_below
E7.6.Mon.aequ.3.20150620.T_below	E7	Montipora aequituberculata	below	Tissue	Tissue_below
E7.6.Mon.aequ.4.20150620.T_below	E7	Montipora aequituberculata	below	Tissue	Tissue_below
E7.7.Pav.vari.1.20150623.T_below	E7	Pavona varians	below	Tissue	Tissue_below
E7.7.Pav.vari.2.20150622.T_below	E7	Pavona varians	below	Tissue	Tissue_below
1256-008-C119-T_neutral	E5	Orbicella annularis	neutral	Tissue	Tissue_neutral
1256-011-C120-T_neutral	E5	Orbicella faveolata	neutral	Tissue	Tissue_neutral
1256-014-C121-T_neutral	E5	Orbicella faveolata	neutral	Tissue	Tissue_neutral
1256-018-C122-T_neutral	E5	Orbicella annularis	neutral	Tissue	Tissue_neutral
1256-024-C127-T_neutral	E5	Scolymia sp	neutral	Tissue	Tissue_neutral
1256-027-C128-T_neutral	E5	Scolymia sp	neutral	Tissue	Tissue_neutral
1256-030-C129-T_neutral	E5	Scolymia sp	neutral	Tissue	Tissue_neutral
1256-032-C132-T_neutral	E5	Montastraea cavernosa	neutral	Tissue	Tissue_neutral
1256-036-C133-T_neutral	E5	Montastraea cavernosa	neutral	Tissue	Tissue_neutral
1256-042-C143-T_neutral	E5	Stephanocoenia intersepta	neutral	Tissue	Tissue_neutral
1256-045-C144-T_neutral	E5	Stephanocoenia intersepta	neutral	Tissue	Tissue_neutral
1256-048-C145-T_neutral	E5	Stephanocoenia intersepta	neutral	Tissue	Tissue_neutral
1256-052-C148-T_neutral	E5	Diploria labyrinthiformis	neutral	Tissue	Tissue_neutral
1256-055-C149-T_neutral	E5	Diploria labyrinthiformis	neutral	Tissue	Tissue_neutral
1256-061-C151-T_neutral	E5	Siderastrea siderea	neutral	Tissue	Tissue_neutral
1256-066-C153-T_neutral	E5	Siderastrea siderea	neutral	Tissue	Tissue_neutral
1256-070-C327-T_neutral	E12	Montastraea cavernosa	neutral	Tissue	Tissue_neutral
1256-073-C328-T_neutral	E12	Montastraea cavernosa	neutral	Tissue	Tissue_neutral
1256-074-C369-T_neutral	E12	Acropora palmata	neutral	Tissue	Tissue_neutral
1256-075-C370-T_neutral	E12	Acropora palmata	neutral	Tissue	Tissue_neutral
1256-076-C371-T_neutral	E12	Acropora palmata	neutral	Tissue	Tissue_neutral
1256-077-C372-T_neutral	E12	Acropora palmata	neutral	Tissue	Tissue_neutral
1256-078-C373-T_neutral	E12	Acropora palmata	neutral	Tissue	Tissue_neutral
1256-079-C386-T_neutral	E12	Diploria labyrinthiformis	neutral	Tissue	Tissue_neutral
1256-080-C435-T_neutral	E12	Acropora cervicornis	neutral	Tissue	Tissue_neutral
1256-081-C436-T_neutral	E12	Acropora cervicornis	neutral	Tissue	Tissue_neutral
1256-082-C437-T_neutral	E12	Acropora cervicornis	neutral	Tissue	Tissue_neutral
1256-103-PW164-T_neutral	E11	Pavona clavus	neutral	Tissue	Tissue_neutral
1256-106-PW165-T_neutral	E11	Pavona clavus	neutral	Tissue	Tissue_neutral
1256-109-PW166-T_neutral	E11	Tubastraea sp	neutral	Tissue	Tissue_neutral
1256-112-PW167-T_neutral	E11	Tubastraea sp	neutral	Tissue	Tissue_neutral
1256-115-PW168-T_neutral	E11	Pavona clavus	neutral	Tissue	Tissue_neutral
1256-119-PW169-T_neutral	E11	Tubastraea sp	neutral	Tissue	Tissue_neutral
1256-122-PW170-T_neutral	E11	Pavona clavus	neutral	Tissue	Tissue_neutral
1256-125-PW171-T_neutral	E11	Gardineroseris planulata	neutral	Tissue	Tissue_neutral
1256-128-PW172-T_neutral	E11	Gardineroseris planulata	neutral	Tissue	Tissue_neutral
1256-131-PW174-T_neutral	E11	Pavona gigantea	neutral	Tissue	Tissue_neutral
1256-136-PW176-T_neutral	E11	Pavona gigantea	neutral	Tissue	Tissue_neutral
1256-139-PW177-T_neutral	E11	Porites panamensis	neutral	Tissue	Tissue_neutral
1256-142-PW178-T_neutral	E11	Porites panamensis	neutral	Tissue	Tissue_neutral
1256-147-PW182-T_neutral	E11	Tubastraea sp	neutral	Tissue	Tissue_neutral
1256-151-PW183-T_neutral	E11	Pavona gigantea	neutral	Tissue	Tissue_neutral
1256-154-PW185-T_neutral	E11	Psammocora stellata	neutral	Tissue	Tissue_neutral
1256-157-PW186-T_neutral	E11	Psammocora stellata	neutral	Tissue	Tissue_neutral
1256-160-PW187-T_neutral	E11	Psammocora stellata	neutral	Tissue	Tissue_neutral
1256-168-PW192-T_neutral	E11	Pocillopora damicornis	neutral	Tissue	Tissue_neutral
1256-171-PW193-T_neutral	E11	Gardineroseris planulata	neutral	Tissue	Tissue_neutral
1256-174-PW194-T_neutral	E11	Porites lobata	neutral	Tissue	Tissue_neutral
1256-177-PW195-T_neutral	E11	Pocillopora elegans	neutral	Tissue	Tissue_neutral
1256-180-PW197-T_neutral	E11	Porites lobata	neutral	Tissue	Tissue_neutral
1256-189-PW201-T_neutral	E11	Pocillopora elegans	neutral	Tissue	Tissue_neutral
1256-192-PW202-T_neutral	E11	Pocillopora elegans	neutral	Tissue	Tissue_neutral
1256-195-PW203-T_neutral	E11	Pavona varians	neutral	Tissue	Tissue_neutral
1256-202-HI6-T_neutral	E15	Porites lobata	neutral	Tissue	Tissue_neutral
1256-205-HI7-T_neutral	E15	Montipora capitata	neutral	Tissue	Tissue_neutral
1256-208-HI8-T_neutral	E15	Pocillopora meandrina	neutral	Tissue	Tissue_neutral
1256-211-HI10-T_neutral	E15	Pocillopora meandrina	neutral	Tissue	Tissue_neutral
1256-214-HI57-T_neutral	E15	Leptastrea purpurea	neutral	Tissue	Tissue_neutral
1256-218-HI58-T_neutral	E15	Lobactis scutaria	neutral	Tissue	Tissue_neutral
1256-221-HI59-T_neutral	E15	Montipora capitata	neutral	Tissue	Tissue_neutral
1256-224-HI60-T_neutral	E15	Pavona varians	neutral	Tissue	Tissue_neutral
1256-227-HI61-T_neutral	E15	Porites evermanni	neutral	Tissue	Tissue_neutral
1256-237-HI64-T_neutral	E15	Pocillopora damicornis	neutral	Tissue	Tissue_neutral
1256-240-HI65-T_neutral	E15	Porites lobata	neutral	Tissue	Tissue_neutral
1256-246-HI67-T_neutral	E15	Porites evermanni	neutral	Tissue	Tissue_neutral
1256-253-HI69-T_neutral	E15	Gardineroseris planulata	neutral	Tissue	Tissue_neutral
1256-258-HIA-T_neutral	E15	Tubastraea coccinea	neutral	Tissue	Tissue_neutral
1256-267-HID-T_neutral	E15	Pocillopora meandrina	neutral	Tissue	Tissue_neutral
1256-273-P2-T_neutral	E2	Montastraea cavernosa	neutral	Tissue	Tissue_neutral
1256-276-P5-T_neutral	E2	Orbicella franksi	neutral	Tissue	Tissue_neutral
1256-277-HIE-T_neutral	E15	Pocillopora damicornis	neutral	Tissue	Tissue_neutral
1256-287-P6-T_neutral	E2	Orbicella franksi	neutral	Tissue	Tissue_neutral
1256-290-P7-T_neutral	E2	Orbicella franksi	neutral	Tissue	Tissue_neutral
1256-293-P8-T_neutral	E2	Orbicella faveolata	neutral	Tissue	Tissue_neutral
1256-297-P11-T_neutral	E2	Orbicella annularis	neutral	Tissue	Tissue_neutral
1256-300-P12-T_neutral	E2	Orbicella annularis	neutral	Tissue	Tissue_neutral
1256-304-P479-T_neutral	E2	Porites porites	neutral	Tissue	Tissue_neutral
1256-312-P483-T_neutral	E2	Agaricia tenuifolia	neutral	Tissue	Tissue_neutral
1256-322-P489-T_neutral	E2	Stephanocoenia intersepta	neutral	Tissue	Tissue_neutral
1256-325-P493-T_neutral	E2	Eusmilia fastigiata	neutral	Tissue	Tissue_neutral
1256-327-P494-T_neutral	E2	Eusmilia fastigiata	neutral	Tissue	Tissue_neutral
1256-329-P496-T_neutral	E2	Siderastrea siderea	neutral	Tissue	Tissue_neutral
1256-331-P497-T_neutral	E2	Siderastrea siderea	neutral	Tissue	Tissue_neutral
1256-334-P499-T_neutral	E2	Diploria labyrinthiformis	neutral	Tissue	Tissue_neutral
1256-339-P503-T_neutral	E2	Acropora palmata	neutral	Tissue	Tissue_neutral
1256-343-P507-T_neutral	E2	Acropora cervicornis	neutral	Tissue	Tissue_neutral
1256-345-P508-T_neutral	E2	Meandrina meandrites	neutral	Tissue	Tissue_neutral
1256-347-P509-T_neutral	E2	Meandrina meandrites	neutral	Tissue	Tissue_neutral
1256-349-P510-T_neutral	E2	Meandrina meandrites	neutral	Tissue	Tissue_neutral
1256-351-P511-T_neutral	E2	Meandrina meandrites	neutral	Tissue	Tissue_neutral
E1.10.Poc.dami.1.20140728.T_neutral	E1	Pocillopora damicornis	neutral	Tissue	Tissue_neutral
E1.10.Poc.dami.1.20140731.T_neutral	E1	Pocillopora damicornis	neutral	Tissue	Tissue_neutral
E1.10.Sty.pist.1.20140815.T_neutral	E1	Stylophora pistillata	neutral	Tissue	Tissue_neutral
E1.11.Fun.sp.1.20140730.T_neutral	E1	Fungia sp	neutral	Tissue	Tissue_neutral
E1.11.Fun.sp.1.20140811.T_neutral	E1	Fungia sp	neutral	Tissue	Tissue_neutral
E1.11.Lep.tran.1.20140731.T_neutral	E1	Leptastrea transversa	neutral	Tissue	Tissue_neutral
E1.11.Psa.cont.1.20140730.T_neutral	E1	Psammocora contigua	neutral	Tissue	Tissue_neutral
E1.11.Psa.digi.1.20140807.T_neutral	E1	Psammocora digitata	neutral	Tissue	Tissue_neutral
E1.14.Phy.lich.1.20140811.T_neutral	E1	Physogyra lichtensteini	neutral	Tissue	Tissue_neutral
E1.15.Dip.heli.1.20140726.T_neutral	E1	Diploastrea heliopora	neutral	Tissue	Tissue_neutral
