"id","1256-103-PW164-T","1256-106-PW165-T","1256-109-PW166-T","1256-112-PW167-T","1256-115-PW168-T","1256-119-PW169-T","1256-122-PW170-T","1256-125-PW171-T","1256-128-PW172-T","1256-131-PW174-T","1256-136-PW176-T","1256-139-PW177-T","1256-142-PW178-T","1256-147-PW182-T","1256-151-PW183-T","1256-154-PW185-T","1256-157-PW186-T","1256-160-PW187-T","1256-168-PW192-T","1256-171-PW193-T","1256-174-PW194-T","1256-177-PW195-T","1256-180-PW197-T","1256-189-PW201-T","1256-192-PW202-T","1256-195-PW203-T"
"90ccb9e3ca3726c2142e34c8020b7e31",0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0
"0136bd2564146214ef00122ce6844b09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2
"2d9df76088465b2b1cd89b726bf4f3a3",0,0,0,2,30,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"dc8308ee75b64c0804f3261ba747ad18",11,0,0,0,0,0,2,1,8,16,5,0,0,0,0,0,0,4,0,5,0,3,0,0,0,1
"253fbc6138dc61ce7231646d230ed42d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"d6ff735961c5437d9a486995bfcccfa3",36,0,0,0,78,0,0,0,0,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"1ec6f6a68f29633334f1005a5bb10070",13,0,0,0,21,0,6,0,0,0,24,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0
"760613cf1f2a41bf3a60df7de8b5779f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"e3d70efb0affc754f953b4dee48306de",0,0,0,0,0,0,72,7,0,0,13,9,0,3,10,0,6,0,0,0,1,0,14,0,0,0
"296de0cce47c9864ff3d56aec9d320b7",0,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
